,Fairway_Bunker_Tendency_RANK THIS WEEK,Fairway_Bunker_Tendency_RANK LAST WEEK,Fairway_Bunker_Tendency_PLAYER NAME,Fairway_Bunker_Tendency_ROUNDS,Fairway_Bunker_Tendency_%,Fairway_Bunker_Tendency_TOTAL FAIRWAY BUNKERS,Fairway_Bunker_Tendency_POSSIBLE FWYS,Fairway_Bunker_Tendency_RELATIVE TO PAR
0,1,1,Mark Brooks,55,3.1,17,550,+0.353
1,T2,T2,Steve Elkington,70,3.4,29,852,+0.276
2,T2,T2,Brian Vranesh,51,3.4,20,594,+0.650
3,T4,T4,Tom Lehman,55,3.5,17,485,+0.235
4,T4,T4,Corey Pavin,73,3.5,26,744,+0.500
5,T4,T4,Scott Sterling,51,3.5,19,550,+0.158
6,7,7,Charles Warren,63,3.8,28,730,+0.250
7,T8,T8,Richard Johnson,85,3.9,40,1028,+0.400
8,T8,T8,Patrick Sheehan,51,3.9,21,543,+0.476
9,T8,T8,Johnson Wagner,81,3.9,40,1022,+0.175
10,T11,T11,David Toms,98,4.0,44,1112,+0.091
11,T11,T11,Kirk Triplett,60,4.0,30,754,+0.200
12,T11,T11,Marc Turnesa,77,4.0,39,985,+0.538
13,T14,T14,Michael Allen,73,4.1,33,804,+0.091
14,T14,T14,Glen Day,79,4.1,36,882,+0.361
15,16,16,Brian Gay,96,4.2,48,1144,+0.313
16,T17,T17,Briny Baird,89,4.3,43,992,+0.186
17,T17,T17,Bart Bryant,58,4.3,31,721,+0.355
18,T17,T17,Scott McCarron,91,4.3,48,1121,+0.417
19,T20,T20,Marc Leishman,91,4.4,50,1142,+0.200
20,T20,T20,Jimmy Walker,74,4.4,38,855,+0.079
21,T20,T20,Boo Weekley,79,4.4,40,905,E
22,T23,T23,Jason Bohn,88,4.5,51,1129,+0.176
23,T23,T23,Bryce Molder,69,4.5,34,753,+0.382
24,T23,T23,Jeff Quinney,78,4.5,44,979,+0.341
25,T23,T23,Brandt Snedeker,81,4.5,41,903,+0.220
26,T23,T23,Darron Stiles,52,4.5,26,580,+0.538
27,T23,T23,Vaughn Taylor,88,4.5,49,1091,+0.408
28,T29,T29,Jim Furyk,86,4.6,41,901,+0.171
29,T29,T29,Greg Kraft,51,4.6,26,568,+0.077
30,T31,T31,Jerry Kelly,90,4.7,50,1070,+0.260
31,T31,T31,Justin Leonard,95,4.7,49,1048,+0.429
32,T31,T31,Steve Lowery,83,4.7,50,1063,+0.480
33,T34,T34,Joe Durant,62,4.8,31,647,+0.290
34,T34,T34,Jeff Maggert,79,4.8,48,1002,+0.396
35,T34,T34,John Mallinger,90,4.8,47,979,+0.170
36,T34,T34,Rocco Mediate,79,4.8,44,913,+0.432
37,T34,T34,Charlie Wi,92,4.8,52,1085,+0.135
38,T39,T39,Alex Cejka,82,4.9,48,986,+0.271
39,T39,T39,Paul Goydos,79,4.9,44,905,+0.182
40,T39,T39,Billy Mayfair,83,4.9,47,953,+0.426
41,T39,T39,Tim Petrovic,97,4.9,58,1185,+0.190
42,T39,T39,Peter Tomasulo,61,4.9,31,630,+0.548
43,T39,T39,Gary Woodland,53,4.9,24,491,+0.083
44,T45,T45,Jason Gore,74,5.0,43,853,+0.023
45,T45,T45,Peter Lonard,86,5.0,53,1056,+0.189
46,T45,T45,Kevin Na,91,5.0,53,1066,+0.170
47,T45,T45,Tag Ridings,50,5.0,28,561,+0.464
48,T45,T45,Heath Slocum,95,5.0,59,1176,+0.254
49,T45,T45,Dean Wilson,81,5.0,48,960,+0.167
50,T45,T45,Casey Wittenberg,71,5.0,37,735,+0.216
51,T52,T52,Greg Chalmers,85,5.1,50,973,+0.140
52,T52,T52,Tim Clark,81,5.1,42,820,+0.143
53,T52,T52,Ernie Els,70,5.1,38,752,+0.263
54,T52,T52,Lucas Glover,93,5.1,56,1090,+0.250
55,T52,T52,Todd Hamilton,83,5.1,45,878,+0.467
56,T52,T52,Colt Knost,71,5.1,39,770,+0.487
57,T52,T52,Martin Laird,72,5.1,44,857,+0.386
58,T52,T52,Bill Lunde,83,5.1,53,1032,+0.283
59,T52,T52,Chris Riley,77,5.1,47,928,+0.043
60,T52,T52,Steve Stricker,81,5.1,44,859,+0.159
61,T62,T62,Tommy Armour III,58,5.2,37,716,+0.351
62,T62,T62,Chad Campbell,90,5.2,51,979,+0.255
63,T62,T62,Brad Faxon,59,5.2,37,713,+0.405
64,T62,T62,Mathew Goggin,76,5.2,43,826,+0.535
65,T62,T62,Kent Jones,73,5.2,44,845,+0.318
66,T62,T62,Will MacKenzie,69,5.2,44,845,+0.341
67,T62,T62,Nick O'Hern,90,5.2,61,1168,+0.377
68,T69,T69,Jonathan Byrd,89,5.3,58,1086,+0.293
69,T69,T69,Daniel Chopra,89,5.3,61,1142,+0.164
70,T69,T69,David Duval,56,5.3,31,589,+0.129
71,T69,T69,Bob Estes,78,5.3,51,958,+0.275
72,T69,T69,Ryuji Imada,85,5.3,50,950,+0.340
73,T69,T69,Zach Johnson,94,5.3,58,1104,+0.190
74,T69,T69,Cliff Kresge,78,5.3,49,926,+0.204
75,T69,T69,George McNeill,82,5.3,55,1043,+0.200
76,T69,T69,Scott Verplank,88,5.3,58,1099,+0.293
77,T69,T69,Tiger Woods,64,5.3,35,659,+0.343
78,T79,T79,Cameron Beckman,87,5.4,56,1039,+0.286
79,T79,T79,Ben Crane,93,5.4,60,1106,+0.167
80,T79,T79,Brian Davis,103,5.4,68,1256,+0.294
81,T79,T79,David Mathis,82,5.4,51,943,+0.255
82,T79,T79,Aron Price,89,5.4,57,1058,+0.263
83,T79,T79,Brett Quigley,92,5.4,55,1016,+0.364
84,T79,T79,Chez Reavie,81,5.4,53,975,+0.434
85,T79,T79,John Senden,100,5.4,69,1272,+0.304
86,T79,T79,Mark Wilson,99,5.4,66,1213,+0.182
87,T88,T88,Rich Beem,77,5.5,44,797,+0.432
88,T88,T88,Michael Letzig,96,5.5,65,1181,+0.215
89,T88,T88,Spencer Levin,75,5.5,51,919,+0.216
90,T88,T88,D.A. Points,99,5.5,65,1191,+0.262
91,T88,T88,John Rollins,92,5.5,60,1091,+0.283
92,T88,T88,Chris Stroud,88,5.5,57,1043,+0.263
93,T88,T88,Matt Weibring,65,5.5,42,758,+0.357
94,T95,T95,J.B. Holmes,74,5.6,46,818,+0.413
95,T95,T95,James Nitties,86,5.6,59,1051,+0.475
