,Fairway_Bunker_Tendency_RANK THIS WEEK,Fairway_Bunker_Tendency_RANK LAST WEEK,Fairway_Bunker_Tendency_PLAYER NAME,Fairway_Bunker_Tendency_ROUNDS,Fairway_Bunker_Tendency_%,Fairway_Bunker_Tendency_TOTAL FAIRWAY BUNKERS,Fairway_Bunker_Tendency_POSSIBLE FWYS,Fairway_Bunker_Tendency_RELATIVE TO PAR
96,T95,T95,Greg Owen,97,5.6,64,1135,+0.234
97,T95,T95,Kevin Stadler,65,5.6,41,738,+0.268
98,T95,T95,Nick Watney,86,5.6,52,929,+0.154
99,T100,T100,Mark Calcavecchia,72,5.7,49,854,+0.286
100,T100,T100,K.J. Choi,65,5.7,40,700,+0.150
101,T100,T100,Jason Dufner,90,5.7,61,1079,+0.213
102,T100,T100,Bob Heintz,59,5.7,40,700,+0.425
103,T100,T100,Charles Howell III,99,5.7,65,1136,E
104,T100,T100,Jeff Klauk,97,5.7,69,1219,+0.217
105,T100,T100,Ted Purdy,101,5.7,70,1227,+0.143
106,T100,T100,D.J. Trahan,96,5.7,63,1112,+0.286
107,T100,T100,Jay Williamson,69,5.7,45,786,+0.489
108,T109,T109,Woody Austin,84,5.8,60,1032,+0.050
109,T109,T109,Steve Flesch,77,5.8,50,864,+0.360
110,T109,T109,Matt Kuchar,82,5.8,57,976,+0.140
111,T109,T109,Ryan Palmer,78,5.8,55,956,+0.200
112,T109,T109,Rick Price,54,5.8,33,567,+0.545
113,T109,T109,Bo Van Pelt,100,5.8,65,1129,+0.246
114,T109,T109,Bubba Watson,73,5.8,45,773,+0.378
115,T116,T116,Robert Allenby,71,5.9,46,777,+0.239
116,T116,T116,Stephen Ames,77,5.9,46,785,+0.196
117,T116,T116,Ryan Moore,89,5.9,61,1027,+0.131
118,T116,T116,Scott Piercy,85,5.9,61,1030,+0.213
119,T116,T116,Adam Scott,53,5.9,34,577,+0.294
120,T121,T121,Stuart Appleby,79,6.0,53,888,+0.208
121,T121,T121,Lee Janzen,74,6.0,50,837,+0.360
122,T121,T121,Parker McLachlin,71,6.0,55,916,+0.091
123,T124,T124,Brad Adamonis,70,6.1,51,833,+0.216
124,T124,T124,Chris DiMarco,97,6.1,73,1201,+0.178
125,T124,T124,Tom Pernice Jr.,82,6.1,63,1030,+0.190
126,T124,T124,Kenny Perry,92,6.1,62,1017,+0.210
127,T124,T124,Kevin Streelman,97,6.1,73,1197,+0.342
128,T124,T124,Brendon Todd,53,6.1,39,640,+0.282
129,T124,T124,Mike Weir,85,6.1,57,928,+0.175
130,T131,T131,Matt Jones,56,6.2,37,601,+0.054
131,T131,T131,Davis Love III,89,6.2,66,1066,+0.121
132,T131,T131,Steve Marino,98,6.2,72,1163,+0.167
133,T131,T131,Leif Olson,51,6.2,36,584,+0.361
134,T131,T131,Camilo Villegas,76,6.2,48,777,+0.271
135,T136,T136,Tim Herron,87,6.3,69,1104,+0.188
136,T136,T136,Andres Romero,58,6.3,37,587,+0.135
137,T138,T138,Ángel Cabrera,55,6.4,33,518,+0.485
138,T138,T138,Robert Garrigus,83,6.4,62,970,+0.371
139,T138,T138,Sean O'Hair,80,6.4,52,810,+0.327
140,T138,T138,Nicholas Thompson,96,6.4,77,1194,+0.286
141,T142,T142,Stewart Cink,79,6.5,53,821,+0.245
142,T142,T142,Ben Curtis,63,6.5,43,657,+0.442
143,T142,T142,Harrison Frazar,93,6.5,75,1149,+0.173
144,T142,T142,Nathan Green,104,6.5,82,1259,+0.195
145,T142,T142,Bill Haas,91,6.5,74,1131,+0.176
146,T142,T142,J.J. Henry,97,6.5,75,1154,+0.347
147,T142,T142,Troy Matteson,95,6.5,78,1198,+0.333
148,T142,T142,Phil Mickelson,66,6.5,42,651,+0.214
149,T150,T150,Derek Fathauer,63,6.6,46,693,+0.130
150,T150,T150,Joe Ogilvie,85,6.6,69,1044,+0.319
151,T150,T150,Pat Perez,74,6.6,56,854,+0.393
152,T153,T153,Eric Axley,71,6.7,53,789,+0.377
153,T153,T153,Aaron Baddeley,66,6.7,53,792,+0.189
154,T155,T155,Ricky Barnes,67,6.8,47,696,+0.191
155,T155,T155,Kris Blanks,60,6.8,44,647,+0.455
156,T155,T155,Ken Duke,87,6.8,66,975,+0.318
157,T155,T155,Padraig Harrington,66,6.8,45,658,+0.200
158,T155,T155,Charley Hoffman,97,6.8,81,1189,+0.235
159,T155,T155,Anthony Kim,76,6.8,56,823,+0.304
160,T161,T161,Sergio Garcia,59,6.9,42,608,+0.190
161,T161,T161,Dustin Johnson,85,6.9,60,868,+0.283
162,T161,T161,Hunter Mahan,94,6.9,72,1048,+0.389
163,T164,T164,Brendon de Jonge,90,7.1,77,1082,+0.234
164,T164,T164,Retief Goosen,74,7.1,55,773,+0.291
165,T164,T164,Geoff Ogilvy,78,7.1,57,802,+0.175
166,T164,T164,Webb Simpson,94,7.1,84,1184,+0.214
167,T168,T168,Jeff Overton,92,7.3,76,1047,+0.303
168,T168,T168,Carl Pettersson,86,7.3,74,1020,+0.203
169,T168,T168,Ian Poulter,59,7.3,43,587,+0.140
170,T168,T168,Justin Rose,71,7.3,58,791,+0.138
171,172,172,Freddie Jacobson,83,7.4,75,1009,+0.293
172,T173,T173,Luke Donald,79,7.6,64,843,+0.188
173,T173,T173,Rod Pampling,72,7.6,67,885,+0.224
174,T175,T175,Brian Bateman,55,7.7,51,660,+0.255
175,T175,T175,Jason Day,61,7.7,52,679,+0.192
176,T175,T175,Rory Sabbatini,81,7.7,71,921,+0.211
177,T175,T175,Kevin Sutherland,96,7.7,77,1006,+0.312
178,T179,T179,Matt Bettencourt,98,7.8,93,1188,+0.333
179,T179,T179,Jarrod Lyle,65,7.8,54,689,+0.259
180,T181,T181,Fred Couples,54,7.9,45,573,+0.178
181,T181,T181,Y.E. Yang,83,7.9,76,965,+0.276
182,183,183,Vijay Singh,71,8.2,58,710,+0.086
183,184,184,John Merrick,91,8.4,78,929,+0.205
