,Longest_Drives_RANK THIS WEEK,Longest_Drives_RANK LAST WEEK,Longest_Drives_PLAYER NAME,Longest_Drives_ROUNDS,Longest_Drives_DISTANCE,Longest_Drives_TOURNAMENT,Longest_Drives_ROUND,Longest_Drives_HOLE,Longest_Drives_COURSE
52,T49,10,Geoff Ogilvy,78,398,Mercedes-Benz Championship,2,18,656
53,T49,T13,Sean O'Hair,80,398,Mercedes-Benz Championship,2,7,656
54,T49,T13,Sean O'Hair,80,398,Mercedes-Benz Championship,2,18,656
55,T49,T49,Alvaro Quiros,25,398,World Golf Championships-CA Championship,3,7,8
56,T49,T49,Jason Day,61,398,Valero Texas Open,2,11,625
57,T58,T49,Kenny Perry,92,397,Mercedes-Benz Championship,1,6,656
58,T58,T49,Kenny Perry,92,397,World Golf Championships-Bridgestone Invitational,4,16,36
59,T58,T58,Brian Bateman,55,397,Frys.com Open,2,14,713
60,T58,T34,Matt Jones,56,397,Valero Texas Open,2,11,625
61,T62,T62,Mike Heinen,4,396,Valero Texas Open,1,11,625
62,T62,T62,Chad Campbell,90,396,Valero Texas Open,1,1,625
63,T62,T62,Craig Barlow,13,396,Legends Reno-Tahoe Open,2,9,660
64,T62,8,Greg Owen,97,396,Valero Texas Open,1,11,625
65,T62,T62,Bryce Molder,69,396,Valero Texas Open,1,1,625
66,T62,T62,James Nitties,86,396,Valero Texas Open,2,11,625
67,T62,T62,Tommy Gainey,46,396,Legends Reno-Tahoe Open,1,9,660
68,T69,T21,Davis Love III,89,395,Mercedes-Benz Championship,2,18,656
69,T69,1,Charley Hoffman,97,395,Valero Texas Open,1,11,625
70,T69,T69,Ángel Cabrera,55,395,PGA Championship,2,15,690
71,T69,T34,Bill Lunde,83,395,Valero Texas Open,1,11,625
72,T69,T24,Adam Scott,53,395,World Golf Championships-Bridgestone Invitational,3,16,36
73,T69,9,Andres Romero,58,395,Mercedes-Benz Championship,2,17,656
74,T69,T18,J.B. Holmes,74,395,Mercedes-Benz Championship,2,7,656
75,T69,T18,J.B. Holmes,74,395,The Honda Classic,2,4,734
76,T77,T77,Jeff Maggert,79,394,Valero Texas Open,1,11,625
77,T77,10,Geoff Ogilvy,78,394,Mercedes-Benz Championship,1,12,656
78,T77,T77,Brian Vranesh,51,394,Valero Texas Open,2,11,625
79,T77,T18,J.B. Holmes,74,394,Mercedes-Benz Championship,1,7,656
80,T77,T77,Kris Blanks,60,394,Valero Texas Open,2,1,625
81,T77,4,Dustin Johnson,85,394,Mercedes-Benz Championship,1,12,656
82,T83,T83,Brandt Jobe,28,393,Valero Texas Open,3,1,625
83,T83,T83,Harrison Frazar,93,393,Valero Texas Open,1,11,625
84,T83,T42,D.J. Trahan,96,393,Mercedes-Benz Championship,2,7,656
85,T83,T77,Brian Vranesh,51,393,Valero Texas Open,1,11,625
86,T83,T18,J.B. Holmes,74,393,Mercedes-Benz Championship,1,6,656
87,T83,T18,J.B. Holmes,74,393,Mercedes-Benz Championship,1,18,656
88,T83,T18,J.B. Holmes,74,393,World Golf Championships-Bridgestone Invitational,3,16,36
89,T83,T49,Jason Day,61,393,Valero Texas Open,1,11,625
90,T83,T83,Aaron Watkins,48,393,Valero Texas Open,1,11,625
91,T83,T62,Tommy Gainey,46,393,Valero Texas Open,1,11,625
92,T93,T93,Billy Andrade,40,392,Valero Texas Open,1,11,625
93,T93,11,Ernie Els,70,392,Mercedes-Benz Championship,4,6,656
94,T93,T93,Charles Warren,63,392,Valero Texas Open,1,11,625
95,T93,T24,Adam Scott,53,392,Mercedes-Benz Championship,1,7,656
96,T93,9,Andres Romero,58,392,Mercedes-Benz Championship,3,6,656
97,T98,T98,Darron Stiles,52,391,Valero Texas Open,2,11,625
98,T98,T93,Charles Warren,63,391,Valero Texas Open,2,11,625
99,T98,6,Tag Ridings,50,391,Valero Texas Open,1,11,625
100,T98,T98,K.J. Choi,65,391,Mercedes-Benz Championship,3,6,656
101,T98,T13,Kevin Stadler,65,391,Legends Reno-Tahoe Open,4,10,660
102,T98,T29,Johnson Wagner,81,391,Mercedes-Benz Championship,1,17,656
103,T104,11,Ernie Els,70,390,Mercedes-Benz Championship,2,17,656
104,T104,T104,Frank Lickliter II,36,390,Valero Texas Open,1,11,625
105,T104,T104,Carl Pettersson,86,390,Mercedes-Benz Championship,4,17,656
106,T104,9,Andres Romero,58,390,Legends Reno-Tahoe Open,1,17,660
107,T104,T49,Alvaro Quiros,25,390,World Golf Championships-CA Championship,1,2,8
108,T109,11,Ernie Els,70,389,Mercedes-Benz Championship,3,17,656
109,T109,T109,Vijay Singh,71,389,Mercedes-Benz Championship,1,18,656
110,T109,T109,Vijay Singh,71,389,Mercedes-Benz Championship,3,17,656
111,T109,T42,Stewart Cink,79,389,Mercedes-Benz Championship,2,18,656
112,T109,T13,Sean O'Hair,80,389,Mercedes-Benz Championship,4,17,656
113,T109,9,Andres Romero,58,389,Mercedes-Benz Championship,2,18,656
114,T109,T18,J.B. Holmes,74,389,Mercedes-Benz Championship,4,17,656
115,T109,T34,Anthony Kim,76,389,Valero Texas Open,3,11,625
116,T109,4,Dustin Johnson,85,389,Mercedes-Benz Championship,4,17,656
117,T109,4,Dustin Johnson,85,389,Valero Texas Open,4,14,625
118,T119,T119,Lance Ten Broeck,2,388,Valero Texas Open,1,11,625
119,T119,1,Charley Hoffman,97,388,Valero Texas Open,3,11,625
120,T119,T119,J.J. Henry,97,388,Valero Texas Open,1,1,625
121,T119,T119,Rich Beem,77,388,Valero Texas Open,1,11,625
122,T119,T42,D.J. Trahan,96,388,Mercedes-Benz Championship,3,17,656
123,T119,T29,Johnson Wagner,81,388,FBR Open,2,10,510
124,T119,T119,Spencer Levin,75,388,Legends Reno-Tahoe Open,1,10,660
125,T126,11,Ernie Els,70,387,Mercedes-Benz Championship,2,18,656
126,T126,6,Tag Ridings,50,387,Valero Texas Open,4,1,625
127,T126,T42,D.J. Trahan,96,387,Mercedes-Benz Championship,2,18,656
128,T126,48,Parker McLachlin,71,387,Mercedes-Benz Championship,3,17,656
129,T126,T24,Adam Scott,53,387,Mercedes-Benz Championship,2,12,656
130,T126,T24,Adam Scott,53,387,Mercedes-Benz Championship,2,18,656
131,T126,T126,Will MacKenzie,69,387,Mercedes-Benz Championship,2,18,656
132,T126,T126,Boo Weekley,79,387,Mercedes-Benz Championship,1,12,656
133,T126,T34,Anthony Kim,76,387,Mercedes-Benz Championship,2,18,656
134,T126,T42,Gary Woodland,53,387,FBR Open,2,5,510
135,T136,T34,Phil Mickelson,66,386,Shell Houston Open,1,17,729
136,T136,T136,Joe Ogilvie,85,386,Valero Texas Open,1,11,625
137,T136,T136,Pat Perez,74,386,World Golf Championships-Bridgestone Invitational,4,16,36
138,T136,12,Camilo Villegas,76,386,Mercedes-Benz Championship,1,7,656
139,T136,T136,Nicholas Thompson,96,386,Valero Texas Open,2,11,625
140,T136,T34,Anthony Kim,76,386,Mercedes-Benz Championship,1,18,656
141,T136,T34,Anthony Kim,76,386,Valero Texas Open,1,11,625
142,T143,T13,Sean O'Hair,80,385,Mercedes-Benz Championship,1,12,656
143,T143,9,Andres Romero,58,385,Mercedes-Benz Championship,1,18,656
144,T143,T126,Boo Weekley,79,385,Mercedes-Benz Championship,1,18,656
145,T143,T126,Boo Weekley,79,385,Mercedes-Benz Championship,2,18,656
146,T143,T62,James Nitties,86,385,Valero Texas Open,1,11,625
147,T143,T143,Charl Schwartzel,18,385,Legends Reno-Tahoe Open,1,10,660
148,T143,12,Camilo Villegas,76,385,Mercedes-Benz Championship,1,18,656
149,T143,12,Camilo Villegas,76,385,Mercedes-Benz Championship,4,17,656
150,T143,T143,Peter Tomasulo,61,385,Valero Texas Open,2,11,625
151,T152,T21,Davis Love III,89,384,Mercedes-Benz Championship,1,7,656
152,T152,T152,Steve Lowery,83,384,Mercedes-Benz Championship,1,18,656
153,T152,T109,Vijay Singh,71,384,Mercedes-Benz Championship,2,18,656
154,T152,T152,Paul Goydos,79,384,Valero Texas Open,1,11,625
155,T152,T152,Paul Stankowski,24,384,Valero Texas Open,1,11,625
156,T152,T152,Cameron Beckman,87,384,Mercedes-Benz Championship,2,18,656
157,T152,T152,Jesper Parnevik,38,384,Valero Texas Open,1,11,625
158,T152,T69,Ángel Cabrera,55,384,World Golf Championships-Bridgestone Invitational,4,9,36
159,T152,T152,Trevor Immelman,41,384,Mercedes-Benz Championship,1,17,656
160,T152,T152,Matthew Borchert,48,384,Valero Texas Open,1,1,625
161,T162,T21,Davis Love III,89,383,Mercedes-Benz Championship,2,12,656
162,T162,T162,Tim Petrovic,97,383,Justin Timberlake Shriners Hospitals for Children Open,1,12,538
163,T162,T162,Shaun Micheel,49,383,Valero Texas Open,2,11,625
164,T162,T83,Brandt Jobe,28,383,Valero Texas Open,4,1,625
165,T162,T42,Stewart Cink,79,383,Mercedes-Benz Championship,1,18,656
166,T162,T162,Mathew Goggin,76,383,World Golf Championships-Bridgestone Invitational,3,8,36
167,T162,T13,Daniel Chopra,89,383,Mercedes-Benz Championship,1,17,656
168,T162,T162,Yuji Igarashi,4,383,World Golf Championships-Bridgestone Invitational,2,13,36
169,T162,48,Parker McLachlin,71,383,Mercedes-Benz Championship,1,18,656
170,T162,T162,Gonzalo Fernandez-Castaño,18,383,World Golf Championships-Bridgestone Invitational,3,16,36
171,T162,T104,Carl Pettersson,86,383,Mercedes-Benz Championship,2,12,656
172,T162,9,Andres Romero,58,383,Justin Timberlake Shriners Hospitals for Children Open,3,7,538
173,T162,T162,Marc Turnesa,77,383,PGA Championship,1,15,690
174,T162,T162,Rory McIlroy,42,383,PGA Championship,2,15,690
175,T162,4,Dustin Johnson,85,383,FBR Open,2,3,510
176,T177,T49,Kenny Perry,92,382,Mercedes-Benz Championship,1,18,656
177,T177,T177,Justin Leonard,95,382,Mercedes-Benz Championship,1,18,656
178,T177,T177,Shingo Katayama,18,382,World Golf Championships-Bridgestone Invitational,4,16,36
179,T177,T177,Padraig Harrington,66,382,World Golf Championships-Bridgestone Invitational,4,8,36
180,T177,T177,Ryan Palmer,78,382,Mercedes-Benz Championship,2,18,656
181,T177,T177,Vaughn Taylor,88,382,Valero Texas Open,2,11,625
182,T177,T98,K.J. Choi,65,382,Mercedes-Benz Championship,1,12,656
183,T177,T126,Will MacKenzie,69,382,Mercedes-Benz Championship,2,17,656
184,T177,9,Andres Romero,58,382,Legends Reno-Tahoe Open,1,9,660
185,T177,T126,Boo Weekley,79,382,Mercedes-Benz Championship,2,12,656
186,T177,T177,Marc Leishman,91,382,Valero Texas Open,2,11,625
187,T177,T34,Anthony Kim,76,382,Mercedes-Benz Championship,4,18,656
188,T177,4,Dustin Johnson,85,382,the Memorial Tournament,4,17,23
189,T177,T177,Jason Schmuhl,5,382,Legends Reno-Tahoe Open,1,17,660
190,T191,T191,Nolan Henke,2,381,Valero Texas Open,1,11,625
191,T191,T152,Steve Lowery,83,381,Mercedes-Benz Championship,2,18,656
192,T191,T77,Jeff Maggert,79,381,Valero Texas Open,4,1,625
193,T191,T191,David Peoples,18,381,Valero Texas Open,2,11,625
194,T191,11,Ernie Els,70,381,World Golf Championships-Bridgestone Invitational,4,16,36
195,T191,T191,Charlie Wi,92,381,Valero Texas Open,1,11,625
196,T191,T42,Stewart Cink,79,381,Mercedes-Benz Championship,1,7,656
197,T191,T83,Harrison Frazar,93,381,FBR Open,2,11,510
198,T191,T191,Jason Gore,74,381,Valero Texas Open,2,11,625
199,T191,T191,Eric Axley,71,381,Valero Texas Open,1,1,625
