,Putts_per_Round_-_Round_1_RANK THIS WEEK,Putts_per_Round_-_Round_1_RANK LAST WEEK,Putts_per_Round_-_Round_1_PLAYER NAME,Putts_per_Round_-_Round_1_AVG,Putts_per_Round_-_Round_1_TOTAL PUTTS,Putts_per_Round_-_Round_1_TOTAL ROUNDS
0,1,1,Tim Clark,27.72,499,18
1,2,2,Rory Sabbatini,27.77,611,22
2,T3,T3,Joe Ogilvie,27.8,834,30
3,T3,T3,Justin Rose,27.8,417,15
4,T5,T5,Ryuji Imada,27.93,838,30
5,T5,T5,Jay Williamson,27.93,391,14
6,7,7,Kevin Na,28.0,728,26
7,8,8,Brian Gay,28.19,874,31
8,9,9,José María Olazábal,28.2,423,15
9,10,10,Michael Sim,28.29,481,17
10,11,11,Rich Beem,28.32,793,28
11,12,12,Jeff Overton,28.33,510,18
12,13,13,Steve Allan,28.35,482,17
13,14,14,Bob Estes,28.36,794,28
14,15,15,Ernie Els,28.4,426,15
15,16,16,Corey Pavin,28.44,711,25
16,17,17,Aaron Baddeley,28.45,626,22
17,18,18,Padraig Harrington,28.47,484,17
18,T19,T19,Craig Kanada,28.48,940,33
19,T19,T19,Parker McLachlin,28.48,769,27
20,T21,T21,Steve Elkington,28.5,684,24
21,T21,T21,Chris Riley,28.5,456,16
22,23,23,John Mallinger,28.52,827,29
23,24,24,Charlie Wi,28.54,742,26
24,T25,T25,Marco Dawson,28.55,628,22
25,T25,T25,Jim Furyk,28.55,628,22
26,27,27,Nathan Green,28.57,800,28
27,28,28,Freddie Jacobson,28.65,573,20
28,T29,T29,José Coceres,28.69,459,16
29,T29,T29,Jesper Parnevik,28.69,746,26
30,31,31,Shigeki Maruyama,28.7,861,30
31,32,32,J.P. Hayes,28.71,804,28
32,33,33,George McNeill,28.72,833,29
33,34,34,Scott Verplank,28.73,632,22
34,35,35,Heath Slocum,28.75,805,28
35,36,36,Ian Poulter,28.76,489,17
36,T37,T37,Bob Heintz,28.77,748,26
37,T37,T37,Steve Stricker,28.77,633,22
38,39,39,Tag Ridings,28.82,490,17
39,T40,T40,K.J. Choi,28.83,692,24
40,T40,T40,Cliff Kresge,28.83,865,30
41,T40,T40,Dicky Pride,28.83,692,24
42,T43,T43,Bryce Molder,28.85,577,20
43,T43,T43,Chris Tidland,28.85,577,20
44,45,45,Brian Davis,28.86,808,28
45,46,46,Arron Oberholser,28.89,549,19
46,47,47,Jeff Quinney,28.9,838,29
47,T48,T48,Jonathan Byrd,28.91,665,23
48,T48,T48,Chris DiMarco,28.91,665,23
49,50,50,Troy Matteson,28.92,752,26
50,51,51,Brian Bateman,28.94,492,17
51,52,52,Rocco Mediate,28.95,637,22
52,53,53,John Rollins,28.96,811,28
53,T54,T54,Retief Goosen,29.0,377,13
54,T54,T54,Tripp Isenhour,29.0,841,29
55,T54,T54,Frank Lickliter II,29.0,841,29
56,57,57,Steve Flesch,29.06,901,31
57,58,58,Brandt Snedeker,29.07,814,28
58,T59,T59,Gavin Coles,29.08,756,26
59,T59,T59,Paul Gow,29.08,727,25
60,61,61,Daniel Chopra,29.09,960,33
61,T62,T62,Michael Allen,29.1,611,21
62,T62,T62,Michael Boyd,29.1,582,20
63,64,64,Bubba Dickerson,29.11,524,18
64,T65,T65,Craig Bowden,29.13,699,24
65,T65,T65,Bart Bryant,29.13,699,24
66,T65,T65,Stewart Cink,29.13,699,24
67,T65,T65,Anders Hansen,29.13,466,16
68,T69,T69,Zach Johnson,29.14,612,21
69,T69,T69,Ryan Moore,29.14,816,28
70,71,71,Billy Andrade,29.15,787,27
