,2-Putts_per_Round_RANK THIS WEEK,2-Putts_per_Round_RANK LAST WEEK,2-Putts_per_Round_PLAYER NAME,2-Putts_per_Round_ROUNDS,2-Putts_per_Round_AVG,2-Putts_per_Round_TOTAL 2 PUTTS,2-Putts_per_Round_TOTAL ROUNDS
0,1,1,Joe Durant,88,11.13,968,87
1,2,2,J.J. Henry,86,11.04,938,85
2,3,3,Jeff Gove,103,11.02,1135,103
3,4,4,Tom Lehman,62,11.0,682,62
4,5,5,Joey Sindelar,75,10.95,821,75
5,6,6,Trevor Immelman,74,10.93,743,68
6,7,7,Johnson Wagner,97,10.92,1059,97
7,8,8,Davis Love III,66,10.91,709,65
8,9,9,Stephen Leaney,82,10.9,894,82
9,10,10,John Senden,97,10.89,1056,97
10,11,11,Robert Garrigus,95,10.77,1023,95
11,12,12,Chad Campbell,96,10.73,966,90
12,T13,T13,Billy Mayfair,98,10.72,1051,98
13,T13,T13,Brett Quigley,79,10.72,836,78
14,15,15,Duffy Waldorf,69,10.71,739,69
15,16,16,David Branshaw,83,10.7,888,83
16,17,17,Charles Howell III,89,10.67,918,86
17,18,18,Brett Wetterich,88,10.66,927,87
18,19,19,Kevin Stadler,95,10.65,1012,95
19,20,20,Jim Furyk,84,10.63,872,82
20,21,21,Richard Johnson,93,10.59,985,93
21,T22,T22,Robert Allenby,90,10.55,939,89
22,T22,T22,Hunter Mahan,91,10.55,960,91
23,T22,T22,Michael Putnam,96,10.55,1013,96
24,T25,T25,Nick O'Hern,72,10.54,717,68
25,T25,T25,Greg Owen,81,10.54,854,81
26,T25,T25,Kenny Perry,83,10.54,875,83
27,28,28,Shaun Micheel,91,10.53,927,88
28,29,29,Kevin Sutherland,85,10.52,894,85
29,T30,T30,Stephen Ames,81,10.51,799,76
30,T30,T30,Mathew Goggin,97,10.51,1019,97
31,T32,T32,Ben Curtis,80,10.49,839,80
32,T32,T32,Rod Pampling,92,10.49,944,90
33,T34,T34,Henrik Stenson,52,10.48,482,46
34,T34,T34,D.J. Trahan,99,10.48,1038,99
35,T34,T34,Jay Williamson,50,10.48,524,50
36,37,37,Jeff Maggert,79,10.47,827,79
37,38,38,Matt Hendrix,63,10.46,659,63
38,39,39,Tiger Woods,63,10.45,627,60
39,T40,T40,Jason Bohn,57,10.44,595,57
40,T40,T40,Charles Warren,101,10.44,1054,101
41,42,42,Tommy Armour III,81,10.43,845,81
42,43,43,Craig Barlow,52,10.42,542,52
43,44,44,Bo Van Pelt,104,10.41,1083,104
44,T45,T45,Tom Byrum,50,10.4,520,50
45,T45,T45,Stewart Cink,91,10.4,915,88
46,T45,T45,Kent Jones,97,10.4,1009,97
47,T45,T45,Heath Slocum,101,10.4,1050,101
48,49,49,Robert Gamez,88,10.39,914,88
49,T50,T50,Billy Andrade,88,10.36,912,88
50,T50,T50,Anders Hansen,55,10.36,570,55
51,T50,T50,Ted Purdy,102,10.36,1057,102
52,53,53,Brian Davis,101,10.32,1042,101
53,T54,T54,Cliff Kresge,107,10.31,1103,107
54,T54,T54,Nick Watney,87,10.31,897,87
55,56,56,Todd Hamilton,76,10.3,783,76
56,T57,T57,Lee Janzen,66,10.29,679,66
57,T57,T57,Kirk Triplett,77,10.29,792,77
58,T59,T59,Bart Bryant,87,10.27,883,86
59,T59,T59,Jason Dufner,100,10.27,1027,100
60,T59,T59,Sergio Garcia,68,10.27,678,66
61,T59,T59,Steve Lowery,74,10.27,760,74
62,T59,T59,Jeff Quinney,95,10.27,976,95
63,T64,T64,Chris DiMarco,79,10.26,790,77
64,T64,T64,Adam Scott,69,10.26,698,68
65,T64,T64,Camilo Villegas,82,10.26,841,82
66,67,67,Troy Matteson,87,10.25,892,87
67,T68,T68,Zach Johnson,76,10.23,767,75
68,T68,T68,Anthony Kim,93,10.23,951,93
69,T68,T68,John Merrick,92,10.23,941,92
70,T68,T68,Dean Wilson,92,10.23,941,92
71,T72,T72,Cameron Beckman,96,10.22,981,96
72,T72,T72,Chris Couch,76,10.22,777,76
73,T74,T74,Phil Mickelson,73,10.21,725,71
74,T74,T74,Ryan Palmer,91,10.21,929,91
75,T76,T76,Ken Duke,112,10.2,1142,112
76,T76,T76,Frank Lickliter II,95,10.2,969,95
77,T76,T76,Will MacKenzie,100,10.2,1020,100
78,T79,T79,Lucas Glover,98,10.19,988,97
79,T79,T79,Retief Goosen,50,10.19,489,48
80,T81,T81,Carl Pettersson,111,10.17,1119,110
81,T81,T81,Michael Sim,52,10.17,529,52
82,T81,T81,Vijay Singh,102,10.17,1017,100
83,T84,T84,Ryan Armour,107,10.16,1087,107
84,T84,T84,Eric Axley,107,10.16,1087,107
85,T86,T86,Charley Hoffman,97,10.15,985,97
86,T86,T86,Justin Leonard,95,10.15,964,95
87,T86,T86,Rocco Mediate,72,10.15,731,72
88,T86,T86,Chris Stroud,66,10.15,670,66
89,T86,T86,Scott Verplank,82,10.15,822,81
90,T91,T91,John Daly,59,10.14,598,59
91,T91,T91,Mark Hensby,81,10.14,821,81
92,T91,T91,Jim Rutledge,59,10.14,598,59
93,T94,T94,Briny Baird,115,10.13,1165,115
94,T94,T94,Mark Brooks,53,10.13,537,53
