,GIR_Putting_-_20-25_RANK THIS WEEK,GIR_Putting_-_20-25_RANK LAST WEEK,GIR_Putting_-_20-25_PLAYER NAME,GIR_Putting_-_20-25_ROUNDS,GIR_Putting_-_20-25_%,GIR_Putting_-_20-25_ATTEMPTS,GIR_Putting_-_20-25_PUTTS MADE
0,1,1,Jason Schultz,63,24.62,65,16.0
1,2,2,Jesper Parnevik,88,22.69,119,27.0
2,T3,T3,Paul Goydos,60,20.0,60,12.0
3,T3,T3,Freddie Jacobson,70,20.0,85,17.0
4,5,5,Glen Day,85,19.8,101,20.0
5,6,6,Phil Mickelson,73,19.12,68,13.0
6,7,7,Parker McLachlin,83,18.57,70,13.0
7,8,8,Chris Riley,59,18.33,60,11.0
8,9,9,Rory Sabbatini,81,18.18,77,14.0
9,10,10,Marco Dawson,73,17.65,85,15.0
10,11,11,Corey Pavin,81,17.58,91,16.0
11,12,12,Jonathan Byrd,73,17.57,74,13.0
12,13,13,Jaco Van Zyl,51,17.5,40,7.0
13,14,14,Carl Pettersson,111,17.24,116,20.0
14,15,15,José María Olazábal,52,16.67,42,7.0
15,16,16,Ryuji Imada,104,16.33,98,16.0
16,T17,T17,Jim Furyk,84,16.3,92,15.0
17,T17,T17,Ryan Moore,92,16.3,92,15.0
18,T19,T19,Tommy Armour III,81,16.28,86,14.0
19,T19,T19,Rich Beem,89,16.28,86,14.0
20,21,21,Camilo Villegas,82,16.09,87,14.0
21,22,22,Steve Lowery,74,16.05,81,13.0
22,23,23,Brian Davis,101,15.84,101,16.0
23,24,24,Tiger Woods,63,15.79,57,9.0
24,25,25,Vaughn Taylor,91,15.63,96,15.0
25,26,26,Jason Dufner,100,15.57,122,19.0
26,27,27,Chad Campbell,96,15.24,105,16.0
27,28,28,Padraig Harrington,64,15.22,46,7.0
28,T29,T29,Steve Elkington,87,15.15,99,15.0
29,T29,T29,Todd Hamilton,76,15.15,66,10.0
30,31,31,Sean O'Hair,98,15.09,106,16.0
31,T32,T32,Rich Barcelo,80,15.07,73,11.0
32,T32,T32,Geoff Ogilvy,84,15.07,73,11.0
33,34,34,Joe Durant,88,14.88,121,18.0
34,35,35,Steve Allan,63,14.86,74,11.0
35,36,36,Alex Cejka,80,14.85,101,15.0
36,37,37,Jeff Maggert,79,14.81,108,16.0
37,38,38,D.J. Trahan,99,14.75,122,18.0
38,39,39,Shaun Micheel,91,14.68,109,16.0
39,40,40,Jeff Quinney,95,14.66,116,17.0
40,41,41,Dicky Pride,71,14.61,89,13.0
41,42,42,Craig Kanada,109,14.41,118,17.0
42,T43,T43,Ryan Armour,107,14.29,147,21.0
43,T43,T43,Lucas Glover,98,14.29,105,15.0
44,T43,T43,Troy Matteson,87,14.29,119,17.0
45,46,46,Tom Pernice Jr.,104,14.16,113,16.0
46,47,47,Andrew Buckle,77,13.89,72,10.0
47,48,48,Joe Ogilvie,102,13.86,101,14.0
48,T49,T49,Trevor Immelman,74,13.64,66,9.0
49,T49,T49,Justin Rose,63,13.64,66,9.0
50,51,51,Tim Petrovic,106,13.49,126,17.0
51,T52,T52,Gavin Coles,87,13.46,104,14.0
52,T52,T52,Luke Donald,69,13.46,52,7.0
53,T54,T54,Jason Gore,86,13.4,97,13.0
54,T54,T54,Boo Weekley,101,13.4,97,13.0
55,56,56,Frank Lickliter II,95,13.33,120,16.0
56,57,57,J.J. Henry,86,13.16,76,10.0
