,Putting_from_-_15-20_RANK THIS WEEK,Putting_from_-_15-20_RANK LAST WEEK,Putting_from_-_15-20_PLAYER NAME,Putting_from_-_15-20_ROUNDS,Putting_from_-_15-20_% MADE,Putting_from_-_15-20_ATTEMPTS,Putting_from_-_15-20_PUTTS MADE
0,1,1,Jesper Parnevik,88,31.13,151,47
1,2,2,Geoff Ogilvy,84,28.21,117,33
2,3,3,Tag Ridings,52,27.37,95,26
3,4,4,Dean Wilson,92,26.77,127,34
4,T5,T5,Bryce Molder,56,26.09,92,24
5,T5,T5,Tiger Woods,63,26.09,92,24
6,7,7,Padraig Harrington,64,26.04,96,25
7,8,8,Chris Riley,59,25.56,90,23
8,9,9,Bob Heintz,85,24.65,142,35
9,10,10,Sean O'Hair,98,24.57,175,43
10,11,11,Parker McLachlin,83,24.36,156,38
11,12,12,José Coceres,50,24.18,91,22
12,T13,T13,Steve Lowery,74,24.16,149,36
13,T13,T13,Ryan Moore,92,24.16,149,36
14,15,15,Justin Leonard,95,24.1,166,40
15,16,16,Freddie Jacobson,70,23.87,155,37
16,17,17,Paul Goydos,60,23.86,88,21
17,18,18,Billy Mayfair,98,23.78,185,44
18,19,19,Joe Ogilvie,102,23.68,190,45
19,20,20,Steve Stricker,81,23.42,111,26
20,21,21,Steve Allan,63,23.36,107,25
21,22,22,John Merrick,92,23.35,167,39
22,23,23,Tim Clark,66,23.3,103,24
23,24,24,Carl Pettersson,111,23.28,189,44
24,25,25,Craig Lile,77,23.2,125,29
25,26,26,Bill Haas,93,23.17,164,38
26,27,27,Daniel Chopra,106,23.04,204,47
27,28,28,Tim Herron,98,23.02,139,32
28,29,29,Frank Lickliter II,95,22.78,180,41
29,30,30,Michael Allen,74,22.66,128,29
30,31,31,Jay Williamson,50,22.58,93,21
31,32,32,Jonathan Byrd,73,22.5,120,27
32,33,33,Charley Hoffman,97,22.38,143,32
33,34,34,Michael Putnam,96,22.28,184,41
34,35,35,Jarrod Lyle,77,21.88,128,28
35,36,36,Rich Beem,89,21.82,165,36
36,37,37,Brian Gay,107,21.79,179,39
37,38,38,Eric Axley,107,21.76,193,42
38,39,39,Joey Sindelar,75,21.34,164,35
39,40,40,Rod Pampling,92,21.32,136,29
40,41,41,Corey Pavin,81,21.23,146,31
41,42,42,Ryuji Imada,104,21.12,161,34
42,43,43,Chris Stroud,66,21.1,109,23
43,44,44,Stuart Appleby,74,21.05,95,20
44,45,45,Adam Scott,69,21.0,100,21
45,46,46,Dicky Pride,71,20.97,124,26
46,47,47,Jason Schultz,63,20.95,105,22
47,48,48,Pat Perez,84,20.9,134,28
48,49,49,Tim Petrovic,106,20.86,187,39
49,50,50,Richard Johnson,93,20.81,173,36
50,51,51,Craig Kanada,109,20.79,178,37
51,52,52,Stewart Cink,91,20.69,145,30
52,53,53,Jim Rutledge,59,20.62,97,20
53,54,54,John Daly,59,20.59,102,21
54,55,55,John Rollins,102,20.53,151,31
55,56,56,Brian Davis,101,20.47,171,35
56,57,57,Jeff Maggert,79,20.25,163,33
57,58,58,Will MacKenzie,100,20.22,183,37
58,59,59,Chris Tidland,59,20.2,99,20
59,T60,T60,Bart Bryant,87,20.13,149,30
60,T60,T60,Charles Howell III,89,20.13,154,31
61,62,62,J.P. Hayes,89,20.12,164,33
62,T63,T63,Aaron Baddeley,83,20.0,120,24
63,T63,T63,Anthony Kim,93,20.0,150,30
64,T63,T63,Daisuke Maruyama,86,20.0,150,30
65,66,66,Mark Brooks,53,19.8,101,20
66,T67,T67,Cliff Kresge,107,19.79,192,38
67,T67,T67,Nick O'Hern,72,19.79,96,19
68,69,69,Woody Austin,95,19.75,162,32
69,70,70,Bob Estes,88,19.74,152,30
70,71,71,Anders Hansen,55,19.72,71,14
71,72,72,Matt Hendrix,63,19.67,122,24
72,73,73,Troy Matteson,87,19.65,173,34
73,74,74,Gavin Coles,87,19.64,168,33
74,75,75,Jason Gore,86,19.62,158,31
75,76,76,David Toms,80,19.58,143,28
76,T77,T77,Craig Barlow,52,19.51,82,16
77,T77,T77,Lucas Glover,98,19.51,164,32
78,T77,T77,George McNeill,95,19.51,164,32
79,80,80,Charlie Wi,90,19.44,180,35
80,81,81,Kevin Na,84,19.42,139,27
81,82,82,Rory Sabbatini,81,19.35,124,24
82,83,83,Robert Garrigus,95,19.34,181,35
83,84,84,Bob Tway,103,19.32,176,34
84,85,85,Paul Gow,70,19.3,114,22
85,86,86,Brett Wetterich,88,19.26,135,26
86,87,87,Mark Wilson,87,19.2,125,24
87,88,88,Boo Weekley,101,19.14,162,31
88,89,89,Rich Barcelo,80,19.12,136,26
89,90,90,Craig Bowden,78,19.08,131,25
90,91,91,Jaco Van Zyl,51,19.05,84,16
91,T92,T92,Shaun Micheel,91,18.99,158,30
92,T92,T92,Ian Poulter,63,18.99,79,15
93,94,94,Shigeki Maruyama,84,18.98,137,26
94,95,95,Heath Slocum,101,18.95,190,36
95,96,96,Hunter Mahan,91,18.88,143,27
96,97,97,Jeff Quinney,95,18.87,159,30
97,98,98,Briny Baird,115,18.81,218,41
98,99,99,Steve Elkington,87,18.71,139,26
99,100,100,Stephen Ames,81,18.7,123,23
100,101,101,Luke Donald,69,18.68,91,17
101,102,102,Kent Jones,97,18.64,177,33
102,103,103,Nick Watney,87,18.6,129,24
103,T104,T104,Steve Marino,106,18.59,199,37
104,T104,T104,Vijay Singh,102,18.59,199,37
105,106,106,Todd Hamilton,76,18.56,97,18
106,107,107,Michael Boyd,61,18.52,108,20
107,108,108,Mathew Goggin,97,18.47,157,29
108,109,109,Zach Johnson,76,18.46,130,24
109,110,110,Scott Verplank,82,18.42,114,21
110,111,111,Steve Flesch,100,18.39,223,41
111,112,112,Greg Owen,81,18.38,136,25
112,113,113,K.J. Choi,87,18.33,120,22
113,114,114,Kyle Reifers,71,18.32,131,24
114,115,115,Ryan Palmer,91,18.18,187,34
115,116,116,Stephen Leaney,82,18.12,138,25
116,117,117,Ernie Els,59,18.09,94,17
117,118,118,Mark Calcavecchia,93,18.0,150,27
118,119,119,Brian Bateman,55,17.95,78,14
119,120,120,Duffy Waldorf,69,17.93,145,26
120,121,121,Jason Dufner,100,17.86,196,35
121,122,122,Kirk Triplett,77,17.83,129,23
122,T123,T123,Jeff Brehaut,59,17.76,107,19
123,T123,T123,Bubba Watson,80,17.76,152,27
124,125,125,John Mallinger,96,17.75,169,30
125,126,126,Tom Byrum,50,17.71,96,17
126,127,127,Johnson Wagner,97,17.65,170,30
127,128,128,Ben Curtis,80,17.6,125,22
128,129,129,Vaughn Taylor,91,17.56,131,23
129,130,130,Robert Allenby,90,17.53,154,27
130,131,131,Ted Purdy,102,17.28,162,28
131,T132,T132,Nathan Green,103,17.12,146,25
132,T132,T132,Mark Hensby,81,17.12,146,25
133,T132,T132,Jerry Kelly,101,17.12,146,25
134,135,135,Chris Couch,76,17.07,164,28
135,136,136,Jeff Overton,60,16.94,124,21
136,137,137,Harrison Frazar,88,16.9,142,24
137,138,138,David Branshaw,83,16.89,148,25
138,139,139,Chad Campbell,96,16.88,154,26
139,140,140,Jason Bohn,57,16.82,107,18
140,141,141,Brandt Snedeker,105,16.76,173,29
141,142,142,J.B. Holmes,71,16.67,114,19
142,143,143,Ken Duke,112,16.58,193,32
143,144,144,Kenny Perry,83,16.56,157,26
144,145,145,J.J. Henry,86,16.55,145,24
145,146,146,Brett Quigley,79,16.53,121,20
146,147,147,Charles Warren,101,16.39,183,30
147,148,148,Doug LaBelle II,104,16.27,166,27
148,149,149,Rocco Mediate,72,16.15,161,26
149,150,150,Arron Oberholser,69,16.07,112,18
150,151,151,Peter Lonard,85,16.03,156,25
151,152,152,Cameron Beckman,96,15.98,169,27
152,153,153,Steve Wheatcroft,73,15.93,113,18
153,154,154,Camilo Villegas,82,15.92,157,25
154,155,155,Justin Rose,63,15.71,70,11
155,T156,T156,Jeff Gove,103,15.66,198,31
156,T156,T156,Paul Stankowski,52,15.66,83,13
157,158,158,Tommy Armour III,81,15.6,141,22
158,159,159,Henrik Stenson,52,15.58,77,12
159,160,160,Andrew Buckle,77,15.57,122,19
160,161,161,Davis Love III,66,15.53,103,16
161,T162,T162,D.J. Brigman,67,15.52,116,18
162,T162,T162,Mathias Grönberg,95,15.52,174,27
163,164,164,Jim Furyk,84,15.44,136,21
164,165,165,Matt Kuchar,85,15.38,130,20
165,166,166,Michael Sim,52,15.29,85,13
166,167,167,Billy Andrade,88,15.23,151,23
167,168,168,Glen Day,85,15.13,152,23
168,169,169,Tom Lehman,62,15.09,106,16
169,170,170,Fred Funk,65,15.04,113,17
170,T171,T171,Scott Gutschewski,67,14.96,127,19
171,T171,T171,Kevin Sutherland,85,14.96,127,19
172,173,173,John Senden,97,14.94,174,26
173,174,174,Retief Goosen,50,14.86,74,11
174,175,175,Darron Stiles,65,14.71,102,15
175,176,176,Chris DiMarco,79,14.49,138,20
176,177,177,Sergio Garcia,68,14.29,112,16
177,178,178,Ryan Armour,107,14.14,191,27
178,179,179,Tom Pernice Jr.,104,14.09,149,21
