,Putting_from_9_RANK THIS WEEK,Putting_from_9_RANK LAST WEEK,Putting_from_9_PLAYER NAME,Putting_from_9_ROUNDS,Putting_from_9_% MADE,Putting_from_9_ATTEMPTS,Putting_from_9_PUTTS MADE
0,1,1,Chris Tidland,59,68.57,35,24
1,2,2,Bob Estes,88,65.45,55,36
2,3,3,José María Olazábal,52,65.38,26,17
3,4,4,K.J. Choi,87,64.29,42,27
4,5,5,David Toms,80,60.98,41,25
5,6,6,Brian Gay,107,60.94,64,39
6,7,7,Luke Donald,69,60.71,28,17
7,8,8,Lucas Glover,98,60.66,61,37
8,9,9,Steve Elkington,87,57.78,45,26
9,10,10,Zach Johnson,76,57.45,47,27
10,T11,T11,Jeff Overton,60,56.76,37,21
11,T11,T11,Tim Petrovic,106,56.76,74,42
12,13,13,Craig Bowden,78,55.81,43,24
13,14,14,Bo Van Pelt,104,55.7,79,44
14,15,15,Aaron Baddeley,83,55.56,45,25
15,T16,T16,Brian Bateman,55,55.17,29,16
16,T16,T16,Tiger Woods,63,55.17,29,16
17,18,18,Adam Scott,69,54.9,51,28
18,19,19,Woody Austin,95,54.72,53,29
19,20,20,Stephen Leaney,82,54.69,64,35
20,21,21,Phil Mickelson,73,54.55,33,18
21,22,22,Peter Lonard,85,54.39,57,31
22,23,23,Stewart Cink,91,54.35,46,25
23,24,24,Sean O'Hair,98,54.24,59,32
24,25,25,Rod Pampling,92,53.85,52,28
25,T26,T26,Ryan Armour,107,53.62,69,37
26,T26,T26,John Mallinger,96,53.62,69,37
27,28,28,Billy Andrade,88,53.23,62,33
28,29,29,Daisuke Maruyama,86,53.13,64,34
29,T30,T30,Alex Cejka,80,52.94,51,27
30,T30,T30,Paul Gow,70,52.94,34,18
31,T32,T32,Tag Ridings,52,52.78,36,19
32,T32,T32,Chris Riley,59,52.78,36,19
33,34,34,Mathew Goggin,97,52.73,55,29
34,35,35,Hunter Mahan,91,52.63,57,30
35,T36,T36,Jim Furyk,84,52.38,42,22
36,T36,T36,Padraig Harrington,64,52.38,42,22
37,T38,T38,Frank Lickliter II,95,52.17,69,36
38,T38,T38,Kevin Sutherland,85,52.17,46,24
39,40,40,Gavin Coles,87,52.08,48,25
40,T41,T41,George McNeill,95,52.0,50,26
41,T41,T41,Kevin Na,84,52.0,50,26
42,T41,T41,Justin Rose,63,52.0,25,13
43,T41,T41,Mark Wilson,87,52.0,50,26
44,45,45,Michael Putnam,96,51.92,52,27
45,T46,T46,Tripp Isenhour,86,51.85,54,28
46,T46,T46,Arron Oberholser,69,51.85,27,14
47,48,48,Mark Brooks,53,51.72,29,15
48,49,49,Anthony Kim,93,51.67,60,31
49,50,50,Richard Johnson,93,51.47,68,35
50,51,51,Jerry Kelly,101,51.43,70,36
51,52,52,Rory Sabbatini,81,51.28,39,20
52,53,53,Kyle Reifers,71,51.06,47,24
53,54,54,Tom Johnson,74,51.02,49,25
