,Putts_Made_Per_Event_Over_20_RANK THIS WEEK,Putts_Made_Per_Event_Over_20_RANK LAST WEEK,Putts_Made_Per_Event_Over_20_PLAYER NAME,Putts_Made_Per_Event_Over_20_ROUNDS,Putts_Made_Per_Event_Over_20_PUTTS MADE
0,1,1,Jesper Parnevik,88,2.2
1,T2,T2,Sergio Garcia,68,2.0
2,T2,T2,Tiger Woods,63,2.0
3,T4,T4,Ryan Armour,107,1.9
4,T4,T4,Chad Campbell,96,1.9
5,T4,T4,Tim Clark,66,1.9
6,T4,T4,Rod Pampling,92,1.9
7,T4,T4,Camilo Villegas,82,1.9
8,T9,T9,Bart Bryant,87,1.8
9,T9,T9,Ernie Els,59,1.8
10,T9,T9,Paul Goydos,60,1.8
11,T9,T9,Zach Johnson,76,1.8
12,T13,T13,Tommy Armour III,81,1.7
13,T13,T13,Brian Davis,101,1.7
14,T13,T13,Joe Durant,88,1.7
15,T13,T13,Nathan Green,103,1.7
16,T13,T13,Freddie Jacobson,70,1.7
17,T13,T13,Sean O'Hair,98,1.7
18,T13,T13,Jeff Quinney,95,1.7
19,T13,T13,Rory Sabbatini,81,1.7
20,T13,T13,Vaughn Taylor,91,1.7
21,T22,T22,Briny Baird,115,1.6
22,T22,T22,Jonathan Byrd,73,1.6
23,T22,T22,Stewart Cink,91,1.6
24,T22,T22,Ben Curtis,80,1.6
25,T22,T22,Jim Furyk,84,1.6
26,T22,T22,Padraig Harrington,64,1.6
27,T22,T22,Ryuji Imada,104,1.6
28,T22,T22,Geoff Ogilvy,84,1.6
29,T22,T22,Tom Pernice Jr.,104,1.6
30,T22,T22,Carl Pettersson,111,1.6
31,T22,T22,Michael Sim,52,1.6
32,T22,T22,Henrik Stenson,52,1.6
33,T34,T34,Michael Allen,74,1.5
34,T34,T34,Cameron Beckman,96,1.5
35,T34,T34,Glen Day,85,1.5
36,T34,T34,Luke Donald,69,1.5
37,T34,T34,Steve Elkington,87,1.5
38,T34,T34,Robert Garrigus,95,1.5
39,T34,T34,Lucas Glover,98,1.5
40,T34,T34,Justin Leonard,95,1.5
41,T34,T34,Frank Lickliter II,95,1.5
42,T34,T34,Will MacKenzie,100,1.5
43,T34,T34,Jeff Maggert,79,1.5
44,T34,T34,Troy Matteson,87,1.5
45,T34,T34,Shaun Micheel,91,1.5
46,T34,T34,Ryan Moore,92,1.5
47,T34,T34,Arron Oberholser,69,1.5
48,T34,T34,Joe Ogilvie,102,1.5
49,T34,T34,José María Olazábal,52,1.5
50,T34,T34,Jeff Overton,60,1.5
51,T34,T34,Corey Pavin,81,1.5
52,T34,T34,Tim Petrovic,106,1.5
53,T34,T34,Justin Rose,63,1.5
54,T34,T34,David Toms,80,1.5
55,T34,T34,Charles Warren,101,1.5
56,T57,T57,Steve Allan,63,1.4
57,T57,T57,Robert Allenby,90,1.4
58,T57,T57,Aaron Baddeley,83,1.4
59,T57,T57,D.J. Brigman,67,1.4
60,T57,T57,K.J. Choi,87,1.4
61,T57,T57,Gavin Coles,87,1.4
62,T57,T57,Ken Duke,112,1.4
63,T57,T57,Fred Funk,65,1.4
64,T57,T57,Mathew Goggin,97,1.4
65,T57,T57,Charles Howell III,89,1.4
66,T57,T57,Craig Lile,77,1.4
67,T57,T57,Davis Love III,66,1.4
