,Putts_per_Round_-_Round_2_RANK THIS WEEK,Putts_per_Round_-_Round_2_RANK LAST WEEK,Putts_per_Round_-_Round_2_PLAYER NAME,Putts_per_Round_-_Round_2_AVG,Putts_per_Round_-_Round_2_TOTAL PUTTS,Putts_per_Round_-_Round_2_TOTAL ROUNDS
0,1,1,Chris Riley,27.63,442,16
1,2,2,Tim Clark,27.67,498,18
2,3,3,Padraig Harrington,27.94,475,17
3,T4,T4,Shigeki Maruyama,27.96,755,27
4,T4,T4,Kevin Na,27.96,699,25
5,T6,T6,Aaron Baddeley,28.0,616,22
6,T6,T6,Tiger Woods,28.0,420,15
7,8,8,Mike Weir,28.05,589,21
8,9,9,José María Olazábal,28.07,421,15
9,T10,T10,Freddie Jacobson,28.1,562,20
10,T10,T10,Geoff Ogilvy,28.1,590,21
11,12,12,Phil Mickelson,28.15,563,20
12,13,13,Eric Axley,28.26,989,35
13,14,14,Sergio Garcia,28.28,509,18
14,15,15,Ken Duke,28.29,877,31
15,16,16,Charlie Wi,28.36,709,25
16,17,17,Brian Gay,28.42,881,31
17,18,18,Craig Lile,28.43,654,23
18,19,19,Brian Davis,28.46,797,28
19,T20,T20,Chris DiMarco,28.48,655,23
20,T20,T20,Todd Hamilton,28.48,769,27
21,T20,T20,Tom Pernice Jr.,28.48,883,31
22,23,23,Paul Goydos,28.5,513,18
23,24,24,Mark Hensby,28.52,656,23
24,25,25,Retief Goosen,28.54,371,13
25,26,26,Joe Ogilvie,28.6,858,30
26,27,27,Jonathan Byrd,28.61,658,23
27,28,28,Steve Stricker,28.64,630,22
28,T29,T29,Gavin Coles,28.65,745,26
29,T29,T29,Bob Heintz,28.65,745,26
30,T29,T29,Zach Johnson,28.65,573,20
31,T29,T29,David Toms,28.65,573,20
32,33,33,Parker McLachlin,28.67,774,27
33,T34,T34,Tim Petrovic,28.69,918,32
34,T34,T34,Vijay Singh,28.69,746,26
35,T36,T36,Mathias Grönberg,28.7,861,30
36,T36,T36,Ryuji Imada,28.7,861,30
37,38,38,Arron Oberholser,28.71,488,17
38,39,39,Rich Barcelo,28.72,718,25
39,40,40,Nathan Green,28.75,805,28
40,41,41,Craig Kanada,28.76,949,33
41,T42,T42,Tripp Isenhour,28.77,748,26
42,T42,T42,Chris Stroud,28.77,633,22
43,44,44,Steve Wheatcroft,28.83,692,24
44,45,45,Bob Tway,28.84,894,31
45,46,46,Michael Allen,28.9,607,21
46,T47,T47,Jeff Maggert,28.92,694,24
47,T47,T47,Vaughn Taylor,28.92,723,25
48,T49,T49,Charley Hoffman,28.93,868,30
49,T49,T49,Heath Slocum,28.93,810,28
50,51,51,Adam Scott,28.94,521,18
51,52,52,Steve Lowery,28.95,637,22
52,T53,T53,George McNeill,29.0,783,27
53,T53,T53,Nick O'Hern,29.0,609,21
54,55,55,Jerry Kelly,29.04,784,27
55,56,56,Marco Dawson,29.05,639,22
56,57,57,Doug LaBelle II,29.06,930,32
57,T58,T58,Steve Marino,29.07,872,30
58,T58,T58,Ryan Moore,29.07,814,28
59,T58,T58,Carl Pettersson,29.07,872,30
60,T58,T58,Dean Wilson,29.07,785,27
61,T62,T62,Alex Cejka,29.09,669,23
62,T62,T62,K.J. Choi,29.09,669,23
63,T64,T64,Tim Herron,29.12,757,26
64,T64,T64,Jesper Parnevik,29.12,728,25
65,T64,T64,Michael Sim,29.12,495,17
66,67,67,Ryan Palmer,29.13,874,30
67,T68,T68,Stephen Ames,29.14,612,21
68,T68,T68,John Mallinger,29.14,845,29
69,T68,T68,Brandt Snedeker,29.14,816,28
70,71,71,Bryce Molder,29.16,554,19
71,72,72,Rory Sabbatini,29.18,642,22
72,73,73,Mark Calcavecchia,29.2,730,25
73,T74,T74,Stewart Cink,29.21,701,24
74,T74,T74,Jay Williamson,29.21,409,14
75,T76,T76,Bubba Dickerson,29.22,526,18
76,T76,T76,Jarrod Lyle,29.22,672,23
77,T76,T76,Kenny Perry,29.22,672,23
78,79,79,Billy Andrade,29.23,760,26
79,80,80,Glen Day,29.24,731,25
80,T81,T81,Steve Elkington,29.25,702,24
81,T81,T81,Bob Estes,29.25,819,28
82,T81,T81,Tag Ridings,29.25,468,16
83,84,84,Craig Bowden,29.26,673,23
84,T85,T85,Jeff Gove,29.27,878,30
85,T85,T85,Peter Lonard,29.27,761,26
86,T85,T85,Justin Rose,29.27,439,15
87,88,88,Jason Dufner,29.28,937,32
88,T89,T89,Bart Bryant,29.29,703,24
89,T89,T89,Harrison Frazar,29.29,908,31
90,T91,T91,Anthony Kim,29.31,762,26
91,T91,T91,Jeff Quinney,29.31,850,29
92,T93,T93,Luke Donald,29.32,557,19
93,T93,T93,Scott Verplank,29.32,645,22
94,T95,T95,Scott Gutschewski,29.33,616,21
95,T95,T95,Rocco Mediate,29.33,616,21
96,T95,T95,Sean O'Hair,29.33,792,27
97,T95,T95,Bo Van Pelt,29.33,880,30
98,99,99,Steve Allan,29.35,499,17
99,T100,T100,José Coceres,29.36,411,14
100,T100,T100,J.B. Holmes,29.36,646,22
101,T100,T100,Matt Kuchar,29.36,734,25
102,T100,T100,Corey Pavin,29.36,734,25
103,T104,T104,J.P. Hayes,29.37,793,27
104,T104,T104,Cliff Kresge,29.37,881,30
105,106,106,Ryan Armour,29.39,911,31
106,107,107,Jaco Van Zyl,29.4,588,20
107,108,108,Nick Watney,29.42,765,26
108,109,109,Kent Jones,29.43,883,30
109,T110,T110,Charles Howell III,29.44,736,25
110,T110,T110,Ian Poulter,29.44,471,16
111,T110,T110,Bubba Watson,29.44,736,25
112,113,113,Stuart Appleby,29.45,648,22
113,114,114,John Rollins,29.46,825,28
114,T115,T115,Lucas Glover,29.48,796,27
115,T115,T115,Justin Leonard,29.48,855,29
116,T115,T115,Hunter Mahan,29.48,796,27
117,118,118,Jeff Brehaut,29.5,590,20
118,T119,T119,Jason Bohn,29.53,502,17
119,T119,T119,David Branshaw,29.53,886,30
120,121,121,Chris Tidland,29.55,591,20
121,T122,T122,Woody Austin,29.56,798,27
122,T122,T122,Daisuke Maruyama,29.56,739,25
123,T122,T122,Kevin Sutherland,29.56,739,25
124,125,125,Stephen Leaney,29.58,710,24
125,126,126,Tommy Armour III,29.61,681,23
126,127,127,Jason Schultz,29.62,622,21
127,T128,T128,Chad Campbell,29.63,800,27
128,T128,T128,Daniel Chopra,29.63,948,32
129,T128,T128,Shaun Micheel,29.63,800,27
130,131,131,Henrik Stenson,29.64,415,14
131,T132,T132,Richard Johnson,29.66,860,29
132,T132,T132,Frank Lickliter II,29.66,860,29
133,134,134,Bill Haas,29.69,861,29
134,T135,T135,Chris Couch,29.7,802,27
135,T135,T135,Lee Janzen,29.7,683,23
136,137,137,Will MacKenzie,29.72,862,29
137,T138,T138,Ernie Els,29.73,446,15
138,T138,T138,Troy Matteson,29.73,773,26
139,T140,T140,Michael Boyd,29.75,595,20
140,T140,T140,Ben Curtis,29.75,714,24
141,T142,T142,Andrew Buckle,29.76,744,25
142,T142,T142,Brendon de Jonge,29.76,744,25
143,T142,T142,Charles Warren,29.76,863,29
144,145,145,Billy Mayfair,29.77,893,30
145,146,146,Matt Hendrix,29.78,685,23
146,T147,T147,John Daly,29.79,566,19
147,T147,T147,Pat Perez,29.79,715,24
148,149,149,Brian Bateman,29.82,507,17
149,150,150,Dicky Pride,29.83,716,24
150,151,151,Tom Lehman,29.84,567,19
151,T152,T152,Steve Flesch,29.87,896,30
152,T152,T152,Tom Johnson,29.87,687,23
153,T154,T154,Paul Stankowski,29.88,508,17
154,T154,T154,Johnson Wagner,29.88,986,33
155,T156,T156,Cameron Beckman,29.89,807,27
156,T156,T156,Fred Funk,29.89,538,18
157,T156,T156,Jeff Sluman,29.89,568,19
158,T159,T159,Mark Brooks,29.94,509,17
159,T159,T159,Jeff Overton,29.94,539,18
160,T161,T161,Rod Pampling,29.96,719,24
161,T161,T161,Kirk Triplett,29.96,749,25
162,T161,T161,Camilo Villegas,29.96,719,24
163,T161,T161,Boo Weekley,29.96,839,28
164,T165,T165,Paul Gow,30.0,690,23
165,T165,T165,Duffy Waldorf,30.0,690,23
166,167,167,Michael Putnam,30.04,841,28
167,168,168,D.J. Brigman,30.05,631,21
168,169,169,Briny Baird,30.07,902,30
169,170,170,Mark Wilson,30.08,722,24
170,T171,T171,Mathew Goggin,30.1,873,29
171,T171,T171,D.J. Trahan,30.1,903,30
172,173,173,Jason Gore,30.12,753,25
173,174,174,Darron Stiles,30.17,694,23
174,T175,T175,Robert Gamez,30.24,877,29
175,T175,T175,Kyle Reifers,30.24,756,25
176,T177,T177,Trevor Immelman,30.25,605,20
177,T177,T177,Davis Love III,30.25,605,20
178,T179,T179,Robert Garrigus,30.29,848,28
179,T179,T179,Brett Quigley,30.29,727,24
180,181,181,Anders Hansen,30.31,485,16
181,T182,T182,John Senden,30.33,819,27
182,T182,T182,Joey Sindelar,30.33,728,24
183,184,184,Jim Rutledge,30.36,668,22
184,T185,T185,Craig Barlow,30.4,456,15
185,T185,T185,J.J. Henry,30.4,760,25
186,187,187,Jim Furyk,30.41,669,22
187,188,188,Rich Beem,30.48,762,25
188,189,189,Joe Durant,30.56,825,27
189,190,190,Brett Wetterich,30.67,828,27
190,191,191,John Merrick,30.68,859,28
191,192,192,Greg Owen,30.78,831,27
192,T193,T193,Tom Byrum,30.83,555,18
193,T193,T193,Ted Purdy,30.83,925,30
194,195,195,Robert Allenby,30.89,834,27
195,196,196,Kevin Stadler,31.14,903,29
