,3-Putt_Avoidance_-_Round_2_RANK THIS WEEK,3-Putt_Avoidance_-_Round_2_RANK LAST WEEK,3-Putt_Avoidance_-_Round_2_PLAYER NAME,3-Putt_Avoidance_-_Round_2_%,3-Putt_Avoidance_-_Round_2_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_2_TOTAL HOLES
0,1,1,Freddie Jacobson,0.56,2,360
1,2,2,Tag Ridings,0.65,2,306
2,3,3,Mark Brooks,0.93,3,324
3,4,4,José María Olazábal,1.11,3,270
4,5,5,Tim Clark,1.23,4,324
5,6,6,Tiger Woods,1.48,4,270
6,7,7,Michael Sim,1.63,5,306
7,8,8,Retief Goosen,1.71,4,234
8,9,9,Phil Mickelson,1.94,7,360
9,10,10,Arron Oberholser,1.96,6,306
10,11,11,Heath Slocum,1.98,10,504
11,12,12,Tripp Isenhour,2.06,10,486
12,13,13,Ryan Armour,2.08,12,576
13,T14,T14,Nick O'Hern,2.12,8,378
14,T14,T14,Chris Tidland,2.12,8,378
15,T14,T14,Mike Weir,2.12,8,378
16,T17,T17,Sergio Garcia,2.16,7,324
17,T17,T17,Adam Scott,2.16,7,324
18,19,19,Marco Dawson,2.17,9,414
19,T20,T20,Zach Johnson,2.22,8,360
20,T20,T20,Bo Van Pelt,2.22,12,540
21,22,22,Shigeki Maruyama,2.26,11,486
22,23,23,Aaron Baddeley,2.27,9,396
23,24,24,Anders Hansen,2.29,7,306
24,25,25,Brandt Snedeker,2.3,12,522
25,26,26,Bart Bryant,2.31,10,432
26,27,27,Ken Duke,2.33,13,558
27,28,28,Charlie Wi,2.35,11,468
28,29,29,Doug LaBelle II,2.36,14,594
29,T30,T30,Stephen Ames,2.38,9,378
30,T30,T30,Geoff Ogilvy,2.38,9,378
31,32,32,Jeff Gove,2.41,13,540
32,33,33,K.J. Choi,2.42,10,414
33,34,34,Brian Gay,2.43,14,576
34,T35,T35,Steve Elkington,2.44,11,450
35,T35,T35,Kevin Na,2.44,11,450
36,37,37,David Toms,2.5,9,360
37,T38,T38,Stewart Cink,2.55,11,432
38,T38,T38,Lee Janzen,2.55,11,432
39,T40,T40,Rich Barcelo,2.56,12,468
40,T40,T40,Daisuke Maruyama,2.56,12,468
41,T42,T42,Jerry Kelly,2.58,13,504
42,T42,T42,George McNeill,2.58,13,504
43,T44,T44,Mathias Grönberg,2.59,14,540
44,T44,T44,Richard Johnson,2.59,14,540
45,46,46,Chris Riley,2.61,8,306
46,47,47,Mark Hensby,2.66,11,414
47,48,48,Justin Leonard,2.68,14,522
48,49,49,Ryuji Imada,2.69,15,558
49,T50,T50,Matt Hendrix,2.78,12,432
50,T50,T50,Craig Kanada,2.78,17,612
51,T50,T50,Matt Kuchar,2.78,13,468
52,T50,T50,Stephen Leaney,2.78,12,432
53,T50,T50,Craig Lile,2.78,12,432
54,T50,T50,Billy Mayfair,2.78,15,540
55,T50,T50,Bryce Molder,2.78,10,360
56,T50,T50,Ryan Palmer,2.78,15,540
57,T50,T50,Steve Stricker,2.78,11,396
58,T59,T59,Nathan Green,2.87,15,522
59,T59,T59,Jeff Quinney,2.87,15,522
60,T61,T61,Gavin Coles,2.88,14,486
61,T61,T61,Lucas Glover,2.88,14,486
62,T61,T61,Todd Hamilton,2.88,14,486
63,T61,T61,Tim Herron,2.88,14,486
64,T61,T61,Dean Wilson,2.88,14,486
65,66,66,Chris DiMarco,2.9,12,414
66,67,67,Rocco Mediate,2.91,11,378
67,68,68,Tom Lehman,2.92,10,342
68,T69,T69,Jason Bohn,2.94,9,306
69,T69,T69,Padraig Harrington,2.94,9,306
70,T71,T71,Cameron Beckman,2.98,15,504
71,T71,T71,Brian Davis,2.98,15,504
72,T73,T73,Anthony Kim,2.99,14,468
73,T73,T73,Troy Matteson,2.99,14,468
74,T73,T73,Vijay Singh,2.99,14,468
75,T73,T73,Vaughn Taylor,2.99,14,468
76,T77,T77,Paul Gow,3.01,13,432
77,T77,T77,Joey Sindelar,3.01,13,432
78,79,79,Eric Axley,3.02,19,630
79,T80,T80,Michael Allen,3.03,12,396
80,T80,T80,Jim Furyk,3.03,12,396
81,T80,T80,Scott Gutschewski,3.03,12,396
82,83,83,Joe Ogilvie,3.05,17,558
83,84,84,Steve Allan,3.09,10,324
84,85,85,Kevin Sutherland,3.11,14,450
85,86,86,Chris Stroud,3.14,13,414
86,T87,T87,Robert Gamez,3.15,17,540
87,T87,T87,Cliff Kresge,3.15,17,540
88,89,89,Jay Williamson,3.17,8,252
89,90,90,Jesper Parnevik,3.21,15,468
90,T91,T91,Luke Donald,3.22,11,342
91,T91,T91,Jeff Overton,3.22,11,342
92,93,93,Ted Purdy,3.23,18,558
93,94,94,Alex Cejka,3.24,14,432
94,95,95,Hunter Mahan,3.29,16,486
95,T96,T96,Jason Dufner,3.3,19,576
96,T96,T96,Bob Tway,3.3,19,576
97,T98,T98,Pat Perez,3.33,15,450
98,T98,T98,Carl Pettersson,3.33,18,540
99,T98,T98,Bubba Watson,3.33,15,450
100,101,101,Johnson Wagner,3.37,20,594
101,102,102,Jonathan Byrd,3.38,14,414
102,T103,T103,Paul Goydos,3.4,11,324
103,T103,T103,Paul Stankowski,3.4,11,324
104,105,105,Tom Pernice Jr.,3.41,19,558
105,T106,T106,Mark Calcavecchia,3.42,16,468
106,T106,T106,Glen Day,3.42,16,468
107,T108,T108,Tommy Armour III,3.47,15,432
108,T108,T108,Daniel Chopra,3.47,20,576
109,T108,T108,Ben Curtis,3.47,15,432
110,T108,T108,Rod Pampling,3.47,15,432
111,T112,T112,J.P. Hayes,3.5,17,486
112,T112,T112,Bob Heintz,3.5,17,486
113,114,114,D.J. Trahan,3.52,19,540
114,T115,T115,Steve Lowery,3.54,14,396
115,T115,T115,Jason Schultz,3.54,14,396
116,117,117,Henrik Stenson,3.57,9,252
117,118,118,Steve Marino,3.58,20,558
118,119,119,Davis Love III,3.61,13,360
119,120,120,Brendon de Jonge,3.63,17,468
120,121,121,Frank Lickliter II,3.64,19,522
121,T122,T122,Ernie Els,3.7,10,270
122,T122,T122,Bill Haas,3.7,20,540
123,T122,T122,Jeff Maggert,3.7,16,432
124,T122,T122,Brett Quigley,3.7,16,432
125,T126,T126,Bob Estes,3.77,19,504
126,T126,T126,John Rollins,3.77,19,504
127,T128,T128,Corey Pavin,3.78,17,450
128,T128,T128,Steve Wheatcroft,3.78,17,450
129,T128,T128,Mark Wilson,3.78,17,450
130,131,131,Rory Sabbatini,3.79,15,396
131,T132,T132,Harrison Frazar,3.82,22,576
132,T132,T132,Tim Petrovic,3.82,22,576
133,T132,T132,Ian Poulter,3.82,11,288
134,135,135,John Mallinger,3.83,20,522
