,Putting_from_-_10-15_RANK THIS WEEK,Putting_from_-_10-15_RANK LAST WEEK,Putting_from_-_10-15_PLAYER NAME,Putting_from_-_10-15_ROUNDS,Putting_from_-_10-15_% MADE,Putting_from_-_10-15_ATTEMPTS,Putting_from_-_10-15_PUTTS MADE
0,1,1,Henrik Stenson,52,45.0,100,45
1,2,2,Ian Poulter,63,39.81,103,41
2,3,3,Rocco Mediate,72,39.27,191,75
3,4,4,Justin Rose,63,39.18,97,38
4,5,5,Chris Riley,59,37.42,155,58
5,6,6,Andrew Buckle,77,37.02,181,67
6,7,7,Marco Dawson,73,36.02,161,58
7,8,8,Tiger Woods,63,35.96,114,41
8,9,9,Steve Allan,63,35.71,140,50
9,10,10,Brandt Snedeker,105,35.68,227,81
10,11,11,Nick Watney,87,35.54,166,59
11,12,12,Bob Estes,88,35.48,217,77
12,13,13,Luke Donald,69,35.34,133,47
13,14,14,Mark Calcavecchia,93,35.07,211,74
14,T15,T15,Todd Hamilton,76,35.06,174,61
15,T15,T15,Mike Weir,82,35.06,154,54
16,17,17,Stephen Ames,81,34.97,183,64
17,18,18,Brendon de Jonge,76,34.95,206,72
18,19,19,George McNeill,95,34.8,227,79
19,20,20,Billy Mayfair,98,34.72,216,75
20,21,21,Freddie Jacobson,70,34.69,196,68
21,22,22,Kevin Na,84,34.63,231,80
22,23,23,K.J. Choi,87,34.62,182,63
23,24,24,Charley Hoffman,97,34.53,223,77
24,25,25,Shigeki Maruyama,84,34.4,218,75
25,26,26,Jarrod Lyle,77,34.27,178,61
26,27,27,Tom Johnson,74,34.23,149,51
27,28,28,Rich Barcelo,80,34.21,190,65
28,29,29,Tom Pernice Jr.,104,33.91,230,78
29,30,30,John Senden,97,33.9,236,80
30,31,31,Chris Tidland,59,33.86,127,43
31,32,32,Vaughn Taylor,91,33.51,191,64
32,33,33,Daisuke Maruyama,86,33.48,227,76
33,T34,T34,Charles Howell III,89,33.33,168,56
34,T34,T34,Tim Petrovic,106,33.33,246,82
35,36,36,Joey Sindelar,75,33.18,214,71
36,37,37,Jonathan Byrd,73,33.14,175,58
37,T38,T38,J.P. Hayes,89,33.0,203,67
38,T38,T38,Matt Kuchar,85,33.0,200,66
39,40,40,Mark Hensby,81,32.99,197,65
40,41,41,Tim Clark,66,32.89,149,49
41,42,42,Lucas Glover,98,32.83,198,65
42,T43,T43,Ken Duke,112,32.82,259,85
43,T43,T43,Bob Heintz,85,32.82,195,64
44,45,45,Dean Wilson,92,32.75,229,75
45,46,46,Tag Ridings,52,32.74,113,37
46,47,47,Parker McLachlin,83,32.66,199,65
47,48,48,Robert Gamez,88,32.65,245,80
48,49,49,Jeff Sluman,60,32.46,114,37
