,One-Putt_Percentage_-_Round_2_RANK THIS WEEK,One-Putt_Percentage_-_Round_2_RANK LAST WEEK,One-Putt_Percentage_-_Round_2_PLAYER NAME,One-Putt_Percentage_-_Round_2_%,One-Putt_Percentage_-_Round_2_# OF 1 PUTTS,One-Putt_Percentage_-_Round_2_# OF HOLES
0,1,1,Padraig Harrington,45.1,138,306
1,2,2,Shigeki Maruyama,44.86,218,486
2,3,3,Kevin Na,44.22,199,450
3,4,4,Chris Riley,44.12,135,306
4,5,5,Tim Clark,43.83,142,324
5,6,6,Tiger Woods,43.7,118,270
6,7,7,Aaron Baddeley,43.69,173,396
7,8,8,Phil Mickelson,43.61,157,360
8,9,9,Sergio Garcia,43.21,140,324
9,10,10,Tom Pernice Jr.,43.19,241,558
10,11,11,Geoff Ogilvy,43.12,163,378
11,12,12,Ken Duke,43.01,240,558
12,13,13,Jonathan Byrd,43.0,178,414
13,14,14,Freddie Jacobson,42.78,154,360
14,15,15,Mark Hensby,42.51,176,414
15,16,16,José María Olazábal,42.22,114,270
16,17,17,Tim Petrovic,42.01,242,576
17,18,18,Paul Goydos,41.98,136,324
18,19,19,Mike Weir,41.53,157,378
19,20,20,Adam Scott,41.36,134,324
20,T21,T21,Chris DiMarco,41.3,171,414
21,T21,T21,Mathias Grönberg,41.3,223,540
22,23,23,Eric Axley,41.27,260,630
23,24,24,Craig Lile,41.2,178,432
24,25,25,Steve Stricker,41.16,163,396
25,26,26,Ryan Moore,40.87,206,504
26,T27,T27,Woody Austin,40.74,198,486
27,T27,T27,Todd Hamilton,40.74,198,486
28,29,29,Steve Lowery,40.66,161,396
29,30,30,Vijay Singh,40.6,190,468
30,31,31,Arron Oberholser,40.52,124,306
31,32,32,Joe Ogilvie,40.5,226,558
32,33,33,Parker McLachlin,40.48,204,504
33,34,34,John Mallinger,40.42,211,522
34,35,35,Bob Heintz,40.33,196,486
35,36,36,Gavin Coles,40.12,195,486
36,37,37,Brian Gay,40.1,231,576
37,T38,T38,Brian Davis,40.08,202,504
38,T38,T38,Heath Slocum,40.08,202,504
39,40,40,Nathan Green,40.04,209,522
40,41,41,Billy Andrade,39.96,187,468
41,42,42,Jeff Maggert,39.81,172,432
42,T43,T43,Ryuji Imada,39.78,222,558
43,T43,T43,Steve Wheatcroft,39.78,179,450
44,T45,T45,Retief Goosen,39.74,93,234
45,T45,T45,Charlie Wi,39.74,186,468
46,47,47,Zach Johnson,39.72,143,360
47,48,48,Carl Pettersson,39.63,214,540
48,49,49,Vaughn Taylor,39.53,185,468
49,50,50,Rich Barcelo,39.32,184,468
50,51,51,Dean Wilson,39.3,191,486
51,52,52,Justin Rose,39.26,106,270
52,53,53,Michael Sim,39.22,120,306
53,54,54,Scott Verplank,39.14,155,396
54,55,55,Tripp Isenhour,39.09,190,486
55,56,56,Jeff Quinney,39.08,204,522
56,57,57,Kent Jones,39.07,211,540
57,58,58,Bob Tway,39.06,225,576
58,T59,T59,Chris Couch,38.89,189,486
59,T59,T59,Charley Hoffman,38.89,210,540
60,T59,T59,Jarrod Lyle,38.89,168,432
61,T59,T59,Kenny Perry,38.89,161,414
62,T59,T59,Jaco Van Zyl,38.89,147,378
63,64,64,David Branshaw,38.7,209,540
64,65,65,Cliff Kresge,38.52,208,540
65,66,66,Jay Williamson,38.49,97,252
66,67,67,Bubba Watson,38.44,173,450
67,68,68,Steve Marino,38.35,214,558
68,T69,T69,Jeff Gove,38.33,207,540
69,T69,T69,Ryan Palmer,38.33,207,540
70,71,71,Jerry Kelly,38.29,193,504
71,T72,T72,Mark Calcavecchia,38.25,179,468
72,T72,T72,Jesper Parnevik,38.25,179,468
73,74,74,Jason Bohn,38.24,117,306
74,75,75,Charles Howell III,38.22,172,450
75,76,76,Alex Cejka,38.19,165,432
76,T77,T77,José Coceres,38.15,103,270
77,T77,T77,Steve Flesch,38.15,206,540
78,79,79,Frank Lickliter II,38.12,199,522
79,80,80,Bob Estes,38.1,192,504
80,T81,T81,Tim Herron,38.07,185,486
81,T81,T81,Sean O'Hair,38.07,185,486
82,T83,T83,John Daly,38.01,130,342
83,T83,T83,Bubba Dickerson,38.01,130,342
84,85,85,Stewart Cink,37.96,164,432
85,T86,T86,K.J. Choi,37.92,157,414
86,T86,T86,J.B. Holmes,37.92,157,414
87,88,88,Stuart Appleby,37.88,150,396
88,89,89,Nick O'Hern,37.83,143,378
89,90,90,David Toms,37.78,136,360
90,91,91,J.P. Hayes,37.65,183,486
91,92,92,Michael Allen,37.63,149,396
92,93,93,Craig Kanada,37.58,230,612
93,94,94,Justin Leonard,37.55,196,522
94,95,95,Chris Stroud,37.44,155,414
95,T96,T96,Doug LaBelle II,37.37,222,594
96,T96,T96,Rory Sabbatini,37.37,148,396
97,98,98,Mathew Goggin,37.36,195,522
98,T99,T99,Stephen Ames,37.3,141,378
99,T99,T99,Henrik Stenson,37.3,94,252
100,T101,T101,Craig Bowden,37.27,161,432
101,T101,T101,Bart Bryant,37.27,161,432
102,103,103,Bryce Molder,37.22,134,360
103,104,104,Anthony Kim,37.18,174,468
104,105,105,Brandt Snedeker,37.16,194,522
105,T106,T106,Daniel Chopra,37.15,214,576
106,T106,T106,Ian Poulter,37.15,107,288
107,T108,T108,Lucas Glover,37.04,180,486
108,T108,T108,Hunter Mahan,37.04,180,486
109,T108,T108,Shaun Micheel,37.04,180,486
110,111,111,Jason Dufner,36.98,213,576
111,112,112,Glen Day,36.97,173,468
112,113,113,George McNeill,36.9,186,504
113,114,114,Kevin Sutherland,36.89,166,450
114,115,115,Chad Campbell,36.83,179,486
115,116,116,Ben Curtis,36.81,159,432
116,117,117,Marco Dawson,36.71,152,414
117,118,118,Corey Pavin,36.67,165,450
118,119,119,Peter Lonard,36.63,178,486
119,120,120,Will MacKenzie,36.59,191,522
120,121,121,Troy Matteson,36.54,171,468
121,122,122,Rocco Mediate,36.51,138,378
122,123,123,Steve Allan,36.42,118,324
123,T124,T124,Craig Barlow,36.3,98,270
124,T124,T124,Ernie Els,36.3,98,270
125,T124,T124,Richard Johnson,36.3,196,540
126,T124,T124,Billy Mayfair,36.3,196,540
127,T124,T124,Bo Van Pelt,36.3,196,540
128,129,129,Fred Funk,36.26,124,342
129,130,130,Johnson Wagner,36.2,215,594
130,T131,T131,Brendon de Jonge,36.11,169,468
131,T131,T131,Harrison Frazar,36.11,208,576
132,133,133,John Senden,36.01,175,486
133,134,134,Kirk Triplett,36.0,162,450
134,135,135,Michael Boyd,35.98,136,378
135,136,136,Tom Lehman,35.96,123,342
136,137,137,Ryan Armour,35.94,207,576
137,T138,T138,Andrew Buckle,35.9,168,468
138,T138,T138,Nick Watney,35.9,168,468
139,140,140,Camilo Villegas,35.88,155,432
140,141,141,Jason Schultz,35.86,142,396
141,142,142,Jason Gore,35.78,161,450
142,143,143,Daisuke Maruyama,35.68,167,468
143,144,144,Luke Donald,35.67,122,342
144,145,145,Tommy Armour III,35.65,154,432
145,146,146,Charles Warren,35.63,186,522
146,147,147,Duffy Waldorf,35.51,147,414
147,148,148,Boo Weekley,35.44,185,522
148,T149,T149,Rod Pampling,35.42,153,432
149,T149,T149,Darron Stiles,35.42,153,432
150,151,151,Bill Haas,35.37,191,540
151,152,152,Scott Gutschewski,35.35,140,396
152,153,153,John Rollins,35.32,178,504
153,154,154,Trevor Immelman,35.28,127,360
154,155,155,Kyle Reifers,35.26,165,468
155,156,156,Michael Putnam,35.25,184,522
156,T157,T157,Brian Bateman,35.19,114,324
157,T157,T157,Stephen Leaney,35.19,152,432
158,159,159,Rich Beem,35.11,158,450
159,160,160,Matt Kuchar,35.04,164,468
160,161,161,Brett Quigley,34.95,151,432
161,162,162,D.J. Brigman,34.85,138,396
162,163,163,Briny Baird,34.77,194,558
163,164,164,Dicky Pride,34.67,156,450
164,165,165,Tag Ridings,34.64,106,306
165,166,166,D.J. Trahan,34.63,187,540
166,167,167,Cameron Beckman,34.52,174,504
167,168,168,Lee Janzen,34.49,149,432
168,169,169,Paul Stankowski,34.26,111,324
169,170,170,Jeff Sluman,34.17,123,360
170,171,171,Jeff Brehaut,34.13,129,378
171,172,172,Matt Hendrix,34.03,147,432
172,T173,T173,Steve Elkington,34.0,153,450
173,T173,T173,Pat Perez,34.0,153,450
174,175,175,Chris Tidland,33.6,127,378
175,T176,T176,Tom Johnson,33.56,145,432
176,T176,T176,Mark Wilson,33.56,151,450
177,178,178,Joe Durant,33.54,163,486
178,179,179,Robert Garrigus,33.53,169,504
179,180,180,J.J. Henry,33.33,150,450
180,T181,T181,Robert Allenby,33.13,161,486
181,T181,T181,Brett Wetterich,33.13,161,486
182,183,183,Joey Sindelar,33.1,143,432
183,184,184,Davis Love III,33.06,119,360
184,185,185,Greg Owen,32.74,165,504
185,186,186,Jim Rutledge,32.61,135,414
186,187,187,Paul Gow,32.18,139,432
187,188,188,Jeff Overton,32.16,110,342
188,189,189,Jim Furyk,32.07,127,396
189,190,190,Robert Gamez,31.85,172,540
190,191,191,Kevin Stadler,30.93,167,540
191,192,192,Mark Brooks,30.86,100,324
192,193,193,John Merrick,30.65,160,522
193,194,194,Tom Byrum,30.41,104,342
194,195,195,Anders Hansen,30.07,92,306
195,196,196,Ted Purdy,28.32,158,558
