,Putting_from_-__10_RANK THIS WEEK,Putting_from_-__10_RANK LAST WEEK,Putting_from_-__10_PLAYER NAME,Putting_from_-__10_ROUNDS,Putting_from_-__10_% MADE,Putting_from_-__10_ATTEMPTS,Putting_from_-__10_PUTTS MADE
0,1,1,Chris Riley,59,20.2,505,102
1,2,2,Jesper Parnevik,88,19.64,840,165
2,3,3,Padraig Harrington,64,19.46,447,87
3,4,4,Tim Clark,66,19.35,527,102
4,5,5,Freddie Jacobson,70,19.06,724,138
5,6,6,Jonathan Byrd,73,19.04,625,119
6,7,7,Tiger Woods,63,19.0,458,87
7,8,8,Henrik Stenson,52,18.96,385,73
8,9,9,Paul Goydos,60,18.32,475,87
9,10,10,Tag Ridings,52,18.24,477,87
10,11,11,Joe Ogilvie,102,18.05,892,161
11,12,12,Mark Calcavecchia,93,18.02,727,131
12,13,13,Ryan Moore,92,17.92,809,145
13,14,14,Kevin Na,84,17.88,783,140
14,15,15,Rocco Mediate,72,17.85,706,126
15,16,16,Parker McLachlin,83,17.71,768,136
16,17,17,Rory Sabbatini,81,17.68,628,111
17,18,18,Bob Heintz,85,17.64,720,127
18,19,19,Dean Wilson,92,17.53,810,142
19,20,20,Frank Lickliter II,95,17.4,931,162
20,21,21,Sean O'Hair,98,17.39,880,153
21,22,22,Vaughn Taylor,91,17.34,721,125
22,23,23,Justin Leonard,95,17.31,861,149
23,24,24,Ryuji Imada,104,17.19,896,154
24,25,25,Tim Petrovic,106,17.15,974,167
25,26,26,Shigeki Maruyama,84,17.13,788,135
26,T27,T27,Bryce Molder,56,17.11,532,91
27,T27,T27,Geoff Ogilvy,84,17.11,643,110
28,29,29,Ian Poulter,63,17.07,375,64
29,30,30,Luke Donald,69,17.06,504,86
30,31,31,Aaron Baddeley,83,17.05,657,112
31,32,32,Jason Schultz,63,16.99,565,96
32,33,33,Tom Pernice Jr.,104,16.98,842,143
33,34,34,Daniel Chopra,106,16.93,998,169
34,T35,T35,Nathan Green,103,16.84,885,149
35,T35,T35,Carl Pettersson,111,16.84,938,158
36,37,37,Dicky Pride,71,16.79,661,111
37,38,38,Zach Johnson,76,16.77,638,107
38,39,39,Rich Barcelo,80,16.76,722,121
39,40,40,Bob Estes,88,16.73,825,138
40,41,41,Eric Axley,107,16.72,987,165
41,42,42,Mark Hensby,81,16.71,730,122
42,T43,T43,Charley Hoffman,97,16.65,841,140
43,T43,T43,George McNeill,95,16.65,865,144
44,45,45,Brian Davis,101,16.57,905,150
45,T46,T46,J.P. Hayes,89,16.56,809,134
46,T46,T46,John Mallinger,96,16.56,900,149
47,T48,T48,Andrew Buckle,77,16.55,695,115
48,T48,T48,Brian Gay,107,16.55,997,165
49,T50,T50,Steve Allan,63,16.5,594,98
50,T50,T50,Justin Rose,63,16.5,394,65
51,T52,T52,Brendon de Jonge,76,16.43,712,117
52,T52,T52,Fred Funk,65,16.43,572,94
53,T54,T54,Ryan Palmer,91,16.39,897,147
54,T54,T54,Joey Sindelar,75,16.39,787,129
55,56,56,Marco Dawson,73,16.34,655,107
56,57,57,Brandt Snedeker,105,16.29,896,146
57,58,58,Sergio Garcia,68,16.12,552,89
58,59,59,Daisuke Maruyama,86,16.11,807,130
59,60,60,Todd Hamilton,76,16.1,584,94
60,61,61,Billy Mayfair,98,16.06,903,145
61,62,62,Rich Beem,89,16.04,742,119
62,63,63,Ernie Els,59,16.02,462,74
63,T64,T64,Steve Elkington,87,15.98,751,120
64,T64,T64,Will MacKenzie,100,15.98,989,158
65,66,66,Jason Gore,86,15.97,839,134
66,67,67,Charles Howell III,89,15.96,733,117
67,T68,T68,Craig Lile,77,15.91,723,115
68,T68,T68,Jeff Maggert,79,15.91,855,136
69,70,70,Ken Duke,112,15.9,994,158
70,71,71,Stuart Appleby,74,15.89,579,92
71,T72,T72,Stephen Ames,81,15.88,680,108
72,T72,T72,Jarrod Lyle,77,15.88,699,111
73,T74,T74,Robert Gamez,88,15.86,851,135
74,T74,T74,Arron Oberholser,69,15.86,555,88
75,T74,T74,Jeff Quinney,95,15.86,933,148
76,77,77,Robert Garrigus,95,15.84,966,153
77,78,78,Ryan Armour,107,15.74,1023,161
78,79,79,Woody Austin,95,15.73,871,137
79,80,80,Michael Sim,52,15.69,529,83
80,81,81,Lucas Glover,98,15.67,836,131
81,82,82,Scott Gutschewski,67,15.64,652,102
82,83,83,David Toms,80,15.63,640,100
83,84,84,José María Olazábal,52,15.62,365,57
84,85,85,Glen Day,85,15.61,807,126
85,86,86,Lee Janzen,66,15.54,560,87
86,T87,T87,K.J. Choi,87,15.53,721,112
87,T87,T87,Pat Perez,84,15.53,676,105
88,89,89,Heath Slocum,101,15.52,986,153
89,90,90,Michael Allen,74,15.47,698,108
90,91,91,Jason Dufner,100,15.46,938,145
91,92,92,Steve Lowery,74,15.45,770,119
92,T93,T93,Bart Bryant,87,15.44,803,124
93,T93,T93,Stewart Cink,91,15.44,790,122
94,95,95,Bob Tway,103,15.42,960,148
95,T96,T96,Chris Couch,76,15.41,785,121
96,T96,T96,Craig Kanada,109,15.41,980,151
97,98,98,Troy Matteson,87,15.39,812,125
98,T99,T99,Adam Scott,69,15.38,572,88
99,T99,T99,Boo Weekley,101,15.38,845,130
100,T101,T101,Briny Baird,115,15.37,1184,182
101,T101,T101,Scott Verplank,82,15.37,566,87
102,T103,T103,Shaun Micheel,91,15.3,778,119
103,T103,T103,Bubba Watson,80,15.3,706,108
104,105,105,Steve Flesch,100,15.27,943,144
105,106,106,Craig Bowden,78,15.26,688,105
106,107,107,Chad Campbell,96,15.24,794,121
107,108,108,Jeff Overton,60,15.2,592,90
108,109,109,Kent Jones,97,15.18,942,143
109,110,110,Charlie Wi,90,15.17,903,137
110,T111,T111,D.J. Brigman,67,15.13,608,92
111,T111,T111,Steve Marino,106,15.13,985,149
112,T113,T113,Jason Bohn,57,15.1,563,85
113,T113,T113,Bill Haas,93,15.1,874,132
114,115,115,Camilo Villegas,82,15.03,732,110
115,T116,T116,Richard Johnson,93,15.01,953,143
116,T116,T116,Jaco Van Zyl,51,15.01,473,71
117,118,118,Corey Pavin,81,15.0,720,108
118,119,119,Michael Boyd,61,14.95,555,83
119,120,120,Rod Pampling,92,14.94,803,120
120,121,121,Tommy Armour III,81,14.92,784,117
121,122,122,Matt Hendrix,63,14.91,617,92
122,T123,T123,Ben Curtis,80,14.89,665,99
123,T123,T123,Chris Stroud,66,14.89,611,91
124,125,125,Paul Stankowski,52,14.86,451,67
125,126,126,Tripp Isenhour,86,14.78,758,112
126,T127,T127,Anthony Kim,93,14.77,826,122
127,T127,T127,Steve Stricker,81,14.77,650,96
128,129,129,Jerry Kelly,101,14.76,759,112
129,130,130,Tim Herron,98,14.74,875,129
130,131,131,Brett Quigley,79,14.71,666,98
131,132,132,John Daly,59,14.7,517,76
132,T133,T133,Gavin Coles,87,14.67,818,120
133,T133,T133,Matt Kuchar,85,14.67,743,109
134,135,135,Jay Williamson,50,14.66,498,73
135,136,136,Cameron Beckman,96,14.61,924,135
136,137,137,Mike Weir,82,14.6,589,86
137,138,138,Harrison Frazar,88,14.59,754,110
138,139,139,Nick Watney,87,14.56,735,107
139,140,140,Paul Gow,70,14.45,616,89
140,141,141,Bo Van Pelt,104,14.42,1033,149
141,142,142,Chris Tidland,59,14.41,562,81
142,143,143,José Coceres,50,14.39,410,59
143,144,144,Vijay Singh,102,14.37,835,120
144,145,145,Michael Putnam,96,14.35,920,132
145,146,146,Jeff Sluman,60,14.16,452,64
146,147,147,Bubba Dickerson,51,14.12,439,62
147,148,148,Anders Hansen,55,14.09,369,52
148,149,149,Mathias Grönberg,95,14.08,916,129
149,150,150,Mark Wilson,87,14.07,782,110
150,151,151,Charles Warren,101,14.04,1026,144
151,152,152,Robert Allenby,90,14.03,827,116
152,153,153,Jeff Brehaut,59,13.99,529,74
153,154,154,Kyle Reifers,71,13.96,702,98
154,155,155,Craig Barlow,52,13.95,466,65
155,T156,T156,Ted Purdy,102,13.83,962,133
156,T156,T156,John Rollins,102,13.83,875,121
157,158,158,John Senden,97,13.82,955,132
158,T159,T159,J.B. Holmes,71,13.8,674,93
159,T159,T159,Steve Wheatcroft,73,13.8,652,90
160,161,161,J.J. Henry,86,13.79,754,104
161,162,162,Brett Wetterich,88,13.78,740,102
162,163,163,Peter Lonard,85,13.73,801,110
163,164,164,Nick O'Hern,72,13.72,554,76
164,T165,T165,Billy Andrade,88,13.7,861,118
165,T165,T165,Alex Cejka,80,13.7,759,104
166,T167,T167,Tom Johnson,74,13.66,666,91
167,T167,T167,Stephen Leaney,82,13.66,820,112
168,169,169,Jim Furyk,84,13.62,705,96
169,170,170,Phil Mickelson,73,13.6,522,71
170,171,171,Tom Byrum,50,13.55,465,63
171,172,172,Mathew Goggin,97,13.54,975,132
172,173,173,John Merrick,92,13.44,900,121
173,174,174,Duffy Waldorf,69,13.42,663,89
174,175,175,Cliff Kresge,107,13.4,1067,143
175,176,176,Kirk Triplett,77,13.34,727,97
176,177,177,Greg Owen,81,13.27,746,99
177,T178,T178,Brian Bateman,55,13.16,456,60
178,T178,T178,Mark Brooks,53,13.16,456,60
179,T178,T178,Chris DiMarco,79,13.16,646,85
180,T178,T178,Kevin Sutherland,85,13.16,737,97
181,182,182,Retief Goosen,50,13.12,343,45
182,183,183,Hunter Mahan,91,13.1,786,103
183,184,184,David Branshaw,83,13.05,820,107
184,185,185,D.J. Trahan,99,13.03,944,123
185,186,186,Kenny Perry,83,12.81,796,102
186,187,187,Doug LaBelle II,104,12.76,995,127
187,188,188,Johnson Wagner,97,12.61,920,116
188,189,189,Davis Love III,66,12.54,574,72
189,190,190,Jeff Gove,103,12.28,1034,127
190,191,191,Darron Stiles,65,12.23,556,68
191,192,192,Tom Lehman,62,12.13,536,65
192,193,193,Joe Durant,88,11.96,811,97
193,194,194,Trevor Immelman,74,11.64,584,68
194,195,195,Kevin Stadler,95,11.53,850,98
195,196,196,Jim Rutledge,59,11.4,535,61
