,Putting_from_-_20-25_RANK THIS WEEK,Putting_from_-_20-25_RANK LAST WEEK,Putting_from_-_20-25_PLAYER NAME,Putting_from_-_20-25_ROUNDS,Putting_from_-_20-25_% MADE,Putting_from_-_20-25_ATTEMPTS,Putting_from_-_20-25_PUTTS MADE
0,1,1,Jason Schultz,63,25.97,77,20
1,2,2,Jesper Parnevik,88,22.22,135,30
2,3,3,Paul Goydos,60,21.74,69,15
3,4,4,Jonathan Byrd,73,20.73,82,17
4,5,5,Freddie Jacobson,70,19.79,96,19
5,6,6,Phil Mickelson,73,19.18,73,14
6,7,7,Corey Pavin,81,19.0,100,19
7,8,8,Padraig Harrington,64,18.97,58,11
8,9,9,Vaughn Taylor,91,18.58,113,21
9,10,10,Ryuji Imada,104,17.95,117,21
10,11,11,Camilo Villegas,82,17.71,96,17
11,12,12,Tom Pernice Jr.,104,17.65,119,21
12,13,13,Carl Pettersson,111,17.61,142,25
13,14,14,Rory Sabbatini,81,17.44,86,15
14,15,15,Marco Dawson,73,17.17,99,17
15,T16,T16,Steve Lowery,74,17.02,94,16
16,T16,T16,Jaco Van Zyl,51,17.02,47,8
17,18,18,Brian Davis,101,16.95,118,20
18,19,19,Chris Riley,59,16.92,65,11
19,20,20,Glen Day,85,16.82,107,18
20,T21,T21,Steve Elkington,87,16.67,114,19
21,T21,T21,Fred Funk,65,16.67,78,13
22,T21,T21,José María Olazábal,52,16.67,48,8
23,24,24,Chad Campbell,96,16.54,127,21
24,25,25,José Coceres,50,16.36,55,9
25,26,26,Jim Furyk,84,16.33,98,16
26,T27,T27,Rich Beem,89,16.0,100,16
27,T27,T27,Todd Hamilton,76,16.0,75,12
28,29,29,Parker McLachlin,83,15.91,88,14
29,30,30,Sean O'Hair,98,15.83,120,19
30,31,31,Jeff Overton,60,15.79,95,15
31,32,32,Tommy Armour III,81,15.69,102,16
32,33,33,Jason Dufner,100,15.67,134,21
33,34,34,Jeff Maggert,79,15.45,123,19
34,35,35,Troy Matteson,87,15.33,137,21
35,36,36,Shaun Micheel,91,15.25,118,18
36,37,37,Pat Perez,84,15.18,112,17
37,38,38,Bart Bryant,87,15.13,119,18
38,T39,T39,Jason Gore,86,15.04,113,17
39,T39,T39,Ryan Moore,92,15.04,113,17
40,T39,T39,D.J. Trahan,99,15.04,133,20
41,42,42,Nathan Green,103,14.81,135,20
42,43,43,Tiger Woods,63,14.75,61,9
43,44,44,Joe Durant,88,14.62,130,19
44,45,45,Alex Cejka,80,14.55,110,16
45,46,46,Ryan Armour,107,14.2,162,23
46,47,47,Jeff Quinney,95,14.18,134,19
47,48,48,Joe Ogilvie,102,14.05,121,17
48,49,49,Craig Kanada,109,13.97,136,19
49,50,50,Charley Hoffman,97,13.93,122,17
50,51,51,Lucas Glover,98,13.68,117,16
51,52,52,Justin Rose,63,13.64,66,9
52,53,53,Gavin Coles,87,13.56,118,16
53,54,54,Dicky Pride,71,13.54,96,13
54,55,55,Jason Bohn,57,13.51,74,10
55,56,56,Tim Petrovic,106,13.48,141,19
56,57,57,Arron Oberholser,69,13.43,67,9
57,58,58,Kevin Na,84,13.4,97,13
58,59,59,Andrew Buckle,77,13.33,90,12
59,60,60,Geoff Ogilvy,84,13.25,83,11
60,61,61,Eric Axley,107,13.04,138,18
61,62,62,Stephen Ames,81,13.0,100,13
62,63,63,J.P. Hayes,89,12.87,101,13
63,64,64,John Rollins,102,12.8,125,16
64,T65,T65,Ben Curtis,80,12.77,94,12
65,T65,T65,Will MacKenzie,100,12.77,141,18
66,67,67,Luke Donald,69,12.73,55,7
67,68,68,Frank Lickliter II,95,12.69,134,17
68,69,69,Kent Jones,97,12.61,119,15
69,70,70,Bob Tway,103,12.58,151,19
70,T71,T71,Bob Heintz,85,12.5,104,13
71,T71,T71,Tom Johnson,74,12.5,96,12
72,T71,T71,Boo Weekley,101,12.5,112,14
73,74,74,John Mallinger,96,12.41,137,17
74,75,75,Craig Lile,77,12.38,105,13
75,T76,T76,Steve Allan,63,12.36,89,11
76,T76,T76,Aaron Baddeley,83,12.36,89,11
77,T78,T78,Rich Barcelo,80,12.24,98,12
78,T78,T78,Chris Couch,76,12.24,98,12
79,80,80,Trevor Immelman,74,12.16,74,9
80,T81,T81,Lee Janzen,66,12.12,66,8
81,T81,T81,Paul Stankowski,52,12.12,66,8
82,83,83,Nick Watney,87,12.04,108,13
83,84,84,J.J. Henry,86,11.9,84,10
84,85,85,Brandt Snedeker,105,11.89,143,17
85,T86,T86,Craig Barlow,52,11.76,68,8
86,T86,T86,Mathias Grönberg,95,11.76,119,14
87,T86,T86,Bo Van Pelt,104,11.76,170,20
88,T86,T86,Mike Weir,82,11.76,85,10
89,90,90,Richard Johnson,93,11.72,145,17
90,91,91,Rocco Mediate,72,11.65,103,12
91,92,92,Michael Sim,52,11.54,78,9
92,93,93,Cameron Beckman,96,11.51,139,16
93,T94,T94,D.J. Brigman,67,11.49,87,10
94,T94,T94,Kyle Reifers,71,11.49,87,10
95,96,96,David Toms,80,11.46,96,11
96,97,97,Dean Wilson,92,11.45,131,15
97,98,98,Jay Williamson,50,11.43,70,8
98,99,99,Harrison Frazar,88,11.4,114,13
99,T100,T100,Bryce Molder,56,11.39,79,9
100,T100,T100,Jeff Sluman,60,11.39,79,9
101,T102,T102,Ernie Els,59,11.32,53,6
102,T102,T102,Tripp Isenhour,86,11.32,106,12
103,104,104,Adam Scott,69,11.27,71,8
104,105,105,Chris Stroud,66,11.24,89,10
105,106,106,Mark Calcavecchia,93,11.22,98,11
106,107,107,Rod Pampling,92,11.21,116,13
107,T108,T108,Tim Clark,66,11.11,72,8
108,T108,T108,Sergio Garcia,68,11.11,72,8
109,T108,T108,Doug LaBelle II,104,11.11,144,16
110,T108,T108,Davis Love III,66,11.11,90,10
111,112,112,Mathew Goggin,97,11.02,127,14
112,113,113,Scott Gutschewski,67,10.99,91,10
113,T114,T114,Stuart Appleby,74,10.98,82,9
114,T114,T114,Ken Duke,112,10.98,164,18
115,T114,T114,Scott Verplank,82,10.98,82,9
116,117,117,Matt Kuchar,85,10.92,119,13
117,T118,T118,Daniel Chopra,106,10.87,138,15
118,T118,T118,Brett Quigley,79,10.87,92,10
119,120,120,Michael Putnam,96,10.85,129,14
120,121,121,Shigeki Maruyama,84,10.81,111,12
121,122,122,Johnson Wagner,97,10.79,139,15
122,123,123,Chris DiMarco,79,10.75,93,10
123,124,124,Ted Purdy,102,10.71,140,15
124,125,125,Steve Flesch,100,10.69,131,14
125,126,126,Billy Andrade,88,10.64,141,15
126,127,127,Tom Byrum,50,10.61,66,7
127,128,128,Briny Baird,115,10.6,151,16
128,129,129,Michael Boyd,61,10.53,76,8
129,T130,T130,Tag Ridings,52,10.47,86,9
130,T130,T130,Duffy Waldorf,69,10.47,86,9
131,132,132,Billy Mayfair,98,10.45,134,14
132,133,133,Brendon de Jonge,76,10.38,106,11
133,134,134,Justin Leonard,95,10.34,116,12
134,135,135,Daisuke Maruyama,86,10.2,98,10
135,136,136,Tom Lehman,62,10.13,79,8
136,T137,T137,Kenny Perry,83,10.0,110,11
137,T137,T137,Vijay Singh,102,10.0,110,11
138,T137,T137,Mark Wilson,87,10.0,120,12
139,T140,T140,Craig Bowden,78,9.91,111,11
140,T140,T140,John Merrick,92,9.91,111,11
141,142,142,Ryan Palmer,91,9.84,122,12
142,143,143,Stephen Leaney,82,9.82,112,11
143,144,144,Paul Gow,70,9.78,92,9
144,145,145,Charles Warren,101,9.68,155,15
145,146,146,Bob Estes,88,9.65,114,11
146,147,147,Robert Gamez,88,9.56,136,13
147,T148,T148,Jerry Kelly,101,9.52,84,8
148,T148,T148,Peter Lonard,85,9.52,126,12
149,T148,T148,Steve Marino,106,9.52,126,12
150,151,151,Charles Howell III,89,9.47,95,9
151,T152,T152,Michael Allen,74,9.4,117,11
152,T152,T152,Jeff Gove,103,9.4,117,11
153,154,154,Bubba Watson,80,9.38,96,9
154,T155,T155,Mark Hensby,81,9.32,118,11
155,T155,T155,Anthony Kim,93,9.32,118,11
156,T155,T155,Kirk Triplett,77,9.32,118,11
157,158,158,Tim Herron,98,9.3,129,12
158,159,159,Robert Allenby,90,9.24,119,11
159,160,160,Nick O'Hern,72,9.21,76,7
160,T161,T161,Robert Garrigus,95,9.09,143,13
161,T161,T161,J.B. Holmes,71,9.09,88,8
162,T161,T161,Chris Tidland,59,9.09,66,6
163,164,164,Greg Owen,81,9.01,111,10
164,165,165,Jarrod Lyle,77,8.99,89,8
165,166,166,Brian Bateman,55,8.96,67,6
166,167,167,David Branshaw,83,8.87,124,11
167,168,168,Retief Goosen,50,8.7,46,4
168,169,169,Brett Wetterich,88,8.65,104,9
169,170,170,Steve Wheatcroft,73,8.64,81,7
170,171,171,George McNeill,95,8.63,139,12
171,172,172,Bill Haas,93,8.59,128,11
172,173,173,Kevin Stadler,95,8.55,117,10
173,174,174,Anders Hansen,55,8.51,47,4
174,175,175,Henrik Stenson,52,8.33,60,5
175,176,176,Brian Gay,107,8.28,145,12
176,177,177,Charlie Wi,90,8.26,121,10
177,178,178,Darron Stiles,65,8.14,86,7
178,179,179,Hunter Mahan,91,8.13,123,10
179,180,180,Heath Slocum,101,8.0,150,12
180,T181,T181,Mark Brooks,53,7.94,63,5
181,T181,T181,Stewart Cink,91,7.94,126,10
182,183,183,Woody Austin,95,7.91,139,11
183,184,184,Ian Poulter,63,7.55,53,4
184,185,185,Steve Stricker,81,7.29,96,7
185,186,186,Kevin Sutherland,85,7.14,84,6
186,187,187,K.J. Choi,87,6.93,101,7
187,188,188,Bubba Dickerson,51,6.67,60,4
188,189,189,John Daly,59,6.25,64,4
189,190,190,Zach Johnson,76,6.17,81,5
190,191,191,John Senden,97,5.6,125,7
191,192,192,Matt Hendrix,63,5.56,90,5
192,193,193,Cliff Kresge,107,5.33,150,8
193,194,194,Joey Sindelar,75,5.1,98,5
194,195,195,Jeff Brehaut,59,4.92,61,3
195,196,196,Jim Rutledge,59,1.82,55,1
