,Putting_from_3_RANK THIS WEEK,Putting_from_3_RANK LAST WEEK,Putting_from_3_PLAYER NAME,Putting_from_3_ROUNDS,Putting_from_3_% MADE,Putting_from_3_ATTEMPTS,Putting_from_3_PUTTS MADE
0,1,1,George McNeill,95,99.88,835,834
1,2,2,Vaughn Taylor,91,99.87,742,741
2,3,3,Jesper Parnevik,88,99.86,738,737
3,4,4,Jeff Overton,60,99.82,554,553
4,5,5,Tim Clark,66,99.8,507,506
5,T6,T6,Anders Hansen,55,99.75,399,398
6,T6,T6,José María Olazábal,52,99.75,398,397
7,8,8,Parker McLachlin,83,99.74,757,755
8,9,9,Henrik Stenson,52,99.73,364,363
9,10,10,Marco Dawson,73,99.72,715,713
10,T11,T11,Stuart Appleby,74,99.68,634,632
11,T11,T11,Nick O'Hern,72,99.68,626,624
12,T11,T11,Rory Sabbatini,81,99.68,621,619
13,14,14,Michael Sim,52,99.64,555,553
14,T15,T15,Luke Donald,69,99.63,537,535
15,T15,T15,Kenny Perry,83,99.63,816,813
16,T15,T15,Chris Riley,59,99.63,539,537
17,T18,T18,Matt Kuchar,85,99.61,776,773
18,T18,T18,Hunter Mahan,91,99.61,769,766
19,T20,T20,Ernie Els,59,99.59,491,489
20,T20,T20,Doug LaBelle II,104,99.59,978,974
21,T22,T22,Rich Barcelo,80,99.58,718,715
22,T22,T22,Charles Howell III,89,99.58,722,719
23,T22,T22,Bubba Watson,80,99.58,719,716
24,25,25,Jeff Quinney,95,99.57,924,920
25,26,26,Billy Andrade,88,99.54,864,860
26,T27,T27,Stephen Ames,81,99.53,644,641
27,T27,T27,David Toms,80,99.53,641,638
28,T29,T29,Sergio Garcia,68,99.52,630,627
29,T29,T29,Todd Hamilton,76,99.52,619,616
30,T29,T29,Jeff Maggert,79,99.52,837,833
31,T32,T32,Ryan Armour,107,99.51,1024,1019
32,T32,T32,Jason Bohn,57,99.51,611,608
33,T34,T34,Jason Gore,86,99.5,795,791
34,T34,T34,Dicky Pride,71,99.5,605,602
35,T36,T36,Bart Bryant,87,99.49,788,784
36,T36,T36,Corey Pavin,81,99.49,787,783
37,T36,T36,Bob Tway,103,99.49,975,970
38,T36,T36,Dean Wilson,92,99.49,783,779
39,40,40,Tom Lehman,62,99.47,567,564
40,T41,T41,Cameron Beckman,96,99.45,916,911
41,T41,T41,Jason Dufner,100,99.45,908,903
