,GIR_Putting_Avg_-_25-30_RANK THIS WEEK,GIR_Putting_Avg_-_25-30_RANK LAST WEEK,GIR_Putting_Avg_-_25-30_PLAYER NAME,GIR_Putting_Avg_-_25-30_ROUNDS,GIR_Putting_Avg_-_25-30_% MADE,GIR_Putting_Avg_-_25-30_ATTEMPTS,GIR_Putting_Avg_-_25-30_PUTTS MADE
0,1,1,Ernie Els,59,2.05,44,9.0
1,2,2,Scott Gutschewski,67,1.7,53,9.0
2,3,3,Ben Curtis,80,1.69,59,10.0
3,4,4,Michael Sim,52,1.64,55,9.0
4,5,5,Chris Couch,76,1.59,63,10.0
5,6,6,D.J. Brigman,67,1.56,64,10.0
6,T7,T7,José María Olazábal,52,1.52,33,5.0
7,T7,T7,Camilo Villegas,82,1.52,66,10.0
8,9,9,Bart Bryant,87,1.47,75,11.0
9,10,10,Ryan Armour,107,1.44,104,15.0
10,11,11,Craig Lile,77,1.43,84,12.0
11,12,12,Kevin Sutherland,85,1.41,92,13.0
12,13,13,Aaron Baddeley,83,1.38,65,9.0
13,14,14,Ken Duke,112,1.37,95,13.0
14,15,15,Tim Clark,66,1.36,59,8.0
15,16,16,Ryuji Imada,104,1.35,96,13.0
16,17,17,Zach Johnson,76,1.34,67,9.0
17,T18,T18,Mark Hensby,81,1.33,75,10.0
18,T18,T18,Vaughn Taylor,91,1.33,75,10.0
19,T20,T20,Gavin Coles,87,1.32,76,10.0
20,T20,T20,Brendon de Jonge,76,1.32,68,9.0
21,22,22,Rod Pampling,92,1.31,99,13.0
22,23,23,Tim Petrovic,106,1.29,85,11.0
23,T24,T24,Charles Howell III,89,1.28,78,10.0
24,T24,T24,Joe Ogilvie,102,1.28,86,11.0
25,T26,T26,Padraig Harrington,64,1.25,48,6.0
26,T26,T26,Freddie Jacobson,70,1.25,72,9.0
27,T26,T26,Paul Stankowski,52,1.25,48,6.0
28,29,29,Brian Bateman,55,1.22,41,5.0
29,30,30,Mathew Goggin,97,1.18,110,13.0
30,31,31,Jonathan Byrd,73,1.17,60,7.0
31,32,32,Chris Stroud,66,1.16,69,8.0
32,33,33,Chad Campbell,96,1.15,78,9.0
33,34,34,K.J. Choi,87,1.14,70,8.0
34,35,35,Rocco Mediate,72,1.13,62,7.0
35,36,36,Charlie Wi,90,1.12,98,11.0
36,T37,T37,Briny Baird,115,1.11,117,13.0
37,T37,T37,Kevin Na,84,1.11,90,10.0
38,T39,T39,Tom Pernice Jr.,104,1.1,100,11.0
39,T39,T39,Brett Wetterich,88,1.1,73,8.0
40,41,41,Chris Tidland,59,1.09,55,6.0
41,T42,T42,Jeff Gove,103,1.08,102,11.0
42,T42,T42,Steve Lowery,74,1.08,65,7.0
43,44,44,Jesper Parnevik,88,1.06,94,10.0
44,T45,T45,Anders Hansen,55,1.05,38,4.0
45,T45,T45,Matt Hendrix,63,1.05,57,6.0
46,T45,T45,Tripp Isenhour,86,1.05,76,8.0
47,T48,T48,Robert Garrigus,95,1.04,96,10.0
48,T48,T48,Dean Wilson,92,1.04,67,7.0
49,T50,T50,Michael Allen,74,1.03,68,7.0
50,T50,T50,Jason Gore,86,1.03,78,8.0
51,T50,T50,Mark Wilson,87,1.03,87,9.0
52,T53,T53,Cameron Beckman,96,1.02,108,11.0
53,T53,T53,Sergio Garcia,68,1.02,59,6.0
54,T55,T55,Brian Davis,101,1.01,99,10.0
55,T55,T55,Greg Owen,81,1.01,69,7.0
56,T55,T55,Dicky Pride,71,1.01,69,7.0
57,T58,T58,Bubba Dickerson,51,1.0,40,4.0
58,T58,T58,John Mallinger,96,1.0,100,10.0
59,T58,T58,Rory Sabbatini,81,1.0,70,7.0
60,T61,T61,Bob Heintz,85,0.99,71,7.0
61,T61,T61,Tom Johnson,74,0.99,71,7.0
62,T61,T61,Corey Pavin,81,0.99,71,7.0
63,T64,T64,Will MacKenzie,100,0.97,103,10.0
64,T64,T64,Pat Perez,84,0.97,62,6.0
65,T66,T66,George McNeill,95,0.96,83,8.0
66,T66,T66,Carl Pettersson,111,0.96,94,9.0
67,T68,T68,Brian Gay,107,0.95,105,10.0
68,T68,T68,Nathan Green,103,0.95,95,9.0
69,T68,T68,Hunter Mahan,91,0.95,74,7.0
70,T68,T68,Chris Riley,59,0.95,42,4.0
71,72,72,Steve Marino,106,0.94,96,9.0
72,T73,T73,Jeff Quinney,95,0.93,97,9.0
73,T73,T73,Justin Rose,63,0.93,43,4.0
74,T73,T73,Charles Warren,101,0.93,108,10.0
75,76,76,Justin Leonard,95,0.92,87,8.0
76,T77,T77,Daniel Chopra,106,0.9,89,8.0
77,T77,T77,J.P. Hayes,89,0.9,78,7.0
78,T77,T77,Ryan Moore,92,0.9,78,7.0
79,T80,T80,José Coceres,50,0.89,45,4.0
80,T80,T80,Kevin Stadler,95,0.89,90,8.0
81,82,82,Michael Putnam,96,0.88,80,7.0
82,T83,T83,Tom Byrum,50,0.87,46,4.0
83,T83,T83,Joey Sindelar,75,0.87,69,6.0
84,T85,T85,Craig Bowden,78,0.86,58,5.0
85,T85,T85,Marco Dawson,73,0.86,70,6.0
86,T85,T85,John Senden,97,0.86,93,8.0
87,T85,T85,Boo Weekley,101,0.86,81,7.0
88,89,89,Jason Bohn,57,0.85,59,5.0
89,90,90,Joe Durant,88,0.84,95,8.0
90,T91,T91,Craig Barlow,52,0.83,60,5.0
91,T91,T91,J.B. Holmes,71,0.83,72,6.0
92,T91,T91,Bryce Molder,56,0.83,48,4.0
93,T91,T91,Jeff Overton,60,0.83,48,4.0
94,T91,T91,Bubba Watson,80,0.83,60,5.0
95,T91,T91,Tiger Woods,63,0.83,48,4.0
96,97,97,Troy Matteson,87,0.82,73,6.0
97,T98,T98,Jim Furyk,84,0.81,74,6.0
98,T98,T98,Robert Gamez,88,0.81,86,7.0
99,T98,T98,Jerry Kelly,101,0.81,86,7.0
100,T98,T98,Nick Watney,87,0.81,62,5.0
101,102,102,Bob Estes,88,0.8,87,7.0
