,Putting_from_5-15_RANK THIS WEEK,Putting_from_5-15_RANK LAST WEEK,Putting_from_5-15_PLAYER NAME,Putting_from_5-15_ROUNDS,Putting_from_5-15_% MADE,Putting_from_5-15_ATTEMPTS,Putting_from_5-15_PUTTS MADE
0,1,1,Chris Tidland,59,52.54,354,186
1,2,2,Tim Clark,66,51.71,381,197
2,3,3,Kevin Na,84,51.56,576,297
3,4,4,K.J. Choi,87,51.21,453,232
4,5,5,Arron Oberholser,69,50.81,370,188
5,6,6,Bob Estes,88,50.56,538,272
6,7,7,Justin Rose,63,50.55,273,138
7,8,8,Chris Riley,59,50.53,376,190
8,9,9,Brandt Snedeker,105,50.42,589,297
9,10,10,Andrew Buckle,77,50.1,493,247
10,11,11,Tim Petrovic,106,50.0,634,317
11,12,12,George McNeill,95,49.91,551,275
12,13,13,Paul Goydos,60,49.86,351,175
13,14,14,Craig Bowden,78,49.8,502,250
14,15,15,David Toms,80,49.77,444,221
15,16,16,Tripp Isenhour,86,49.43,526,260
16,17,17,Craig Lile,77,49.27,477,235
17,18,18,Lucas Glover,98,49.23,518,255
18,19,19,Henrik Stenson,52,49.2,250,123
19,20,20,Parker McLachlin,83,49.13,517,254
20,21,21,Steve Allan,63,49.09,383,188
21,22,22,Ryuji Imada,104,48.82,637,311
22,23,23,Frank Lickliter II,95,48.72,626,305
23,24,24,Jesper Parnevik,88,48.67,487,237
24,25,25,Woody Austin,95,48.58,632,307
25,26,26,Stephen Ames,81,48.56,451,219
26,27,27,Rory Sabbatini,81,48.53,441,214
27,28,28,Jason Dufner,100,48.52,610,296
28,29,29,Tom Pernice Jr.,104,48.38,587,284
29,30,30,Sean O'Hair,98,48.32,596,288
30,31,31,Rich Barcelo,80,48.27,491,237
31,T32,T32,Aaron Baddeley,83,48.21,448,216
32,T32,T32,Doug LaBelle II,104,48.21,614,296
33,34,34,Gavin Coles,87,48.19,496,239
34,35,35,Stewart Cink,91,48.17,492,237
35,36,36,Mathias Grönberg,95,48.08,626,301
36,37,37,Nathan Green,103,48.06,620,298
37,38,38,Zach Johnson,76,48.05,410,197
38,39,39,Luke Donald,69,48.01,352,169
39,40,40,Marco Dawson,73,47.99,448,215
40,41,41,Brian Gay,107,47.96,661,317
41,42,42,Dicky Pride,71,47.92,432,207
42,43,43,Hunter Mahan,91,47.86,491,235
43,44,44,Billy Mayfair,98,47.82,573,274
44,45,45,Charles Howell III,89,47.79,452,216
45,46,46,Bo Van Pelt,104,47.72,702,335
46,47,47,Steve Elkington,87,47.7,499,238
47,T48,T48,Ryan Palmer,91,47.68,604,288
48,T48,T48,Tag Ridings,52,47.68,302,144
49,T50,T50,Cliff Kresge,107,47.58,702,334
50,T50,T50,José María Olazábal,52,47.58,269,128
51,52,52,Mark Calcavecchia,93,47.53,566,269
52,T53,T53,Michael Sim,52,47.52,343,163
53,T53,T53,Charlie Wi,90,47.52,524,249
54,55,55,Stephen Leaney,82,47.46,493,234
55,56,56,Matt Kuchar,85,47.44,489,232
56,57,57,John Mallinger,96,47.39,614,291
57,58,58,Tom Johnson,74,47.33,431,204
58,59,59,Mark Hensby,81,47.32,522,247
59,60,60,Carl Pettersson,111,47.29,664,314
60,61,61,John Daly,59,47.28,368,174
61,62,62,Tiger Woods,63,47.24,290,137
62,63,63,Rocco Mediate,72,47.2,483,228
63,64,64,Vaughn Taylor,91,47.18,532,251
64,65,65,John Senden,97,47.17,583,275
65,66,66,Richard Johnson,93,47.15,596,281
66,67,67,Freddie Jacobson,70,47.1,465,219
67,68,68,Troy Matteson,87,47.07,478,225
68,69,69,Tim Herron,98,47.04,574,270
69,70,70,Mark Wilson,87,47.0,517,243
70,71,71,Dean Wilson,92,46.99,532,250
71,72,72,Brian Bateman,55,46.96,313,147
72,73,73,Brendon de Jonge,76,46.92,503,236
73,74,74,Jonathan Byrd,73,46.9,452,212
74,75,75,Jeff Overton,60,46.88,384,180
75,76,76,Jason Gore,86,46.85,587,275
76,77,77,Joe Ogilvie,102,46.77,620,290
77,78,78,Briny Baird,115,46.74,736,344
78,79,79,Craig Barlow,52,46.69,317,148
79,80,80,Paul Stankowski,52,46.64,298,139
80,81,81,Ian Poulter,63,46.59,279,130
81,82,82,Phil Mickelson,73,46.52,359,167
82,83,83,Charley Hoffman,97,46.5,585,272
83,84,84,Nick Watney,87,46.45,493,229
84,T85,T85,D.J. Brigman,67,46.37,386,179
85,T85,T85,Anthony Kim,93,46.37,565,262
86,87,87,Glen Day,85,46.33,518,240
87,88,88,Chris DiMarco,79,46.24,439,203
88,89,89,Padraig Harrington,64,46.18,327,151
89,90,90,Todd Hamilton,76,46.15,455,210
90,91,91,Fred Funk,65,46.13,388,179
91,92,92,John Rollins,102,46.08,586,270
92,93,93,Shigeki Maruyama,84,46.05,569,262
93,94,94,Brian Davis,101,46.04,632,291
94,95,95,Steve Marino,106,46.03,667,307
95,T96,T96,Jarrod Lyle,77,46.0,450,207
96,T96,T96,Bryce Molder,56,46.0,350,161
97,98,98,Steve Flesch,100,45.97,633,291
98,T99,T99,Tom Byrum,50,45.95,259,119
99,T99,T99,Mathew Goggin,97,45.95,592,272
100,101,101,Kenny Perry,83,45.91,514,236
101,102,102,Bart Bryant,87,45.79,487,223
102,T103,T103,Rich Beem,89,45.77,496,227
103,T103,T103,Jay Williamson,50,45.77,343,157
104,105,105,Ryan Moore,92,45.69,534,244
105,106,106,Bob Tway,103,45.68,602,275
106,107,107,Peter Lonard,85,45.6,511,233
107,108,108,Bill Haas,93,45.59,590,269
108,109,109,Stuart Appleby,74,45.54,404,184
109,110,110,Bubba Watson,80,45.53,470,214
110,111,111,Ken Duke,112,45.44,636,289
111,112,112,Kent Jones,97,45.38,639,290
112,113,113,Steve Stricker,81,45.37,443,201
113,114,114,Eric Axley,107,45.36,690,313
114,115,115,Ryan Armour,107,45.35,635,288
115,116,116,Pat Perez,84,45.32,470,213
116,117,117,Boo Weekley,101,45.31,565,256
117,118,118,Bob Heintz,85,45.26,506,229
118,119,119,Joey Sindelar,75,45.09,468,211
119,120,120,Mike Weir,82,45.08,417,188
120,121,121,Adam Scott,69,45.05,404,182
121,122,122,Rod Pampling,92,45.04,524,236
122,123,123,Jeff Quinney,95,44.99,589,265
123,124,124,Trevor Immelman,74,44.94,356,160
124,125,125,Paul Gow,70,44.92,394,177
125,126,126,Will MacKenzie,100,44.84,649,291
126,T127,T127,Scott Gutschewski,67,44.76,420,188
127,T127,T127,Jeff Maggert,79,44.76,572,256
128,129,129,Billy Andrade,88,44.75,543,243
129,130,130,Daniel Chopra,106,44.73,655,293
130,131,131,Cameron Beckman,96,44.67,600,268
131,T132,T132,Kevin Sutherland,85,44.66,459,205
132,T132,T132,Steve Wheatcroft,73,44.66,468,209
133,134,134,Shaun Micheel,91,44.64,448,200
134,135,135,Justin Leonard,95,44.61,547,244
135,136,136,Robert Garrigus,95,44.57,626,279
136,137,137,Corey Pavin,81,44.53,494,220
137,138,138,Heath Slocum,101,44.52,611,272
138,139,139,Robert Allenby,90,44.49,508,226
139,140,140,Lee Janzen,66,44.47,380,169
140,141,141,Jeff Brehaut,59,44.44,360,160
141,142,142,Daisuke Maruyama,86,44.39,579,257
142,143,143,Michael Boyd,61,44.31,343,152
143,144,144,Chris Couch,76,44.26,488,216
144,145,145,Brett Quigley,79,44.16,428,189
145,146,146,Camilo Villegas,82,44.04,445,196
146,147,147,J.J. Henry,86,44.03,486,214
147,148,148,Mark Brooks,53,44.0,275,121
148,149,149,Vijay Singh,102,43.93,560,246
149,150,150,J.P. Hayes,89,43.89,540,237
150,151,151,Tom Lehman,62,43.69,309,135
151,T152,T152,Jason Schultz,63,43.65,362,158
152,T152,T152,Duffy Waldorf,69,43.65,394,172
153,154,154,Jaco Van Zyl,51,43.58,335,146
154,155,155,Craig Kanada,109,43.57,684,298
155,156,156,Matt Hendrix,63,43.45,412,179
156,157,157,Jason Bohn,57,43.43,373,162
157,158,158,Charles Warren,101,43.32,651,282
158,159,159,Scott Verplank,82,43.06,425,183
159,160,160,Michael Putnam,96,42.88,548,235
160,T161,T161,Robert Gamez,88,42.83,558,239
161,T161,T161,John Merrick,92,42.83,544,233
162,163,163,Jerry Kelly,101,42.78,540,231
163,T164,T164,Alex Cejka,80,42.7,541,231
164,T164,T164,Geoff Ogilvy,84,42.7,445,190
165,166,166,Chris Stroud,66,42.63,380,162
166,167,167,Jeff Sluman,60,42.62,298,127
167,168,168,Kirk Triplett,77,42.6,500,213
168,169,169,Jim Furyk,84,42.46,431,183
169,170,170,Harrison Frazar,88,42.26,523,221
170,171,171,Tommy Armour III,81,42.2,481,203
171,172,172,Bubba Dickerson,51,42.19,320,135
172,173,173,Retief Goosen,50,42.13,216,91
173,174,174,Johnson Wagner,97,42.0,569,239
174,175,175,D.J. Trahan,99,41.98,655,275
175,176,176,Darron Stiles,65,41.97,386,162
176,177,177,Steve Lowery,74,41.96,510,214
177,178,178,J.B. Holmes,71,41.91,451,189
178,179,179,Brett Wetterich,88,41.73,520,217
179,180,180,Davis Love III,66,41.64,365,152
180,181,181,Ted Purdy,102,41.5,600,249
181,182,182,Michael Allen,74,41.44,432,179
182,183,183,Sergio Garcia,68,41.39,360,149
183,184,184,Kevin Stadler,95,41.28,562,232
184,185,185,Nick O'Hern,72,41.19,386,159
185,186,186,Jim Rutledge,59,41.08,297,122
186,187,187,Ernie Els,59,40.98,305,125
187,188,188,Ben Curtis,80,40.81,446,182
188,189,189,Kyle Reifers,71,40.74,459,187
189,190,190,José Coceres,50,40.54,296,120
190,191,191,Anders Hansen,55,40.16,244,98
191,192,192,Chad Campbell,96,39.92,516,206
192,193,193,David Branshaw,83,39.81,520,207
193,194,194,Jeff Gove,103,39.62,679,269
194,195,195,Joe Durant,88,38.38,495,190
195,196,196,Greg Owen,81,36.81,508,187
