,GIR_Putting_-_15-20_RANK THIS WEEK,GIR_Putting_-_15-20_RANK LAST WEEK,GIR_Putting_-_15-20_PLAYER NAME,GIR_Putting_-_15-20_ROUNDS,GIR_Putting_-_15-20_%,GIR_Putting_-_15-20_ATTEMPTS,GIR_Putting_-_15-20_PUTTS MADE
0,1,1,Jesper Parnevik,88,32.23,121,39
1,2,2,Tiger Woods,63,31.17,77,24
2,3,3,Dean Wilson,92,27.88,104,29
3,4,4,Tag Ridings,52,27.78,72,20
4,5,5,Craig Lile,77,26.6,94,25
5,6,6,Justin Leonard,95,25.9,139,36
6,7,7,Padraig Harrington,64,25.88,85,22
7,8,8,Tim Herron,98,25.42,118,30
8,9,9,Bob Estes,88,24.58,118,29
9,10,10,Bob Heintz,85,23.89,113,27
10,11,11,Bryce Molder,56,23.88,67,16
11,12,12,Joe Ogilvie,102,23.81,147,35
12,13,13,Jonathan Byrd,73,23.66,93,22
13,14,14,John Daly,59,23.61,72,17
14,15,15,Geoff Ogilvy,84,23.47,98,23
15,16,16,Carl Pettersson,111,23.27,159,37
16,17,17,Ryan Moore,92,23.14,121,28
17,18,18,Frank Lickliter II,95,23.08,143,33
18,19,19,Billy Mayfair,98,22.88,153,35
19,20,20,Adam Scott,69,22.67,75,17
20,21,21,Steve Lowery,74,22.66,128,29
21,22,22,Steve Allan,63,22.62,84,19
22,23,23,Craig Kanada,109,22.3,139,31
23,24,24,Daniel Chopra,106,22.22,162,36
24,25,25,Freddie Jacobson,70,22.13,122,27
25,26,26,Joey Sindelar,75,22.05,127,28
26,27,27,Brett Wetterich,88,22.0,100,22
27,28,28,Will MacKenzie,100,21.99,141,31
28,29,29,Eric Axley,107,21.68,143,31
29,30,30,Parker McLachlin,83,21.67,120,26
30,31,31,Chris Riley,59,21.62,74,16
31,32,32,J.P. Hayes,89,21.54,130,28
32,33,33,Steve Stricker,81,21.51,93,20
33,34,34,David Toms,80,21.37,117,25
34,35,35,Michael Allen,74,21.3,108,23
35,36,36,Bart Bryant,87,21.19,118,25
36,37,37,Bob Tway,103,21.17,137,29
37,38,38,Tim Clark,66,21.11,90,19
38,39,39,Nick Watney,87,21.1,109,23
39,40,40,Sean O'Hair,98,21.09,147,31
40,T41,T41,Stuart Appleby,74,21.05,76,16
41,T41,T41,Charley Hoffman,97,21.05,114,24
42,43,43,Aaron Baddeley,83,21.0,100,21
