,Total_3_Putts_-_15-20_RANK THIS WEEK,Total_3_Putts_-_15-20_RANK LAST WEEK,Total_3_Putts_-_15-20_PLAYER NAME,Total_3_Putts_-_15-20_ROUNDS,Total_3_Putts_-_15-20_TOTAL 3 PUTTS 15'-20',Total_3_Putts_-_15-20_TOTAL 3 PUTTS
0,1,1,Rich Beem,89,10,53
1,T2,T2,Mark Calcavecchia,93,8,56
2,T2,T2,Peter Lonard,85,8,50
3,4,4,Tom Johnson,74,7,50
4,T5,T5,Robert Allenby,90,6,57
5,T5,T5,Woody Austin,95,6,65
6,T5,T5,Jason Dufner,100,6,70
7,T5,T5,J.P. Hayes,89,6,46
8,T5,T5,Greg Owen,81,6,61
9,T5,T5,Kevin Stadler,95,6,55
10,T5,T5,Kirk Triplett,77,6,59
11,T5,T5,Bo Van Pelt,104,6,45
12,T5,T5,Duffy Waldorf,69,6,36
13,T14,T14,Eric Axley,107,5,59
14,T14,T14,Cameron Beckman,96,5,49
15,T14,T14,Jason Gore,86,5,57
16,T14,T14,J.B. Holmes,71,5,61
17,T14,T14,Kent Jones,97,5,60
18,T14,T14,Frank Lickliter II,95,5,52
19,T14,T14,John Mallinger,96,5,62
20,T14,T14,Kenny Perry,83,5,52
21,T14,T14,Vijay Singh,102,5,42
22,T23,T23,Steve Allan,63,4,36
23,T23,T23,Michael Allen,74,4,36
24,T23,T23,Ryan Armour,107,4,46
25,T23,T23,Alex Cejka,80,4,44
26,T23,T23,Chris Couch,76,4,53
27,T23,T23,Brian Davis,101,4,46
28,T23,T23,Joe Durant,88,4,57
29,T23,T23,Steve Flesch,100,4,63
30,T23,T23,Robert Garrigus,95,4,55
31,T23,T23,Mathias Grönberg,95,4,59
32,T23,T23,Scott Gutschewski,67,4,37
33,T23,T23,Bob Heintz,85,4,30
34,T23,T23,Tim Herron,98,4,47
35,T23,T23,Charles Howell III,89,4,33
36,T23,T23,Ryuji Imada,104,4,45
37,T23,T23,Jerry Kelly,101,4,49
38,T23,T23,Anthony Kim,93,4,49
39,T23,T23,Steve Lowery,74,4,53
40,T23,T23,Steve Marino,106,4,66
41,T23,T23,Troy Matteson,87,4,45
