,Average_Putting_Distance_-_GIR_3_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_3_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_3_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_3_Putts_ROUNDS,Average_Putting_Distance_-_GIR_3_Putts_AVG,Average_Putting_Distance_-_GIR_3_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_3_Putts_TOTAL PUTTS
0,1,1,Steve Stricker,81,"50' 11""",8.552,14
1,2,2,Chris Riley,59,"50' 0""",15.59,26
2,3,3,Freddie Jacobson,70,"49' 7""",13.09,22
3,4,4,J.B. Holmes,71,"48' 6""",26.195,45
4,5,5,Jay Williamson,50,"48' 2""",8.666,15
5,6,6,Michael Boyd,61,"48' 0""",14.401,25
6,7,7,George McNeill,95,"47' 5""",19.918,35
7,T8,T8,Ernie Els,59,"47' 2""",10.196,18
8,T8,T8,Mathias Grönberg,95,"47' 2""",29.984,53
9,10,10,Dean Wilson,92,"46' 11""",15.194,27
10,11,11,Bubba Dickerson,51,"46' 10""",12.357000000000001,22
11,12,12,David Branshaw,83,"46' 6""",23.993000000000002,43
12,T13,T13,Eric Axley,107,"46' 5""",25.607,46
13,T13,T13,Richard Johnson,93,"46' 5""",17.273,31
14,T13,T13,Bryce Molder,56,"46' 5""",11.134,20
15,16,16,Charlie Wi,90,"46' 4""",16.116,29
16,17,17,Jeff Overton,60,"46' 3""",16.087,29
17,18,18,Craig Bowden,78,"46' 1""",18.816,34
18,19,19,Hunter Mahan,91,"45' 10""",18.165,33
19,T20,T20,Tommy Armour III,81,"45' 8""",16.984,31
20,T20,T20,Jason Gore,86,"45' 8""",27.421999999999997,50
21,T20,T20,Ryuji Imada,104,"45' 8""",23.011,42
22,T20,T20,Trevor Immelman,74,"45' 8""",14.255,26
23,T20,T20,Craig Lile,77,"45' 8""",15.357000000000001,28
24,25,25,Andrew Buckle,77,"45' 4""",23.372,43
25,26,26,Heath Slocum,101,"45' 2""",15.722999999999999,29
26,T27,T27,Bart Bryant,87,"45' 1""",18.930999999999997,35
27,T27,T27,Cliff Kresge,107,"45' 1""",24.333000000000002,45
