,Putting_from_-__20_RANK THIS WEEK,Putting_from_-__20_RANK LAST WEEK,Putting_from_-__20_PLAYER NAME,Putting_from_-__20_ROUNDS,Putting_from_-__20_% MADE,Putting_from_-__20_ATTEMPTS,Putting_from_-__20_PUTTS MADE
36,37,37,Joe Durant,88,8.48,460,39
37,38,38,Fred Funk,65,8.47,295,25
38,39,39,John Mallinger,96,8.45,485,41
39,40,40,Jeff Overton,60,8.39,322,27
40,41,41,Rod Pampling,92,8.35,455,38
41,42,42,Marco Dawson,73,8.31,349,29
42,43,43,Jeff Maggert,79,8.3,458,38
43,44,44,Mark Hensby,81,8.27,387,32
44,45,45,Carl Pettersson,111,8.24,510,42
45,46,46,Mark Calcavecchia,93,8.2,366,30
46,47,47,Michael Allen,74,8.18,379,31
47,48,48,Chris Riley,59,8.08,260,21
48,49,49,Justin Leonard,95,8.05,472,38
49,50,50,Shaun Micheel,91,8.04,448,36
50,51,51,Troy Matteson,87,8.03,461,37
51,T52,T52,Parker McLachlin,83,7.99,413,33
52,T52,T52,Kevin Na,84,7.99,413,33
53,54,54,D.J. Brigman,67,7.96,339,27
54,55,55,Gavin Coles,87,7.92,467,37
55,T56,T56,Craig Lile,77,7.89,418,33
56,T56,T56,Will MacKenzie,100,7.89,558,44
57,58,58,Robert Gamez,88,7.88,444,35
58,T59,T59,Luke Donald,69,7.86,280,22
59,T59,T59,Steve Elkington,87,7.86,420,33
60,T61,T61,Jason Dufner,100,7.85,522,41
61,T61,T61,Shigeki Maruyama,84,7.85,433,34
62,63,63,Paul Stankowski,52,7.84,255,20
63,T64,T64,Daniel Chopra,106,7.78,514,40
64,T64,T64,Chris Stroud,66,7.78,334,26
65,66,66,Lee Janzen,66,7.74,297,23
66,67,67,Robert Garrigus,95,7.72,531,41
67,T68,T68,J.P. Hayes,89,7.69,442,34
68,T68,T68,Henrik Stenson,52,7.69,208,16
69,70,70,Cameron Beckman,96,7.66,522,40
70,71,71,Geoff Ogilvy,84,7.65,353,27
71,72,72,Craig Kanada,109,7.62,525,40
72,73,73,Arron Oberholser,69,7.61,289,22
73,74,74,Rich Barcelo,80,7.58,396,30
74,T75,T75,Aaron Baddeley,83,7.56,344,26
75,T75,T75,Ken Duke,112,7.56,542,41
76,T75,T75,Steve Lowery,74,7.56,397,30
77,T75,T75,Scott Verplank,82,7.56,291,22
78,79,79,Brendon de Jonge,76,7.55,371,28
79,80,80,Scott Gutschewski,67,7.49,347,26
80,81,81,Chris Couch,76,7.46,429,32
81,82,82,Charles Warren,101,7.44,578,43
82,83,83,Jerry Kelly,101,7.43,404,30
83,84,84,Jim Furyk,84,7.42,391,29
84,85,85,Andrew Buckle,77,7.4,392,29
85,86,86,Briny Baird,115,7.39,663,49
86,87,87,Kent Jones,97,7.38,515,38
87,88,88,Jason Gore,86,7.36,462,34
88,T89,T89,Harrison Frazar,88,7.35,408,30
89,T89,T89,David Toms,80,7.35,340,25
90,91,91,Rich Beem,89,7.34,395,29
91,92,92,Brian Gay,107,7.33,532,39
92,93,93,Bob Heintz,85,7.31,383,28
93,94,94,Charles Howell III,89,7.3,411,30
94,95,95,Dean Wilson,92,7.27,454,33
95,T96,T96,Jason Bohn,57,7.26,303,22
96,T96,T96,Brandt Snedeker,105,7.26,496,36
97,T98,T98,Michael Putnam,96,7.23,512,37
98,T98,T98,Bo Van Pelt,104,7.23,567,41
99,T98,T98,Charlie Wi,90,7.23,512,37
100,101,101,Lucas Glover,98,7.17,474,34
101,T102,T102,Alex Cejka,80,7.12,393,28
102,T102,T102,Bubba Watson,80,7.12,365,26
103,T104,T104,Eric Axley,107,7.07,523,37
104,T104,T104,Tripp Isenhour,86,7.07,410,29
105,T106,T106,Billy Andrade,88,7.06,496,35
106,T106,T106,Rocco Mediate,72,7.06,354,25
107,108,108,Justin Rose,63,7.05,227,16
108,109,109,Greg Owen,81,7.04,412,29
109,T110,T110,Stewart Cink,91,7.03,441,31
110,T110,T110,Heath Slocum,101,7.03,526,37
111,T110,T110,Kevin Sutherland,85,7.03,427,30
112,113,113,Robert Allenby,90,6.99,472,33
113,114,114,George McNeill,95,6.96,474,33
114,115,115,Mathias Grönberg,95,6.92,520,36
115,116,116,Phil Mickelson,73,6.83,278,19
116,117,117,Ryan Palmer,91,6.81,455,31
117,T118,T118,Michael Boyd,61,6.8,309,21
118,T118,T118,Bob Estes,88,6.8,456,31
119,120,120,Davis Love III,66,6.78,339,23
120,121,121,Craig Bowden,78,6.77,384,26
121,122,122,José Coceres,50,6.76,207,14
122,123,123,Mark Wilson,87,6.75,474,32
123,124,124,Jeff Gove,103,6.74,564,38
124,T125,T125,Stuart Appleby,74,6.69,329,22
125,T125,T125,Tom Byrum,50,6.69,269,18
126,T125,T125,Johnson Wagner,97,6.69,538,36
127,128,128,Steve Allan,63,6.63,347,23
128,129,129,Jeff Sluman,60,6.59,258,17
129,130,130,Mathew Goggin,97,6.55,580,38
130,131,131,Charley Hoffman,97,6.53,475,31
131,132,132,Tom Johnson,74,6.48,386,25
132,T133,T133,Kevin Stadler,95,6.46,480,31
133,T133,T133,D.J. Trahan,99,6.46,526,34
134,135,135,Bubba Dickerson,51,6.45,217,14
135,136,136,K.J. Choi,87,6.44,419,27
136,137,137,Peter Lonard,85,6.43,451,29
137,138,138,Tom Lehman,62,6.39,313,20
138,139,139,Bryce Molder,56,6.29,286,18
139,140,140,Brett Wetterich,88,6.27,415,26
140,T141,T141,Trevor Immelman,74,6.25,336,21
141,T141,T141,Bob Tway,103,6.25,528,33
142,T141,T141,Jay Williamson,50,6.25,272,17
143,144,144,John Rollins,102,6.24,481,30
144,145,145,Steve Flesch,100,6.22,482,30
145,146,146,Paul Gow,70,6.21,338,21
146,147,147,Chris DiMarco,79,6.16,341,21
147,148,148,Woody Austin,95,6.14,472,29
148,149,149,Steve Stricker,81,6.08,362,22
149,150,150,Anders Hansen,55,6.06,198,12
150,151,151,Jaco Van Zyl,51,6.05,248,15
151,152,152,Anthony Kim,93,6.03,464,28
152,153,153,Ted Purdy,102,6.02,532,32
153,T154,T154,Stephen Leaney,82,5.95,487,29
154,T154,T154,Brett Quigley,79,5.95,370,22
155,156,156,Boo Weekley,101,5.94,438,26
156,T157,T157,Richard Johnson,93,5.93,540,32
157,T157,T157,Kenny Perry,83,5.93,455,27
158,159,159,Doug LaBelle II,104,5.91,575,34
159,160,160,Hunter Mahan,91,5.88,459,27
160,161,161,Vijay Singh,102,5.78,415,24
161,162,162,John Daly,59,5.76,278,16
162,T163,T163,Craig Barlow,52,5.73,279,16
163,T163,T163,David Branshaw,83,5.73,454,26
164,165,165,Jeff Brehaut,59,5.67,282,16
165,166,166,Joey Sindelar,75,5.62,409,23
166,167,167,Stephen Ames,81,5.61,374,21
167,168,168,Jarrod Lyle,77,5.6,393,22
168,169,169,Duffy Waldorf,69,5.59,358,20
169,170,170,Daisuke Maruyama,86,5.58,430,24
170,171,171,Matt Kuchar,85,5.57,413,23
171,172,172,J.B. Holmes,71,5.56,378,21
172,173,173,Adam Scott,69,5.54,307,17
173,174,174,Steve Marino,106,5.53,524,29
174,175,175,Steve Wheatcroft,73,5.52,344,19
175,T176,T176,John Merrick,92,5.49,528,29
176,T176,T176,Kirk Triplett,77,5.49,401,22
177,178,178,Nick Watney,87,5.45,440,24
178,179,179,Brian Bateman,55,5.43,258,14
179,180,180,Matt Hendrix,63,5.4,315,17
180,181,181,Kyle Reifers,71,5.38,372,20
181,182,182,Chris Tidland,59,5.36,336,18
182,183,183,Mike Weir,82,5.28,322,17
183,184,184,Tim Herron,98,5.19,520,27
184,185,185,Billy Mayfair,98,5.18,502,26
185,186,186,Bill Haas,93,5.1,490,25
186,187,187,Mark Brooks,53,4.98,241,12
187,T188,T188,Retief Goosen,50,4.86,185,9
188,T188,T188,Nick O'Hern,72,4.86,288,14
189,190,190,Todd Hamilton,76,4.79,313,15
190,191,191,John Senden,97,4.77,545,26
191,192,192,J.J. Henry,86,4.73,423,20
192,193,193,Darron Stiles,65,4.68,299,14
193,194,194,Cliff Kresge,107,4.55,593,27
194,195,195,Ian Poulter,63,4.15,193,8
195,196,196,Jim Rutledge,59,4.11,316,13
