,One-Putt_Percentage_-_Round_3_RANK THIS WEEK,One-Putt_Percentage_-_Round_3_RANK LAST WEEK,One-Putt_Percentage_-_Round_3_PLAYER NAME,One-Putt_Percentage_-_Round_3_%,One-Putt_Percentage_-_Round_3_# OF 1 PUTTS,One-Putt_Percentage_-_Round_3_# OF HOLES
0,1,1,Padraig Harrington,48.02,121,252
1,2,2,Jonathan Byrd,47.44,111,234
2,3,3,Jaco Van Zyl,46.67,42,90
3,4,4,Daniel Chopra,46.11,166,360
4,5,5,Tim Petrovic,45.77,173,378
5,6,6,Tim Clark,45.63,115,252
6,7,7,Henrik Stenson,45.06,73,162
7,8,8,José María Olazábal,45.0,81,180
8,T9,T9,Stuart Appleby,44.44,112,252
9,T9,T9,Aaron Baddeley,44.44,144,324
10,11,11,Sean O'Hair,43.69,173,396
11,12,12,Rory Sabbatini,43.52,141,324
12,13,13,Sergio Garcia,43.33,117,270
13,14,14,Steve Stricker,43.21,140,324
14,15,15,Shigeki Maruyama,43.16,101,234
15,16,16,Tom Pernice Jr.,43.12,163,378
16,17,17,Brandt Snedeker,42.75,177,414
17,18,18,Chris Tidland,42.59,69,162
18,19,19,Woody Austin,42.5,153,360
19,T20,T20,Matt Kuchar,42.36,122,288
20,T20,T20,Bryce Molder,42.36,61,144
21,22,22,Dean Wilson,42.28,137,324
22,23,23,John Rollins,42.17,167,396
23,24,24,Mike Weir,42.11,144,342
24,T25,T25,Geoff Ogilvy,41.98,136,324
25,T25,T25,Tag Ridings,41.98,68,162
26,T27,T27,Retief Goosen,41.92,83,198
27,T27,T27,Paul Goydos,41.92,83,198
28,T27,T27,Dicky Pride,41.92,83,198
29,30,30,Nick O'Hern,41.88,98,234
30,31,31,Mathias Grönberg,41.83,128,306
31,T32,T32,Andrew Buckle,41.67,90,216
32,T32,T32,Jesper Parnevik,41.67,135,324
33,T32,T32,Vijay Singh,41.67,180,432
34,T32,T32,David Toms,41.67,135,324
35,T32,T32,Kirk Triplett,41.67,105,252
36,37,37,Lucas Glover,41.53,157,378
37,38,38,Chris Riley,41.45,97,234
38,39,39,Justin Leonard,41.23,141,342
39,40,40,Nathan Green,41.16,163,396
40,41,41,Luke Donald,41.11,111,270
41,42,42,Ryuji Imada,41.01,155,378
42,43,43,Kevin Na,40.97,118,288
43,44,44,Carl Pettersson,40.89,184,450
44,45,45,Cliff Kresge,40.82,169,414
45,T46,T46,Jason Bohn,40.74,88,216
46,T46,T46,José Coceres,40.74,66,162
47,T46,T46,Charley Hoffman,40.74,132,324
48,T46,T46,Craig Lile,40.74,110,270
49,T50,T50,Mark Calcavecchia,40.64,139,342
50,T50,T50,Steve Flesch,40.64,139,342
51,52,52,Adam Scott,40.63,117,288
52,53,53,Ken Duke,40.44,182,450
53,54,54,Mark Wilson,40.43,131,324
54,55,55,Duffy Waldorf,40.4,80,198
55,56,56,Corey Pavin,40.37,109,270
56,57,57,Ryan Palmer,40.28,116,288
57,58,58,Ian Poulter,40.17,94,234
58,59,59,J.P. Hayes,40.12,130,324
59,T60,T60,Phil Mickelson,40.0,108,270
60,T60,T60,Bubba Watson,40.0,108,270
61,62,62,Bob Estes,39.93,115,288
62,63,63,Robert Allenby,39.87,122,306
63,T64,T64,Jeff Quinney,39.81,129,324
64,T64,T64,Scott Verplank,39.81,129,324
65,66,66,K.J. Choi,39.72,143,360
66,67,67,Charles Warren,39.68,150,378
67,68,68,Bo Van Pelt,39.65,157,396
68,69,69,Pat Perez,39.58,114,288
69,70,70,Zach Johnson,39.54,121,306
70,T71,T71,Lee Janzen,39.51,64,162
71,T71,T71,Troy Matteson,39.51,128,324
72,73,73,Craig Barlow,39.44,71,180
73,74,74,Brian Gay,39.42,149,378
74,T75,T75,Alex Cejka,39.24,113,288
75,T75,T75,Chris DiMarco,39.24,113,288
76,77,77,Jason Gore,39.22,120,306
77,T78,T78,Ryan Moore,39.2,127,324
78,T78,T78,Vaughn Taylor,39.2,127,324
79,80,80,Anthony Kim,39.17,141,360
80,81,81,Heath Slocum,39.14,155,396
81,T82,T82,Rich Barcelo,38.89,98,252
82,T82,T82,Rich Beem,38.89,126,324
83,T82,T82,Bart Bryant,38.89,133,342
84,T82,T82,John Daly,38.89,70,180
85,T82,T82,Jason Dufner,38.89,126,324
86,T82,T82,Ernie Els,38.89,98,252
87,T82,T82,Paul Gow,38.89,70,180
88,T82,T82,Tom Johnson,38.89,77,198
89,T82,T82,Justin Rose,38.89,98,252
90,91,91,Will MacKenzie,38.61,139,360
91,92,92,Kevin Sutherland,38.56,118,306
92,93,93,Arron Oberholser,38.54,111,288
93,94,94,Rocco Mediate,38.52,104,270
94,95,95,J.B. Holmes,38.43,83,216
95,T96,T96,Brian Bateman,38.33,69,180
96,T96,T96,Stewart Cink,38.33,138,360
97,T96,T96,Jason Schultz,38.33,69,180
98,T96,T96,Chris Stroud,38.33,69,180
99,100,100,John Mallinger,38.3,131,342
100,101,101,Hunter Mahan,38.27,124,324
101,102,102,Mark Hensby,38.19,110,288
