,3-Putt_Avoidance_RANK THIS WEEK,3-Putt_Avoidance_RANK LAST WEEK,3-Putt_Avoidance_PLAYER NAME,3-Putt_Avoidance_ROUNDS,3-Putt_Avoidance_%,3-Putt_Avoidance_TOTAL 3 PUTTS,3-Putt_Avoidance_TOTAL HOLES (OVERALL)
42,T42,T42,Ryan Armour,107,2.7,52,1926
43,44,44,Stephen Leaney,82,2.71,40,1476
44,T45,T45,Daniel Chopra,106,2.73,52,1908
45,T45,T45,Chris Tidland,59,2.73,29,1062
46,47,47,Chris DiMarco,79,2.74,38,1386
47,T48,T48,Cliff Kresge,107,2.75,53,1926
48,T48,T48,George McNeill,95,2.75,47,1710
49,T50,T50,Ken Duke,112,2.78,56,2016
50,T50,T50,Retief Goosen,50,2.78,24,864
51,T52,T52,K.J. Choi,87,2.81,43,1530
52,T52,T52,Glen Day,85,2.81,43,1530
53,54,54,Michael Boyd,61,2.82,31,1098
54,T55,T55,Stewart Cink,91,2.84,45,1584
55,T55,T55,Robert Gamez,88,2.84,45,1584
56,T57,T57,Michael Allen,74,2.85,38,1332
57,T57,T57,Jim Furyk,84,2.85,42,1476
58,T59,T59,Bryce Molder,56,2.88,29,1008
59,T59,T59,Rory Sabbatini,81,2.88,41,1422
60,T61,T61,Charley Hoffman,97,2.92,51,1746
61,T61,T61,Johnson Wagner,97,2.92,51,1746
62,T63,T63,Ryuji Imada,104,2.94,55,1872
63,T63,T63,Vijay Singh,102,2.94,53,1800
64,65,65,David Toms,80,2.96,41,1386
65,66,66,Marco Dawson,73,2.97,39,1314
66,67,67,Rich Barcelo,80,2.99,43,1440
67,68,68,Todd Hamilton,76,3.0,41,1368
68,69,69,Kevin Sutherland,85,3.01,46,1530
69,T70,T70,Brian Davis,101,3.03,55,1818
70,T70,T70,Lee Janzen,66,3.03,36,1188
71,T72,T72,Kevin Na,84,3.04,46,1512
72,T72,T72,Jeff Quinney,95,3.04,52,1710
73,74,74,Jeff Overton,60,3.06,33,1080
74,75,75,Carl Pettersson,111,3.08,61,1980
75,76,76,Bob Estes,88,3.09,49,1584
76,77,77,Paul Gow,70,3.1,39,1260
77,T78,T78,Pat Perez,84,3.11,47,1512
78,T78,T78,Vaughn Taylor,91,3.11,51,1638
79,80,80,J.P. Hayes,89,3.12,50,1602
80,81,81,Brett Quigley,79,3.13,44,1404
81,82,82,Brendon de Jonge,76,3.14,43,1368
82,T83,T83,Luke Donald,69,3.15,38,1206
83,T83,T83,Parker McLachlin,83,3.15,47,1494
84,T85,T85,Matt Hendrix,63,3.17,36,1134
85,T85,T85,Jarrod Lyle,77,3.17,44,1386
86,T87,T87,Alex Cejka,80,3.19,46,1440
87,T87,T87,Ben Curtis,80,3.19,46,1440
88,T87,T87,Adam Scott,69,3.19,39,1224
89,90,90,Chris Riley,59,3.2,34,1062
90,T91,T91,Craig Bowden,78,3.21,45,1404
91,T91,T91,Dicky Pride,71,3.21,41,1278
92,93,93,Corey Pavin,81,3.22,47,1458
93,T94,T94,Padraig Harrington,64,3.23,36,1116
94,T94,T94,Tim Herron,98,3.23,57,1764
95,T94,T94,Jeff Maggert,79,3.23,46,1422
96,97,97,Hunter Mahan,91,3.24,53,1638
97,T98,T98,Ernie Els,59,3.26,34,1044
98,T98,T98,Lucas Glover,98,3.26,57,1746
99,T100,T100,Bubba Dickerson,51,3.27,30,918
100,T100,T100,Justin Leonard,95,3.27,56,1710
101,T102,T102,Bart Bryant,87,3.29,51,1548
102,T102,T102,Charles Howell III,89,3.29,51,1548
103,104,104,Ryan Palmer,91,3.3,54,1638
104,105,105,Paul Stankowski,52,3.31,31,936
105,106,106,Rocco Mediate,72,3.32,43,1296
106,T107,T107,Steve Allan,63,3.35,38,1134
107,T107,T107,Anthony Kim,93,3.35,56,1674
108,109,109,Mike Weir,82,3.36,49,1458
109,T110,T110,Eric Axley,107,3.37,65,1926
110,T110,T110,Chris Stroud,66,3.37,40,1188
111,112,112,Mark Wilson,87,3.38,53,1566
112,T113,T113,Cameron Beckman,96,3.41,59,1728
113,T113,T113,Tom Lehman,62,3.41,38,1116
114,T113,T113,Tim Petrovic,106,3.41,65,1908
115,116,116,Tom Pernice Jr.,104,3.42,64,1872
116,117,117,Ted Purdy,102,3.43,63,1836
117,T118,T118,Bill Haas,93,3.46,58,1674
118,T118,T118,J.J. Henry,86,3.46,53,1530
119,T118,T118,Rod Pampling,92,3.46,56,1620
120,T118,T118,Duffy Waldorf,69,3.46,43,1242
121,122,122,Scott Gutschewski,67,3.48,42,1206
122,T123,T123,Mathias Grönberg,95,3.51,60,1710
123,T123,T123,Billy Mayfair,98,3.51,62,1764
124,T125,T125,John Rollins,102,3.52,64,1818
125,T125,T125,Camilo Villegas,82,3.52,52,1476
126,127,127,Peter Lonard,85,3.53,54,1530
127,128,128,Paul Goydos,60,3.58,38,1062
128,129,129,Michael Putnam,96,3.59,62,1728
129,T130,T130,Jason Bohn,57,3.61,37,1026
130,T130,T130,Kenny Perry,83,3.61,54,1494
131,T132,T132,Frank Lickliter II,95,3.63,62,1710
132,T132,T132,Geoff Ogilvy,84,3.63,51,1404
133,T132,T132,Joey Sindelar,75,3.63,49,1350
134,135,135,Troy Matteson,87,3.64,57,1566
135,T136,T136,Tom Byrum,50,3.67,33,900
136,T136,T136,José Coceres,50,3.67,33,900
137,T138,T138,Robert Garrigus,95,3.68,63,1710
138,T138,T138,Daisuke Maruyama,86,3.68,57,1548
139,T140,T140,John Mallinger,96,3.7,64,1728
140,T140,T140,Jason Schultz,63,3.7,42,1134
141,142,142,Stuart Appleby,74,3.73,49,1314
142,143,143,Boo Weekley,101,3.74,68,1818
143,144,144,Mark Calcavecchia,93,3.76,63,1674
144,145,145,Justin Rose,63,3.77,40,1062
145,T146,T146,Ryan Moore,92,3.8,63,1656
146,T146,T146,Ian Poulter,63,3.8,41,1080
147,T146,T146,Jeff Sluman,60,3.8,41,1080
148,149,149,D.J. Brigman,67,3.81,46,1206
149,150,150,Andrew Buckle,77,3.82,53,1386
150,151,151,Kent Jones,97,3.84,67,1746
151,T152,T152,Fred Funk,65,3.85,45,1170
152,T152,T152,Jerry Kelly,101,3.85,70,1818
153,T154,T154,David Branshaw,83,3.88,58,1494
154,T154,T154,Steve Marino,106,3.88,74,1908
155,T156,T156,Trevor Immelman,74,3.92,48,1224
156,T156,T156,Kevin Stadler,95,3.92,67,1710
157,158,158,Steve Wheatcroft,73,3.96,52,1314
158,T159,T159,Briny Baird,115,4.01,83,2070
159,T159,T159,Jason Gore,86,4.01,62,1548
160,161,161,Davis Love III,66,4.02,47,1170
161,162,162,Bubba Watson,80,4.03,58,1440
162,T163,T163,Harrison Frazar,88,4.04,64,1584
163,T163,T163,Shaun Micheel,91,4.04,64,1584
164,165,165,Steve Flesch,100,4.06,73,1800
165,166,166,Chris Couch,76,4.09,56,1368
166,T167,T167,Jeff Brehaut,59,4.14,44,1062
167,T167,T167,Chad Campbell,96,4.14,67,1620
168,169,169,Craig Barlow,52,4.17,39,936
169,170,170,John Senden,97,4.18,73,1746
170,T171,T171,Tom Johnson,74,4.2,56,1332
171,T171,T171,Steve Lowery,74,4.2,56,1332
172,173,173,D.J. Trahan,99,4.21,75,1782
173,174,174,Brian Bateman,55,4.24,42,990
174,175,175,Woody Austin,95,4.27,73,1710
175,176,176,John Merrick,92,4.29,71,1656
176,T177,T177,Jason Dufner,100,4.33,78,1800
177,T177,T177,Jim Rutledge,59,4.33,46,1062
178,179,179,Billy Andrade,88,4.36,69,1584
179,180,180,Will MacKenzie,100,4.39,79,1800
180,T181,T181,Mathew Goggin,97,4.41,77,1746
181,T181,T181,Nick Watney,87,4.41,69,1566
182,T183,T183,Rich Beem,89,4.43,71,1602
183,T183,T183,John Daly,59,4.43,47,1062
184,185,185,Charles Warren,101,4.46,81,1818
185,T186,T186,Jeff Gove,103,4.48,83,1854
186,T186,T186,Sean O'Hair,98,4.48,79,1764
187,T188,T188,Joe Durant,88,4.6,72,1566
188,T188,T188,Greg Owen,81,4.6,67,1458
189,190,190,Kirk Triplett,77,4.69,65,1386
190,T191,T191,Darron Stiles,65,4.79,56,1170
191,T191,T191,Jaco Van Zyl,51,4.79,44,918
192,193,193,Robert Allenby,90,4.81,77,1602
193,T194,T194,J.B. Holmes,71,4.85,62,1278
194,T194,T194,Brett Wetterich,88,4.85,76,1566
195,196,196,Kyle Reifers,71,4.93,63,1278
