,3-Putt_Avoidance_RANK THIS WEEK,3-Putt_Avoidance_RANK LAST WEEK,3-Putt_Avoidance_PLAYER NAME,3-Putt_Avoidance_ROUNDS,3-Putt_Avoidance_%,3-Putt_Avoidance_TOTAL 3 PUTTS,3-Putt_Avoidance_TOTAL HOLES (OVERALL)
0,1,1,Sergio Garcia,68,1.6,19,1188
1,2,2,Heath Slocum,101,1.71,31,1818
2,3,3,Brandt Snedeker,105,1.75,33,1890
3,4,4,José María Olazábal,52,1.78,16,900
4,5,5,Tiger Woods,63,1.85,20,1080
5,6,6,Jay Williamson,50,1.89,17,900
6,7,7,Freddie Jacobson,70,1.98,25,1260
7,8,8,Zach Johnson,76,2.0,27,1350
8,9,9,Anders Hansen,55,2.02,20,990
9,10,10,Tag Ridings,52,2.03,19,936
10,11,11,Steve Stricker,81,2.08,30,1440
11,T12,T12,Brian Gay,107,2.13,41,1926
12,T12,T12,Tripp Isenhour,86,2.13,33,1548
13,14,14,Phil Mickelson,73,2.19,28,1278
14,15,15,Charlie Wi,90,2.22,36,1620
15,16,16,Tim Clark,66,2.26,26,1152
16,T17,T17,Nathan Green,103,2.27,42,1854
17,T17,T17,Bob Tway,103,2.27,42,1854
18,19,19,Nick O'Hern,72,2.29,28,1224
19,20,20,Shigeki Maruyama,84,2.31,35,1512
20,21,21,Aaron Baddeley,83,2.36,34,1440
21,22,22,Scott Verplank,82,2.4,35,1458
22,23,23,Gavin Coles,87,2.43,38,1566
23,T24,T24,Richard Johnson,93,2.45,41,1674
24,T24,T24,Arron Oberholser,69,2.45,30,1224
25,26,26,Bob Heintz,85,2.48,38,1530
26,27,27,Steve Elkington,87,2.49,39,1566
27,28,28,Bo Van Pelt,104,2.51,47,1872
28,29,29,Craig Lile,77,2.53,35,1386
29,30,30,Dean Wilson,92,2.54,42,1656
30,31,31,Matt Kuchar,85,2.55,39,1530
31,T32,T32,Doug LaBelle II,104,2.56,48,1872
32,T32,T32,Joe Ogilvie,102,2.56,47,1836
33,T32,T32,Michael Sim,52,2.56,24,936
34,35,35,Mark Brooks,53,2.62,25,954
35,T36,T36,Craig Kanada,109,2.65,52,1962
36,T36,T36,Jesper Parnevik,88,2.65,42,1584
37,T38,T38,Jonathan Byrd,73,2.66,35,1314
38,T38,T38,Henrik Stenson,52,2.66,22,828
39,T40,T40,Tommy Armour III,81,2.67,39,1458
40,T40,T40,Mark Hensby,81,2.67,39,1458
41,T42,T42,Stephen Ames,81,2.7,37,1368
