,GIR_Putting_-_5-10_RANK THIS WEEK,GIR_Putting_-_5-10_RANK LAST WEEK,GIR_Putting_-_5-10_PLAYER NAME,GIR_Putting_-_5-10_ROUNDS,GIR_Putting_-_5-10_%,GIR_Putting_-_5-10_ATTEMPTS,GIR_Putting_-_5-10_PUTTS MADE
0,1,1,Stewart Cink,91,63.49,126,80
1,2,2,Chris Tidland,59,61.45,83,51
2,3,3,Bob Estes,88,61.33,150,92
3,4,4,John Daly,59,61.25,80,49
4,5,5,Tim Clark,66,60.61,99,60
5,6,6,Tim Petrovic,106,60.38,159,96
6,7,7,Luke Donald,69,60.22,93,56
7,8,8,Brian Gay,107,59.87,157,94
8,9,9,Jeff Quinney,95,59.31,145,86
9,10,10,Ryuji Imada,104,59.04,166,98
10,11,11,Paul Goydos,60,58.33,84,49
11,T12,T12,Mathew Goggin,97,57.69,156,90
12,T12,T12,Justin Rose,63,57.69,78,45
13,T12,T12,Bo Van Pelt,104,57.69,182,105
14,T15,T15,Fred Funk,65,57.14,84,48
15,T15,T15,Charles Warren,101,57.14,161,92
16,17,17,K.J. Choi,87,56.91,123,70
17,18,18,Doug LaBelle II,104,56.9,116,66
18,19,19,Kenny Perry,83,56.74,141,80
19,20,20,Craig Bowden,78,56.55,145,82
20,21,21,Frank Lickliter II,95,56.52,161,91
21,22,22,Freddie Jacobson,70,56.49,131,74
22,23,23,Hunter Mahan,91,56.25,128,72
23,T24,T24,Tripp Isenhour,86,55.91,127,71
24,T24,T24,Chris Riley,59,55.91,93,52
25,26,26,Gavin Coles,87,55.83,120,67
26,27,27,George McNeill,95,55.47,137,76
27,28,28,Lucas Glover,98,55.4,139,77
28,29,29,Rich Barcelo,80,55.38,130,72
29,30,30,Billy Andrade,88,55.32,141,78
30,31,31,Jesper Parnevik,88,55.26,114,63
31,32,32,Tom Pernice Jr.,104,55.17,145,80
32,33,33,Kevin Na,84,55.12,127,70
33,34,34,Richard Johnson,93,54.96,131,72
34,35,35,Adam Scott,69,54.89,133,73
35,T36,T36,Charlie Wi,90,54.81,135,74
36,T36,T36,Jay Williamson,50,54.81,104,57
37,38,38,Michael Putnam,96,54.47,123,67
38,39,39,John Rollins,102,54.42,147,80
39,40,40,D.J. Brigman,67,54.26,94,51
40,41,41,Paul Stankowski,52,53.97,63,34
41,42,42,Brian Bateman,55,53.95,76,41
42,43,43,Scott Gutschewski,67,53.93,89,48
43,T44,T44,Bart Bryant,87,53.91,128,69
44,T44,T44,David Toms,80,53.91,128,69
45,46,46,Steve Stricker,81,53.85,130,70
46,47,47,Parker McLachlin,83,53.77,106,57
47,48,48,Daniel Chopra,106,53.71,175,94
48,49,49,José María Olazábal,52,53.7,54,29
49,50,50,Steve Allan,63,53.61,97,52
50,T51,T51,Jonathan Byrd,73,53.6,125,67
51,T51,T51,Jarrod Lyle,77,53.6,125,67
52,53,53,Zach Johnson,76,53.57,112,60
53,54,54,Heath Slocum,101,53.5,157,84
54,55,55,Mark Calcavecchia,93,53.37,163,87
55,56,56,Mathias Grönberg,95,53.25,169,90
56,57,57,Stephen Leaney,82,53.19,141,75
