,Total_3_Putts_-__25_RANK THIS WEEK,Total_3_Putts_-__25_RANK LAST WEEK,Total_3_Putts_-__25_PLAYER NAME,Total_3_Putts_-__25_ROUNDS,Total_3_Putts_-__25_TOTAL 3 PUTTS > 25',Total_3_Putts_-__25_TOTAL 3 PUTTS
0,1,1,Jeff Gove,103,67,77
1,2,2,Briny Baird,115,65,78
2,3,3,Charles Warren,101,60,75
3,4,4,D.J. Trahan,99,59,68
4,5,5,Jason Dufner,100,57,70
5,T6,T6,Will MacKenzie,100,55,73
6,T6,T6,Steve Marino,106,55,66
7,8,8,John Senden,97,52,64
8,9,9,Brett Wetterich,88,51,56
9,T10,T10,Steve Flesch,100,50,63
10,T10,T10,Mathew Goggin,97,50,61
11,T10,T10,Mathias Grönberg,95,50,59
12,T10,T10,Sean O'Hair,98,50,60
13,14,14,John Merrick,92,49,64
14,T15,T15,Billy Andrade,88,48,61
15,T15,T15,J.B. Holmes,71,48,61
16,T15,T15,Daisuke Maruyama,86,48,52
17,18,18,Tim Petrovic,106,47,56
18,T19,T19,Bill Haas,93,46,52
19,T19,T19,Kent Jones,97,46,60
20,T19,T19,John Mallinger,96,46,62
21,T19,T19,Greg Owen,81,46,61
22,T23,T23,Woody Austin,95,44,65
23,T23,T23,Jason Gore,86,44,57
24,T25,T25,Eric Axley,107,43,59
25,T25,T25,Chad Campbell,96,43,53
26,T27,T27,Cliff Kresge,107,42,50
27,T27,T27,Kenny Perry,83,42,52
28,T29,T29,Robert Allenby,90,41,57
29,T29,T29,Andrew Buckle,77,41,49
30,T29,T29,Chris Couch,76,41,53
31,T29,T29,Kyle Reifers,71,41,50
32,T33,T33,David Branshaw,83,40,51
33,T33,T33,Craig Kanada,109,40,49
34,T33,T33,Shaun Micheel,91,40,49
35,T33,T33,Rod Pampling,92,40,47
36,T33,T33,John Rollins,102,40,50
37,T38,T38,Harrison Frazar,88,39,53
38,T38,T38,Robert Garrigus,95,39,55
39,T38,T38,Doug LaBelle II,104,39,45
40,T38,T38,Steve Lowery,74,39,53
41,T38,T38,Billy Mayfair,98,39,53
42,T38,T38,Ryan Moore,92,39,54
43,T38,T38,Ted Purdy,102,39,55
44,T38,T38,Michael Putnam,96,39,52
45,T38,T38,Jeff Quinney,95,39,49
46,T47,T47,Ken Duke,112,38,47
47,T47,T47,Kevin Stadler,95,38,55
48,T49,T49,Joe Durant,88,37,57
49,T49,T49,Ryuji Imada,104,37,45
50,T49,T49,Anthony Kim,93,37,49
51,T49,T49,Justin Leonard,95,37,48
52,T49,T49,Frank Lickliter II,95,37,52
53,T49,T49,Tom Pernice Jr.,104,37,44
54,T49,T49,Nick Watney,87,37,54
55,T49,T49,Steve Wheatcroft,73,37,46
56,T49,T49,Mark Wilson,87,37,48
57,T58,T58,Tim Herron,98,36,47
58,T58,T58,Tom Johnson,74,36,50
59,T58,T58,Joey Sindelar,75,36,43
60,T58,T58,Kirk Triplett,77,36,59
61,T58,T58,Johnson Wagner,97,36,42
62,T58,T58,Bubba Watson,80,36,42
63,T64,T64,Cameron Beckman,96,35,49
64,T64,T64,Rich Beem,89,35,53
65,T64,T64,Mark Calcavecchia,93,35,56
66,T64,T64,Lucas Glover,98,35,45
67,T64,T64,Peter Lonard,85,35,50
68,T69,T69,Bart Bryant,87,34,40
69,T69,T69,Daniel Chopra,106,34,45
70,T69,T69,Bob Estes,88,34,37
71,T69,T69,Jerry Kelly,101,34,49
72,T69,T69,Jarrod Lyle,77,34,39
73,T69,T69,Parker McLachlin,83,34,43
74,T69,T69,Boo Weekley,101,34,46
75,T76,T76,Brian Davis,101,33,46
76,T76,T76,J.P. Hayes,89,33,46
77,T76,T76,Jeff Maggert,79,33,46
78,T76,T76,Darron Stiles,65,33,45
79,T76,T76,Mike Weir,82,33,37
80,T81,T81,J.J. Henry,86,32,37
81,T81,T81,Charley Hoffman,97,32,42
82,T81,T81,Davis Love III,66,32,36
83,T81,T81,Hunter Mahan,91,32,37
84,T81,T81,George McNeill,95,32,38
85,T81,T81,Kevin Na,84,32,40
86,T81,T81,Geoff Ogilvy,84,32,41
87,T81,T81,Ryan Palmer,91,32,44
88,T81,T81,Carl Pettersson,111,32,48
89,T81,T81,Vijay Singh,102,32,42
90,T91,T91,Rich Barcelo,80,31,41
91,T91,T91,Craig Bowden,78,31,37
92,T91,T91,Alex Cejka,80,31,44
93,T91,T91,Brendon de Jonge,76,31,38
94,T91,T91,Rocco Mediate,72,31,40
95,T91,T91,Jim Rutledge,59,31,38
96,T91,T91,Chris Stroud,66,31,35
97,T98,T98,Ryan Armour,107,30,46
98,T98,T98,Brian Bateman,55,30,37
99,T98,T98,John Daly,59,30,43
100,T98,T98,Brian Gay,107,30,38
101,T98,T98,Scott Gutschewski,67,30,37
102,T98,T98,Joe Ogilvie,102,30,42
103,T98,T98,Corey Pavin,81,30,39
104,T98,T98,Jason Schultz,63,30,37
105,T98,T98,Bo Van Pelt,104,30,45
106,T98,T98,Camilo Villegas,82,30,39
107,T108,T108,Stewart Cink,91,29,37
108,T108,T108,Glen Day,85,29,39
109,T108,T108,Robert Gamez,88,29,40
110,T108,T108,Richard Johnson,93,29,41
111,T108,T108,Tom Lehman,62,29,34
112,T108,T108,Troy Matteson,87,29,45
113,T108,T108,Dicky Pride,71,29,35
114,T108,T108,Bob Tway,103,29,38
115,T108,T108,Jaco Van Zyl,51,29,36
116,T117,T117,Tommy Armour III,81,28,36
117,T117,T117,Stephen Leaney,82,28,34
118,T119,T119,Steve Allan,63,27,36
119,T119,T119,Stuart Appleby,74,27,34
120,T119,T119,Gavin Coles,87,27,36
121,T119,T119,Shigeki Maruyama,84,27,34
122,T119,T119,Pat Perez,84,27,36
123,T119,T119,Chris Riley,59,27,30
124,T119,T119,Charlie Wi,90,27,33
125,T126,T126,Michael Allen,74,26,36
126,T126,T126,Jason Bohn,57,26,30
127,T126,T126,D.J. Brigman,67,26,38
128,T126,T126,Jim Furyk,84,26,32
129,T126,T126,Nathan Green,103,26,37
130,T126,T126,Charles Howell III,89,26,33
131,T126,T126,Trevor Immelman,74,26,30
132,T126,T126,Matt Kuchar,85,26,33
133,T126,T126,Jesper Parnevik,88,26,34
134,T126,T126,Heath Slocum,101,26,30
135,T136,T136,K.J. Choi,87,25,32
136,T136,T136,Craig Lile,77,25,31
137,T136,T136,Jeff Overton,60,25,30
138,T136,T136,Vaughn Taylor,91,25,34
139,T136,T136,David Toms,80,25,29
140,T141,T141,Stephen Ames,81,24,29
141,T141,T141,Craig Barlow,52,24,33
142,T141,T141,Jeff Brehaut,59,24,34
143,T141,T141,Marco Dawson,73,24,30
144,T141,T141,Paul Gow,70,24,36
145,T141,T141,Todd Hamilton,76,24,28
146,T141,T141,Mark Hensby,81,24,31
147,T141,T141,Adam Scott,69,24,34
148,T149,T149,Michael Boyd,61,23,26
149,T149,T149,Jonathan Byrd,73,23,31
150,T149,T149,Lee Janzen,66,23,28
151,T149,T149,Brett Quigley,79,23,28
152,T149,T149,Jeff Sluman,60,23,26
153,T149,T149,Dean Wilson,92,23,31
154,T155,T155,Ben Curtis,80,22,32
155,T155,T155,Tripp Isenhour,86,22,28
156,T155,T155,Freddie Jacobson,70,22,24
157,T155,T155,Kevin Sutherland,85,22,34
158,T155,T155,Chris Tidland,59,22,27
159,T155,T155,Duffy Waldorf,69,22,36
160,T161,T161,Bubba Dickerson,51,21,28
161,T161,T161,Luke Donald,69,21,24
162,T161,T161,Steve Elkington,87,21,29
163,T161,T161,Rory Sabbatini,81,21,27
164,T165,T165,José Coceres,50,20,27
165,T165,T165,Chris DiMarco,79,20,27
166,T165,T165,Fred Funk,65,20,28
167,T165,T165,Matt Hendrix,63,20,32
168,T165,T165,Bryce Molder,56,20,24
169,T170,T170,Aaron Baddeley,83,19,23
170,T170,T170,Tom Byrum,50,19,24
171,T170,T170,Brandt Snedeker,105,19,29
172,T170,T170,Paul Stankowski,52,19,25
173,T174,T174,Mark Brooks,53,18,22
174,T174,T174,Paul Goydos,60,18,25
175,T174,T174,Michael Sim,52,18,22
176,T177,T177,Ernie Els,59,17,22
177,T177,T177,Bob Heintz,85,17,30
178,T177,T177,Scott Verplank,82,17,22
179,T180,T180,Padraig Harrington,64,16,26
180,T180,T180,Arron Oberholser,69,16,20
181,T180,T180,Justin Rose,63,16,26
182,183,183,Anders Hansen,55,15,17
183,T184,T184,Zach Johnson,76,14,16
184,T184,T184,Phil Mickelson,73,14,19
185,T184,T184,Ian Poulter,63,14,21
186,T184,T184,Steve Stricker,81,14,15
187,188,188,Jay Williamson,50,13,16
188,T189,T189,Sergio Garcia,68,12,14
189,T189,T189,Nick O'Hern,72,12,16
190,T189,T189,Tag Ridings,52,12,17
191,T189,T189,Tiger Woods,63,12,15
192,193,193,Tim Clark,66,11,16
193,T194,T194,Retief Goosen,50,9,13
194,T194,T194,Henrik Stenson,52,9,11
195,196,196,José María Olazábal,52,8,12
