,Average_Putting_Distance_-_GIR_1_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_1_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_1_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_1_Putts_ROUNDS,Average_Putting_Distance_-_GIR_1_Putts_AVG,Average_Putting_Distance_-_GIR_1_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_1_Putts_TOTAL PUTTS
0,1,1,Tag Ridings,52,"12' 5""",1742.75,140
1,2,2,Jesper Parnevik,88,"12' 4""",3186.833,258
2,3,3,Henrik Stenson,52,"12' 2""",1274.083,105
3,T4,T4,Ryan Armour,107,"11' 10""",3370.083,285
4,T4,T4,Tim Clark,66,"11' 10""",2206.833,187
5,T4,T4,Robert Garrigus,95,"11' 10""",3090.917,261
6,T4,T4,Justin Leonard,95,"11' 10""",2912.833,246
7,T8,T8,Michael Boyd,61,"11' 9""",1620.4170000000001,138
8,T8,T8,Parker McLachlin,83,"11' 9""",2458.0,209
9,T8,T8,Rod Pampling,92,"11' 9""",2532.917,216
10,T8,T8,Dicky Pride,71,"11' 9""",2042.9170000000001,174
11,T8,T8,Joey Sindelar,75,"11' 9""",2128.083,181
12,T13,T13,Chad Campbell,96,"11' 7""",2471.0,213
13,T13,T13,Glen Day,85,"11' 7""",2515.333,217
14,T13,T13,Jason Dufner,100,"11' 7""",2925.583,253
15,T13,T13,Sergio Garcia,68,"11' 7""",2082.333,180
16,T13,T13,Corey Pavin,81,"11' 7""",2154.5,186
17,18,18,Zach Johnson,76,"11' 6""",2152.0,187
18,T19,T19,Frank Lickliter II,95,"11' 5""",3270.0,287
19,T19,T19,Jeff Quinney,95,"11' 5""",3118.75,274
20,T19,T19,Michael Sim,52,"11' 5""",1684.0,148
21,T19,T19,Tiger Woods,63,"11' 5""",1959.8329999999999,172
22,T23,T23,Steve Allan,63,"11' 4""",1965.1670000000001,174
23,T23,T23,Tom Byrum,50,"11' 4""",1203.333,106
24,T23,T23,Lee Janzen,66,"11' 4""",1577.75,139
25,T26,T26,Michael Allen,74,"11' 3""",2212.5,197
26,T26,T26,Stewart Cink,91,"11' 3""",2587.167,230
27,T26,T26,Jim Rutledge,59,"11' 3""",1080.583,96
28,T29,T29,Tommy Armour III,81,"11' 2""",2349.917,211
29,T29,T29,Gavin Coles,87,"11' 2""",2285.75,205
30,T29,T29,Joe Ogilvie,102,"11' 2""",3071.25,275
31,T32,T32,Jonathan Byrd,73,"11' 1""",2441.75,220
32,T32,T32,Brian Davis,101,"11' 1""",3055.083,276
33,T32,T32,Luke Donald,69,"11' 1""",1857.0,167
34,T32,T32,Shigeki Maruyama,84,"11' 1""",2652.167,239
35,T32,T32,Troy Matteson,87,"11' 1""",2511.167,226
36,T32,T32,Shaun Micheel,91,"11' 1""",2312.417,208
37,T32,T32,Tim Petrovic,106,"11' 1""",3407.25,307
38,T32,T32,Dean Wilson,92,"11' 1""",2598.583,235
39,T32,T32,Mark Wilson,87,"11' 1""",2190.417,198
40,T41,T41,Briny Baird,115,"11' 0""",3586.25,326
41,T41,T41,Bart Bryant,87,"11' 0""",2559.25,233
42,T41,T41,Ben Curtis,80,"11' 0""",1790.0829999999999,163
43,T41,T41,Steve Flesch,100,"11' 0""",2871.333,262
44,T41,T41,Paul Goydos,60,"11' 0""",1675.0829999999999,152
45,T41,T41,Tim Herron,98,"11' 0""",2643.25,240
46,T41,T41,Richard Johnson,93,"11' 0""",2420.167,220
47,T41,T41,Jeff Maggert,79,"11' 0""",2622.25,239
48,T41,T41,John Mallinger,96,"11' 0""",2836.417,257
49,T41,T41,Greg Owen,81,"11' 0""",2189.667,199
50,T41,T41,Jason Schultz,63,"11' 0""",1560.9170000000001,142
51,T41,T41,Paul Stankowski,52,"11' 0""",1319.25,120
52,T53,T53,Stephen Ames,81,"10' 11""",1905.6670000000001,175
53,T53,T53,Billy Andrade,88,"10' 11""",2618.833,239
54,T53,T53,Bob Heintz,85,"10' 11""",2535.083,233
55,T53,T53,Charles Howell III,89,"10' 11""",2135.583,195
56,T53,T53,Trevor Immelman,74,"10' 11""",1535.25,141
57,T53,T53,Stephen Leaney,82,"10' 11""",2373.583,218
58,T53,T53,Billy Mayfair,98,"10' 11""",2786.75,256
59,T53,T53,Charlie Wi,90,"10' 11""",2876.917,264
60,T61,T61,Robert Allenby,90,"10' 10""",2478.5,229
61,T61,T61,Rich Barcelo,80,"10' 10""",2378.0,219
62,T61,T61,Rich Beem,89,"10' 10""",2467.917,227
63,T61,T61,Jeff Brehaut,59,"10' 10""",1484.6670000000001,137
64,T61,T61,Mark Brooks,53,"10' 10""",1095.5,101
65,T61,T61,Daniel Chopra,106,"10' 10""",3209.667,297
66,T61,T61,Fred Funk,65,"10' 10""",1626.1670000000001,150
67,T61,T61,J.P. Hayes,89,"10' 10""",2593.167,240
68,T61,T61,Craig Kanada,109,"10' 10""",3034.75,281
69,T61,T61,Craig Lile,77,"10' 10""",2282.0,210
