,Putting_Average_RANK THIS WEEK,Putting_Average_RANK LAST WEEK,Putting_Average_PLAYER NAME,Putting_Average_ROUNDS,Putting_Average_AVG,Putting_Average_GIR PUTTS,Putting_Average_GREENS HIT,Putting_Average_BIRDIE CONVERSION,Putting_Average_GIR RANK
0,1,1,Tim Clark,66,1.7269999999999999,1221,707,30.16,176
1,2,2,Jonathan Byrd,73,1.7280000000000002,1443,835,33.45,136
2,3,3,Freddie Jacobson,70,1.729,1442,834,32.13,46
3,4,4,Tiger Woods,63,1.733,1329,767,31.98,1
4,5,5,Ryuji Imada,104,1.74,1964,1129,31.76,159
5,T6,T6,Brian Gay,107,1.743,2034,1167,28.87,153
6,T6,T6,Steve Stricker,81,1.743,1652,948,29.74,T55
7,T8,T8,Bob Estes,88,1.745,1747,1001,30.53,T143
8,T8,T8,Nathan Green,103,1.745,1925,1103,30.55,169
9,T8,T8,Justin Rose,63,1.745,1218,698,31.41,58
10,11,11,Shigeki Maruyama,84,1.746,1591,911,29.03,182
11,12,12,Vaughn Taylor,91,1.7480000000000002,1757,1005,31.44,120
12,13,13,Bob Heintz,85,1.749,1611,921,31.38,146
13,14,14,Jesper Parnevik,88,1.75,1761,1006,31.84,T33
14,T15,T15,Aaron Baddeley,83,1.751,1522,869,31.8,188
15,T15,T15,Sergio Garcia,68,1.751,1343,767,30.16,105
16,T15,T15,Phil Mickelson,73,1.751,1453,830,31.6,T84
17,T15,T15,Heath Slocum,101,1.751,2115,1208,28.8,36
18,T19,T19,Kevin Na,84,1.7519999999999998,1642,937,32.08,167
19,T19,T19,Tag Ridings,52,1.7519999999999998,990,565,32.09,157
20,T21,T21,Padraig Harrington,64,1.755,1181,673,31.35,189
21,T21,T21,Adam Scott,69,1.755,1406,801,32.75,72
22,23,23,Joe Ogilvie,102,1.756,1910,1088,31.58,172
23,24,24,Mark Calcavecchia,93,1.758,1805,1027,32.75,T121
24,T25,T25,Brendon de Jonge,76,1.7590000000000001,1467,834,31.17,113
25,T25,T25,Tim Petrovic,106,1.7590000000000001,2111,1200,30.6,155
26,T25,T25,Rory Sabbatini,81,1.7590000000000001,1541,876,31.54,174
27,T28,T28,Chris Riley,59,1.761,1083,615,30.24,165
28,T28,T28,Charlie Wi,90,1.761,1851,1051,28.41,38
29,30,30,Jay Williamson,50,1.7619999999999998,1052,597,29.65,40
30,31,31,Charley Hoffman,97,1.7630000000000001,1971,1118,30.91,123
31,32,32,Ernie Els,59,1.764,1191,675,30.46,98
32,T33,T33,Rocco Mediate,72,1.766,1485,841,28.91,90
33,T33,T33,Brandt Snedeker,105,1.766,2073,1174,27.65,103
34,T35,T35,Geoff Ogilvy,84,1.767,1557,881,31.14,158
35,T35,T35,Jeff Quinney,95,1.767,1983,1122,28.99,61
36,T37,T37,Daniel Chopra,106,1.768,2200,1244,29.81,75
37,T37,T37,Carl Pettersson,111,1.768,2235,1264,30.8,126
38,T37,T37,Vijay Singh,102,1.768,2107,1192,30.08,45
39,40,40,David Toms,80,1.7690000000000001,1564,884,28.43,128
40,T41,T41,Steve Allan,63,1.77,1218,688,31.24,95
41,T41,T41,Paul Goydos,60,1.77,1117,631,27.98,192
42,T41,T41,Frank Lickliter II,95,1.77,1972,1114,29.25,77
43,T41,T41,Craig Lile,77,1.77,1506,851,28.44,150
44,T41,T41,Scott Verplank,82,1.77,1660,938,27.09,T114
45,T46,T46,Rich Barcelo,80,1.771,1569,886,29.35,147
46,T46,T46,Alex Cejka,80,1.771,1727,975,28.25,T6
47,T46,T46,Brian Davis,101,1.771,2091,1181,28.66,83
48,T46,T46,Craig Kanada,109,1.771,2159,1219,27.16,T108
49,T46,T46,Dean Wilson,92,1.771,1858,1049,27.67,142
50,51,51,George McNeill,95,1.7719999999999998,1841,1039,29.34,139
51,52,52,José María Olazábal,52,1.7730000000000001,867,489,27.25,196
52,T53,T53,Luke Donald,69,1.774,1352,762,28.55,145
53,T53,T53,Jarrod Lyle,77,1.774,1506,849,29.23,T100
54,T53,T53,Arron Oberholser,69,1.774,1352,762,27.2,163
55,T56,T56,Lucas Glover,98,1.775,2054,1157,30.74,44
56,T56,T56,Bo Van Pelt,104,1.775,2206,1243,28.95,37
57,T58,T58,Chris DiMarco,79,1.776,1490,839,26.26,187
58,T58,T58,Michael Sim,52,1.776,1073,604,27.57,106
59,T60,T60,John Daly,59,1.777,1157,651,32.2,179
60,T60,T60,Zach Johnson,76,1.777,1546,870,26.81,111
61,T60,T60,Anthony Kim,93,1.777,1944,1094,30.1,73
62,T60,T60,Ryan Moore,92,1.777,1932,1087,29.22,60
63,T60,T60,Pat Perez,84,1.777,1676,943,28.72,T68
64,T60,T60,Mike Weir,82,1.777,1633,919,28.2,151
65,T66,T66,K.J. Choi,87,1.778,1776,999,28.61,74
66,T66,T66,Ken Duke,112,1.778,2351,1322,27.58,T62
67,T66,T66,Jim Furyk,84,1.778,1822,1025,27.83,T6
68,T66,T66,Bob Tway,103,1.778,2013,1132,27.76,138
69,T70,T70,Marco Dawson,73,1.7790000000000001,1446,813,28.33,134
70,T70,T70,Jason Gore,86,1.7790000000000001,1806,1015,30.21,T64
71,T70,T70,Cliff Kresge,107,1.7790000000000001,2219,1247,27.54,96
72,T70,T70,Parker McLachlin,83,1.7790000000000001,1532,861,29.1,186
73,T74,T74,Ryan Armour,107,1.78,2188,1229,28.01,T41
74,T74,T74,Jeff Maggert,79,1.78,1684,946,27.36,T33
75,T76,T76,Michael Allen,74,1.781,1494,839,28.11,32
76,T76,T76,J.P. Hayes,89,1.781,1795,1008,29.92,154
77,T76,T76,Mark Hensby,81,1.781,1646,924,27.74,T140
78,T79,T79,Bart Bryant,87,1.7819999999999998,1830,1027,28.75,39
79,T79,T79,Mathias Grönberg,95,1.7819999999999998,1965,1103,30.09,T108
80,T79,T79,Tripp Isenhour,86,1.7819999999999998,1593,894,27.1,184
81,T82,T82,Rich Beem,89,1.7830000000000001,1838,1031,30.87,112
82,T82,T82,Craig Bowden,78,1.7830000000000001,1583,888,28.15,T88
83,T82,T82,Jeff Overton,60,1.7830000000000001,1282,719,28.59,10
84,85,85,Stewart Cink,91,1.784,1870,1048,28.87,48
85,T86,T86,Henrik Stenson,52,1.785,905,507,27.22,180
86,T86,T86,Camilo Villegas,82,1.785,1731,970,29.31,59
87,T86,T86,Duffy Waldorf,69,1.785,1485,832,26.96,26
88,T86,T86,Bubba Watson,80,1.785,1683,943,31.28,T68
89,T90,T90,Woody Austin,95,1.786,2000,1120,28.92,67
90,T90,T90,Cameron Beckman,96,1.786,2066,1157,28.29,4
91,T90,T90,Glen Day,85,1.786,1675,938,26.89,T114
92,T90,T90,Steve Lowery,74,1.786,1577,883,29.69,T41
93,T90,T90,Hunter Mahan,91,1.786,1958,1096,28.55,29
94,T95,T95,Steve Elkington,87,1.787,1683,942,27.07,149
95,T95,T95,Robert Garrigus,95,1.787,2048,1146,30.51,25
96,T95,T95,Ryan Palmer,91,1.787,1867,1045,28.05,127
97,T95,T95,John Rollins,102,1.787,2068,1157,28.01,T131
98,T99,T99,Robert Gamez,88,1.788,1779,995,27.04,57
99,T99,T99,Tom Pernice Jr.,104,1.788,2070,1158,29.0,170
100,T99,T99,Ian Poulter,63,1.788,1191,666,27.26,173
101,T102,T102,Tommy Armour III,81,1.7890000000000001,1732,968,26.5,5
102,T102,T102,Gavin Coles,87,1.7890000000000001,1673,935,26.77,161
103,T102,T102,Kent Jones,97,1.7890000000000001,2091,1169,28.53,T27
104,T105,T105,Will MacKenzie,100,1.79,2132,1191,29.09,47
105,T105,T105,Troy Matteson,87,1.79,1781,995,29.03,137
106,T105,T105,Dicky Pride,71,1.79,1373,767,26.89,135
107,T105,T105,Johnson Wagner,97,1.79,2117,1183,27.16,19
108,T109,T109,Paul Gow,70,1.791,1356,757,26.92,130
109,T109,T109,John Mallinger,96,1.791,1949,1088,27.74,152
110,T111,T111,Retief Goosen,50,1.7919999999999998,912,509,26.28,194
111,T111,T111,Nick O'Hern,72,1.7919999999999998,1321,737,25.92,190
112,T111,T111,Kevin Sutherland,85,1.7919999999999998,1796,1002,27.97,T68
113,T114,T114,Bubba Dickerson,51,1.7930000000000001,900,502,28.34,193
114,T114,T114,Chris Stroud,66,1.7930000000000001,1366,762,27.11,49
