,Putting_Average_RANK THIS WEEK,Putting_Average_RANK LAST WEEK,Putting_Average_PLAYER NAME,Putting_Average_ROUNDS,Putting_Average_AVG,Putting_Average_GIR PUTTS,Putting_Average_GREENS HIT,Putting_Average_BIRDIE CONVERSION,Putting_Average_GIR RANK
115,T116,T116,Eric Axley,107,1.794,2119,1181,26.64,178
116,T116,T116,Tim Herron,98,1.794,1961,1093,27.68,102
117,T116,T116,Matt Kuchar,85,1.794,1699,947,26.67,T84
118,T119,T119,Steve Flesch,100,1.795,2127,1185,27.12,T55
119,T119,T119,Justin Leonard,95,1.795,1989,1108,26.61,94
120,T121,T121,D.J. Brigman,67,1.796,1345,749,27.14,51
121,T121,T121,J.B. Holmes,71,1.796,1440,802,31.38,104
122,T121,T121,Jerry Kelly,101,1.796,2033,1132,27.22,93
123,T121,T121,Sean O'Hair,98,1.796,2126,1184,28.98,23
124,T121,T121,Charles Warren,101,1.796,2232,1243,29.83,14
125,126,126,Stephen Ames,81,1.797,1617,900,26.49,T86
126,T127,T127,Chris Couch,76,1.798,1577,877,28.69,T121
127,T127,T127,Steve Marino,106,1.798,2181,1213,29.37,50
128,T129,T129,Lee Janzen,66,1.7990000000000002,1333,741,26.79,117
129,T129,T129,Daisuke Maruyama,86,1.7990000000000002,1723,958,27.23,T88
130,T129,T129,Billy Mayfair,98,1.7990000000000002,2161,1201,26.96,18
131,132,132,Brett Quigley,79,1.8,1570,872,27.27,166
132,T133,T133,Jason Bohn,57,1.801,1201,667,28.08,82
133,T133,T133,Andrew Buckle,77,1.801,1520,844,29.1,162
134,T133,T133,Harrison Frazar,88,1.801,1774,985,29.67,133
135,T133,T133,Doug LaBelle II,104,1.801,2086,1158,24.65,T114
136,T133,T133,Stephen Leaney,82,1.801,1819,1010,24.6,13
137,T133,T133,Michael Putnam,96,1.801,1999,1110,27.5,24
138,T133,T133,Boo Weekley,101,1.801,2071,1150,27.81,54
139,T133,T133,Steve Wheatcroft,73,1.801,1437,798,27.8,118
140,T141,T141,Billy Andrade,88,1.8019999999999998,1856,1030,28.79,81
141,T141,T141,Stuart Appleby,74,1.8019999999999998,1458,809,27.39,175
142,T141,T141,Richard Johnson,93,1.8019999999999998,1908,1059,23.56,99
143,T141,T141,Corey Pavin,81,1.8019999999999998,1597,886,25.71,183
144,145,145,Tom Johnson,74,1.8030000000000002,1507,836,27.58,107
145,T146,T146,Briny Baird,115,1.804,2497,1384,28.39,8
146,T146,T146,Michael Boyd,61,1.804,1167,647,25.97,148
147,T146,T146,Bill Haas,93,1.804,1907,1057,28.63,53
148,T146,T146,Matt Hendrix,63,1.804,1286,713,26.51,T86
149,T146,T146,Bryce Molder,56,1.804,1043,578,26.82,191
150,T146,T146,Paul Stankowski,52,1.804,985,546,28.94,T143
151,152,152,Kirk Triplett,77,1.805,1641,909,26.41,T62
152,T153,T153,Peter Lonard,85,1.806,1701,942,26.94,T100
153,T153,T153,Kenny Perry,83,1.806,1822,1009,26.44,20
154,T153,T153,Chris Tidland,59,1.806,1138,630,26.59,T131
155,T156,T156,Ben Curtis,80,1.807,1576,872,25.49,185
156,T156,T156,Charles Howell III,89,1.807,1773,981,27.32,T140
157,T156,T156,Shaun Micheel,91,1.807,1890,1046,26.12,52
158,T156,T156,Mark Wilson,87,1.807,1751,969,26.37,91
159,T160,T160,Anders Hansen,55,1.808,1043,577,24.26,156
160,T160,T160,J.J. Henry,86,1.808,1844,1020,26.82,T30
161,T162,T162,Chad Campbell,96,1.8090000000000002,1869,1033,26.8,129
162,T162,T162,Rod Pampling,92,1.8090000000000002,1909,1055,26.57,78
163,164,164,Jason Dufner,100,1.81,2119,1171,27.29,80
164,165,165,John Merrick,92,1.811,1983,1095,27.58,9
165,T166,T166,Craig Barlow,52,1.8119999999999998,1140,629,29.14,22
166,T166,T166,Scott Gutschewski,67,1.8119999999999998,1288,711,29.58,160
167,T166,T166,Tom Lehman,62,1.8119999999999998,1379,761,25.3,16
168,169,169,Brett Wetterich,88,1.8130000000000002,1882,1038,29.25,43
169,T170,T170,Robert Allenby,90,1.814,1985,1094,29.16,15
170,T170,T170,Mathew Goggin,97,1.814,2181,1202,26.94,11
171,T172,T172,José Coceres,50,1.815,931,513,25.39,168
172,T172,T172,Nick Watney,87,1.815,1889,1041,28.54,35
173,T174,T174,Jeff Brehaut,59,1.8159999999999998,1213,668,25.94,79
174,T174,T174,Fred Funk,65,1.8159999999999998,1231,678,24.96,171
175,T174,T174,Darron Stiles,65,1.8159999999999998,1306,719,28.07,71
176,T177,T177,Jeff Gove,103,1.82,2368,1301,25.83,3
177,T177,T177,Todd Hamilton,76,1.82,1418,779,24.39,195
178,T177,T177,Ted Purdy,102,1.82,2159,1186,26.24,21
179,T177,T177,Jason Schultz,63,1.82,1203,661,26.52,164
180,T177,T177,Joey Sindelar,75,1.82,1638,900,26.17,T30
181,182,182,Brian Bateman,55,1.8219999999999998,1026,563,26.82,177
182,183,183,D.J. Trahan,99,1.8230000000000002,2175,1193,26.15,T27
183,184,184,Greg Owen,81,1.827,1770,969,26.4,17
184,185,185,John Senden,97,1.83,2247,1228,26.89,2
185,186,186,Tom Byrum,50,1.8330000000000002,1032,563,22.36,76
186,187,187,David Branshaw,83,1.835,1774,967,24.82,97
187,188,188,Jeff Sluman,60,1.8359999999999999,1129,615,24.55,181
188,189,189,Mark Brooks,53,1.837,1051,572,21.85,92
189,190,190,Kevin Stadler,95,1.839,1975,1074,25.54,T64
190,T191,T191,Kyle Reifers,71,1.8459999999999999,1479,801,25.22,110
191,T191,T191,Jaco Van Zyl,51,1.8459999999999999,1041,564,25.0,125
192,193,193,Trevor Immelman,74,1.847,1481,802,24.19,66
193,194,194,Joe Durant,88,1.851,1986,1073,24.32,12
194,195,195,Davis Love III,66,1.8519999999999999,1387,749,26.03,124
195,196,196,Jim Rutledge,59,1.871,1190,636,21.96,119
