,Total_Putting_RANK THIS WEEK,Total_Putting_RANK LAST WEEK,Total_Putting_PLAYER NAME,Total_Putting_EVENTS,Total_Putting_TOTAL
0,1,1,Tim Clark,19,45.1
1,2,2,Jesper Parnevik,27,51.7
2,3,3,Brandt Snedeker,29,71.3
3,4,4,Dean Wilson,28,81.8
4,5,5,Rory Sabbatini,23,85.0
5,6,6,Craig Lile,24,85.9
6,7,7,Chris Tidland,21,87.2
7,8,8,Aaron Baddeley,23,87.8
8,9,9,Arron Oberholser,21,88.6
9,10,10,Freddie Jacobson,20,89.7
10,11,11,Richard Johnson,32,93.7
11,12,12,K.J. Choi,25,94.5
12,13,13,Brian Gay,32,98.4
13,14,14,Tiger Woods,16,98.7
14,15,15,Zach Johnson,23,100.8
15,16,16,Steve Elkington,25,105.9
16,17,17,Tag Ridings,18,107.0
17,18,18,Nathan Green,29,109.1
18,19,19,George McNeill,30,112.1
19,20,20,Gavin Coles,28,113.0
20,21,21,Kevin Na,27,113.2
21,22,22,Tripp Isenhour,32,114.6
22,23,23,Ryuji Imada,32,116.0
23,24,24,Steve Stricker,23,117.9
24,25,25,Stephen Ames,23,118.3
25,26,26,Joe Ogilvie,31,120.8
26,27,27,Jay Williamson,14,123.7
27,28,28,Stewart Cink,25,127.3
28,29,29,Charlie Wi,27,129.5
29,30,30,Paul Goydos,19,129.8
30,31,31,Carl Pettersson,31,130.3
31,32,32,José María Olazábal,16,130.6
32,33,33,Charles Howell III,26,134.8
33,34,34,Bob Estes,28,135.8
34,35,35,Ryan Palmer,30,137.2
35,36,36,Dicky Pride,25,137.4
36,37,37,Bo Van Pelt,30,138.4
37,38,38,Jonathan Byrd,23,140.9
38,39,39,Parker McLachlin,28,141.6
39,40,40,Fred Funk,22,147.0
40,T41,T41,Cliff Kresge,30,147.8
41,T41,T41,Phil Mickelson,22,147.8
42,T43,T43,Bob Heintz,27,149.8
43,T43,T43,Bob Tway,32,149.8
44,45,45,Stephen Leaney,26,149.9
45,46,46,Bryce Molder,21,151.8
46,47,47,Rich Barcelo,26,153.0
47,48,48,Shigeki Maruyama,31,154.9
48,49,49,Charley Hoffman,30,155.2
49,50,50,Lucas Glover,29,155.8
50,51,51,Michael Sim,17,158.7
51,52,52,Mark Hensby,25,158.8
52,53,53,Heath Slocum,28,161.8
53,54,54,Henrik Stenson,15,162.8
54,55,55,David Toms,22,163.4
55,56,56,Daniel Chopra,34,163.6
56,57,57,Troy Matteson,26,166.8
57,58,58,Craig Bowden,25,168.8
58,59,59,Luke Donald,20,172.3
59,60,60,Hunter Mahan,27,175.5
60,61,61,Steve Allan,18,179.3
61,62,62,Tim Herron,27,181.6
62,63,63,Matt Kuchar,26,182.7
63,64,64,Frank Lickliter II,30,182.8
64,65,65,Vaughn Taylor,28,184.1
65,66,66,John Rollins,29,184.3
66,67,67,Tim Petrovic,32,186.3
67,68,68,Tom Pernice Jr.,31,186.4
68,69,69,Bart Bryant,25,187.8
69,T70,T70,Sergio Garcia,19,189.6
70,T70,T70,Doug LaBelle II,33,189.6
71,72,72,Chris Riley,17,189.9
72,73,73,Tom Byrum,20,196.0
73,74,74,Brian Davis,28,196.7
74,75,75,J.J. Henry,26,198.7
75,76,76,Michael Boyd,21,199.5
76,77,77,Padraig Harrington,18,199.7
77,78,78,Sean O'Hair,28,200.5
78,79,79,Glen Day,27,201.8
79,T80,T80,Paul Gow,26,203.0
80,T80,T80,Adam Scott,19,203.0
81,82,82,Jeff Overton,19,203.3
82,T83,T83,Todd Hamilton,28,204.3
83,T83,T83,Jeff Maggert,26,204.3
84,85,85,Jason Gore,27,204.5
85,86,86,Jarrod Lyle,24,204.8
86,87,87,Eric Axley,36,205.3
87,88,88,Duffy Waldorf,23,206.6
88,89,89,Kevin Sutherland,25,207.6
89,90,90,Justin Rose,16,208.1
90,91,91,Pat Perez,27,208.2
91,92,92,Jeff Quinney,29,208.3
92,93,93,Marco Dawson,23,209.0
93,94,94,Corey Pavin,25,210.0
94,95,95,Nick Watney,26,211.6
95,96,96,Chris DiMarco,24,212.3
96,97,97,Ryan Moore,28,212.4
97,98,98,Ken Duke,31,212.8
98,99,99,Mathias Grönberg,31,215.0
99,100,100,J.P. Hayes,28,215.2
100,101,101,D.J. Brigman,22,215.8
101,102,102,Brett Quigley,25,215.9
102,103,103,Retief Goosen,14,216.3
103,104,104,Ryan Armour,32,216.9
104,105,105,Mark Brooks,18,217.6
105,T106,T106,Billy Mayfair,30,219.8
106,T106,T106,Nick O'Hern,22,219.8
107,108,108,Ian Poulter,18,221.3
108,109,109,Tommy Armour III,24,222.9
109,110,110,Boo Weekley,29,223.2
110,111,111,Scott Gutschewski,22,223.8
111,112,112,Ben Curtis,25,225.8
112,113,113,Mark Wilson,25,227.8
113,114,114,Woody Austin,27,228.2
114,115,115,Rich Beem,29,228.4
115,116,116,Justin Leonard,29,229.3
116,117,117,Paul Stankowski,18,230.3
117,118,118,John Mallinger,29,230.4
118,119,119,Anthony Kim,26,232.4
119,120,120,Craig Kanada,34,233.8
120,121,121,Mathew Goggin,30,236.8
121,122,122,Brian Bateman,18,237.2
122,123,123,Kent Jones,30,238.4
123,124,124,Cameron Beckman,29,239.5
124,125,125,Andrew Buckle,26,241.2
125,126,126,Camilo Villegas,24,243.0
126,127,127,Steve Marino,31,243.9
127,128,128,Chris Stroud,24,244.8
128,129,129,Rod Pampling,25,245.3
129,130,130,Scott Verplank,23,245.9
130,131,131,Michael Putnam,29,246.8
131,132,132,Jim Furyk,23,247.3
132,133,133,Briny Baird,31,248.3
133,134,134,Steve Wheatcroft,25,250.3
134,135,135,Robert Gamez,30,251.0
135,136,136,José Coceres,17,251.8
136,137,137,Matt Hendrix,24,251.9
137,138,138,Vijay Singh,27,252.9
138,139,139,Johnson Wagner,33,253.8
139,140,140,Jason Dufner,32,254.0
140,141,141,Joey Sindelar,25,255.3
141,T142,T142,Mark Calcavecchia,28,256.3
142,T142,T142,Steve Lowery,22,256.3
143,144,144,Bubba Watson,26,256.9
144,145,145,Robert Garrigus,28,257.8
145,146,146,Trevor Immelman,21,260.0
146,147,147,Anders Hansen,17,260.2
147,148,148,Ernie Els,16,261.0
148,149,149,Stuart Appleby,24,261.8
149,150,150,Geoff Ogilvy,22,262.3
150,151,151,Brendon de Jonge,26,263.4
151,152,152,Chris Couch,30,265.4
152,153,153,Michael Allen,22,266.5
153,154,154,Jason Schultz,22,267.2
154,155,155,Shaun Micheel,29,268.3
155,156,156,Craig Barlow,16,271.8
156,157,157,Bill Haas,30,271.9
157,158,158,Jeff Brehaut,21,272.6
158,159,159,John Senden,27,273.2
