,Putting_from_7_RANK THIS WEEK,Putting_from_7_RANK LAST WEEK,Putting_from_7_PLAYER NAME,Putting_from_7_ROUNDS,Putting_from_7_% MADE,Putting_from_7_ATTEMPTS,Putting_from_7_PUTTS MADE
0,1,1,D.J. Brigman,67,79.41,34,27
1,2,2,Retief Goosen,50,73.68,19,14
2,3,3,Jeff Overton,60,73.08,52,38
3,4,4,Brandt Snedeker,105,72.37,76,55
4,5,5,Charlie Wi,90,71.83,71,51
5,6,6,Stephen Leaney,82,71.67,60,43
6,7,7,Jay Williamson,50,71.11,45,32
7,8,8,Andrew Buckle,77,70.91,55,39
8,9,9,José María Olazábal,52,70.59,34,24
9,10,10,Chris DiMarco,79,70.49,61,43
10,11,11,Adam Scott,69,70.45,44,31
11,12,12,Steve Wheatcroft,73,70.37,54,38
12,13,13,Craig Lile,77,70.31,64,45
13,14,14,Stewart Cink,91,70.18,57,40
14,T15,T15,Glen Day,85,70.0,70,49
15,T15,T15,Kevin Sutherland,85,70.0,70,49
16,17,17,Tag Ridings,52,69.7,33,23
17,18,18,Arron Oberholser,69,69.44,36,25
18,19,19,Harrison Frazar,88,68.97,58,40
19,20,20,Doug LaBelle II,104,68.83,77,53
20,21,21,John Rollins,102,68.35,79,54
21,22,22,Parker McLachlin,83,67.95,78,53
22,23,23,Chris Tidland,59,67.92,53,36
23,24,24,Rory Sabbatini,81,67.8,59,40
24,25,25,Padraig Harrington,64,67.5,40,27
25,26,26,Jaco Van Zyl,51,67.31,52,35
26,27,27,Matt Kuchar,85,67.19,64,43
27,28,28,Ken Duke,112,67.07,82,55
28,29,29,Charley Hoffman,97,67.05,88,59
29,T30,T30,Briny Baird,115,66.67,96,64
30,T30,T30,Carl Pettersson,111,66.67,93,62
31,T30,T30,Duffy Waldorf,69,66.67,54,36
32,33,33,Steve Elkington,87,66.22,74,49
33,34,34,Peter Lonard,85,66.2,71,47
34,T35,T35,Ryan Moore,92,66.18,68,45
35,T35,T35,Corey Pavin,81,66.18,68,45
36,37,37,Jesper Parnevik,88,66.13,62,41
37,38,38,Tommy Armour III,81,66.04,53,35
38,39,39,Phil Mickelson,73,66.0,50,33
39,40,40,Jeff Gove,103,65.98,97,64
40,T41,T41,John Daly,59,65.96,47,31
41,T41,T41,Michael Sim,52,65.96,47,31
42,43,43,Sean O'Hair,98,65.85,82,54
43,44,44,Richard Johnson,93,65.67,67,44
44,45,45,Cliff Kresge,107,65.43,81,53
45,46,46,Aaron Baddeley,83,65.31,49,32
46,47,47,Boo Weekley,101,65.28,72,47
47,48,48,Chris Stroud,66,65.22,46,30
48,T49,T49,Rich Barcelo,80,65.15,66,43
49,T49,T49,Ted Purdy,102,65.15,66,43
50,51,51,Bubba Dickerson,51,65.12,43,28
51,T52,T52,Brian Gay,107,65.06,83,54
52,T52,T52,Steve Marino,106,65.06,83,54
53,T52,T52,Vaughn Taylor,91,65.06,83,54
54,T52,T52,Dean Wilson,92,65.06,83,54
55,56,56,Dicky Pride,71,64.81,54,35
56,57,57,Shaun Micheel,91,64.71,68,44
57,58,58,Camilo Villegas,82,64.62,65,42
58,59,59,Alex Cejka,80,64.56,79,51
59,60,60,Tripp Isenhour,86,64.52,62,40
60,T61,T61,Brian Bateman,55,64.29,56,36
61,T61,T61,Scott Gutschewski,67,64.29,56,36
62,63,63,K.J. Choi,87,64.15,53,34
63,64,64,Woody Austin,95,64.13,92,59
64,65,65,Mathew Goggin,97,64.1,78,50
65,66,66,Tom Pernice Jr.,104,63.74,91,58
66,67,67,Bubba Watson,80,63.64,55,35
67,68,68,Jason Gore,86,63.53,85,54
68,T69,T69,Brendon de Jonge,76,63.51,74,47
69,T69,T69,Lucas Glover,98,63.51,74,47
70,71,71,Luke Donald,69,63.46,52,33
71,T72,T72,Tim Herron,98,63.38,71,45
72,T72,T72,Mark Wilson,87,63.38,71,45
73,74,74,Hunter Mahan,91,63.24,68,43
74,75,75,Tom Lehman,62,63.04,46,29
75,76,76,Steve Lowery,74,62.9,62,39
76,77,77,Jeff Maggert,79,62.79,86,54
77,78,78,Billy Andrade,88,62.67,75,47
78,79,79,Nathan Green,103,62.65,83,52
79,80,80,Joey Sindelar,75,62.5,48,30
80,81,81,George McNeill,95,62.3,61,38
81,82,82,Tim Clark,66,62.26,53,33
82,83,83,Tom Byrum,50,62.16,37,23
83,84,84,Bo Van Pelt,104,62.11,95,59
84,85,85,Paul Gow,70,62.07,58,36
85,86,86,Kirk Triplett,77,61.9,63,39
86,87,87,Joe Ogilvie,102,61.84,76,47
87,88,88,Tim Petrovic,106,61.8,89,55
88,89,89,Matt Hendrix,63,61.7,47,29
89,90,90,Zach Johnson,76,61.54,52,32
90,91,91,Kyle Reifers,71,61.29,62,38
91,92,92,Nick O'Hern,72,61.22,49,30
92,93,93,Bart Bryant,87,61.19,67,41
93,94,94,Mike Weir,82,60.94,64,39
94,95,95,Ryuji Imada,104,60.92,87,53
95,96,96,Jason Dufner,100,60.67,89,54
96,T97,T97,Gavin Coles,87,60.61,66,40
97,T97,T97,Freddie Jacobson,70,60.61,66,40
98,T97,T97,Justin Rose,63,60.61,33,20
99,100,100,Bob Tway,103,60.53,76,46
100,101,101,Ryan Palmer,91,60.32,63,38
101,T102,T102,Robert Garrigus,95,60.29,68,41
102,T102,T102,Anthony Kim,93,60.29,68,41
103,T104,T104,Ernie Els,59,60.0,45,27
104,T104,T104,Bill Haas,93,60.0,90,54
105,T104,T104,Craig Kanada,109,60.0,75,45
106,T104,T104,Rocco Mediate,72,60.0,70,42
107,T104,T104,Bryce Molder,56,60.0,40,24
108,T104,T104,Kevin Na,84,60.0,80,48
109,110,110,Eric Axley,107,59.77,87,52
110,111,111,Craig Bowden,78,59.76,82,49
111,112,112,Frank Lickliter II,95,59.7,67,40
112,113,113,Craig Barlow,52,59.62,52,31
113,114,114,Fred Funk,65,59.57,47,28
114,115,115,John Mallinger,96,59.55,89,53
115,116,116,Rod Pampling,92,59.46,74,44
116,117,117,D.J. Trahan,99,59.34,91,54
117,118,118,Mathias Grönberg,95,59.3,86,51
118,119,119,Paul Goydos,60,59.26,54,32
119,120,120,David Toms,80,59.02,61,36
120,121,121,Mark Calcavecchia,93,58.97,78,46
121,122,122,Jim Rutledge,59,58.82,34,20
122,123,123,Marco Dawson,73,58.73,63,37
123,124,124,Brett Wetterich,88,58.11,74,43
124,125,125,Bob Estes,88,58.06,62,36
125,126,126,Paul Stankowski,52,57.89,38,22
126,T127,T127,Steve Flesch,100,57.78,90,52
127,T127,T127,Trevor Immelman,74,57.78,45,26
128,129,129,Robert Gamez,88,57.75,71,41
129,T130,T130,Mark Brooks,53,57.69,26,15
130,T130,T130,José Coceres,50,57.69,52,30
131,T130,T130,Steve Stricker,81,57.69,52,30
132,133,133,John Senden,97,57.65,85,49
133,134,134,Heath Slocum,101,57.53,73,42
134,135,135,Charles Howell III,89,57.38,61,35
135,136,136,Vijay Singh,102,57.32,82,47
136,T137,T137,Jason Bohn,57,57.14,42,24
137,T137,T137,Chris Couch,76,57.14,56,32
138,T137,T137,Bob Heintz,85,57.14,63,36
139,T137,T137,Lee Janzen,66,57.14,56,32
140,T141,T141,J.B. Holmes,71,56.9,58,33
141,T141,T141,Brett Quigley,79,56.9,58,33
142,T143,T143,Troy Matteson,87,56.72,67,38
143,T143,T143,Michael Putnam,96,56.72,67,38
144,145,145,Kent Jones,97,56.67,90,51
145,T146,T146,Stuart Appleby,74,56.6,53,30
146,T146,T146,Scott Verplank,82,56.6,53,30
147,148,148,John Merrick,92,56.47,85,48
148,149,149,Stephen Ames,81,56.36,55,31
149,150,150,Brian Davis,101,56.25,80,45
150,151,151,Ben Curtis,80,55.93,59,33
151,152,152,Michael Boyd,61,55.81,43,24
152,153,153,Geoff Ogilvy,84,55.71,70,39
153,T154,T154,Chad Campbell,96,55.56,72,40
154,T154,T154,Shigeki Maruyama,84,55.56,81,45
155,T154,T154,Kenny Perry,83,55.56,81,45
156,T157,T157,Joe Durant,88,55.36,56,31
157,T157,T157,Todd Hamilton,76,55.36,56,31
158,159,159,Billy Mayfair,98,55.26,76,42
159,160,160,Jonathan Byrd,73,55.07,69,38
160,161,161,Charles Warren,101,55.06,89,49
161,162,162,Johnson Wagner,97,54.88,82,45
162,163,163,Daniel Chopra,106,54.76,84,46
163,T164,T164,Steve Allan,63,54.72,53,29
164,T164,T164,Jason Schultz,63,54.72,53,29
165,166,166,Pat Perez,84,54.69,64,35
166,T167,T167,Mark Hensby,81,54.29,70,38
167,T167,T167,Jeff Sluman,60,54.29,35,19
168,169,169,Kevin Stadler,95,54.02,87,47
169,170,170,Will MacKenzie,100,53.85,91,49
170,171,171,Ryan Armour,107,53.75,80,43
171,172,172,David Branshaw,83,53.45,58,31
172,173,173,Tom Johnson,74,53.03,66,35
173,174,174,Jeff Quinney,95,52.94,68,36
174,175,175,Robert Allenby,90,52.83,53,28
175,176,176,Chris Riley,59,52.38,42,22
176,177,177,Jerry Kelly,101,52.05,73,38
177,178,178,Darron Stiles,65,51.92,52,27
178,179,179,Jim Furyk,84,51.72,58,30
179,180,180,Jarrod Lyle,77,51.56,64,33
180,181,181,Rich Beem,89,51.52,66,34
181,182,182,Michael Allen,74,51.11,45,23
182,T183,T183,Jeff Brehaut,59,50.0,44,22
