,Approach_Putt_Performance_RANK THIS WEEK,Approach_Putt_Performance_RANK LAST WEEK,Approach_Putt_Performance_PLAYER NAME,Approach_Putt_Performance_ROUNDS,Approach_Putt_Performance_VALUE,Approach_Putt_Performance_ATTEMPTS,Approach_Putt_Performance_TOTAL DISTANCE (FEET)
0,T1,T1,Sergio Garcia,68,"2' 0""",578,1153.0
1,T1,T1,Steve Stricker,81,"2' 0""",669,1353.75
2,T3,T3,Mark Brooks,53,"2' 1""",462,956.1669999999999
3,T3,T3,Jim Furyk,84,"2' 1""",730,1548.25
4,T3,T3,Retief Goosen,50,"2' 1""",365,769.0830000000001
5,T3,T3,Nick O'Hern,72,"2' 1""",589,1218.917
6,T3,T3,Tiger Woods,63,"2' 1""",453,952.8330000000001
7,T8,T8,José Coceres,50,"2' 2""",432,946.25
8,T8,T8,Anders Hansen,55,"2' 2""",383,844.0830000000001
9,T8,T8,Padraig Harrington,64,"2' 2""",453,999.1669999999999
10,T8,T8,Bob Heintz,85,"2' 2""",747,1627.8329999999999
11,T8,T8,José María Olazábal,52,"2' 2""",374,803.5830000000001
12,T8,T8,Tag Ridings,52,"2' 2""",474,1035.5
13,T8,T8,Jeff Sluman,60,"2' 2""",480,1038.167
14,T8,T8,Scott Verplank,82,"2' 2""",617,1338.9170000000001
15,T8,T8,Camilo Villegas,82,"2' 2""",742,1592.5829999999999
16,T17,T17,Alex Cejka,80,"2' 3""",813,1849.8329999999999
17,T17,T17,Stewart Cink,91,"2' 3""",771,1764.6670000000001
18,T17,T17,Marco Dawson,73,"2' 3""",681,1534.0829999999999
19,T17,T17,Glen Day,85,"2' 3""",826,1881.1670000000001
20,T17,T17,Luke Donald,69,"2' 3""",517,1157.75
21,T17,T17,Ken Duke,112,"2' 3""",1009,2233.75
22,T17,T17,Ernie Els,59,"2' 3""",470,1052.917
23,T17,T17,Bob Estes,88,"2' 3""",817,1825.75
24,T17,T17,Jeff Gove,103,"2' 3""",1110,2461.083
25,T17,T17,J.J. Henry,86,"2' 3""",786,1799.75
26,T17,T17,Mark Hensby,81,"2' 3""",753,1717.25
27,T17,T17,Charles Howell III,89,"2' 3""",731,1660.5829999999999
28,T17,T17,Freddie Jacobson,70,"2' 3""",708,1610.3329999999999
29,T17,T17,Zach Johnson,76,"2' 3""",629,1421.5
30,T17,T17,Craig Kanada,109,"2' 3""",1012,2256.667
31,T17,T17,Matt Kuchar,85,"2' 3""",762,1704.75
32,T17,T17,Stephen Leaney,82,"2' 3""",835,1877.9170000000001
33,T17,T17,Tom Lehman,62,"2' 3""",557,1253.917
34,T17,T17,Peter Lonard,85,"2' 3""",835,1900.0
35,T17,T17,Corey Pavin,81,"2' 3""",749,1708.75
36,T17,T17,Justin Rose,63,"2' 3""",412,937.0
37,T17,T17,Michael Sim,52,"2' 3""",533,1181.917
38,T17,T17,Heath Slocum,101,"2' 3""",990,2220.667
39,T17,T17,Kevin Sutherland,85,"2' 3""",771,1766.0
40,T17,T17,Bob Tway,103,"2' 3""",966,2173.583
41,T17,T17,Johnson Wagner,97,"2' 3""",981,2246.667
42,T17,T17,Charlie Wi,90,"2' 3""",897,2028.8329999999999
43,T44,T44,Steve Allan,63,"2' 4""",600,1412.4170000000001
44,T44,T44,Michael Allen,74,"2' 4""",705,1643.5
45,T44,T44,Robert Allenby,90,"2' 4""",856,2019.5
46,T44,T44,Tommy Armour III,81,"2' 4""",793,1821.5
47,T44,T44,Ryan Armour,107,"2' 4""",1041,2411.333
48,T44,T44,Eric Axley,107,"2' 4""",1004,2342.833
49,T44,T44,Cameron Beckman,96,"2' 4""",958,2232.75
50,T44,T44,Jason Bohn,57,"2' 4""",586,1357.4170000000001
51,T44,T44,Michael Boyd,61,"2' 4""",564,1332.8329999999999
52,T44,T44,Bart Bryant,87,"2' 4""",803,1900.25
53,T44,T44,Ben Curtis,80,"2' 4""",694,1638.25
54,T44,T44,Chris DiMarco,79,"2' 4""",684,1597.9170000000001
55,T44,T44,Joe Durant,88,"2' 4""",868,2009.0
56,T44,T44,Steve Elkington,87,"2' 4""",768,1808.3329999999999
57,T44,T44,Lucas Glover,98,"2' 4""",837,1931.75
58,T44,T44,Nathan Green,103,"2' 4""",888,2065.0
59,T44,T44,Todd Hamilton,76,"2' 4""",622,1442.1670000000001
60,T44,T44,Tim Herron,98,"2' 4""",905,2145.333
61,T44,T44,Tripp Isenhour,86,"2' 4""",783,1856.0829999999999
62,T44,T44,Lee Janzen,66,"2' 4""",587,1358.9170000000001
63,T44,T44,Davis Love III,66,"2' 4""",610,1402.5
