,GIR_Putting_Avg_-_30-35_RANK THIS WEEK,GIR_Putting_Avg_-_30-35_RANK LAST WEEK,GIR_Putting_Avg_-_30-35_PLAYER NAME,GIR_Putting_Avg_-_30-35_ROUNDS,GIR_Putting_Avg_-_30-35_% MADE,GIR_Putting_Avg_-_30-35_ATTEMPTS,GIR_Putting_Avg_-_30-35_PUTTS MADE
0,1,1,Sergio Garcia,68,1.75,40,7.0
1,2,2,Bo Van Pelt,104,1.5,60,9.0
2,3,3,Tag Ridings,52,1.47,34,5.0
3,4,4,Dicky Pride,71,1.43,49,7.0
4,5,5,Scott Verplank,82,1.4,43,6.0
5,6,6,Davis Love III,66,1.28,47,6.0
6,7,7,Kirk Triplett,77,1.25,56,7.0
7,8,8,Luke Donald,69,1.23,57,7.0
8,9,9,Camilo Villegas,82,1.22,74,9.0
9,10,10,Tiger Woods,63,1.19,42,5.0
10,11,11,Parker McLachlin,83,1.16,69,8.0
11,12,12,Greg Owen,81,1.15,61,7.0
12,13,13,Tommy Armour III,81,1.13,62,7.0
13,14,14,Tim Clark,66,1.08,37,4.0
14,15,15,Michael Sim,52,1.04,48,5.0
15,16,16,John Mallinger,96,1.03,68,7.0
16,17,17,Jason Bohn,57,1.02,49,5.0
17,18,18,Jesper Parnevik,88,1.01,69,7.0
18,T19,T19,Steve Allan,63,1.0,50,5.0
19,T19,T19,Bubba Dickerson,51,1.0,30,3.0
20,T19,T19,Duffy Waldorf,69,1.0,40,4.0
21,22,22,Peter Lonard,85,0.99,71,7.0
22,23,23,John Daly,59,0.98,41,4.0
23,T24,T24,George McNeill,95,0.97,62,6.0
24,T24,T24,John Rollins,102,0.97,72,7.0
25,T26,T26,Mark Calcavecchia,93,0.94,53,5.0
26,T26,T26,Frank Lickliter II,95,0.94,64,6.0
27,T26,T26,Joe Ogilvie,102,0.94,64,6.0
28,29,29,Kent Jones,97,0.92,65,6.0
29,T30,T30,Michael Boyd,61,0.91,44,4.0
30,T30,T30,Shigeki Maruyama,84,0.91,55,5.0
31,T30,T30,Arron Oberholser,69,0.91,44,4.0
32,T33,T33,Glen Day,85,0.9,67,6.0
33,T33,T33,J.P. Hayes,89,0.9,67,6.0
34,T33,T33,Jeff Maggert,79,0.9,67,6.0
35,T36,T36,Billy Andrade,88,0.87,69,6.0
36,T36,T36,Justin Leonard,95,0.87,69,6.0
37,T36,T36,Jeff Quinney,95,0.87,92,8.0
38,T39,T39,Charles Howell III,89,0.85,59,5.0
39,T39,T39,Steve Stricker,81,0.85,59,5.0
40,T39,T39,Bob Tway,103,0.85,59,5.0
41,T42,T42,Ryan Armour,107,0.83,96,8.0
42,T42,T42,Craig Bowden,78,0.83,48,4.0
43,44,44,Jerry Kelly,101,0.82,73,6.0
44,45,45,Nathan Green,103,0.79,76,6.0
45,T46,T46,Robert Gamez,88,0.78,51,4.0
46,T46,T46,Will MacKenzie,100,0.78,77,6.0
47,T46,T46,Johnson Wagner,97,0.78,90,7.0
48,T49,T49,Briny Baird,115,0.77,104,8.0
