,Putting_from_5_RANK THIS WEEK,Putting_from_5_RANK LAST WEEK,Putting_from_5_PLAYER NAME,Putting_from_5_ROUNDS,Putting_from_5_% MADE,Putting_from_5_ATTEMPTS,Putting_from_5_PUTTS MADE
0,1,1,Arron Oberholser,69,92.0,75,69
1,2,2,Steve Stricker,81,91.46,82,75
2,3,3,Richard Johnson,93,90.98,122,111
3,4,4,Rory Sabbatini,81,90.57,106,96
4,5,5,Kyle Reifers,71,90.0,100,90
5,6,6,Scott Gutschewski,67,89.66,87,78
6,7,7,Jesper Parnevik,88,88.71,124,110
7,8,8,Tiger Woods,63,88.68,53,47
8,9,9,Zach Johnson,76,88.54,96,85
9,10,10,Dean Wilson,92,87.88,99,87
10,11,11,Ben Curtis,80,87.65,81,71
11,12,12,Freddie Jacobson,70,87.21,86,75
12,13,13,Tim Clark,66,87.01,77,67
13,14,14,José Coceres,50,86.96,69,60
14,15,15,Michael Boyd,61,86.84,76,66
15,16,16,Gavin Coles,87,86.76,136,118
16,17,17,Jay Williamson,50,86.57,67,58
17,18,18,Bubba Watson,80,86.52,89,77
18,19,19,David Branshaw,83,86.44,118,102
19,20,20,Tom Byrum,50,86.36,66,57
20,T21,T21,Mark Hensby,81,86.27,102,88
21,T21,T21,Tripp Isenhour,86,86.27,102,88
22,23,23,Brandt Snedeker,105,86.21,116,100
23,24,24,K.J. Choi,87,86.17,94,81
24,25,25,Sergio Garcia,68,86.11,72,62
25,26,26,J.J. Henry,86,86.08,79,68
26,27,27,Charles Howell III,89,85.9,78,67
27,28,28,Fred Funk,65,85.71,77,66
28,29,29,Cliff Kresge,107,85.55,173,148
29,30,30,Ryuji Imada,104,85.37,123,105
30,31,31,Steve Wheatcroft,73,85.26,95,81
31,32,32,Dicky Pride,71,84.78,92,78
32,33,33,Henrik Stenson,52,84.75,59,50
33,34,34,Jeff Sluman,60,84.62,52,44
34,T35,T35,Shigeki Maruyama,84,84.55,123,104
35,T35,T35,George McNeill,95,84.55,123,104
36,37,37,Retief Goosen,50,84.31,51,43
37,T38,T38,Craig Bowden,78,84.11,107,90
38,T38,T38,Jerry Kelly,101,84.11,107,90
39,40,40,Rich Beem,89,84.04,94,79
40,41,41,Charley Hoffman,97,83.9,118,99
41,42,42,Aaron Baddeley,83,83.84,99,83
42,43,43,Brian Bateman,55,83.78,74,62
43,44,44,Stewart Cink,91,83.67,98,82
44,T45,T45,Jarrod Lyle,77,83.65,104,87
45,T45,T45,Kevin Na,84,83.65,104,87
46,47,47,Steve Marino,106,83.58,134,112
47,48,48,J.P. Hayes,89,83.57,140,117
48,49,49,Vaughn Taylor,91,83.48,115,96
49,50,50,Craig Kanada,109,83.46,127,106
50,T51,T51,Brian Gay,107,83.33,138,115
51,T51,T51,Jim Rutledge,59,83.33,84,70
52,T51,T51,Bo Van Pelt,104,83.33,156,130
53,T54,T54,Michael Putnam,96,83.19,113,94
54,T54,T54,Vijay Singh,102,83.19,119,99
55,56,56,Mathias Grönberg,95,82.98,141,117
56,57,57,Todd Hamilton,76,82.89,76,63
57,58,58,Mike Weir,82,82.83,99,82
58,59,59,Jeff Overton,60,82.76,87,72
59,60,60,Steve Elkington,87,82.69,104,86
60,61,61,Ian Poulter,63,82.61,69,57
61,T62,T62,Eric Axley,107,82.58,132,109
62,T62,T62,Jason Gore,86,82.58,132,109
63,64,64,Hunter Mahan,91,82.57,109,90
64,65,65,Jaco Van Zyl,51,82.54,63,52
65,66,66,Tommy Armour III,81,82.52,103,85
66,67,67,Bob Estes,88,82.41,108,89
67,68,68,Ernie Els,59,82.35,68,56
68,69,69,John Rollins,102,82.31,130,107
69,T70,T70,Joe Durant,88,82.3,113,93
70,T70,T70,Jeff Maggert,79,82.3,113,93
71,72,72,Paul Gow,70,82.19,73,60
72,73,73,Craig Lile,77,82.05,78,64
73,74,74,Heath Slocum,101,82.01,139,114
74,T75,T75,Joe Ogilvie,102,81.97,122,100
75,T75,T75,Adam Scott,69,81.97,61,50
76,77,77,Jonathan Byrd,73,81.91,94,77
77,T78,T78,Cameron Beckman,96,81.82,143,117
78,T78,T78,Michael Sim,52,81.82,66,54
79,80,80,Jeff Brehaut,59,81.71,82,67
80,81,81,José María Olazábal,52,81.63,49,40
81,82,82,Ken Duke,112,81.56,141,115
82,83,83,Chris Tidland,59,81.54,65,53
83,84,84,Phil Mickelson,73,81.52,92,75
84,85,85,Rich Barcelo,80,81.32,91,74
85,86,86,Tom Pernice Jr.,104,81.25,128,104
86,87,87,Doug LaBelle II,104,81.01,158,128
87,88,88,Ryan Palmer,91,80.95,105,85
88,89,89,Camilo Villegas,82,80.9,89,72
89,90,90,Shaun Micheel,91,80.85,94,76
90,T91,T91,Woody Austin,95,80.77,156,126
91,T91,T91,Luke Donald,69,80.77,78,63
92,T91,T91,Lucas Glover,98,80.77,104,84
93,94,94,Kenny Perry,83,80.61,98,79
94,T95,T95,Daniel Chopra,106,80.6,134,108
95,T95,T95,Bubba Dickerson,51,80.6,67,54
96,97,97,Mark Wilson,87,80.56,108,87
97,98,98,David Toms,80,80.49,82,66
98,99,99,Joey Sindelar,75,80.46,87,70
99,T100,T100,Carl Pettersson,111,80.29,137,110
100,T100,T100,Charles Warren,101,80.29,137,110
101,102,102,Glen Day,85,80.18,111,89
102,103,103,Chris Couch,76,80.17,116,93
103,104,104,Ryan Armour,107,80.15,131,105
104,T105,T105,Steve Allan,63,80.0,75,60
105,T105,T105,Tag Ridings,52,80.0,60,48
106,T105,T105,Johnson Wagner,97,80.0,120,96
107,T105,T105,Nick Watney,87,80.0,105,84
108,109,109,Corey Pavin,81,79.8,99,79
109,110,110,Brett Quigley,79,79.78,89,71
110,111,111,Will MacKenzie,100,79.71,138,110
111,112,112,Kent Jones,97,79.7,133,106
112,113,113,Bob Tway,103,79.65,113,90
113,114,114,Stephen Leaney,82,79.61,103,82
114,115,115,Tom Johnson,74,79.55,88,70
115,116,116,Nathan Green,103,79.51,122,97
116,117,117,Mark Calcavecchia,93,79.49,117,93
117,118,118,Robert Garrigus,95,79.31,116,92
118,119,119,John Mallinger,96,79.26,135,107
119,120,120,Duffy Waldorf,69,79.22,77,61
120,121,121,D.J. Trahan,99,79.13,115,91
121,122,122,Stephen Ames,81,79.07,86,68
122,123,123,D.J. Brigman,67,79.03,62,49
123,124,124,Charlie Wi,90,78.95,95,75
124,125,125,Chad Campbell,96,78.85,104,82
125,126,126,Bill Haas,93,78.74,127,100
126,127,127,Mark Brooks,53,78.72,47,37
127,T128,T128,Chris DiMarco,79,78.65,89,70
128,T128,T128,Geoff Ogilvy,84,78.65,89,70
129,T130,T130,Matt Kuchar,85,78.49,93,73
130,T130,T130,Chris Stroud,66,78.49,93,73
131,132,132,Bob Heintz,85,78.31,83,65
132,133,133,Ryan Moore,92,78.23,124,97
133,T134,T134,Tom Lehman,62,78.13,64,50
134,T134,T134,Jeff Quinney,95,78.13,128,100
135,136,136,Craig Barlow,52,77.97,59,46
136,137,137,Rocco Mediate,72,77.89,95,74
137,T138,T138,Harrison Frazar,88,77.78,126,98
138,T138,T138,Anders Hansen,55,77.78,36,28
139,T138,T138,Trevor Immelman,74,77.78,90,70
140,T138,T138,Brett Wetterich,88,77.78,117,91
141,142,142,Briny Baird,115,77.7,139,108
142,143,143,Troy Matteson,87,77.67,103,80
143,144,144,Marco Dawson,73,77.66,94,73
144,145,145,Paul Stankowski,52,77.61,67,52
145,146,146,Jason Schultz,63,77.53,89,69
146,147,147,Daisuke Maruyama,86,77.52,129,100
147,148,148,Bryce Molder,56,77.46,71,55
148,149,149,Scott Verplank,82,77.33,75,58
149,150,150,Sean O'Hair,98,77.12,118,91
150,151,151,Justin Leonard,95,76.99,113,87
151,152,152,Nick O'Hern,72,76.71,73,56
152,T153,T153,Davis Love III,66,76.47,68,52
153,T153,T153,Kirk Triplett,77,76.47,119,91
154,155,155,Brian Davis,101,76.34,131,100
155,T156,T156,Robert Gamez,88,76.19,105,80
156,T156,T156,Chris Riley,59,76.19,63,48
157,T158,T158,Mathew Goggin,97,76.15,130,99
158,T158,T158,Steve Lowery,74,76.15,109,83
159,T160,T160,Steve Flesch,100,76.03,121,92
160,T160,T160,Tim Herron,98,76.03,121,92
161,T160,T160,John Merrick,92,76.03,121,92
162,163,163,John Senden,97,76.0,125,95
163,164,164,John Daly,59,75.86,87,66
164,165,165,Pat Perez,84,75.47,106,80
165,166,166,Jason Dufner,100,75.34,146,110
166,167,167,Greg Owen,81,75.22,113,85
167,T168,T168,Robert Allenby,90,75.0,96,72
168,T168,T168,Parker McLachlin,83,75.0,100,75
169,T168,T168,Rod Pampling,92,75.0,108,81
170,171,171,Kevin Sutherland,85,74.75,99,74
171,172,172,Michael Allen,74,74.7,83,62
172,173,173,Jim Furyk,84,74.67,75,56
173,174,174,J.B. Holmes,71,74.56,114,85
174,175,175,Peter Lonard,85,74.55,110,82
175,176,176,Ted Purdy,102,74.44,133,99
176,177,177,Darron Stiles,65,74.23,97,72
177,178,178,Alex Cejka,80,74.19,93,69
178,179,179,Boo Weekley,101,74.14,116,86
179,180,180,Brendon de Jonge,76,73.97,73,54
180,181,181,Billy Mayfair,98,73.57,140,103
181,182,182,Paul Goydos,60,73.33,60,44
182,183,183,Justin Rose,63,72.73,66,48
183,184,184,Bart Bryant,87,72.64,106,77
184,185,185,Kevin Stadler,95,72.38,105,76
185,186,186,Anthony Kim,93,72.14,140,101
186,187,187,Tim Petrovic,106,72.03,143,103
187,188,188,Frank Lickliter II,95,71.65,127,91
188,189,189,Andrew Buckle,77,71.29,101,72
189,T190,T190,Billy Andrade,88,71.03,107,76
190,T190,T190,Jeff Gove,103,71.03,145,103
191,T192,T192,Stuart Appleby,74,70.97,93,66
192,T192,T192,Padraig Harrington,64,70.97,62,44
193,194,194,Matt Hendrix,63,68.92,74,51
194,195,195,Lee Janzen,66,67.61,71,48
195,196,196,Jason Bohn,57,67.12,73,49
