,3-Putt_Avoidance_-_Round_4_RANK THIS WEEK,3-Putt_Avoidance_-_Round_4_RANK LAST WEEK,3-Putt_Avoidance_-_Round_4_PLAYER NAME,3-Putt_Avoidance_-_Round_4_%,3-Putt_Avoidance_-_Round_4_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_4_TOTAL HOLES
0,1,1,Jim Rutledge,0.93,1,108
1,T2,T2,Sergio Garcia,1.11,3,270
2,T2,T2,Anders Hansen,1.11,2,180
3,4,4,Bob Tway,1.17,4,342
4,5,5,Charles Howell III,1.31,4,306
5,6,6,Fred Funk,1.39,3,216
6,7,7,Bob Heintz,1.48,4,270
7,T8,T8,Nathan Green,1.52,6,396
8,T8,T8,Steve Wheatcroft,1.52,3,198
9,10,10,Dean Wilson,1.54,5,324
10,11,11,Brandt Snedeker,1.69,7,414
11,T12,T12,Rich Barcelo,1.71,4,234
12,T12,T12,Jonathan Byrd,1.71,4,234
13,T14,T14,Tommy Armour III,1.74,5,288
14,T14,T14,Glen Day,1.74,5,288
15,16,16,Heath Slocum,1.77,7,396
16,T17,T17,Michael Boyd,1.85,3,162
17,T17,T17,Paul Gow,1.85,3,162
18,T17,T17,Peter Lonard,1.85,5,270
19,T17,T17,Phil Mickelson,1.85,5,270
20,T17,T17,Corey Pavin,1.85,5,270
21,T17,T17,Scott Verplank,1.85,6,324
22,T17,T17,Charlie Wi,1.85,6,324
23,24,24,Craig Lile,1.98,5,252
24,25,25,Bo Van Pelt,2.02,8,396
25,T26,T26,Gavin Coles,2.08,6,288
26,T26,T26,Stephen Leaney,2.08,6,288
27,T26,T26,Tag Ridings,2.08,3,144
28,T26,T26,Darron Stiles,2.08,3,144
29,30,30,Robert Gamez,2.14,5,234
30,T31,T31,Steve Elkington,2.16,7,324
31,T31,T31,Ryan Moore,2.16,7,324
32,T31,T31,Mark Wilson,2.16,7,324
33,T34,T34,Craig Barlow,2.22,4,180
34,T34,T34,Todd Hamilton,2.22,4,180
35,T34,T34,José María Olazábal,2.22,4,180
36,T34,T34,Tiger Woods,2.22,6,270
37,38,38,Brian Davis,2.27,9,396
38,T39,T39,Stephen Ames,2.29,7,306
39,T39,T39,J.J. Henry,2.29,7,306
40,T39,T39,Rory Sabbatini,2.29,7,306
41,T42,T42,Brendon de Jonge,2.31,5,216
42,T42,T42,Ken Duke,2.31,10,432
43,T44,T44,Luke Donald,2.38,6,252
44,T44,T44,Ernie Els,2.38,6,252
45,T46,T46,Ben Curtis,2.43,7,288
46,T46,T46,Bob Estes,2.43,7,288
47,T46,T46,Matt Kuchar,2.43,7,288
48,T46,T46,Daisuke Maruyama,2.43,7,288
49,T46,T46,Arron Oberholser,2.43,7,288
50,T51,T51,Frank Lickliter II,2.47,8,324
51,T51,T51,Hunter Mahan,2.47,8,324
52,T51,T51,George McNeill,2.47,8,324
53,T51,T51,Jeff Sluman,2.47,4,162
54,T51,T51,Henrik Stenson,2.47,4,162
55,T56,T56,Daniel Chopra,2.5,9,360
56,T56,T56,Stewart Cink,2.5,9,360
57,T56,T56,Anthony Kim,2.5,9,360
