,Total_3_Putts_-_Inside_5_RANK THIS WEEK,Total_3_Putts_-_Inside_5_RANK LAST WEEK,Total_3_Putts_-_Inside_5_PLAYER NAME,Total_3_Putts_-_Inside_5_ROUNDS,Total_3_Putts_-_Inside_5_TOTAL 3 PUTTS INSIDE 5',Total_3_Putts_-_Inside_5_TOTAL 3 PUTTS
0,1,1,Will MacKenzie,100,5,73
1,T2,T2,John Daly,59,3,43
2,T2,T2,Ian Poulter,63,3,21
3,T4,T4,Eric Axley,107,2,59
4,T4,T4,Jonathan Byrd,73,2,31
5,T4,T4,Paul Gow,70,2,36
6,T4,T4,Nathan Green,103,2,37
7,T4,T4,Padraig Harrington,64,2,26
8,T4,T4,J.P. Hayes,89,2,46
9,T4,T4,Steve Lowery,74,2,53
10,T4,T4,George McNeill,95,2,38
11,T4,T4,John Merrick,92,2,64
12,T4,T4,Kevin Na,84,2,40
13,T4,T4,Carl Pettersson,111,2,48
14,T4,T4,John Senden,97,2,64
15,T4,T4,Camilo Villegas,82,2,39
16,T17,T17,Robert Allenby,90,1,57
17,T17,T17,Stuart Appleby,74,1,34
18,T17,T17,Ryan Armour,107,1,46
19,T17,T17,Woody Austin,95,1,65
20,T17,T17,Aaron Baddeley,83,1,23
21,T17,T17,Jeff Brehaut,59,1,34
22,T17,T17,Alex Cejka,80,1,44
23,T17,T17,Daniel Chopra,106,1,45
24,T17,T17,Tim Clark,66,1,16
25,T17,T17,Ben Curtis,80,1,32
26,T17,T17,Marco Dawson,73,1,30
27,T17,T17,Glen Day,85,1,39
28,T17,T17,Bubba Dickerson,51,1,28
29,T17,T17,Jason Dufner,100,1,70
30,T17,T17,Joe Durant,88,1,57
31,T17,T17,Steve Elkington,87,1,29
32,T17,T17,Fred Funk,65,1,28
33,T17,T17,Jason Gore,86,1,57
34,T17,T17,Matt Hendrix,63,1,32
35,T17,T17,Tim Herron,98,1,47
36,T17,T17,Charley Hoffman,97,1,42
37,T17,T17,Trevor Immelman,74,1,30
38,T17,T17,Tripp Isenhour,86,1,28
39,T17,T17,Freddie Jacobson,70,1,24
40,T17,T17,Richard Johnson,93,1,41
41,T17,T17,Jerry Kelly,101,1,49
42,T17,T17,Anthony Kim,93,1,49
43,T17,T17,Doug LaBelle II,104,1,45
44,T17,T17,Stephen Leaney,82,1,34
45,T17,T17,Frank Lickliter II,95,1,52
46,T17,T17,Jarrod Lyle,77,1,39
47,T17,T17,Steve Marino,106,1,66
48,T17,T17,Troy Matteson,87,1,45
49,T17,T17,Parker McLachlin,83,1,43
50,T17,T17,Nick O'Hern,72,1,16
51,T17,T17,Greg Owen,81,1,61
52,T17,T17,Ryan Palmer,91,1,44
53,T17,T17,Rod Pampling,92,1,47
54,T17,T17,Jesper Parnevik,88,1,34
55,T17,T17,Tim Petrovic,106,1,56
56,T17,T17,Dicky Pride,71,1,35
57,T17,T17,Brett Quigley,79,1,28
58,T17,T17,Jeff Quinney,95,1,49
59,T17,T17,Tag Ridings,52,1,17
60,T17,T17,John Rollins,102,1,50
61,T17,T17,Jason Schultz,63,1,37
62,T17,T17,Michael Sim,52,1,22
63,T17,T17,Joey Sindelar,75,1,43
64,T17,T17,Vijay Singh,102,1,42
65,T17,T17,Brandt Snedeker,105,1,29
66,T17,T17,Kevin Stadler,95,1,55
67,T17,T17,Paul Stankowski,52,1,25
68,T17,T17,Darron Stiles,65,1,45
69,T17,T17,Kevin Sutherland,85,1,34
70,T17,T17,Kirk Triplett,77,1,59
71,T17,T17,Bo Van Pelt,104,1,45
72,T17,T17,Boo Weekley,101,1,46
73,T17,T17,Charlie Wi,90,1,33
74,T17,T17,Mark Wilson,87,1,48
