,3-Putt_Avoidance_-_Round_3_RANK THIS WEEK,3-Putt_Avoidance_-_Round_3_RANK LAST WEEK,3-Putt_Avoidance_-_Round_3_PLAYER NAME,3-Putt_Avoidance_-_Round_3_%,3-Putt_Avoidance_-_Round_3_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_3_TOTAL HOLES
0,1,1,Heath Slocum,0.51,2,396
1,2,2,Steve Stricker,0.62,2,324
2,3,3,Paul Stankowski,0.69,1,144
3,4,4,Nick O'Hern,0.85,2,234
4,5,5,Brandt Snedeker,0.97,4,414
5,6,6,Richard Johnson,1.11,3,270
6,7,7,Bob Tway,1.17,4,342
7,T8,T8,Aaron Baddeley,1.23,4,324
8,T8,T8,Scott Verplank,1.23,4,324
9,10,10,Zach Johnson,1.31,4,306
10,T11,T11,Phil Mickelson,1.48,4,270
11,T11,T11,Tiger Woods,1.48,4,270
12,13,13,Jay Williamson,1.52,3,198
13,T14,T14,Jesper Parnevik,1.54,5,324
14,T14,T14,Vaughn Taylor,1.54,5,324
15,T16,T16,Brian Gay,1.59,6,378
16,T16,T16,Ryuji Imada,1.59,6,378
17,18,18,Kevin Stadler,1.63,5,306
18,19,19,Chris Stroud,1.67,3,180
19,20,20,Cliff Kresge,1.69,7,414
20,21,21,Bo Van Pelt,1.77,7,396
21,T22,T22,Tom Byrum,1.85,2,108
22,T22,T22,Sergio Garcia,1.85,5,270
23,T22,T22,Lee Janzen,1.85,3,162
24,T22,T22,Peter Lonard,1.85,5,270
25,T22,T22,Vijay Singh,1.85,8,432
26,T22,T22,Henrik Stenson,1.85,3,162
27,T28,T28,Daniel Chopra,1.94,7,360
28,T28,T28,Anthony Kim,1.94,7,360
29,T30,T30,Robert Gamez,1.98,5,252
30,T30,T30,Parker McLachlin,1.98,5,252
31,32,32,Carl Pettersson,2.0,9,450
32,33,33,Steve Elkington,2.05,7,342
33,T34,T34,Tommy Armour III,2.08,6,288
34,T34,T34,Ben Curtis,2.08,6,288
35,T34,T34,Matt Kuchar,2.08,6,288
36,T34,T34,Stephen Leaney,2.08,6,288
37,T38,T38,Jonathan Byrd,2.14,5,234
38,T38,T38,Shigeki Maruyama,2.14,5,234
39,T40,T40,Geoff Ogilvy,2.16,7,324
40,T40,T40,Rory Sabbatini,2.16,7,324
41,T40,T40,Dean Wilson,2.16,7,324
42,T40,T40,Mark Wilson,2.16,7,324
43,T44,T44,Craig Bowden,2.22,6,270
44,T44,T44,Michael Boyd,2.22,4,180
45,T44,T44,Bob Heintz,2.22,6,270
46,T44,T44,Freddie Jacobson,2.22,6,270
47,T44,T44,Craig Lile,2.22,6,270
48,T44,T44,Joe Ogilvie,2.22,8,360
49,50,50,Kevin Sutherland,2.29,7,306
50,T51,T51,D.J. Brigman,2.31,5,216
51,T51,T51,Brendon de Jonge,2.31,5,216
52,T51,T51,J.B. Holmes,2.31,5,216
53,T54,T54,Jim Furyk,2.34,8,342
54,T54,T54,Doug LaBelle II,2.34,8,342
55,T54,T54,Justin Leonard,2.34,8,342
56,T54,T54,Billy Mayfair,2.34,8,342
57,T58,T58,Stuart Appleby,2.38,6,252
58,T58,T58,Bubba Dickerson,2.38,3,126
59,T58,T58,Tripp Isenhour,2.38,6,252
60,T58,T58,Rod Pampling,2.38,9,378
61,62,62,Glen Day,2.43,7,288
62,T63,T63,Hunter Mahan,2.47,8,324
63,T63,T63,George McNeill,2.47,8,324
64,T63,T63,Jeff Quinney,2.47,8,324
65,T63,T63,Chris Tidland,2.47,4,162
66,T63,T63,David Toms,2.47,8,324
67,T68,T68,Tom Johnson,2.53,5,198
68,T68,T68,Dicky Pride,2.53,5,198
69,T68,T68,Boo Weekley,2.53,10,396
70,T71,T71,Davis Love III,2.56,6,234
71,T71,T71,Chris Riley,2.56,6,234
72,73,73,Jarrod Lyle,2.59,7,270
73,T74,T74,Gavin Coles,2.61,8,306
74,T74,T74,Mathias Grönberg,2.61,8,306
75,T76,T76,Ryan Armour,2.65,10,378
76,T76,T76,Lucas Glover,2.65,10,378
77,T76,T76,Tom Pernice Jr.,2.65,10,378
78,T79,T79,K.J. Choi,2.78,10,360
79,T79,T79,Chris DiMarco,2.78,8,288
80,T79,T79,Bob Estes,2.78,8,288
81,T79,T79,Nathan Green,2.78,11,396
82,T79,T79,Bill Haas,2.78,8,288
83,T79,T79,Anders Hansen,2.78,5,180
84,T79,T79,Padraig Harrington,2.78,7,252
85,T79,T79,Matt Hendrix,2.78,4,144
86,T79,T79,Charley Hoffman,2.78,9,324
87,T79,T79,Tom Lehman,2.78,6,216
88,T79,T79,Arron Oberholser,2.78,8,288
89,T79,T79,Ryan Palmer,2.78,8,288
90,T79,T79,Pat Perez,2.78,8,288
91,T79,T79,Kenny Perry,2.78,9,324
92,T93,T93,Cameron Beckman,2.92,10,342
93,T93,T93,Ted Purdy,2.92,10,342
94,T95,T95,Jason Gore,2.94,9,306
95,T95,T95,Camilo Villegas,2.94,9,306
96,T95,T95,Nick Watney,2.94,9,306
97,T98,T98,Jeff Maggert,2.96,8,270
98,T98,T98,Brett Quigley,2.96,8,270
99,T100,T100,Todd Hamilton,3.03,6,198
100,T100,T100,Jeff Overton,3.03,6,198
101,T102,T102,Woody Austin,3.06,11,360
102,T102,T102,Stewart Cink,3.06,11,360
103,T102,T102,Craig Kanada,3.06,11,360
104,T105,T105,Mark Brooks,3.09,5,162
105,T105,T105,José Coceres,3.09,5,162
106,T105,T105,Jason Dufner,3.09,10,324
107,T105,T105,J.J. Henry,3.09,10,324
108,T105,T105,Darron Stiles,3.09,5,162
109,110,110,Ken Duke,3.11,14,450
110,T111,T111,Mark Hensby,3.13,9,288
111,T111,T111,Daisuke Maruyama,3.13,9,288
112,T111,T111,Shaun Micheel,3.13,9,288
113,T111,T111,Adam Scott,3.13,9,288
114,T115,T115,Tim Clark,3.17,8,252
115,T115,T115,Trevor Immelman,3.17,8,252
116,T115,T115,Tim Petrovic,3.17,12,378
117,T115,T115,Justin Rose,3.17,8,252
118,T119,T119,Bart Bryant,3.22,11,342
119,T119,T119,Kent Jones,3.22,11,342
120,121,121,Andrew Buckle,3.24,7,216
121,122,122,Stephen Ames,3.27,10,306
122,T123,T123,Paul Gow,3.33,6,180
123,T123,T123,Steve Lowery,3.33,9,270
124,T123,T123,José María Olazábal,3.33,6,180
125,T123,T123,Corey Pavin,3.33,9,270
126,T123,T123,Johnson Wagner,3.33,9,270
127,T123,T123,Bubba Watson,3.33,9,270
128,129,129,J.P. Hayes,3.4,11,324
129,T130,T130,Bryce Molder,3.47,5,144
130,T130,T130,Kevin Na,3.47,10,288
131,T132,T132,Mark Calcavecchia,3.51,12,342
132,T132,T132,John Mallinger,3.51,12,342
133,T132,T132,Mike Weir,3.51,12,342
134,T135,T135,Retief Goosen,3.54,7,198
135,T135,T135,Tim Herron,3.54,14,396
136,T135,T135,John Rollins,3.54,14,396
137,T138,T138,Steve Allan,3.57,9,252
138,T138,T138,Ernie Els,3.57,9,252
139,140,140,Robert Allenby,3.59,11,306
140,141,141,Robert Garrigus,3.61,13,360
141,T142,T142,Michael Allen,3.7,10,270
142,T142,T142,Rich Beem,3.7,12,324
143,T142,T142,David Branshaw,3.7,8,216
144,T142,T142,Chad Campbell,3.7,12,324
145,T142,T142,Harrison Frazar,3.7,8,216
146,T142,T142,Scott Gutschewski,3.7,8,216
147,T142,T142,Rocco Mediate,3.7,10,270
148,T142,T142,Tag Ridings,3.7,6,162
149,T150,T150,Jeff Gove,3.79,15,396
150,T150,T150,Sean O'Hair,3.79,15,396
151,152,152,Charlie Wi,3.8,13,342
152,153,153,Alex Cejka,3.82,11,288
153,154,154,Ian Poulter,3.85,9,234
154,T155,T155,Chris Couch,3.89,7,180
155,T155,T155,D.J. Trahan,3.89,14,360
156,157,157,Billy Andrade,4.01,13,324
