,Average_Putting_Distance_-_All_2_putts_RANK THIS WEEK,Average_Putting_Distance_-_All_2_putts_RANK LAST WEEK,Average_Putting_Distance_-_All_2_putts_PLAYER NAME,Average_Putting_Distance_-_All_2_putts_ROUNDS,Average_Putting_Distance_-_All_2_putts_AVG,Average_Putting_Distance_-_All_2_putts_DISTANCE (FEET),Average_Putting_Distance_-_All_2_putts_TOTAL PUTTS
0,1,1,Chris Tidland,59,"24' 10""",13226.25,532
1,2,2,Jim Rutledge,59,"24' 9""",12529.25,506
2,3,3,K.J. Choi,87,"24' 6""",16522.667,675
3,4,4,Jesper Parnevik,88,"24' 5""",18199.667,746
4,5,5,Mathew Goggin,97,"24' 2""",22240.5,920
5,6,6,Gavin Coles,87,"24' 1""",18861.167,783
6,7,7,Charles Howell III,89,"23' 11""",16697.333,698
7,8,8,Craig Lile,77,"23' 10""",16451.583,691
8,9,9,Richard Johnson,93,"23' 9""",21552.667,906
9,T10,T10,Stephen Leaney,82,"23' 8""",18983.75,801
10,T10,T10,John Senden,97,"23' 8""",21489.083,907
11,T10,T10,Charlie Wi,90,"23' 8""",20470.167,864
12,13,13,Michael Sim,52,"23' 7""",12044.083,511
13,T14,T14,Tom Byrum,50,"23' 6""",10450.167,445
14,T14,T14,Kevin Sutherland,85,"23' 6""",17306.583,737
15,T14,T14,Nick Watney,87,"23' 6""",16729.417,712
16,T17,T17,Chris Couch,76,"23' 5""",17396.667,743
17,T17,T17,J.J. Henry,86,"23' 5""",17551.417,749
18,T17,T17,Doug LaBelle II,104,"23' 5""",22452.583,959
19,T17,T17,Brandt Snedeker,105,"23' 5""",20331.833,867
20,T21,T21,Steve Allan,63,"23' 4""",13178.833,564
21,T21,T21,Tim Herron,98,"23' 4""",20013.25,858
22,T21,T21,John Merrick,92,"23' 4""",20284.5,869
23,T24,T24,Brian Bateman,55,"23' 3""",9776.667,420
24,T24,T24,Troy Matteson,87,"23' 3""",17968.667,774
25,T24,T24,Parker McLachlin,83,"23' 3""",16571.167,713
26,T24,T24,Jeff Quinney,95,"23' 3""",20687.0,889
27,T24,T24,Dean Wilson,92,"23' 3""",17755.167,765
28,T24,T24,Mark Wilson,87,"23' 3""",17725.083,762
29,T30,T30,Briny Baird,115,"23' 2""",25378.75,1094
30,T30,T30,D.J. Brigman,67,"23' 2""",13276.333,574
31,T30,T30,Stewart Cink,91,"23' 2""",16977.25,734
32,T30,T30,Lucas Glover,98,"23' 2""",18377.917,792
33,T30,T30,Cliff Kresge,107,"23' 2""",24085.5,1038
34,T30,T30,Michael Putnam,96,"23' 2""",20221.667,873
35,T36,T36,Michael Boyd,61,"23' 1""",12436.917,538
36,T36,T36,Scott Gutschewski,67,"23' 1""",14086.167,610
37,T36,T36,Trevor Immelman,74,"23' 1""",13508.25,586
38,T36,T36,Hunter Mahan,91,"23' 1""",17572.0,762
39,T36,T36,Dicky Pride,71,"23' 1""",14181.167,614
40,T36,T36,Jason Schultz,63,"23' 1""",12451.167,539
41,T42,T42,Steve Elkington,87,"23' 0""",17022.333,739
42,T42,T42,Ryuji Imada,104,"23' 0""",19523.25,848
43,T42,T42,Tiger Woods,63,"23' 0""",10067.167,438
44,T45,T45,Rich Barcelo,80,"22' 11""",15611.083,680
45,T45,T45,Craig Barlow,52,"22' 11""",10644.167,464
46,T45,T45,Bart Bryant,87,"22' 11""",17467.917,763
47,T45,T45,Bob Estes,88,"22' 11""",17896.667,780
48,T45,T45,J.P. Hayes,89,"22' 11""",18273.333,796
49,T45,T45,Shaun Micheel,91,"22' 11""",16811.833,734
50,T45,T45,Duffy Waldorf,69,"22' 11""",14598.0,636
51,T52,T52,Tommy Armour III,81,"22' 10""",17292.0,757
52,T52,T52,Aaron Baddeley,83,"22' 10""",14395.417,630
53,T52,T52,Jason Gore,86,"22' 10""",18042.5,790
54,T52,T52,Tom Johnson,74,"22' 10""",14798.083,648
55,T52,T52,Kyle Reifers,71,"22' 10""",15093.5,660
56,T52,T52,Bob Tway,103,"22' 10""",21173.083,928
57,T58,T58,Stephen Ames,81,"22' 9""",14941.083,657
58,T58,T58,Andrew Buckle,77,"22' 9""",14965.583,657
59,T58,T58,Jason Dufner,100,"22' 9""",20048.167,880
60,T58,T58,Mathias Grönberg,95,"22' 9""",20023.25,881
61,T58,T58,Jarrod Lyle,77,"22' 9""",15264.25,670
62,T58,T58,Billy Mayfair,98,"22' 9""",20059.0,882
63,T58,T58,Kevin Na,84,"22' 9""",16432.0,722
64,T65,T65,Bill Haas,93,"22' 8""",19525.0,860
65,T65,T65,Charley Hoffman,97,"22' 8""",18756.917,828
66,T65,T65,Will MacKenzie,100,"22' 8""",21230.0,935
67,T65,T65,George McNeill,95,"22' 8""",18200.583,803
68,T65,T65,Arron Oberholser,69,"22' 8""",11923.5,527
69,T65,T65,Tim Petrovic,106,"22' 8""",20795.333,916
70,T65,T65,John Rollins,102,"22' 8""",18871.583,834
71,T65,T65,Joey Sindelar,75,"22' 8""",16596.5,733
72,T65,T65,Paul Stankowski,52,"22' 8""",9992.167,441
73,T65,T65,Steve Stricker,81,"22' 8""",14840.917,654
74,T65,T65,Johnson Wagner,97,"22' 8""",21297.417,939
75,T76,T76,Jeff Brehaut,59,"22' 7""",11562.167,512
76,T76,T76,Paul Gow,70,"22' 7""",13401.917,594
77,T76,T76,Freddie Jacobson,70,"22' 7""",15445.667,684
78,T76,T76,Zach Johnson,76,"22' 7""",13866.5,613
79,T76,T76,Tom Lehman,62,"22' 7""",11814.333,523
80,T76,T76,Peter Lonard,85,"22' 7""",17760.167,785
81,T76,T76,Davis Love III,66,"22' 7""",12969.417,574
82,T76,T76,Ryan Moore,92,"22' 7""",16682.667,740
83,T76,T76,Henrik Stenson,52,"22' 7""",8469.667,375
84,T76,T76,Bo Van Pelt,104,"22' 7""",22870.417,1013
85,T86,T86,Stuart Appleby,74,"22' 6""",13021.083,579
86,T86,T86,Craig Bowden,78,"22' 6""",15105.0,671
87,T86,T86,Glen Day,85,"22' 6""",17709.667,787
88,T86,T86,Luke Donald,69,"22' 6""",11072.5,493
89,T86,T86,Tripp Isenhour,86,"22' 6""",16962.417,755
90,T86,T86,Steve Lowery,74,"22' 6""",16062.0,714
91,T86,T86,Sean O'Hair,98,"22' 6""",18421.417,819
92,T86,T86,Tag Ridings,52,"22' 6""",10277.583,457
93,T86,T86,Kirk Triplett,77,"22' 6""",15816.667,703
94,T86,T86,Camilo Villegas,82,"22' 6""",15813.25,703
95,T96,T96,Cameron Beckman,96,"22' 5""",20369.833,909
96,T96,T96,Jonathan Byrd,73,"22' 5""",13386.667,598
97,T96,T96,Daniel Chopra,106,"22' 5""",21141.667,944
98,T96,T96,Jim Furyk,84,"22' 5""",15671.917,698
99,T96,T96,Brian Gay,107,"22' 5""",21133.333,942
100,T96,T96,Matt Kuchar,85,"22' 5""",16369.083,729
101,T96,T96,Justin Leonard,95,"22' 5""",18332.167,817
102,T96,T96,Rod Pampling,92,"22' 5""",17144.083,765
103,T96,T96,Corey Pavin,81,"22' 5""",15941.667,710
104,T96,T96,Kenny Perry,83,"22' 5""",17329.5,774
105,T96,T96,Brett Quigley,79,"22' 5""",14965.917,667
106,T96,T96,Adam Scott,69,"22' 5""",12315.5,549
107,T108,T108,Robert Allenby,90,"22' 4""",17842.167,799
108,T108,T108,Billy Andrade,88,"22' 4""",18302.0,819
109,T108,T108,Rich Beem,89,"22' 4""",15612.667,700
110,T108,T108,Steve Marino,106,"22' 4""",20780.083,930
111,T108,T108,Bryce Molder,56,"22' 4""",11221.667,502
112,T108,T108,Rory Sabbatini,81,"22' 4""",13135.417,589
113,T108,T108,Kevin Stadler,95,"22' 4""",19348.083,867
114,T108,T108,Steve Wheatcroft,73,"22' 4""",13789.583,617
115,T116,T116,Ryan Armour,107,"22' 3""",22135.5,995
116,T116,T116,Mark Brooks,53,"22' 3""",9776.75,440
117,T116,T116,Tim Clark,66,"22' 3""",11024.667,496
118,T116,T116,Ben Curtis,80,"22' 3""",14746.417,662
119,T116,T116,Chris DiMarco,79,"22' 3""",14606.583,657
120,T116,T116,Robert Garrigus,95,"22' 3""",20727.667,931
121,T116,T116,Nathan Green,103,"22' 3""",18949.25,851
122,T116,T116,Kent Jones,97,"22' 3""",20111.25,904
123,T116,T116,Craig Kanada,109,"22' 3""",21443.833,963
124,T116,T116,José María Olazábal,52,"22' 3""",8049.9169999999995,362
125,T116,T116,Jeff Overton,60,"22' 3""",12659.417,568
126,T116,T116,Ryan Palmer,91,"22' 3""",18693.25,841
127,T116,T116,Carl Pettersson,111,"22' 3""",20410.917,916
128,T116,T116,Jaco Van Zyl,51,"22' 3""",9864.25,444
129,T130,T130,David Branshaw,83,"22' 2""",17639.167,795
130,T130,T130,John Daly,59,"22' 2""",10943.083,493
131,T130,T130,Anthony Kim,93,"22' 2""",18119.583,816
132,T130,T130,Jeff Maggert,79,"22' 2""",18045.333,815
133,T130,T130,Pat Perez,84,"22' 2""",14694.333,663
134,T130,T130,Ted Purdy,102,"22' 2""",20718.917,935
135,T136,T136,Jason Bohn,57,"22' 1""",12274.583,556
136,T136,T136,Brian Davis,101,"22' 1""",19818.0,899
137,T136,T136,Shigeki Maruyama,84,"22' 1""",17269.917,781
138,T136,T136,Geoff Ogilvy,84,"22' 1""",13732.083,621
139,T136,T136,Heath Slocum,101,"22' 1""",21234.417,960
140,T136,T136,Chris Stroud,66,"22' 1""",12644.0,573
141,T136,T136,Charles Warren,101,"22' 1""",21367.167,968
142,T136,T136,Bubba Watson,80,"22' 1""",14733.25,666
143,T144,T144,Ken Duke,112,"22' 0""",21167.25,962
144,T144,T144,Sergio Garcia,68,"22' 0""",12391.833,564
145,T144,T144,Phil Mickelson,73,"22' 0""",11631.917,528
146,T144,T144,Boo Weekley,101,"22' 0""",17887.333,812
147,T144,T144,Jay Williamson,50,"22' 0""",11048.833,502
148,T149,T149,Woody Austin,95,"21' 11""",17978.75,821
149,T149,T149,Eric Axley,107,"21' 11""",20749.0,945
150,T149,T149,Retief Goosen,50,"21' 11""",7713.5,352
151,T149,T149,J.B. Holmes,71,"21' 11""",14250.167,649
152,T149,T149,Lee Janzen,66,"21' 11""",12261.583,559
153,T149,T149,Daisuke Maruyama,86,"21' 11""",17411.25,795
154,T149,T149,Tom Pernice Jr.,104,"21' 11""",17731.25,809
155,T149,T149,Ian Poulter,63,"21' 11""",8314.417,379
156,T149,T149,David Toms,80,"21' 11""",13766.917,627
157,T158,T158,Marco Dawson,73,"21' 10""",14235.5,651
158,T158,T158,Jeff Gove,103,"21' 10""",22555.167,1033
159,T158,T158,Anders Hansen,55,"21' 10""",8004.3330000000005,366
160,T158,T158,Bob Heintz,85,"21' 10""",15635.75,717
161,T158,T158,Nick O'Hern,72,"21' 10""",12501.5,573
162,T158,T158,Joe Ogilvie,102,"21' 10""",18595.25,851
163,T158,T158,Justin Rose,63,"21' 10""",8426.417,386
164,T158,T158,D.J. Trahan,99,"21' 10""",20584.083,941
165,T166,T166,Fred Funk,65,"21' 9""",11845.917,544
166,T166,T166,Paul Goydos,60,"21' 9""",9836.167,452
167,T166,T166,Frank Lickliter II,95,"21' 9""",18845.25,865
168,T166,T166,Brett Wetterich,88,"21' 9""",15977.25,735
169,T170,T170,Joe Durant,88,"21' 8""",17604.667,811
170,T170,T170,Jerry Kelly,101,"21' 8""",16207.25,749
171,T170,T170,Chris Riley,59,"21' 8""",10129.917,468
172,T170,T170,Vijay Singh,102,"21' 8""",17876.583,825
173,T174,T174,Ernie Els,59,"21' 7""",9663.0,448
174,T174,T174,Harrison Frazar,88,"21' 7""",16030.75,743
175,T174,T174,Jeff Sluman,60,"21' 7""",9797.667,454
176,T177,T177,Todd Hamilton,76,"21' 6""",12771.333,594
177,T177,T177,John Mallinger,96,"21' 6""",18023.917,839
178,179,179,Michael Allen,74,"21' 5""",14328.667,669
179,T180,T180,Chad Campbell,96,"21' 4""",16681.417,782
180,T180,T180,Brendon de Jonge,76,"21' 4""",14755.917,691
181,T180,T180,Robert Gamez,88,"21' 4""",17721.917,830
182,T180,T180,Matt Hendrix,63,"21' 4""",12821.667,602
183,T180,T180,Mike Weir,82,"21' 4""",12823.25,602
184,T185,T185,José Coceres,50,"21' 3""",8617.833,405
185,T185,T185,Steve Flesch,100,"21' 3""",19524.917,918
186,T185,T185,Mark Hensby,81,"21' 3""",15358.25,722
187,T185,T185,Vaughn Taylor,91,"21' 3""",15351.167,721
188,T189,T189,Alex Cejka,80,"21' 2""",16254.167,769
189,T189,T189,Padraig Harrington,64,"21' 2""",9049.833,427
190,T189,T189,Rocco Mediate,72,"21' 2""",14337.0,678
191,192,192,Greg Owen,81,"21' 1""",15779.75,749
192,193,193,Darron Stiles,65,"21' 0""",11817.333,562
193,194,194,Mark Calcavecchia,93,"20' 8""",14296.5,693
194,195,195,Scott Verplank,82,"20' 7""",12228.333,595
195,196,196,Bubba Dickerson,51,"20' 5""",9016.917,441
