,One-Putt_Percentage_-_Round_5_RANK THIS WEEK,One-Putt_Percentage_-_Round_5_RANK LAST WEEK,One-Putt_Percentage_-_Round_5_PLAYER NAME,One-Putt_Percentage_-_Round_5_%,One-Putt_Percentage_-_Round_5_# OF 1 PUTTS,One-Putt_Percentage_-_Round_5_# OF HOLES
0,1,1,George McNeill,72.22,13,18
1,2,2,Charley Hoffman,61.11,11,18
2,T3,T3,Tommy Armour III,55.56,10,18
3,T3,T3,Paul Goydos,55.56,10,18
4,T3,T3,Richard Johnson,55.56,10,18
5,T3,T3,Shaun Micheel,55.56,10,18
6,T3,T3,Joe Ogilvie,55.56,10,18
7,T8,T8,Craig Barlow,50.0,9,18
8,T8,T8,Paul Gow,50.0,9,18
9,T8,T8,Mark Hensby,50.0,9,18
10,T8,T8,Will MacKenzie,50.0,9,18
11,T8,T8,Kevin Na,50.0,9,18
12,T8,T8,Charles Warren,50.0,9,18
13,T14,T14,Rich Barcelo,44.44,8,18
14,T14,T14,Jonathan Byrd,44.44,8,18
15,T14,T14,Daniel Chopra,44.44,8,18
16,T14,T14,Brian Gay,44.44,8,18
17,T14,T14,Bill Haas,44.44,8,18
18,T14,T14,Bob Heintz,44.44,8,18
19,T14,T14,Charles Howell III,44.44,8,18
20,T14,T14,Lee Janzen,44.44,8,18
21,T14,T14,Anthony Kim,44.44,8,18
22,T14,T14,Ian Poulter,44.44,8,18
23,T14,T14,Ted Purdy,44.44,8,18
24,T14,T14,John Rollins,44.44,8,18
25,T14,T14,Paul Stankowski,44.44,8,18
26,T14,T14,Bob Tway,44.44,8,18
27,T14,T14,Mark Wilson,44.44,8,18
28,T29,T29,Ryan Armour,38.89,7,18
29,T29,T29,Briny Baird,38.89,7,18
30,T29,T29,Andrew Buckle,38.89,7,18
31,T29,T29,Robert Gamez,38.89,7,18
32,T29,T29,Anders Hansen,38.89,7,18
33,T29,T29,Tom Johnson,38.89,7,18
34,T29,T29,Cliff Kresge,38.89,7,18
35,T29,T29,Peter Lonard,38.89,7,18
36,T29,T29,Steve Marino,38.89,7,18
37,T29,T29,Jeff Quinney,38.89,7,18
38,T29,T29,Justin Rose,38.89,7,18
39,T29,T29,Heath Slocum,38.89,7,18
40,T29,T29,Vaughn Taylor,38.89,7,18
41,T29,T29,Johnson Wagner,38.89,7,18
42,T43,T43,Woody Austin,33.33,6,18
43,T43,T43,Ken Duke,33.33,6,18
44,T43,T43,Joe Durant,33.33,6,18
45,T43,T43,Harrison Frazar,33.33,6,18
46,T43,T43,Jason Gore,33.33,6,18
47,T43,T43,Nathan Green,33.33,6,18
48,T43,T43,Matt Kuchar,33.33,6,18
49,T43,T43,Hunter Mahan,33.33,6,18
50,T43,T43,Corey Pavin,33.33,6,18
51,T43,T43,John Senden,33.33,6,18
52,T43,T43,Brandt Snedeker,33.33,6,18
53,T43,T43,Kevin Stadler,33.33,6,18
54,T43,T43,Scott Verplank,33.33,6,18
55,T43,T43,Dean Wilson,33.33,6,18
56,T57,T57,Robert Allenby,27.78,5,18
57,T57,T57,Cameron Beckman,27.78,5,18
58,T57,T57,Steve Flesch,27.78,5,18
59,T57,T57,Lucas Glover,27.78,5,18
60,T57,T57,Steve Lowery,27.78,5,18
61,T57,T57,Kevin Sutherland,27.78,5,18
62,T57,T57,Nick Watney,27.78,5,18
63,T57,T57,Mike Weir,27.78,5,18
64,T65,T65,Tripp Isenhour,22.22,4,18
65,T65,T65,Craig Kanada,22.22,4,18
66,T65,T65,Kenny Perry,22.22,4,18
67,T65,T65,Duffy Waldorf,22.22,4,18
68,T69,T69,Mark Calcavecchia,16.67,3,18
69,T69,T69,Jason Dufner,16.67,3,18
70,T69,T69,Phil Mickelson,16.67,3,18
