,1-Putts_per_Round_RANK THIS WEEK,1-Putts_per_Round_RANK LAST WEEK,1-Putts_per_Round_PLAYER NAME,1-Putts_per_Round_ROUNDS,1-Putts_per_Round_AVG,1-Putts_per_Round_TOTAL 1 PUTTS,1-Putts_per_Round_TOTAL ROUNDS
0,1,1,Tim Clark,66,7.94,508,64
1,2,2,Padraig Harrington,64,7.87,488,62
2,3,3,Kevin Na,84,7.85,659,84
3,4,4,José María Olazábal,52,7.7,385,50
4,5,5,Jonathan Byrd,73,7.66,559,73
5,T6,T6,Aaron Baddeley,83,7.65,612,80
6,T6,T6,Rory Sabbatini,81,7.65,604,79
7,8,8,Tim Petrovic,106,7.57,802,106
8,9,9,Paul Goydos,60,7.53,444,59
9,10,10,Shigeki Maruyama,84,7.51,631,84
10,11,11,Ryuji Imada,104,7.42,772,104
11,T12,T12,Freddie Jacobson,70,7.37,516,70
12,T12,T12,Chris Riley,59,7.37,435,59
13,14,14,Nathan Green,103,7.35,757,103
14,15,15,Steve Stricker,81,7.34,587,80
15,T16,T16,Geoff Ogilvy,84,7.32,571,78
16,T16,T16,Tom Pernice Jr.,104,7.32,761,104
17,18,18,Justin Rose,63,7.31,431,59
18,19,19,Bob Estes,88,7.3,642,88
19,T20,T20,Brian Gay,107,7.28,779,107
20,T20,T20,John Mallinger,96,7.28,699,96
21,22,22,Arron Oberholser,69,7.25,493,68
22,23,23,Woody Austin,95,7.23,687,95
23,24,24,Luke Donald,69,7.22,484,67
24,T25,T25,Daniel Chopra,106,7.21,764,106
25,T25,T25,Sergio Garcia,68,7.21,476,66
26,27,27,Ryan Moore,92,7.2,662,92
27,T28,T28,Phil Mickelson,73,7.18,510,71
28,T28,T28,Ian Poulter,63,7.18,431,60
29,T30,T30,Rich Barcelo,80,7.16,573,80
30,T30,T30,Zach Johnson,76,7.16,537,75
31,T32,T32,J.P. Hayes,89,7.15,636,89
32,T32,T32,Mark Hensby,81,7.15,579,81
33,T32,T32,Michael Sim,52,7.15,372,52
34,T35,T35,Stuart Appleby,74,7.14,521,73
35,T35,T35,Corey Pavin,81,7.14,578,81
36,T37,T37,Retief Goosen,50,7.13,342,48
37,T37,T37,Bob Heintz,85,7.13,606,85
38,T37,T37,David Toms,80,7.13,549,77
39,T37,T37,Dean Wilson,92,7.13,656,92
40,41,41,Ken Duke,112,7.12,797,112
41,T42,T42,John Rollins,102,7.11,718,101
42,T42,T42,Heath Slocum,101,7.11,718,101
43,T42,T42,Mike Weir,82,7.11,576,81
44,T45,T45,Jason Gore,86,7.1,611,86
45,T45,T45,Tag Ridings,52,7.1,369,52
46,T45,T45,Vijay Singh,102,7.1,710,100
47,T48,T48,Ernie Els,59,7.09,411,58
48,T48,T48,Mathias Grönberg,95,7.09,674,95
49,T50,T50,Craig Lile,77,7.08,545,77
50,T50,T50,Carl Pettersson,111,7.08,779,110
51,T52,T52,Adam Scott,69,7.07,481,68
52,T52,T52,Scott Verplank,82,7.07,573,81
53,54,54,K.J. Choi,87,7.06,600,85
54,T55,T55,Mark Calcavecchia,93,7.05,656,93
55,T55,T55,Justin Leonard,95,7.05,670,95
56,T55,T55,Jesper Parnevik,88,7.05,620,88
57,T55,T55,Bubba Watson,80,7.05,564,80
58,59,59,Chris DiMarco,79,7.04,542,77
59,T60,T60,Marco Dawson,73,7.03,513,73
60,T60,T60,Charley Hoffman,97,7.03,682,97
61,T60,T60,Tiger Woods,63,7.03,422,60
62,63,63,Joe Ogilvie,102,7.02,716,102
63,T64,T64,Craig Bowden,78,7.0,546,78
64,T64,T64,Parker McLachlin,83,7.0,581,83
65,66,66,Lucas Glover,98,6.99,678,97
66,T67,T67,Ryan Palmer,91,6.98,635,91
67,T67,T67,Jay Williamson,50,6.98,349,50
68,69,69,Brandt Snedeker,105,6.97,732,105
69,T70,T70,Rich Beem,89,6.96,619,89
70,T70,T70,Steve Flesch,100,6.96,696,100
71,T72,T72,Sean O'Hair,98,6.95,681,98
72,T72,T72,Jeff Quinney,95,6.95,660,95
73,T74,T74,Frank Lickliter II,95,6.94,659,95
74,T74,T74,Rocco Mediate,72,6.94,500,72
75,T76,T76,Eric Axley,107,6.93,742,107
76,T76,T76,Camilo Villegas,82,6.93,568,82
77,T78,T78,Gavin Coles,87,6.92,602,87
78,T78,T78,Chris Couch,76,6.92,526,76
79,T78,T78,Anthony Kim,93,6.92,644,93
80,T78,T78,Troy Matteson,87,6.92,602,87
81,T82,T82,Cliff Kresge,107,6.91,739,107
82,T82,T82,Henrik Stenson,52,6.91,318,46
83,84,84,Todd Hamilton,76,6.89,524,76
84,T85,T85,Bart Bryant,87,6.88,592,86
85,T85,T85,Andrew Buckle,77,6.88,530,77
86,87,87,John Daly,59,6.85,404,59
87,T88,T88,Stewart Cink,91,6.84,602,88
88,T88,T88,Vaughn Taylor,91,6.84,622,91
89,T90,T90,Bo Van Pelt,104,6.83,710,104
90,T90,T90,Charlie Wi,90,6.83,615,90
91,T92,T92,George McNeill,95,6.81,647,95
92,T92,T92,Nick O'Hern,72,6.81,463,68
93,T94,T94,Stephen Ames,81,6.8,517,76
94,T94,T94,Steve Lowery,74,6.8,503,74
95,96,96,Jason Bohn,57,6.79,387,57
