,3-Putt_Avoidance_-_Inside_5_RANK THIS WEEK,3-Putt_Avoidance_-_Inside_5_RANK LAST WEEK,3-Putt_Avoidance_-_Inside_5_PLAYER NAME,3-Putt_Avoidance_-_Inside_5_ROUNDS,3-Putt_Avoidance_-_Inside_5_%,3-Putt_Avoidance_-_Inside_5_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Inside_5_ATTEMPTS,3-Putt_Avoidance_-_Inside_5_2 PUTT OR BETTER %
0,T1,T1,Steve Allan,63,0.0,,191,100.0
1,T1,T1,Michael Allen,74,0.0,,247,100.0
2,T1,T1,Stephen Ames,81,0.0,,227,100.0
3,T1,T1,Billy Andrade,88,0.0,,294,100.0
4,T1,T1,Tommy Armour III,81,0.0,,236,100.0
5,T1,T1,Briny Baird,115,0.0,,382,100.0
6,T1,T1,Rich Barcelo,80,0.0,,276,100.0
7,T1,T1,Craig Barlow,52,0.0,,162,100.0
8,T1,T1,Brian Bateman,55,0.0,,184,100.0
9,T1,T1,Cameron Beckman,96,0.0,,299,100.0
10,T1,T1,Rich Beem,89,0.0,,262,100.0
11,T1,T1,Jason Bohn,57,0.0,,218,100.0
12,T1,T1,Craig Bowden,78,0.0,,251,100.0
13,T1,T1,Michael Boyd,61,0.0,,214,100.0
14,T1,T1,David Branshaw,83,0.0,,300,100.0
15,T1,T1,D.J. Brigman,67,0.0,,182,100.0
16,T1,T1,Mark Brooks,53,0.0,,145,100.0
17,T1,T1,Bart Bryant,87,0.0,,279,100.0
18,T1,T1,Andrew Buckle,77,0.0,,261,100.0
19,T1,T1,Tom Byrum,50,0.0,,146,100.0
20,T1,T1,Mark Calcavecchia,93,0.0,,298,100.0
21,T1,T1,Chad Campbell,96,0.0,,268,100.0
22,T1,T1,K.J. Choi,87,0.0,,268,100.0
23,T1,T1,Stewart Cink,91,0.0,,252,100.0
24,T1,T1,José Coceres,50,0.0,,179,100.0
25,T1,T1,Gavin Coles,87,0.0,,304,100.0
26,T1,T1,Chris Couch,76,0.0,,298,100.0
27,T1,T1,Brian Davis,101,0.0,,331,100.0
28,T1,T1,Brendon de Jonge,76,0.0,,235,100.0
29,T1,T1,Chris DiMarco,79,0.0,,252,100.0
30,T1,T1,Luke Donald,69,0.0,,206,100.0
31,T1,T1,Ken Duke,112,0.0,,395,100.0
32,T1,T1,Ernie Els,59,0.0,,177,100.0
33,T1,T1,Bob Estes,88,0.0,,325,100.0
34,T1,T1,Steve Flesch,100,0.0,,350,100.0
35,T1,T1,Harrison Frazar,88,0.0,,300,100.0
36,T1,T1,Jim Furyk,84,0.0,,262,100.0
37,T1,T1,Robert Gamez,88,0.0,,259,100.0
38,T1,T1,Sergio Garcia,68,0.0,,232,100.0
39,T1,T1,Robert Garrigus,95,0.0,,277,100.0
40,T1,T1,Brian Gay,107,0.0,,433,100.0
41,T1,T1,Lucas Glover,98,0.0,,292,100.0
42,T1,T1,Mathew Goggin,97,0.0,,312,100.0
43,T1,T1,Retief Goosen,50,0.0,,149,100.0
44,T1,T1,Jeff Gove,103,0.0,,333,100.0
45,T1,T1,Paul Goydos,60,0.0,,192,100.0
46,T1,T1,Mathias Grönberg,95,0.0,,347,100.0
47,T1,T1,Scott Gutschewski,67,0.0,,197,100.0
48,T1,T1,Bill Haas,93,0.0,,299,100.0
49,T1,T1,Todd Hamilton,76,0.0,,218,100.0
50,T1,T1,Anders Hansen,55,0.0,,119,100.0
51,T1,T1,Bob Heintz,85,0.0,,299,100.0
52,T1,T1,J.J. Henry,86,0.0,,229,100.0
53,T1,T1,Mark Hensby,81,0.0,,274,100.0
54,T1,T1,J.B. Holmes,71,0.0,,262,100.0
55,T1,T1,Charles Howell III,89,0.0,,231,100.0
56,T1,T1,Ryuji Imada,104,0.0,,380,100.0
57,T1,T1,Lee Janzen,66,0.0,,192,100.0
58,T1,T1,Tom Johnson,74,0.0,,235,100.0
59,T1,T1,Zach Johnson,76,0.0,,227,100.0
60,T1,T1,Kent Jones,97,0.0,,341,100.0
61,T1,T1,Craig Kanada,109,0.0,,353,100.0
62,T1,T1,Cliff Kresge,107,0.0,,392,100.0
63,T1,T1,Matt Kuchar,85,0.0,,280,100.0
64,T1,T1,Tom Lehman,62,0.0,,189,100.0
65,T1,T1,Justin Leonard,95,0.0,,333,100.0
66,T1,T1,Craig Lile,77,0.0,,280,100.0
67,T1,T1,Peter Lonard,85,0.0,,286,100.0
68,T1,T1,Davis Love III,66,0.0,,189,100.0
69,T1,T1,Jeff Maggert,79,0.0,,280,100.0
70,T1,T1,Hunter Mahan,91,0.0,,253,100.0
71,T1,T1,John Mallinger,96,0.0,,358,100.0
72,T1,T1,Shigeki Maruyama,84,0.0,,346,100.0
73,T1,T1,Daisuke Maruyama,86,0.0,,285,100.0
74,T1,T1,Billy Mayfair,98,0.0,,282,100.0
75,T1,T1,Rocco Mediate,72,0.0,,245,100.0
76,T1,T1,Shaun Micheel,91,0.0,,259,100.0
77,T1,T1,Phil Mickelson,73,0.0,,221,100.0
78,T1,T1,Bryce Molder,56,0.0,,189,100.0
79,T1,T1,Ryan Moore,92,0.0,,290,100.0
80,T1,T1,Sean O'Hair,98,0.0,,305,100.0
81,T1,T1,Arron Oberholser,69,0.0,,223,100.0
82,T1,T1,Joe Ogilvie,102,0.0,,335,100.0
83,T1,T1,Geoff Ogilvy,84,0.0,,273,100.0
84,T1,T1,José María Olazábal,52,0.0,,152,100.0
85,T1,T1,Jeff Overton,60,0.0,,194,100.0
86,T1,T1,Corey Pavin,81,0.0,,280,100.0
87,T1,T1,Pat Perez,84,0.0,,243,100.0
88,T1,T1,Tom Pernice Jr.,104,0.0,,362,100.0
89,T1,T1,Kenny Perry,83,0.0,,282,100.0
90,T1,T1,Ted Purdy,102,0.0,,329,100.0
91,T1,T1,Michael Putnam,96,0.0,,269,100.0
92,T1,T1,Kyle Reifers,71,0.0,,224,100.0
93,T1,T1,Chris Riley,59,0.0,,231,100.0
94,T1,T1,Justin Rose,63,0.0,,155,100.0
95,T1,T1,Jim Rutledge,59,0.0,,166,100.0
96,T1,T1,Rory Sabbatini,81,0.0,,287,100.0
97,T1,T1,Adam Scott,69,0.0,,199,100.0
98,T1,T1,Heath Slocum,101,0.0,,391,100.0
99,T1,T1,Jeff Sluman,60,0.0,,143,100.0
100,T1,T1,Henrik Stenson,52,0.0,,144,100.0
101,T1,T1,Steve Stricker,81,0.0,,272,100.0
102,T1,T1,Chris Stroud,66,0.0,,215,100.0
103,T1,T1,Vaughn Taylor,91,0.0,,276,100.0
104,T1,T1,Chris Tidland,59,0.0,,169,100.0
105,T1,T1,David Toms,80,0.0,,240,100.0
