,Total_1_Putts_-_20-25_RANK THIS WEEK,Total_1_Putts_-_20-25_RANK LAST WEEK,Total_1_Putts_-_20-25_PLAYER NAME,Total_1_Putts_-_20-25_ROUNDS,Total_1_Putts_-_20-25_TOTAL,Total_1_Putts_-_20-25_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_20-25_PCT OF ALL 1-PUTTS
0,1,1,Jesper Parnevik,88,29,558,5.2
1,2,2,Carl Pettersson,111,25,672,3.7
2,3,3,Ryan Armour,107,23,633,3.6
3,T4,T4,Chad Campbell,96,21,464,4.5
4,T4,T4,Jason Dufner,100,21,592,3.5
5,T4,T4,Ryuji Imada,104,21,694,3.0
6,T4,T4,Troy Matteson,87,21,536,3.9
7,T4,T4,Tom Pernice Jr.,104,21,634,3.3
8,T9,T9,Nathan Green,103,20,658,3.0
9,T9,T9,Vaughn Taylor,91,20,527,3.8
10,T9,T9,D.J. Trahan,99,20,597,3.4
11,T12,T12,Brian Davis,101,19,606,3.1
12,T12,T12,Joe Durant,88,19,432,4.4
13,T12,T12,Steve Elkington,87,19,523,3.6
14,T12,T12,Freddie Jacobson,70,19,501,3.8
15,T12,T12,Craig Kanada,109,19,654,2.9
16,T12,T12,Jeff Maggert,79,19,522,3.6
17,T12,T12,Corey Pavin,81,19,510,3.7
18,T12,T12,Tim Petrovic,106,19,716,2.7
19,T12,T12,Jeff Quinney,95,19,589,3.2
20,T12,T12,Jason Schultz,63,19,362,5.2
21,T12,T12,Bob Tway,103,19,597,3.2
22,T12,T12,Bo Van Pelt,104,19,657,2.9
23,T24,T24,Eric Axley,107,18,659,2.7
24,T24,T24,Glen Day,85,18,507,3.6
25,T24,T24,Ken Duke,112,18,683,2.6
26,T24,T24,Will MacKenzie,100,18,609,3.0
27,T24,T24,Shaun Micheel,91,18,462,3.9
28,T24,T24,Sean O'Hair,98,18,596,3.0
29,T30,T30,Jonathan Byrd,73,17,475,3.6
30,T30,T30,Jason Gore,86,17,551,3.1
31,T30,T30,John Mallinger,96,17,644,2.6
32,T30,T30,Ryan Moore,92,17,542,3.1
33,T30,T30,Joe Ogilvie,102,17,641,2.7
34,T30,T30,Pat Perez,84,17,455,3.7
35,T30,T30,Brandt Snedeker,105,17,629,2.7
36,T30,T30,Camilo Villegas,82,17,486,3.5
37,T38,T38,Tommy Armour III,81,16,440,3.6
38,T38,T38,Cameron Beckman,96,16,560,2.9
39,T38,T38,Rich Beem,89,16,493,3.2
40,T38,T38,Bart Bryant,87,16,507,3.2
41,T38,T38,Marco Dawson,73,16,472,3.4
42,T38,T38,Jim Furyk,84,16,447,3.6
43,T38,T38,Lucas Glover,98,16,545,2.9
44,T38,T38,Charley Hoffman,97,16,599,2.7
45,T38,T38,Doug LaBelle II,104,16,612,2.6
46,T38,T38,Frank Lickliter II,95,16,594,2.7
47,T38,T38,Steve Lowery,74,16,462,3.5
48,T38,T38,John Rollins,102,16,603,2.7
49,T50,T50,Billy Andrade,88,15,527,2.8
50,T50,T50,Briny Baird,115,15,702,2.1
51,T50,T50,Alex Cejka,80,15,503,3.0
52,T50,T50,Gavin Coles,87,15,549,2.7
53,T50,T50,Paul Goydos,60,15,362,4.1
54,T50,T50,Richard Johnson,93,15,548,2.7
55,T50,T50,Kent Jones,97,15,602,2.5
56,T50,T50,Jeff Overton,60,15,361,4.2
57,T50,T50,Ted Purdy,102,15,554,2.7
58,T50,T50,Rory Sabbatini,81,15,502,3.0
59,T50,T50,Johnson Wagner,97,15,552,2.7
60,T50,T50,Charles Warren,101,15,601,2.5
61,T50,T50,Dean Wilson,92,15,537,2.8
62,T63,T63,Daniel Chopra,106,14,692,2.0
