,GIR_Putting_Avg_-__35_RANK THIS WEEK,GIR_Putting_Avg_-__35_RANK LAST WEEK,GIR_Putting_Avg_-__35_PLAYER NAME,GIR_Putting_Avg_-__35_ROUNDS,GIR_Putting_Avg_-__35_% MADE,GIR_Putting_Avg_-__35_ATTEMPTS,GIR_Putting_Avg_-__35_PUTTS MADE
0,1,1,Tag Ridings,52,1.01,79,8.0
1,2,2,Tim Clark,66,0.86,93,8.0
2,3,3,Henrik Stenson,52,0.83,72,6.0
3,4,4,Zach Johnson,76,0.76,119,9.0
4,5,5,Michael Allen,74,0.73,109,8.0
5,T6,T6,Mark Calcavecchia,93,0.68,117,8.0
6,T6,T6,Stewart Cink,91,0.68,148,10.0
7,T6,T6,Fred Funk,65,0.68,88,6.0
8,9,9,Jarrod Lyle,77,0.66,152,10.0
9,10,10,Lee Janzen,66,0.65,108,7.0
10,11,11,Daniel Chopra,106,0.64,172,11.0
11,12,12,Sergio Garcia,68,0.63,112,7.0
12,13,13,Paul Goydos,60,0.62,81,5.0
13,14,14,Robert Garrigus,95,0.6,183,11.0
14,T15,T15,Chad Campbell,96,0.58,138,8.0
15,T15,T15,David Toms,80,0.58,120,7.0
16,17,17,Jonathan Byrd,73,0.56,124,7.0
17,T18,T18,Steve Wheatcroft,73,0.55,128,7.0
18,T18,T18,Charlie Wi,90,0.55,183,10.0
19,T20,T20,Tom Lehman,62,0.53,113,6.0
20,T20,T20,Rod Pampling,92,0.53,169,9.0
21,22,22,Shigeki Maruyama,84,0.52,153,8.0
22,T23,T23,Brian Gay,107,0.51,177,9.0
23,T23,T23,Mathias Grönberg,95,0.51,177,9.0
24,T23,T23,Mark Hensby,81,0.51,118,6.0
25,T23,T23,Frank Lickliter II,95,0.51,157,8.0
26,T27,T27,Jason Dufner,100,0.5,200,10.0
27,T27,T27,Arron Oberholser,69,0.5,101,5.0
28,T27,T27,Jeff Sluman,60,0.5,80,4.0
29,T27,T27,Charles Warren,101,0.5,202,10.0
30,T31,T31,Robert Allenby,90,0.49,162,8.0
31,T31,T31,Billy Andrade,88,0.49,163,8.0
32,T31,T31,Rich Barcelo,80,0.49,142,7.0
33,T34,T34,Jeff Quinney,95,0.48,188,9.0
34,T34,T34,Heath Slocum,101,0.48,189,9.0
35,T36,T36,Ryan Armour,107,0.47,171,8.0
36,T36,T36,Tim Herron,98,0.47,192,9.0
37,T36,T36,Geoff Ogilvy,84,0.47,127,6.0
38,T36,T36,Steve Stricker,81,0.47,127,6.0
39,T40,T40,Kevin Na,84,0.46,151,7.0
40,T40,T40,Paul Stankowski,52,0.46,87,4.0
41,T42,T42,Briny Baird,115,0.45,266,12.0
42,T42,T42,John Daly,59,0.45,111,5.0
43,T42,T42,Justin Leonard,95,0.45,178,8.0
44,T42,T42,Tiger Woods,63,0.45,88,4.0
45,T46,T46,Brian Davis,101,0.44,180,8.0
46,T46,T46,Pat Perez,84,0.44,135,6.0
47,T46,T46,Chris Riley,59,0.44,90,4.0
48,T49,T49,Robert Gamez,88,0.43,138,6.0
49,T49,T49,Anders Hansen,55,0.43,69,3.0
50,T49,T49,Ryan Moore,92,0.43,161,7.0
51,T49,T49,Sean O'Hair,98,0.43,185,8.0
52,T49,T49,José María Olazábal,52,0.43,70,3.0
53,T49,T49,Chris Stroud,66,0.43,115,5.0
54,T55,T55,Stuart Appleby,74,0.42,118,5.0
