,Total_1_Putts_-_5-10_RANK THIS WEEK,Total_1_Putts_-_5-10_RANK LAST WEEK,Total_1_Putts_-_5-10_PLAYER NAME,Total_1_Putts_-_5-10_ROUNDS,Total_1_Putts_-_5-10_TOTAL,Total_1_Putts_-_5-10_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_5-10_PCT OF ALL 1-PUTTS
0,T1,T1,Tim Petrovic,106,193,716,27.0
1,T1,T1,Bo Van Pelt,104,193,657,29.4
2,T3,T3,Cliff Kresge,107,190,684,27.8
3,T3,T3,Carl Pettersson,111,190,672,28.3
4,5,5,Ryuji Imada,104,189,694,27.2
5,T6,T6,Eric Axley,107,181,659,27.5
6,T6,T6,Briny Baird,115,181,702,25.8
7,8,8,Mathias Grönberg,95,180,628,28.7
8,9,9,Craig Kanada,109,177,654,27.1
9,T10,T10,Woody Austin,95,176,614,28.7
10,T10,T10,Brandt Snedeker,105,176,629,28.0
11,T12,T12,Daniel Chopra,106,174,692,25.1
12,T12,T12,Brian Gay,107,174,740,23.5
13,14,14,Frank Lickliter II,95,173,594,29.1
14,15,15,Joe Ogilvie,102,171,641,26.7
15,T16,T16,Brian Davis,101,170,606,28.1
16,T16,T16,Steve Flesch,100,170,622,27.3
17,T18,T18,Steve Marino,106,169,626,27.0
18,T18,T18,Sean O'Hair,98,169,596,28.4
19,T20,T20,Nathan Green,103,167,658,25.4
20,T20,T20,John Rollins,102,167,603,27.7
21,T22,T22,Jason Dufner,100,166,592,28.0
22,T22,T22,John Mallinger,96,166,644,25.8
23,T24,T24,Ken Duke,112,165,683,24.2
24,T24,T24,Tom Pernice Jr.,104,165,634,26.0
25,T26,T26,Bob Estes,88,162,603,26.9
26,T26,T26,Doug LaBelle II,104,162,612,26.5
27,T26,T26,D.J. Trahan,99,162,597,27.1
28,T29,T29,Mathew Goggin,97,161,577,27.9
29,T29,T29,Will MacKenzie,100,161,609,26.4
30,T29,T29,Billy Mayfair,98,161,542,29.7
31,T32,T32,Ryan Armour,107,159,633,25.1
32,T32,T32,Bill Haas,93,159,552,28.8
33,T34,T34,Jeff Gove,103,157,569,27.6
34,T34,T34,Tripp Isenhour,86,157,517,30.4
35,T34,T34,Kevin Na,84,157,617,25.4
36,37,37,Kent Jones,97,156,602,25.9
37,T38,T38,Cameron Beckman,96,155,560,27.7
38,T38,T38,Tim Herron,98,155,557,27.8
39,T38,T38,Charley Hoffman,97,155,599,25.9
40,T41,T41,Lucas Glover,98,154,545,28.3
41,T41,T41,Anthony Kim,93,154,555,27.7
42,T41,T41,George McNeill,95,154,587,26.2
43,T41,T41,Ryan Palmer,91,154,570,27.0
44,45,45,Charles Warren,101,153,601,25.5
45,T46,T46,Craig Bowden,78,152,486,31.3
46,T46,T46,Stewart Cink,91,152,507,30.0
47,T46,T46,Vijay Singh,102,152,592,25.7
48,T46,T46,Heath Slocum,101,152,665,22.9
49,T46,T46,Vaughn Taylor,91,152,527,28.8
50,T51,T51,Mark Calcavecchia,93,150,550,27.3
51,T51,T51,Jason Gore,86,150,551,27.2
52,T51,T51,Mark Hensby,81,150,526,28.5
53,T51,T51,Richard Johnson,93,150,548,27.4
