,Putts_per_Round_-_Round_3_RANK THIS WEEK,Putts_per_Round_-_Round_3_RANK LAST WEEK,Putts_per_Round_-_Round_3_PLAYER NAME,Putts_per_Round_-_Round_3_AVG,Putts_per_Round_-_Round_3_TOTAL PUTTS,Putts_per_Round_-_Round_3_TOTAL ROUNDS
0,1,1,Jonathan Byrd,26.92,350,13
1,2,2,José Coceres,27.13,217,8
2,3,3,Padraig Harrington,27.29,382,14
3,4,4,Daniel Chopra,27.45,549,20
4,5,5,Tim Petrovic,27.48,577,21
5,T6,T6,Tim Clark,27.5,385,14
6,T6,T6,Brandt Snedeker,27.5,605,22
7,8,8,Nick O'Hern,27.69,360,13
8,9,9,José María Olazábal,27.7,277,10
9,T10,T10,Aaron Baddeley,27.78,500,18
10,T10,T10,Henrik Stenson,27.78,250,9
11,T10,T10,Steve Stricker,27.78,500,18
12,13,13,Dicky Pride,27.8,278,10
13,14,14,Geoff Ogilvy,27.83,501,18
14,15,15,Shigeki Maruyama,27.85,362,13
15,T16,T16,Stuart Appleby,27.86,390,14
16,T16,T16,Tom Pernice Jr.,27.86,585,21
17,18,18,Chris Tidland,27.88,223,8
18,19,19,Chris Riley,27.92,335,12
19,T20,T20,Sergio Garcia,28.0,420,15
20,T20,T20,Cliff Kresge,28.0,644,23
21,T20,T20,Matt Kuchar,28.0,420,15
22,23,23,Paul Stankowski,28.14,197,7
23,24,24,Scott Verplank,28.17,507,18
24,T25,T25,Rory Sabbatini,28.22,508,18
25,T25,T25,Dean Wilson,28.22,508,18
26,T27,T27,Andrew Buckle,28.25,339,12
27,T27,T27,Bryce Molder,28.25,226,8
28,29,29,Sean O'Hair,28.27,622,22
29,T30,T30,Nathan Green,28.29,594,21
30,T30,T30,Jesper Parnevik,28.29,481,17
31,32,32,Lee Janzen,28.33,255,9
32,33,33,Ryuji Imada,28.35,567,20
33,34,34,David Toms,28.39,511,18
34,35,35,Zach Johnson,28.41,483,17
35,36,36,Lucas Glover,28.43,597,21
36,37,37,Jason Schultz,28.44,256,9
37,T38,T38,Mathias Grönberg,28.47,484,17
38,T38,T38,Justin Leonard,28.47,541,19
39,T40,T40,Woody Austin,28.5,570,20
40,T40,T40,Kevin Na,28.5,456,16
41,T40,T40,Vijay Singh,28.5,684,24
42,T43,T43,Craig Lile,28.53,428,15
43,T43,T43,Vaughn Taylor,28.53,485,17
44,45,45,Ian Poulter,28.54,371,13
45,46,46,Bo Van Pelt,28.55,628,22
46,47,47,Bob Estes,28.56,457,16
47,T48,T48,Heath Slocum,28.59,629,22
48,T48,T48,Mark Wilson,28.59,486,17
49,T50,T50,Carl Pettersson,28.6,715,25
50,T50,T50,Jaco Van Zyl,28.6,143,5
51,52,52,Brian Gay,28.65,573,20
52,T53,T53,Michael Boyd,28.67,258,9
53,T53,T53,Mark Calcavecchia,28.67,516,18
54,T53,T53,J.B. Holmes,28.67,344,12
55,T53,T53,Corey Pavin,28.67,430,15
56,T53,T53,Tag Ridings,28.67,258,9
57,58,58,Charley Hoffman,28.72,517,18
58,T59,T59,K.J. Choi,28.75,575,20
59,T59,T59,Arron Oberholser,28.75,460,16
60,T61,T61,Parker McLachlin,28.77,374,13
61,T61,T61,John Rollins,28.77,633,22
62,63,63,Jeff Quinney,28.78,518,18
63,T64,T64,Steve Flesch,28.79,547,19
64,T64,T64,Bob Heintz,28.79,403,14
65,T66,T66,Ken Duke,28.8,720,25
66,T66,T66,Phil Mickelson,28.8,432,15
67,T66,T66,Pat Perez,28.8,432,15
68,69,69,Mike Weir,28.84,548,19
69,70,70,Jeff Maggert,28.87,433,15
70,71,71,Ryan Palmer,28.88,462,16
71,72,72,Paul Gow,28.89,260,9
72,T73,T73,Retief Goosen,28.91,318,11
73,T73,T73,Tom Johnson,28.91,318,11
74,75,75,Robert Gamez,28.92,376,13
75,76,76,J.P. Hayes,28.94,521,18
76,77,77,Bart Bryant,28.95,550,19
77,T78,T78,Brian Bateman,29.0,261,9
78,T78,T78,Gavin Coles,29.0,464,16
79,T78,T78,Jason Dufner,29.0,522,18
80,T78,T78,Steve Elkington,29.0,522,18
81,T78,T78,Jason Gore,29.0,493,17
82,T78,T78,Paul Goydos,29.0,319,11
83,T78,T78,Freddie Jacobson,29.0,435,15
84,T78,T78,George McNeill,29.0,493,17
85,T78,T78,Joe Ogilvie,29.0,551,19
86,T78,T78,Jeff Overton,29.0,319,11
87,T78,T78,Chris Stroud,29.0,290,10
88,T78,T78,Duffy Waldorf,29.0,319,11
89,T78,T78,Nick Watney,29.0,493,17
90,T91,T91,Rod Pampling,29.05,610,21
91,T91,T91,Boo Weekley,29.05,610,21
92,T93,T93,Ben Curtis,29.06,465,16
93,T93,T93,Chris DiMarco,29.06,465,16
94,T93,T93,Mark Hensby,29.06,465,16
95,T93,T93,Doug LaBelle II,29.06,523,18
96,97,97,Rich Barcelo,29.07,407,14
97,T98,T98,Stewart Cink,29.1,582,20
98,T98,T98,Anthony Kim,29.1,582,20
99,100,100,Rich Beem,29.11,524,18
100,101,101,Bubba Watson,29.13,437,15
101,T102,T102,Jerry Kelly,29.14,641,22
102,T102,T102,Peter Lonard,29.14,408,14
103,T102,T102,Justin Rose,29.14,408,14
104,105,105,Billy Mayfair,29.16,554,19
105,106,106,Kenny Perry,29.17,525,18
106,T107,T107,Ernie Els,29.21,409,14
107,T107,T107,John Mallinger,29.21,555,19
108,T109,T109,Hunter Mahan,29.22,526,18
109,T109,T109,Bob Tway,29.22,526,18
110,111,111,Tripp Isenhour,29.23,380,13
111,T112,T112,Alex Cejka,29.25,468,16
112,T112,T112,Will MacKenzie,29.25,585,20
113,114,114,Craig Kanada,29.26,556,19
114,T115,T115,Brendon de Jonge,29.27,322,11
115,T115,T115,Luke Donald,29.27,439,15
116,T115,T115,Daisuke Maruyama,29.27,439,15
117,T118,T118,Troy Matteson,29.28,527,18
118,T118,T118,Ted Purdy,29.28,527,18
119,T120,T120,Jarrod Lyle,29.29,410,14
120,T120,T120,Kirk Triplett,29.29,410,14
121,122,122,John Daly,29.3,293,10
122,T123,T123,Davis Love III,29.31,381,13
123,T123,T123,Adam Scott,29.31,469,16
124,T123,T123,Kevin Stadler,29.31,469,16
125,T126,T126,Jason Bohn,29.33,352,12
126,T126,T126,Craig Bowden,29.33,440,15
127,T126,T126,Harrison Frazar,29.33,352,12
128,T129,T129,Robert Allenby,29.35,499,17
129,T129,T129,Kevin Sutherland,29.35,499,17
130,131,131,John Merrick,29.38,470,16
131,T132,T132,Cameron Beckman,29.39,529,18
132,T132,T132,J.J. Henry,29.39,529,18
133,134,134,Tommy Armour III,29.4,441,15
134,135,135,Stephen Ames,29.41,500,17
135,136,136,Marco Dawson,29.43,412,14
136,137,137,Fred Funk,29.45,324,11
137,T138,T138,Rocco Mediate,29.47,442,15
138,T138,T138,Camilo Villegas,29.47,501,17
139,140,140,Charles Warren,29.48,619,21
140,T141,T141,Tom Byrum,29.5,177,6
141,T141,T141,Chad Campbell,29.5,531,18
142,T141,T141,Bubba Dickerson,29.5,177,6
143,T141,T141,Stephen Leaney,29.5,472,16
144,T141,T141,Darron Stiles,29.5,236,8
145,T146,T146,Glen Day,29.53,443,15
146,T146,T146,Jim Furyk,29.53,561,19
147,T148,T148,Jeff Brehaut,29.56,266,9
148,T148,T148,Ryan Moore,29.56,532,18
149,T150,T150,Bill Haas,29.6,444,15
150,T150,T150,Steve Lowery,29.6,444,15
151,152,152,Charles Howell III,29.61,533,18
152,153,153,Kent Jones,29.63,563,19
153,T154,T154,Todd Hamilton,29.64,326,11
154,T154,T154,Jay Williamson,29.64,326,11
155,T156,T156,Michael Sim,29.67,267,9
156,T156,T156,Tiger Woods,29.67,445,15
157,T158,T158,Ryan Armour,29.7,594,20
158,T158,T158,Craig Barlow,29.7,297,10
159,T158,T158,Robert Garrigus,29.7,594,20
160,T161,T161,Trevor Immelman,29.71,416,14
161,T161,T161,Brett Wetterich,29.71,505,17
162,163,163,Frank Lickliter II,29.74,565,19
163,T164,T164,Tom Lehman,29.75,357,12
164,T164,T164,D.J. Trahan,29.75,595,20
165,T166,T166,Richard Johnson,29.8,447,15
166,T166,T166,Brett Quigley,29.8,447,15
167,168,168,Tim Herron,29.81,626,21
168,169,169,Brian Davis,29.83,686,23
169,170,170,Eric Axley,29.84,567,19
170,171,171,Mark Brooks,29.88,239,8
171,172,172,Chris Couch,29.9,299,10
172,173,173,Briny Baird,29.92,748,25
173,174,174,Charlie Wi,29.95,569,19
174,T175,T175,Scott Gutschewski,30.0,330,11
175,T175,T175,Steve Marino,30.0,630,21
176,T175,T175,Kyle Reifers,30.0,300,10
177,T175,T175,Johnson Wagner,30.0,450,15
178,T179,T179,Steve Allan,30.08,391,13
179,T179,T179,David Branshaw,30.08,361,12
180,181,181,Michael Allen,30.14,422,14
181,182,182,Joe Durant,30.19,483,16
182,183,183,Mathew Goggin,30.2,604,20
183,184,184,Joey Sindelar,30.23,393,13
184,185,185,Matt Hendrix,30.25,242,8
185,186,186,Steve Wheatcroft,30.27,333,11
186,187,187,Shaun Micheel,30.31,485,16
187,188,188,Anders Hansen,30.44,274,9
188,189,189,D.J. Brigman,30.45,335,11
189,190,190,Jeff Gove,30.77,677,22
190,191,191,Billy Andrade,30.89,556,18
191,192,192,John Senden,30.9,649,21
192,193,193,Greg Owen,30.92,371,12
193,194,194,Jeff Sluman,31.0,279,9
194,195,195,Jim Rutledge,31.17,187,6
195,196,196,Michael Putnam,31.83,573,18
