,One-Putt_Percentage_-_Round_4_RANK THIS WEEK,One-Putt_Percentage_-_Round_4_RANK LAST WEEK,One-Putt_Percentage_-_Round_4_PLAYER NAME,One-Putt_Percentage_-_Round_4_%,One-Putt_Percentage_-_Round_4_# OF 1 PUTTS,One-Putt_Percentage_-_Round_4_# OF HOLES
0,1,1,Tag Ridings,47.92,69,144
1,2,2,Rich Barcelo,47.01,110,234
2,3,3,Ryan Palmer,46.3,125,270
3,4,4,John Daly,45.83,66,144
4,5,5,Luke Donald,45.63,115,252
5,6,6,Craig Bowden,44.84,113,252
6,T7,T7,Andrew Buckle,44.44,96,216
7,T7,T7,Harrison Frazar,44.44,88,198
8,9,9,Kevin Na,44.1,127,288
9,10,10,Daniel Chopra,43.89,158,360
10,11,11,Rory Sabbatini,43.79,134,306
11,12,12,Jeff Brehaut,43.75,63,144
12,13,13,Anthony Kim,43.61,157,360
13,14,14,Jason Gore,43.4,125,288
14,15,15,José María Olazábal,43.33,78,180
15,T16,T16,Marco Dawson,43.16,101,234
16,T16,T16,Ian Poulter,43.16,101,234
17,18,18,Nathan Green,42.93,170,396
18,19,19,Tim Petrovic,42.59,161,378
19,20,20,Zach Johnson,42.48,130,306
20,21,21,Tim Clark,42.46,107,252
21,22,22,Paul Goydos,42.42,84,198
22,23,23,Bob Heintz,42.22,114,270
23,T24,T24,Ernie Els,42.06,106,252
24,T24,T24,Rocco Mediate,42.06,106,252
25,26,26,Geoff Ogilvy,41.98,136,324
26,27,27,Camilo Villegas,41.83,128,306
27,T28,T28,Stuart Appleby,41.67,105,252
28,T28,T28,Chris Couch,41.67,75,180
29,T28,T28,Bubba Watson,41.67,105,252
30,31,31,Brian Gay,41.53,157,378
31,32,32,Stephen Ames,41.5,127,306
32,33,33,Freddie Jacobson,41.48,112,270
33,T34,T34,Brian Bateman,41.36,67,162
34,T34,T34,Charley Hoffman,41.36,134,324
35,T36,T36,J.P. Hayes,41.32,119,288
36,T36,T36,Mark Hensby,41.32,119,288
37,T38,T38,Matt Hendrix,41.27,52,126
38,T38,T38,Justin Rose,41.27,104,252
39,40,40,John Rollins,41.16,163,396
40,41,41,David Toms,41.05,133,324
41,42,42,Mark Calcavecchia,40.94,140,342
42,43,43,Craig Lile,40.87,103,252
43,T44,T44,J.B. Holmes,40.74,88,216
44,T44,T44,Phil Mickelson,40.74,110,270
45,T44,T44,Brett Quigley,40.74,110,270
46,T44,T44,Dean Wilson,40.74,132,324
47,T48,T48,Shaun Micheel,40.63,117,288
48,T48,T48,Arron Oberholser,40.63,117,288
49,50,50,Mike Weir,40.43,131,324
50,51,51,Jason Dufner,40.2,123,306
51,52,52,Shigeki Maruyama,40.17,94,234
52,53,53,Michael Sim,40.12,65,162
53,54,54,Brandt Snedeker,40.1,166,414
54,55,55,Jarrod Lyle,40.08,101,252
55,56,56,Tiger Woods,40.0,108,270
56,T57,T57,Aaron Baddeley,39.81,129,324
57,T57,T57,Justin Leonard,39.81,129,324
58,T57,T57,Frank Lickliter II,39.81,129,324
59,60,60,Tom Pernice Jr.,39.68,150,378
60,T61,T61,K.J. Choi,39.51,128,324
61,T61,T61,Chris Stroud,39.51,64,162
62,T61,T61,Scott Verplank,39.51,128,324
63,64,64,Todd Hamilton,39.44,71,180
64,65,65,Vijay Singh,39.35,170,432
65,66,66,Corey Pavin,39.26,106,270
66,67,67,Robert Allenby,39.22,120,306
67,68,68,Vaughn Taylor,39.2,127,324
68,69,69,Woody Austin,39.17,141,360
69,70,70,Lucas Glover,39.15,148,378
70,71,71,Carl Pettersson,39.11,176,450
71,T72,T72,Jonathan Byrd,38.89,91,234
72,T72,T72,Glen Day,38.89,112,288
73,T72,T72,Bob Estes,38.89,112,288
74,T72,T72,Mathias Grönberg,38.89,119,306
75,T72,T72,Ryan Moore,38.89,126,324
76,T72,T72,Greg Owen,38.89,84,216
77,T72,T72,Nick Watney,38.89,119,306
78,T72,T72,Jay Williamson,38.89,77,198
79,80,80,Ken Duke,38.66,167,432
80,81,81,Kent Jones,38.58,125,324
81,82,82,Gavin Coles,38.54,111,288
82,83,83,Padraig Harrington,38.49,97,252
83,T84,T84,Eric Axley,38.24,117,306
84,T84,T84,Kevin Sutherland,38.24,117,306
85,86,86,John Mallinger,38.01,130,342
86,87,87,Steve Stricker,37.96,123,324
87,88,88,Troy Matteson,37.91,116,306
88,89,89,Ben Curtis,37.85,109,288
89,90,90,Ryan Armour,37.83,143,378
90,91,91,Robert Garrigus,37.72,129,342
91,92,92,Kirk Triplett,37.61,88,234
92,93,93,Jesper Parnevik,37.58,115,306
93,94,94,Sean O'Hair,37.57,142,378
94,95,95,Sergio Garcia,37.41,101,270
95,T96,T96,Scott Gutschewski,37.37,74,198
96,T96,T96,Tom Johnson,37.37,74,198
97,T96,T96,Bo Van Pelt,37.37,148,396
98,T99,T99,Steve Elkington,37.35,121,324
99,T99,T99,Charlie Wi,37.35,121,324
100,T99,T99,Mark Wilson,37.35,121,324
101,102,102,Rod Pampling,37.3,141,378
102,T103,T103,Nick O'Hern,37.18,87,234
103,T103,T103,Joey Sindelar,37.18,87,234
104,105,105,Alex Cejka,37.15,107,288
105,106,106,D.J. Trahan,37.13,127,342
106,107,107,Heath Slocum,37.12,147,396
107,108,108,Jason Schultz,37.04,60,162
108,109,109,Cliff Kresge,36.96,153,414
109,110,110,J.J. Henry,36.93,113,306
110,111,111,David Branshaw,36.87,73,198
111,112,112,Hunter Mahan,36.73,119,324
112,T113,T113,Jim Furyk,36.55,125,342
113,T113,T113,Bob Tway,36.55,125,342
