,Average_Putting_Distance_-_All_1_putts_RANK THIS WEEK,Average_Putting_Distance_-_All_1_putts_RANK LAST WEEK,Average_Putting_Distance_-_All_1_putts_PLAYER NAME,Average_Putting_Distance_-_All_1_putts_ROUNDS,Average_Putting_Distance_-_All_1_putts_AVG,Average_Putting_Distance_-_All_1_putts_DISTANCE (FEET),Average_Putting_Distance_-_All_1_putts_TOTAL PUTTS
0,1,1,Jesper Parnevik,88,"8' 5""",4710.75,558
1,2,2,Tiger Woods,63,"8' 3""",2571.917,313
2,T3,T3,Robert Garrigus,95,"8' 2""",4493.083,548
3,T3,T3,Frank Lickliter II,95,"8' 2""",4843.917,594
4,T5,T5,Tag Ridings,52,"8' 1""",2666.917,330
5,T5,T5,Joey Sindelar,75,"8' 1""",3359.417,417
6,7,7,Ryan Armour,107,"8' 0""",5079.917,633
7,T8,T8,Tommy Armour III,81,"7' 11""",3498.167,440
8,T8,T8,Dicky Pride,71,"7' 11""",3420.0,434
9,T8,T8,Michael Putnam,96,"7' 11""",3979.417,505
10,T11,T11,Steve Allan,63,"7' 10""",2941.417,376
11,T11,T11,Chad Campbell,96,"7' 10""",3621.667,464
12,T11,T11,Zach Johnson,76,"7' 10""",3403.167,436
13,T14,T14,Tim Clark,66,"7' 9""",3307.667,426
14,T14,T14,Lee Janzen,66,"7' 9""",2643.0,340
15,T14,T14,Billy Mayfair,98,"7' 9""",4217.417,542
16,T14,T14,Sean O'Hair,98,"7' 9""",4600.583,596
17,T14,T14,Henrik Stenson,52,"7' 9""",1994.75,258
18,T19,T19,Robert Allenby,90,"7' 8""",3711.667,483
19,T19,T19,Briny Baird,115,"7' 8""",5411.1669999999995,702
20,T19,T19,Jonathan Byrd,73,"7' 8""",3627.25,475
21,T19,T19,Stewart Cink,91,"7' 8""",3876.25,507
22,T19,T19,Brian Davis,101,"7' 8""",4642.5,606
23,T19,T19,Jason Dufner,100,"7' 8""",4531.5,592
24,T19,T19,Robert Gamez,88,"7' 8""",3679.333,481
25,T19,T19,Charles Howell III,89,"7' 8""",3422.5,446
26,T19,T19,Steve Lowery,74,"7' 8""",3528.667,462
27,T19,T19,Will MacKenzie,100,"7' 8""",4693.083,609
28,T19,T19,Shaun Micheel,91,"7' 8""",3547.167,462
29,T19,T19,Ryan Moore,92,"7' 8""",4171.333,542
30,T19,T19,Jeff Overton,60,"7' 8""",2777.0,361
31,T19,T19,Rod Pampling,92,"7' 8""",3830.583,498
32,T33,T33,Cameron Beckman,96,"7' 7""",4267.167,560
33,T33,T33,D.J. Brigman,67,"7' 7""",2674.333,351
34,T33,T33,Bart Bryant,87,"7' 7""",3842.083,507
35,T33,T33,Tom Byrum,50,"7' 7""",1965.0,260
36,T33,T33,Glen Day,85,"7' 7""",3855.5,507
37,T33,T33,Fred Funk,65,"7' 7""",2821.583,372
38,T33,T33,Paul Goydos,60,"7' 7""",2747.833,362
39,T33,T33,Joe Ogilvie,102,"7' 7""",4845.75,641
40,T33,T33,Pat Perez,84,"7' 7""",3466.917,455
41,T33,T33,Jeff Quinney,95,"7' 7""",4490.083,589
42,T33,T33,Vaughn Taylor,91,"7' 7""",3990.583,527
43,T33,T33,Charles Warren,101,"7' 7""",4579.5,601
44,T45,T45,Michael Allen,74,"7' 6""",3233.083,429
45,T45,T45,Billy Andrade,88,"7' 6""",3954.167,527
46,T45,T45,Rich Beem,89,"7' 6""",3677.333,493
47,T45,T45,John Daly,59,"7' 6""",2515.833,337
48,T45,T45,Brendon de Jonge,76,"7' 6""",3348.417,448
49,T45,T45,Joe Durant,88,"7' 6""",3232.833,432
50,T45,T45,Sergio Garcia,68,"7' 6""",2964.0,397
51,T45,T45,Scott Gutschewski,67,"7' 6""",2896.75,385
52,T45,T45,Mark Hensby,81,"7' 6""",3941.833,526
53,T45,T45,Freddie Jacobson,70,"7' 6""",3763.0,501
54,T45,T45,Stephen Leaney,82,"7' 6""",3638.417,483
55,T45,T45,Justin Leonard,95,"7' 6""",4432.5,590
56,T45,T45,Jeff Maggert,79,"7' 6""",3926.0,522
57,T45,T45,Jason Schultz,63,"7' 6""",2723.667,362
58,T45,T45,Brett Wetterich,88,"7' 6""",3377.917,452
59,T45,T45,Dean Wilson,92,"7' 6""",4046.417,537
60,T61,T61,Eric Axley,107,"7' 5""",4896.25,659
61,T61,T61,Rich Barcelo,80,"7' 5""",3894.083,524
62,T61,T61,Luke Donald,69,"7' 5""",2804.833,377
63,T61,T61,Lucas Glover,98,"7' 5""",4030.5,545
64,T61,T61,Jeff Gove,103,"7' 5""",4225.75,569
65,T61,T61,Richard Johnson,93,"7' 5""",4081.5,548
66,T61,T61,Kent Jones,97,"7' 5""",4452.75,602
67,T61,T61,Troy Matteson,87,"7' 5""",3956.0,536
68,T61,T61,Parker McLachlin,83,"7' 5""",3971.583,535
69,T61,T61,John Merrick,92,"7' 5""",3771.667,507
70,T61,T61,Bryce Molder,56,"7' 5""",2526.083,341
71,T61,T61,Ryan Palmer,91,"7' 5""",4234.75,570
72,T61,T61,Tim Petrovic,106,"7' 5""",5317.3330000000005,716
73,T61,T61,Charlie Wi,90,"7' 5""",4286.333,576
74,T61,T61,Mark Wilson,87,"7' 5""",3604.083,486
75,T76,T76,Stephen Ames,81,"7' 4""",3090.0,423
76,T76,T76,Craig Bowden,78,"7' 4""",3551.25,486
77,T76,T76,Mark Calcavecchia,93,"7' 4""",4018.583,550
78,T76,T76,Daniel Chopra,106,"7' 4""",5065.083,692
79,T76,T76,Steve Elkington,87,"7' 4""",3830.75,523
80,T76,T76,Jason Gore,86,"7' 4""",4018.5,551
81,T76,T76,Tim Herron,98,"7' 4""",4076.583,557
82,T76,T76,Jarrod Lyle,77,"7' 4""",3547.333,486
83,T76,T76,George McNeill,95,"7' 4""",4328.5,587
84,T76,T76,Carl Pettersson,111,"7' 4""",4913.25,672
85,T76,T76,Jeff Sluman,60,"7' 4""",1966.4170000000001,269
86,T76,T76,Paul Stankowski,52,"7' 4""",2081.917,283
87,T76,T76,Chris Stroud,66,"7' 4""",2822.667,383
88,T76,T76,David Toms,80,"7' 4""",3361.167,458
89,T90,T90,Ben Curtis,80,"7' 3""",3219.667,444
90,T90,T90,Ernie Els,59,"7' 3""",2252.167,309
91,T90,T90,Bob Estes,88,"7' 3""",4377.833,603
92,T90,T90,Steve Flesch,100,"7' 3""",4508.167,622
93,T90,T90,Mathew Goggin,97,"7' 3""",4184.667,577
94,T90,T90,Bob Heintz,85,"7' 3""",3890.167,535
95,T90,T90,Matt Hendrix,63,"7' 3""",2564.333,352
96,T90,T90,Craig Kanada,109,"7' 3""",4722.25,654
97,T90,T90,Tom Lehman,62,"7' 3""",2278.583,314
98,T90,T90,Craig Lile,77,"7' 3""",3664.333,507
99,T90,T90,Peter Lonard,85,"7' 3""",3677.833,510
100,T90,T90,Davis Love III,66,"7' 3""",2396.333,331
101,T90,T90,Hunter Mahan,91,"7' 3""",3478.167,480
102,T90,T90,John Mallinger,96,"7' 3""",4661.083,644
103,T90,T90,Daisuke Maruyama,86,"7' 3""",3696.917,509
104,T90,T90,Rocco Mediate,72,"7' 3""",3395.75,468
105,T90,T90,Greg Owen,81,"7' 3""",3187.417,441
106,T90,T90,John Senden,97,"7' 3""",3809.417,524
107,T90,T90,Michael Sim,52,"7' 3""",2594.5,356
108,T90,T90,Chris Tidland,59,"7' 3""",2533.25,350
109,T90,T90,Camilo Villegas,82,"7' 3""",3537.917,486
110,T90,T90,Duffy Waldorf,69,"7' 3""",2687.75,372
111,T112,T112,Jeff Brehaut,59,"7' 2""",2327.667,323
