,Putting_from_-__25_RANK THIS WEEK,Putting_from_-__25_RANK LAST WEEK,Putting_from_-__25_PLAYER NAME,Putting_from_-__25_ROUNDS,Putting_from_-__25_% MADE,Putting_from_-__25_ATTEMPTS,Putting_from_-__25_PUTTS MADE
75,T74,T74,Jeff Gove,103,6.04,447,27
76,77,77,Gavin Coles,87,6.02,349,21
77,78,78,Michael Putnam,96,6.01,383,23
78,79,79,Vaughn Taylor,91,5.94,286,17
79,80,80,Geoff Ogilvy,84,5.93,270,16
80,81,81,Corey Pavin,81,5.92,304,18
81,T82,T82,Aaron Baddeley,83,5.88,255,15
82,T82,T82,Jeff Brehaut,59,5.88,221,13
83,84,84,Arron Oberholser,69,5.86,222,13
84,T85,T85,Bob Estes,88,5.85,342,20
85,T85,T85,Parker McLachlin,83,5.85,325,19
86,87,87,Kent Jones,97,5.81,396,23
87,T88,T88,Joey Sindelar,75,5.79,311,18
88,T88,T88,Kevin Stadler,95,5.79,363,21
89,90,90,Harrison Frazar,88,5.78,294,17
90,91,91,David Toms,80,5.74,244,14
91,92,92,Ryan Palmer,91,5.71,333,19
92,93,93,Jeff Maggert,79,5.67,335,19
93,94,94,Mark Wilson,87,5.65,354,20
94,95,95,Steve Stricker,81,5.64,266,15
95,T96,T96,Billy Andrade,88,5.63,355,20
96,T96,T96,Andrew Buckle,77,5.63,302,17
97,98,98,John Daly,59,5.61,214,12
98,99,99,Tripp Isenhour,86,5.59,304,17
99,100,100,Michael Boyd,61,5.58,233,13
100,101,101,Dean Wilson,92,5.57,323,18
101,102,102,Fred Funk,65,5.53,217,12
102,T103,T103,Craig Bowden,78,5.49,273,15
103,T103,T103,Mathias Grönberg,95,5.49,401,22
104,105,105,Brett Wetterich,88,5.47,311,17
105,106,106,Shaun Micheel,91,5.45,330,18
106,107,107,Tom Byrum,50,5.42,203,11
107,108,108,Woody Austin,95,5.41,333,18
108,109,109,Craig Kanada,109,5.4,389,21
109,T110,T110,Bob Heintz,85,5.38,279,15
110,T110,T110,Brandt Snedeker,105,5.38,353,19
111,112,112,Matt Hendrix,63,5.33,225,12
112,T113,T113,Mathew Goggin,97,5.3,453,24
113,T113,T113,Anders Hansen,55,5.3,151,8
114,T115,T115,Jeff Overton,60,5.29,227,12
115,T115,T115,Bo Van Pelt,104,5.29,397,21
116,T117,T117,Stuart Appleby,74,5.26,247,13
117,T117,T117,Johnson Wagner,97,5.26,399,21
118,119,119,Jason Bohn,57,5.24,229,12
119,120,120,Peter Lonard,85,5.23,325,17
120,121,121,Davis Love III,66,5.22,249,13
121,122,122,Rocco Mediate,72,5.18,251,13
122,123,123,Jason Dufner,100,5.15,388,20
123,T124,T124,Tom Lehman,62,5.13,234,12
124,T124,T124,Chris Riley,59,5.13,195,10
125,126,126,Hunter Mahan,91,5.06,336,17
126,127,127,Freddie Jacobson,70,5.05,277,14
127,128,128,Lucas Glover,98,5.04,357,18
128,T129,T129,Eric Axley,107,4.94,385,19
129,T129,T129,Troy Matteson,87,4.94,324,16
130,131,131,Anthony Kim,93,4.91,346,17
131,132,132,Paul Gow,70,4.88,246,12
132,133,133,Jason Gore,86,4.87,349,17
133,T134,T134,Marco Dawson,73,4.8,250,12
134,T134,T134,Stephen Leaney,82,4.8,375,18
135,136,136,Steve Allan,63,4.65,258,12
136,137,137,Kenny Perry,83,4.64,345,16
137,T138,T138,Steve Lowery,74,4.62,303,14
138,T138,T138,Carl Pettersson,111,4.62,368,17
139,140,140,Jarrod Lyle,77,4.61,304,14
140,141,141,Jim Rutledge,59,4.6,261,12
141,T142,T142,Steve Elkington,87,4.58,306,14
142,T142,T142,Trevor Immelman,74,4.58,262,12
143,T144,T144,Steve Flesch,100,4.56,351,16
144,T144,T144,Steve Wheatcroft,73,4.56,263,12
145,146,146,David Branshaw,83,4.55,330,15
146,147,147,John Senden,97,4.52,420,19
147,T148,T148,J.B. Holmes,71,4.48,290,13
148,T148,T148,Tom Johnson,74,4.48,290,13
149,150,150,Jeff Sluman,60,4.47,179,8
150,151,151,Jay Williamson,50,4.46,202,9
151,T152,T152,Chris DiMarco,79,4.44,248,11
152,T152,T152,Jim Furyk,84,4.44,293,13
153,T152,T152,Chris Tidland,59,4.44,270,12
154,155,155,Rich Beem,89,4.41,295,13
155,T156,T156,Bryce Molder,56,4.35,207,9
156,T156,T156,Justin Rose,63,4.35,161,7
157,158,158,Ted Purdy,102,4.34,392,17
158,T159,T159,John Merrick,92,4.32,417,18
159,T159,T159,Brett Quigley,79,4.32,278,12
160,161,161,Cliff Kresge,107,4.29,443,19
161,162,162,Steve Marino,106,4.27,398,17
162,163,163,Vijay Singh,102,4.26,305,13
163,164,164,Alex Cejka,80,4.24,283,12
164,165,165,Daisuke Maruyama,86,4.22,332,14
165,166,166,Brian Bateman,55,4.19,191,8
166,167,167,Doug LaBelle II,104,4.18,431,18
167,168,168,Duffy Waldorf,69,4.04,272,11
168,169,169,Charley Hoffman,97,3.97,353,14
169,T170,T170,Mark Brooks,53,3.93,178,7
170,T170,T170,John Rollins,102,3.93,356,14
171,172,172,Kirk Triplett,77,3.89,283,11
172,173,173,Bill Haas,93,3.87,362,14
173,174,174,Tim Herron,98,3.84,391,15
174,175,175,Adam Scott,69,3.81,236,9
175,176,176,Richard Johnson,93,3.8,395,15
176,177,177,Craig Barlow,52,3.79,211,8
177,178,178,Bob Tway,103,3.71,377,14
178,179,179,Boo Weekley,101,3.68,326,12
179,180,180,Retief Goosen,50,3.6,139,5
180,181,181,D.J. Trahan,99,3.56,393,14
181,182,182,Kyle Reifers,71,3.51,285,10
182,183,183,Jaco Van Zyl,51,3.48,201,7
183,184,184,Matt Kuchar,85,3.4,294,10
184,185,185,Jason Schultz,63,3.32,241,8
185,186,186,Nick Watney,87,3.31,332,11
186,187,187,Nick O'Hern,72,3.3,212,7
187,T188,T188,José Coceres,50,3.29,152,5
188,T188,T188,Darron Stiles,65,3.29,213,7
189,190,190,Billy Mayfair,98,3.26,368,12
190,T191,T191,J.J. Henry,86,2.95,339,10
191,T191,T191,Mike Weir,82,2.95,237,7
192,193,193,Stephen Ames,81,2.92,274,8
193,194,194,Ian Poulter,63,2.86,140,4
194,195,195,Phil Mickelson,73,2.44,205,5
195,196,196,Todd Hamilton,76,1.26,238,3
