,Total_1_Putts_-_10-15_RANK THIS WEEK,Total_1_Putts_-_10-15_RANK LAST WEEK,Total_1_Putts_-_10-15_PLAYER NAME,Total_1_Putts_-_10-15_ROUNDS,Total_1_Putts_-_10-15_TOTAL,Total_1_Putts_-_10-15_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_10-15_PCT OF ALL 1-PUTTS
39,T39,T39,Steve Flesch,100,68,622,10.9
40,T39,T39,Tim Herron,98,68,557,12.2
41,T39,T39,Daisuke Maruyama,86,68,509,13.4
42,T39,T39,Rocco Mediate,72,68,468,14.5
43,44,44,Richard Johnson,93,67,548,12.2
44,T45,T45,Brian Davis,101,66,606,10.9
45,T45,T45,J.P. Hayes,89,66,577,11.4
46,T45,T45,Kent Jones,97,66,602,11.0
47,T45,T45,Ryan Moore,92,66,542,12.2
48,T45,T45,Sean O'Hair,98,66,596,11.1
49,T45,T45,Carl Pettersson,111,66,672,9.8
50,T45,T45,Joey Sindelar,75,66,417,15.8
51,T45,T45,Charles Warren,101,66,601,11.0
52,T53,T53,Andrew Buckle,77,65,484,13.4
53,T53,T53,Jason Dufner,100,65,592,11.0
54,T53,T53,Bill Haas,93,65,552,11.8
55,T53,T53,D.J. Trahan,99,65,597,10.9
56,57,57,Mathias Grönberg,95,64,628,10.2
57,T58,T58,Stephen Ames,81,63,423,14.9
58,T58,T58,Rich Barcelo,80,63,524,12.0
59,T58,T58,Cameron Beckman,96,63,560,11.3
60,T58,T58,Jason Gore,86,63,551,11.4
61,T58,T58,Mark Hensby,81,63,526,12.0
62,T58,T58,Freddie Jacobson,70,63,501,12.6
63,T58,T58,Anthony Kim,93,63,555,11.4
64,T58,T58,Vaughn Taylor,91,63,527,12.0
65,T66,T66,Glen Day,85,62,507,12.2
66,T66,T66,Bob Heintz,85,62,535,11.6
67,T66,T66,Matt Kuchar,85,62,498,12.4
68,T66,T66,Jeff Maggert,79,62,522,11.9
69,T70,T70,Lucas Glover,98,61,545,11.2
70,T70,T70,Charlie Wi,90,61,576,10.6
71,T72,T72,Steve Elkington,87,60,523,11.5
72,T72,T72,Doug LaBelle II,104,60,612,9.8
73,T72,T72,Parker McLachlin,83,60,535,11.2
74,T75,T75,Stewart Cink,91,59,507,11.6
75,T75,T75,Mathew Goggin,97,59,577,10.2
76,T75,T75,John Rollins,102,59,603,9.8
77,T78,T78,Billy Andrade,88,58,527,11.0
78,T78,T78,Aaron Baddeley,83,58,516,11.2
79,T78,T78,K.J. Choi,87,58,493,11.8
80,T78,T78,Jesper Parnevik,88,58,558,10.4
81,T78,T78,Vijay Singh,102,58,592,9.8
82,T83,T83,Chris Couch,76,57,509,11.2
83,T83,T83,Marco Dawson,73,57,472,12.1
84,T83,T83,Todd Hamilton,76,57,407,14.0
85,T83,T83,J.J. Henry,86,57,427,13.3
86,T83,T83,Tripp Isenhour,86,57,517,11.0
87,T83,T83,Jarrod Lyle,77,57,486,11.7
88,T89,T89,Tommy Armour III,81,56,440,12.7
89,T89,T89,Alex Cejka,80,56,503,11.1
90,T89,T89,Stephen Leaney,82,56,483,11.6
91,T89,T89,Peter Lonard,85,56,510,11.0
92,T89,T89,Nick Watney,87,56,473,11.8
93,94,94,Rory Sabbatini,81,55,502,11.0
94,T95,T95,Robert Allenby,90,54,483,11.2
95,T95,T95,Jonathan Byrd,73,54,475,11.4
96,T95,T95,Charles Howell III,89,54,446,12.1
97,T95,T95,Jerry Kelly,101,54,531,10.2
98,T95,T95,Brett Quigley,79,54,425,12.7
99,T95,T95,Bubba Watson,80,54,471,11.5
100,T101,T101,Rich Beem,89,53,493,10.8
101,T101,T101,Scott Gutschewski,67,53,385,13.8
102,T101,T101,Troy Matteson,87,53,536,9.9
103,T101,T101,Michael Putnam,96,53,505,10.5
104,T105,T105,Craig Bowden,78,52,486,10.7
105,T105,T105,David Branshaw,83,52,497,10.5
106,T105,T105,Bart Bryant,87,52,507,10.3
107,T105,T105,J.B. Holmes,71,52,427,12.2
108,T105,T105,Shaun Micheel,91,52,462,11.3
109,T105,T105,Chris Riley,59,52,408,12.7
110,T105,T105,Mike Weir,82,52,421,12.4
111,T112,T112,Chad Campbell,96,51,464,11.0
112,T112,T112,Fred Funk,65,51,372,13.7
113,T112,T112,Jeff Gove,103,51,569,9.0
114,T112,T112,Zach Johnson,76,51,436,11.7
115,T112,T112,Craig Lile,77,51,507,10.1
116,T117,T117,Harrison Frazar,88,50,496,10.1
117,T117,T117,Lee Janzen,66,50,340,14.7
118,T117,T117,Geoff Ogilvy,84,50,471,10.6
119,T117,T117,Rod Pampling,92,50,498,10.0
120,T117,T117,Kyle Reifers,71,50,410,12.2
121,T117,T117,Steve Wheatcroft,73,50,420,11.9
122,T117,T117,Mark Wilson,87,50,486,10.3
123,T124,T124,Gavin Coles,87,49,549,8.9
124,T124,T124,Tom Johnson,74,49,418,11.7
125,T124,T124,Steve Lowery,74,49,462,10.6
126,T124,T124,John Merrick,92,49,507,9.7
127,T124,T124,Dicky Pride,71,49,434,11.3
128,T124,T124,Johnson Wagner,97,49,552,8.9
129,T124,T124,Brett Wetterich,88,49,452,10.8
130,T131,T131,Steve Allan,63,48,376,12.8
131,T131,T131,Bryce Molder,56,48,341,14.1
132,T131,T131,Adam Scott,69,48,385,12.5
133,T131,T131,Steve Stricker,81,48,488,9.8
134,T135,T135,Stuart Appleby,74,47,419,11.2
135,T135,T135,D.J. Brigman,67,47,351,13.4
136,T135,T135,Tim Clark,66,47,426,11.0
137,T135,T135,Luke Donald,69,47,377,12.5
138,T135,T135,Matt Hendrix,63,47,352,13.4
139,T135,T135,Kevin Sutherland,85,47,457,10.3
140,T135,T135,Kirk Triplett,77,47,446,10.5
141,T142,T142,Paul Gow,70,46,385,11.9
142,T142,T142,Hunter Mahan,91,46,480,9.6
143,T142,T142,Kenny Perry,83,46,500,9.2
144,T142,T142,David Toms,80,46,458,10.0
145,T146,T146,Michael Allen,74,45,429,10.5
146,T146,T146,Jim Furyk,84,45,447,10.1
147,T148,T148,Sergio Garcia,68,44,397,11.1
148,T148,T148,Pat Perez,84,44,455,9.7
149,T148,T148,Jason Schultz,63,44,362,12.2
150,T148,T148,Scott Verplank,82,44,421,10.5
151,T148,T148,Camilo Villegas,82,44,486,9.1
152,T153,T153,Jason Bohn,57,42,361,11.6
153,T153,T153,Ben Curtis,80,42,444,9.5
154,T153,T153,Nick O'Hern,72,42,384,10.9
155,T153,T153,Arron Oberholser,69,42,396,10.6
156,T153,T153,Henrik Stenson,52,42,258,16.3
157,T153,T153,Chris Tidland,59,42,350,12.0
158,T153,T153,Duffy Waldorf,69,42,372,11.3
159,T160,T160,Chris DiMarco,79,41,436,9.4
160,T160,T160,Greg Owen,81,41,441,9.3
161,T160,T160,Michael Sim,52,41,356,11.5
162,T160,T160,Kevin Stadler,95,41,466,8.8
163,T164,T164,Michael Boyd,61,40,364,11.0
164,T164,T164,Chris Stroud,66,40,383,10.4
165,T164,T164,Tiger Woods,63,40,313,12.8
166,T167,T167,John Daly,59,39,337,11.6
167,T167,T167,Jeff Overton,60,39,361,10.8
168,T169,T169,Padraig Harrington,64,38,368,10.3
169,T169,T169,Phil Mickelson,73,38,375,10.1
170,T169,T169,Justin Rose,63,38,284,13.4
171,T172,T172,Jeff Brehaut,59,37,323,11.5
172,T172,T172,Corey Pavin,81,37,510,7.3
173,T172,T172,Ian Poulter,63,37,287,12.9
174,T172,T172,Jaco Van Zyl,51,37,307,12.1
175,T176,T176,Joe Durant,88,36,432,8.3
176,T176,T176,Paul Goydos,60,36,362,9.9
177,T176,T176,Jeff Sluman,60,36,269,13.4
178,T179,T179,Ernie Els,59,35,309,11.3
179,T179,T179,Tag Ridings,52,35,330,10.6
180,T181,T181,Darron Stiles,65,34,336,10.1
181,T181,T181,Jay Williamson,50,34,337,10.1
182,183,183,Bubba Dickerson,51,33,296,11.1
183,T184,T184,Craig Barlow,52,32,288,11.1
184,T184,T184,Davis Love III,66,32,331,9.7
185,186,186,Brian Bateman,55,31,323,9.6
186,T187,T187,José María Olazábal,52,30,281,10.7
187,T187,T187,Paul Stankowski,52,30,283,10.6
188,T189,T189,Trevor Immelman,74,28,346,8.1
189,T189,T189,Tom Lehman,62,28,314,8.9
190,191,191,Mark Brooks,53,27,269,10.0
191,192,192,Tom Byrum,50,26,260,10.0
192,T193,T193,Retief Goosen,50,25,241,10.4
193,T193,T193,Anders Hansen,55,25,221,11.3
194,195,195,José Coceres,50,22,309,7.1
195,196,196,Jim Rutledge,59,20,277,7.2
