,Putting_from_4-8_RANK THIS WEEK,Putting_from_4-8_RANK LAST WEEK,Putting_from_4-8_PLAYER NAME,Putting_from_4-8_ROUNDS,Putting_from_4-8_% MADE,Putting_from_4-8_ATTEMPTS,Putting_from_4-8_PUTTS MADE
0,1,1,Arron Oberholser,69,78.07,228,178
1,T2,T2,Tim Clark,66,75.53,237,179
2,T2,T2,Brandt Snedeker,105,75.53,331,250
3,4,4,Zach Johnson,76,75.4,252,190
4,5,5,Jesper Parnevik,88,75.39,321,242
5,6,6,Rory Sabbatini,81,75.26,287,216
6,7,7,Doug LaBelle II,104,74.58,413,308
7,8,8,John Rollins,102,74.39,367,273
8,9,9,Cliff Kresge,107,74.28,451,335
9,10,10,Jay Williamson,50,74.26,202,150
10,11,11,Aaron Baddeley,83,74.24,264,196
11,12,12,Gavin Coles,87,74.23,357,265
12,13,13,George McNeill,95,73.49,332,244
13,14,14,Richard Johnson,93,73.18,343,251
14,T15,T15,Tommy Armour III,81,73.13,268,196
15,T15,T15,Craig Lile,77,73.13,268,196
16,17,17,Camilo Villegas,82,72.97,259,189
17,18,18,Nathan Green,103,72.95,366,267
18,19,19,Tom Byrum,50,72.94,170,124
19,20,20,K.J. Choi,87,72.76,279,203
20,21,21,D.J. Brigman,67,72.56,215,156
21,22,22,Ryuji Imada,104,72.31,390,282
22,23,23,Phil Mickelson,73,72.2,241,174
23,24,24,Freddie Jacobson,70,72.12,269,194
24,25,25,Kevin Na,84,72.11,355,256
25,26,26,Steve Stricker,81,72.09,258,186
26,27,27,Bubba Watson,80,71.86,263,189
27,28,28,Hunter Mahan,91,71.79,312,224
28,29,29,Mathias Grönberg,95,71.63,416,298
29,30,30,Dean Wilson,92,71.57,306,219
30,31,31,Retief Goosen,50,71.54,130,93
31,32,32,Dicky Pride,71,71.38,276,197
32,33,33,Steve Wheatcroft,73,71.33,279,199
33,34,34,Charlie Wi,90,71.28,296,211
34,35,35,John Daly,59,71.19,243,173
35,36,36,Tripp Isenhour,86,71.08,332,236
36,37,37,Chris DiMarco,79,70.94,265,188
37,38,38,Scott Gutschewski,67,70.92,251,178
38,39,39,Jeff Overton,60,70.9,244,173
39,40,40,Heath Slocum,101,70.7,355,251
40,41,41,Paul Stankowski,52,70.65,201,142
41,42,42,Rich Barcelo,80,70.53,285,201
42,43,43,Tom Pernice Jr.,104,70.47,359,253
43,44,44,Stephen Leaney,82,70.34,290,204
44,45,45,Stewart Cink,91,70.27,296,208
45,T46,T46,Glen Day,85,70.06,314,220
46,T46,T46,Tag Ridings,52,70.06,177,124
47,48,48,Bo Van Pelt,104,70.02,437,306
48,49,49,Brian Gay,107,70.0,390,273
49,50,50,Fred Funk,65,69.91,226,158
50,51,51,Woody Austin,95,69.86,438,306
51,52,52,Mark Hensby,81,69.84,315,220
52,53,53,Matt Kuchar,85,69.79,288,201
53,54,54,Joe Ogilvie,102,69.64,392,273
54,55,55,Craig Bowden,78,69.62,339,236
55,T56,T56,Mark Brooks,53,69.54,151,105
56,T56,T56,Parker McLachlin,83,69.54,325,226
57,58,58,Michael Boyd,61,69.48,213,148
58,59,59,Jeff Brehaut,59,69.4,232,161
59,60,60,Jim Rutledge,59,69.39,196,136
60,T61,T61,Frank Lickliter II,95,69.27,371,257
61,T61,T61,John Mallinger,96,69.27,371,257
62,T61,T61,Michael Sim,52,69.27,218,151
63,64,64,Ryan Moore,92,69.23,325,225
64,65,65,Shigeki Maruyama,84,69.12,340,235
65,66,66,Joey Sindelar,75,69.11,246,170
66,67,67,Charles Howell III,89,69.06,278,192
67,68,68,Craig Kanada,109,69.02,410,283
68,69,69,Bob Estes,88,68.99,316,218
69,70,70,Chris Tidland,59,68.95,219,151
70,71,71,José María Olazábal,52,68.9,164,113
71,72,72,Eric Axley,107,68.84,398,274
72,T73,T73,Jonathan Byrd,73,68.59,277,190
73,T73,T73,Marco Dawson,73,68.59,277,190
74,75,75,Jason Dufner,100,68.56,423,290
75,T76,T76,Lucas Glover,98,68.5,327,224
76,T76,T76,Steve Marino,106,68.5,419,287
77,78,78,Ken Duke,112,68.45,393,269
78,79,79,Briny Baird,115,68.39,446,305
79,80,80,Corey Pavin,81,68.35,316,216
80,81,81,Paul Goydos,60,68.33,221,151
81,T82,T82,Ryan Palmer,91,68.29,328,224
82,T82,T82,Henrik Stenson,52,68.29,164,112
83,84,84,Chris Stroud,66,68.15,248,169
84,85,85,Steve Elkington,87,68.14,317,216
85,86,86,Brett Quigley,79,68.11,254,173
86,87,87,Vaughn Taylor,91,68.09,329,224
87,88,88,Sean O'Hair,98,68.05,385,262
88,T89,T89,Cameron Beckman,96,68.01,397,270
89,T89,T89,Tim Petrovic,106,68.01,397,270
90,91,91,Vijay Singh,102,68.0,350,238
91,92,92,David Toms,80,67.96,284,193
92,93,93,Bob Tway,103,67.93,343,233
93,94,94,Stephen Ames,81,67.9,271,184
94,95,95,J.P. Hayes,89,67.88,358,243
95,96,96,Daniel Chopra,106,67.85,395,268
96,97,97,Mark Calcavecchia,93,67.82,348,236
97,98,98,Charley Hoffman,97,67.78,360,244
98,99,99,Andrew Buckle,77,67.74,310,210
99,100,100,Chris Couch,76,67.72,316,214
100,101,101,Kent Jones,97,67.68,393,266
101,102,102,David Branshaw,83,67.65,306,207
102,103,103,Trevor Immelman,74,67.63,241,163
103,T104,T104,Steve Allan,63,67.58,219,148
104,T104,T104,Kirk Triplett,77,67.58,330,223
105,106,106,Duffy Waldorf,69,67.51,237,160
106,107,107,José Coceres,50,67.49,203,137
107,108,108,Kenny Perry,83,67.48,329,222
108,109,109,Jaco Van Zyl,51,67.45,212,143
109,110,110,Jeff Maggert,79,67.43,350,236
110,111,111,Brian Davis,101,67.34,395,266
111,112,112,J.J. Henry,86,67.29,266,179
112,113,113,Jason Gore,86,67.27,388,261
113,114,114,Chris Riley,59,67.26,226,152
114,115,115,Troy Matteson,87,67.22,299,201
115,116,116,Mark Wilson,87,67.17,332,223
116,117,117,Brian Bateman,55,67.13,216,145
117,118,118,Jeff Quinney,95,67.04,355,238
118,T119,T119,Mathew Goggin,97,66.94,372,249
119,T119,T119,Billy Mayfair,98,66.94,366,245
120,T119,T119,John Senden,97,66.94,366,245
121,122,122,Kevin Sutherland,85,66.9,287,192
122,123,123,Tiger Woods,63,66.87,166,111
123,124,124,Bill Haas,93,66.84,383,256
124,T125,T125,Bryce Molder,56,66.83,205,137
125,T125,T125,Carl Pettersson,111,66.83,416,278
126,T127,T127,Luke Donald,69,66.81,229,153
127,T127,T127,Paul Gow,70,66.81,238,159
128,T129,T129,Padraig Harrington,64,66.67,183,122
129,T129,T129,Nick O'Hern,72,66.67,216,144
130,T129,T129,Michael Putnam,96,66.67,339,226
131,T132,T132,Harrison Frazar,88,66.57,329,219
132,T132,T132,Ted Purdy,102,66.57,350,233
133,134,134,Jerry Kelly,101,66.45,313,208
134,135,135,Kyle Reifers,71,66.42,274,182
135,136,136,Ryan Armour,107,66.41,390,259
136,137,137,Johnson Wagner,97,66.38,351,233
137,T138,T138,Steve Lowery,74,66.35,312,207
138,T138,T138,Adam Scott,69,66.35,208,138
139,140,140,Mike Weir,82,66.32,288,191
140,T141,T141,Brendon de Jonge,76,66.3,270,179
141,T141,T141,Robert Garrigus,95,66.3,365,242
142,T141,T141,Geoff Ogilvy,84,66.3,273,181
143,T144,T144,Bart Bryant,87,66.23,305,202
144,T144,T144,Pat Perez,84,66.23,305,202
145,146,146,Jarrod Lyle,77,66.08,283,187
146,147,147,Tim Herron,98,66.03,365,241
147,148,148,Ben Curtis,80,65.91,264,174
148,149,149,Rich Beem,89,65.77,298,196
149,150,150,Rod Pampling,92,65.75,327,215
150,151,151,Ernie Els,59,65.71,175,115
151,152,152,John Merrick,92,65.64,358,235
152,153,153,Shaun Micheel,91,65.61,285,187
153,154,154,Michael Allen,74,65.52,232,152
154,155,155,Tom Johnson,74,65.47,278,182
155,156,156,Robert Allenby,90,65.45,301,197
156,157,157,Tom Lehman,62,65.41,185,121
157,158,158,Joe Durant,88,65.38,312,204
158,T159,T159,Ian Poulter,63,65.32,173,113
159,T159,T159,Boo Weekley,101,65.32,346,226
160,161,161,Anthony Kim,93,65.26,380,248
161,162,162,Todd Hamilton,76,65.22,253,165
162,163,163,Steve Flesch,100,64.97,374,243
163,164,164,Charles Warren,101,64.9,396,257
164,165,165,Peter Lonard,85,64.87,316,205
165,166,166,Nick Watney,87,64.74,329,213
166,T167,T167,Matt Hendrix,63,64.57,223,144
167,T167,T167,D.J. Trahan,99,64.57,381,246
168,169,169,Chad Campbell,96,64.44,329,212
169,170,170,Sergio Garcia,68,64.36,202,130
170,171,171,Will MacKenzie,100,64.34,415,267
171,T172,T172,Robert Gamez,88,64.24,316,203
172,T172,T172,Bob Heintz,85,64.24,288,185
173,174,174,Rocco Mediate,72,64.14,290,186
174,175,175,Darron Stiles,65,64.11,248,159
175,176,176,Craig Barlow,52,64.08,206,132
176,177,177,Bubba Dickerson,51,64.04,203,130
177,178,178,Jason Schultz,63,63.95,233,149
178,179,179,Justin Leonard,95,63.77,334,213
179,180,180,Brett Wetterich,88,63.53,340,216
180,181,181,Billy Andrade,88,63.41,317,201
181,182,182,J.B. Holmes,71,63.33,300,190
182,183,183,Scott Verplank,82,63.24,253,160
183,184,184,Jeff Sluman,60,63.22,174,110
184,185,185,Jeff Gove,103,63.18,421,266
185,186,186,Lee Janzen,66,63.13,217,137
186,187,187,Daisuke Maruyama,86,62.96,351,221
187,188,188,Kevin Stadler,95,62.78,352,221
188,189,189,Justin Rose,63,62.7,185,116
189,190,190,Davis Love III,66,62.33,223,139
190,191,191,Anders Hansen,55,62.02,129,80
191,192,192,Alex Cejka,80,61.9,315,195
192,193,193,Jim Furyk,84,61.54,247,152
193,194,194,Jason Bohn,57,61.32,212,130
194,195,195,Stuart Appleby,74,61.19,268,164
195,196,196,Greg Owen,81,59.49,316,188
