,3-Putts_per_Round_RANK THIS WEEK,3-Putts_per_Round_RANK LAST WEEK,3-Putts_per_Round_PLAYER NAME,3-Putts_per_Round_ROUNDS,3-Putts_per_Round_AVG,3-Putts_per_Round_TOTAL 3 PUTTS,3-Putts_per_Round_TOTAL ROUNDS
0,1,1,Kyle Reifers,71,0.87,62,71
1,T2,T2,Darron Stiles,65,0.86,56,65
2,T2,T2,Jaco Van Zyl,51,0.86,44,51
3,4,4,Brett Wetterich,88,0.85,74,87
4,5,5,Robert Allenby,90,0.84,75,89
5,6,6,J.B. Holmes,71,0.83,59,71
6,T7,T7,Jeff Gove,103,0.81,83,103
7,T7,T7,Greg Owen,81,0.81,66,81
8,9,9,Sean O'Hair,98,0.8,78,98
9,10,10,Joe Durant,88,0.79,69,87
10,T11,T11,Billy Andrade,88,0.78,69,88
11,T11,T11,Will MacKenzie,100,0.78,78,100
12,T11,T11,Jim Rutledge,59,0.78,46,59
13,T11,T11,Kirk Triplett,77,0.78,60,77
14,T11,T11,Charles Warren,101,0.78,79,101
15,T16,T16,Mathew Goggin,97,0.77,75,97
16,T16,T16,John Merrick,92,0.77,71,92
17,T18,T18,Brian Bateman,55,0.76,42,55
18,T18,T18,Rich Beem,89,0.76,68,89
19,T18,T18,Jason Dufner,100,0.76,76,100
20,T18,T18,Steve Lowery,74,0.76,56,74
21,T22,T22,Woody Austin,95,0.74,70,95
22,T22,T22,Tom Johnson,74,0.74,55,74
23,T22,T22,Nick Watney,87,0.74,64,87
24,T25,T25,Craig Barlow,52,0.73,38,52
25,T25,T25,Jeff Brehaut,59,0.73,43,59
26,T25,T25,Chad Campbell,96,0.73,66,90
27,T25,T25,John Daly,59,0.73,43,59
28,T25,T25,Shaun Micheel,91,0.73,64,88
29,T25,T25,D.J. Trahan,99,0.73,72,99
30,T25,T25,Bubba Watson,80,0.73,58,80
31,T32,T32,Chris Couch,76,0.72,55,76
32,T32,T32,Steve Flesch,100,0.72,72,100
33,T34,T34,Jason Gore,86,0.71,61,86
34,T34,T34,Davis Love III,66,0.71,46,65
35,T34,T34,John Senden,97,0.71,69,97
36,T34,T34,Steve Wheatcroft,73,0.71,52,73
37,T38,T38,Briny Baird,115,0.7,81,115
38,T38,T38,Harrison Frazar,88,0.7,62,88
39,T40,T40,D.J. Brigman,67,0.69,46,67
40,T40,T40,Steve Marino,106,0.69,73,106
41,T40,T40,Kevin Stadler,95,0.69,66,95
42,T43,T43,Andrew Buckle,77,0.68,52,77
43,T43,T43,Jerry Kelly,101,0.68,69,101
44,T43,T43,Justin Rose,63,0.68,40,59
45,T46,T46,David Branshaw,83,0.67,56,83
46,T46,T46,Kent Jones,97,0.67,65,97
47,T46,T46,Ian Poulter,63,0.67,40,60
48,T46,T46,Jason Schultz,63,0.67,42,63
49,T46,T46,Jeff Sluman,60,0.67,40,60
50,T46,T46,Boo Weekley,101,0.67,68,101
51,T52,T52,Tom Byrum,50,0.66,33,50
52,T52,T52,Fred Funk,65,0.66,43,65
53,T52,T52,Trevor Immelman,74,0.66,45,68
54,T52,T52,John Mallinger,96,0.66,63,96
55,T52,T52,Daisuke Maruyama,86,0.66,57,86
56,T52,T52,Troy Matteson,87,0.66,57,87
57,T58,T58,Jason Bohn,57,0.65,37,57
58,T58,T58,Mark Calcavecchia,93,0.65,60,93
59,T58,T58,Robert Garrigus,95,0.65,62,95
60,T58,T58,Frank Lickliter II,95,0.65,62,95
61,T58,T58,Ryan Moore,92,0.65,60,92
62,T58,T58,Kenny Perry,83,0.65,54,83
63,T58,T58,Michael Putnam,96,0.65,62,96
64,T65,T65,Stuart Appleby,74,0.64,47,73
65,T65,T65,José Coceres,50,0.64,32,50
66,T67,T67,Scott Gutschewski,67,0.63,42,67
67,T67,T67,Billy Mayfair,98,0.63,62,98
68,T67,T67,Geoff Ogilvy,84,0.63,49,78
69,T67,T67,John Rollins,102,0.63,64,101
70,T67,T67,Joey Sindelar,75,0.63,47,75
71,T72,T72,Bill Haas,93,0.62,58,93
72,T72,T72,Duffy Waldorf,69,0.62,43,69
73,T74,T74,Cameron Beckman,96,0.61,59,96
