,Career_Money_Leaders_RANK THIS WEEK,Career_Money_Leaders_RANK LAST WEEK,Career_Money_Leaders_PLAYER NAME,Career_Money_Leaders_MONEY
63,64,64,Steve Jones,"$5,813,955"
64,65,65,Fuzzy Zoeller,"$5,803,343"
65,66,66,Peter Jacobsen,"$5,788,270"
66,67,67,Jack Nicklaus,"$5,713,991"
67,68,68,Chris DiMarco,"$5,680,474"
68,69,69,Dudley Hart,"$5,678,502"
69,70,70,"Jim Gallagher, Jr.","$5,647,072"
70,71,71,Raymond Floyd,"$5,323,075"
71,72,72,Mark McCumber,"$5,309,688"
72,73,73,Gil Morgan,"$5,259,164"
73,74,74,Dan Forsman,"$5,240,555"
74,75,75,Bernhard Langer,"$5,238,139"
75,76,76,Nick Faldo,"$5,237,051"
76,77,77,Russ Cochran,"$5,064,876"
77,78,78,Robert Allenby,"$4,961,348"
78,79,79,Glen Day,"$4,831,450"
79,80,80,Tim Herron,"$4,830,607"
80,81,81,Jay Don Blake,"$4,824,557"
81,82,82,Blaine McCallister,"$4,767,636"
82,83,83,Sergio Garcia,"$4,737,889"
83,84,84,D.A. Weibring,"$4,712,371"
84,85,85,Wayne Levi,"$4,688,679"
85,86,86,Mike Reid,"$4,686,774"
86,87,87,Frank Lickliter II,"$4,664,229"
87,88,88,Steve Flesch,"$4,562,864"
88,89,89,Scott McCarron,"$4,508,564"
89,90,90,Craig Parry,"$4,449,875"
90,91,91,David Edwards,"$4,352,039"
91,92,92,Mark Wiebe,"$4,289,025"
92,93,93,Tom Purtzer,"$4,134,028"
93,94,94,Mike Hulbert,"$4,118,760"
94,95,95,José María Olazábal,"$4,117,263"
95,96,96,Joe Durant,"$4,078,422"
96,97,97,Rick Fehr,"$4,012,299"
97,98,98,Skip Kendall,"$4,005,545"
98,99,99,Carlos Franco,"$3,997,869"
99,100,100,Kevin Sutherland,"$3,963,246"
100,101,101,John Mahaffey,"$3,876,852"
101,102,102,Larry Nelson,"$3,827,401"
102,103,103,Ted Tryba,"$3,825,093"
103,104,104,Brent Geiberger,"$3,786,092"
104,105,105,Paul Stankowski,"$3,733,168"
105,106,106,Jerry Kelly,"$3,725,945"
106,107,107,Tom Byrum,"$3,718,527"
107,108,108,John Daly,"$3,678,947"
108,109,109,Grant Waite,"$3,630,167"
109,110,110,Ken Green,"$3,620,360"
110,111,111,Nolan Henke,"$3,586,353"
111,112,112,Andy Bean,"$3,523,230"
112,113,113,Greg Kraft,"$3,518,752"
113,114,114,Brandel Chamblee,"$3,513,474"
114,115,115,Jim Carter,"$3,491,580"
115,116,116,Brad Bryant,"$3,486,832"
116,117,117,Lee Trevino,"$3,478,328"
117,118,118,Olin Browne,"$3,408,498"
118,119,119,Tim Simpson,"$3,406,017"
119,120,120,Tommy Armour III,"$3,377,524"
120,121,121,Donnie Hammond,"$3,351,412"
121,122,122,Gene Sauers,"$3,337,178"
122,123,123,Don Pooley,"$3,296,615"
123,124,124,Dennis Paulson,"$3,271,500"
124,125,125,Tom Pernice Jr.,"$3,267,165"
125,126,126,Phil Blackmar,"$3,226,584"
126,127,127,Neal Lancaster,"$3,192,579"
127,128,128,Notah Begay III,"$3,175,174"
128,129,129,David Peoples,"$3,152,334"
129,130,130,Paul Goydos,"$3,147,101"
130,131,131,Dan Pohl,"$3,076,987"
131,132,132,Ronnie Black,"$3,056,062"
132,133,133,Robert Damron,"$3,043,738"
133,134,134,Bob Gilder,"$3,032,108"
134,135,135,Fulton Allem,"$3,023,057"
135,136,136,Tommy Tolles,"$3,022,074"
136,137,137,Joel Edwards,"$2,970,049"
137,138,138,Shigeki Maruyama,"$2,968,620"
138,139,139,Jonathan Kaye,"$2,918,534"
139,140,140,Robert Gamez,"$2,918,505"
140,141,141,Michael Bradley,"$2,865,563"
141,142,142,David Ogrin,"$2,836,039"
142,143,143,Bobby Wadkins,"$2,822,418"
143,144,144,Jodie Mudd,"$2,806,955"
144,145,145,Len Mattiace,"$2,806,445"
145,146,146,Franklin Langham,"$2,805,185"
146,147,147,J.P. Hayes,"$2,804,489"
147,148,148,Brian Henninger,"$2,758,915"
148,149,149,Johnny Miller,"$2,747,484"
149,150,150,Howard Twitty,"$2,713,551"
150,151,151,Doug Tewell,"$2,705,543"
151,152,152,Rory Sabbatini,"$2,682,446"
152,153,153,Woody Austin,"$2,637,059"
153,154,154,Brad Fabel,"$2,629,986"
154,155,155,Scott Gump,"$2,611,527"
155,156,156,Hubert Green,"$2,591,959"
156,157,157,Sandy Lyle,"$2,524,254"
157,158,158,Jay Delsing,"$2,449,431"
158,159,159,Frank Nobilo,"$2,428,512"
159,160,160,Bob Lohr,"$2,417,060"
160,161,161,Gary Hallberg,"$2,408,745"
161,162,162,Harrison Frazar,"$2,393,594"
162,163,163,Willie Wood,"$2,392,785"
163,164,164,Jim McGovern,"$2,386,892"
164,165,165,Joe Ozaki,"$2,382,228"
165,166,166,Mike Springer,"$2,379,921"
166,167,167,Dave Barr,"$2,376,399"
167,168,168,Keith Clearwater,"$2,365,698"
168,169,169,Scott Dunlap,"$2,343,697"
169,170,170,Billy Ray Brown,"$2,330,389"
170,171,171,Calvin Peete,"$2,302,363"
171,172,172,Mike Sullivan,"$2,295,735"
172,173,173,Lennie Clements,"$2,280,766"
173,174,174,Ed Fiori,"$2,270,198"
174,175,175,Stephen Ames,"$2,259,659"
175,176,176,Tom Weiskopf,"$2,241,687"
176,177,177,Chris Riley,"$2,226,737"
177,178,178,Bob May,"$2,213,866"
178,179,179,Roger Maltbie,"$2,212,879"
179,180,180,J.C. Snead,"$2,197,545"
180,181,181,Brian Claar,"$2,194,593"
181,182,182,Clarence Rose,"$2,155,380"
182,183,183,J.L. Lewis,"$2,133,906"
183,184,184,Esteban Toledo,"$2,132,477"
184,185,185,Greg Chalmers,"$2,128,565"
185,186,186,Ian Baker-Finch,"$2,078,743"
186,187,187,Wayne Grady,"$2,056,553"
187,188,188,Tom Scherrer,"$2,046,219"
188,189,189,Brian Watts,"$2,031,627"
189,190,190,John Adams,"$2,019,582"
190,191,191,Larry Rinker,"$2,003,196"
191,192,192,Pete Jordan,"$2,002,389"
192,193,193,Bradley Hughes,"$2,000,312"
193,194,194,Gabriel Hjertstedt,"$1,972,190"
194,195,195,Mike Donald,"$1,970,260"
195,196,196,Jim Thorpe,"$1,935,566"
196,197,197,David Graham,"$1,888,731"
197,198,198,Dave Rummells,"$1,862,161"
198,199,199,Arnold Palmer,"$1,861,857"
199,200,200,Trevor Dodds,"$1,855,927"
200,201,201,Brian Gay,"$1,855,718"
201,202,202,Gary Player,"$1,834,482"
202,203,203,Leonard Thompson,"$1,819,028"
203,204,204,Bill Britton,"$1,814,615"
204,205,205,Brett Quigley,"$1,811,378"
205,206,206,Mark Lye,"$1,800,654"
206,207,207,George Burns,"$1,781,090"
207,208,208,Richard Zokol,"$1,767,805"
208,209,209,Robin Freeman,"$1,711,299"
209,210,210,Morris Hatalsky,"$1,707,280"
210,211,211,Bruce Fleisher,"$1,695,111"
211,212,212,Billy Casper,"$1,691,583"
212,213,213,Mike Standly,"$1,688,491"
213,214,214,Bob Murphy,"$1,642,330"
214,215,215,Ted Schulz,"$1,638,795"
215,216,216,Gary Koch,"$1,629,482"
216,217,217,Jerry Pate,"$1,618,874"
217,218,218,Lon Hinkle,"$1,607,691"
218,219,219,Kenny Knox,"$1,607,180"
219,220,220,Gene Littler,"$1,584,210"
220,221,221,Jack Renner,"$1,579,090"
221,222,222,Curt Byrum,"$1,576,535"
222,223,223,Miller Barber,"$1,564,204"
223,224,224,Mark Hayes,"$1,555,739"
224,225,225,Jim Colbert,"$1,553,136"
225,226,226,Bob Eastwood,"$1,546,106"
226,227,227,José Coceres,"$1,542,337"
227,228,228,Keith Fergus,"$1,525,554"
228,229,229,Cameron Beckman,"$1,515,078"
229,230,230,Kelly Gibson,"$1,507,337"
230,231,231,Buddy Gardner,"$1,491,943"
231,232,232,Dicky Pride,"$1,465,623"
232,233,233,David Sutherland,"$1,455,549"
233,234,234,Retief Goosen,"$1,450,509"
234,235,235,"Dave Stockton, Jr.","$1,443,621"
235,236,236,Carl Paulson,"$1,430,775"
236,237,237,Chris Smith,"$1,423,491"
237,238,238,Bobby Clampett,"$1,423,000"
238,239,239,Robert Wrenn,"$1,422,635"
239,240,240,Jay Williamson,"$1,406,035"
240,241,241,Billy Kratzert,"$1,396,819"
241,242,242,Bill Rogers,"$1,384,710"
242,243,243,Bruce Crampton,"$1,376,193"
243,244,244,Jean Van de Velde,"$1,365,789"
244,245,245,Andy North,"$1,365,530"
245,246,246,Doug Barron,"$1,341,816"
246,247,247,Matt Gogel,"$1,339,825"
247,248,248,Ed Dougherty,"$1,323,769"
248,249,249,Rich Beem,"$1,321,001"
249,250,250,Tom Sieckmann,"$1,310,647"
250,251,251,Dave Stockton,"$1,303,281"
251,252,252,Marco Dawson,"$1,299,126"
252,253,253,Denis Watson,"$1,288,621"
253,254,254,Edward Fryatt,"$1,276,218"
254,255,255,Al Geiberger,"$1,265,188"
255,256,256,Brandt Jobe,"$1,251,283"
256,257,257,Barry Cheesman,"$1,248,032"
257,258,258,Miguel Angel Jiménez,"$1,231,319"
258,259,259,Danny Edwards,"$1,212,304"
259,260,260,Dan Halldorson,"$1,188,289"
260,261,261,Charles Coody,"$1,187,762"
261,262,262,Dave Eichelberger,"$1,186,505"
262,263,263,Tony Sills,"$1,173,361"
263,264,264,Joe Ogilvie,"$1,150,275"
264,265,265,Don January,"$1,140,925"
265,266,266,Craig Barlow,"$1,137,315"
266,267,267,Dave Hill,"$1,130,420"
267,268,268,Bob Burns,"$1,119,649"
268,269,269,Guy Boros,"$1,118,514"
269,270,270,Brad Elder,"$1,112,547"
270,271,271,Dick Mast,"$1,110,985"
271,272,272,K.J. Choi,"$1,106,071"
272,273,273,John Morse,"$1,102,529"
273,274,274,Michael Clark II,"$1,091,812"
274,275,275,John Inman,"$1,087,947"
275,276,276,J.J. Henry,"$1,080,718"
276,277,277,Glen Hnatiuk,"$1,073,991"
277,278,278,Gibby Gilbert,"$1,056,506"
278,279,279,Mac O'Grady,"$1,050,779"
279,280,280,Rex Caldwell,"$1,043,403"
280,281,281,Brett Ogle,"$1,042,598"
281,282,282,Chi Chi Rodriguez,"$1,037,106"
282,283,283,Mike Sposa,"$1,033,080"
283,284,284,Mike Smith,"$1,024,313"
284,285,285,Lee Elder,"$1,020,514"
285,286,286,Frank Beard,"$1,018,442"
286,287,287,Phil Tataurangi,"$1,017,738"
287,288,288,Kevin Wentworth,"$1,011,888"
288,289,289,Jerry Smith,"$998,621"
289,290,290,Mike Heinen,"$996,461"
290,291,291,Bobby Nichols,"$993,025"
291,292,292,Barry Jaeckel,"$982,408"
292,293,293,Jim Simons,"$981,056"
293,294,294,Isao Aoki,"$960,571"
294,295,295,"David Berganio, Jr.","$936,681"
295,296,296,Briny Baird,"$927,358"
296,297,297,Per-Ulrik Johansson,"$920,898"
297,298,298,Pat McGowan,"$915,577"
298,299,299,Bruce Devlin,"$907,069"
299,300,300,Mark Carnevale,"$897,553"
300,301,301,Lee Porter,"$893,925"
301,302,302,Ben Bates,"$882,422"
302,303,303,Jerry McGee,"$871,753"
303,304,304,Sean Murphy,"$868,982"
304,305,305,Ed Sneed,"$860,268"
305,306,306,Shaun Micheel,"$854,214"
306,307,307,Jimmy Green,"$844,857"
307,308,308,Bill Sander,"$823,428"
308,309,309,Ron Streck,"$817,211"
309,310,310,Grier Jones,"$803,189"
310,311,311,Gay Brewer,"$800,914"
311,312,312,Lance Ten Broeck,"$790,347"
312,313,313,Jerry Heard,"$780,746"
313,314,314,Doug Dunakey,"$779,305"
314,315,315,Doug Sanders,"$772,993"
315,316,316,Greg Twiggs,"$762,123"
316,317,317,Craig Perks,"$755,039"
317,318,318,Frank Conner,"$750,733"
318,319,319,David Gossett,"$748,126"
319,320,320,Peter Oosterhuis,"$736,692"
320,321,321,Joe Inman,"$729,249"
321,322,322,Kermit Zarley,"$715,721"
322,323,323,Spike McRoy,"$697,399"
323,324,324,Mathew Goggin,"$697,288"
324,325,325,Garrett Willis,"$684,038"
325,326,326,Mike McCullough,"$682,511"
326,327,327,Rod Curl,"$677,009"
327,328,328,Homero Blancas,"$671,251"
328,329,329,Gary McCord,"$662,359"
329,330,330,Bob Goalby,"$645,013"
330,331,331,Kaname Yokoo,"$630,670"
331,332,332,Jeff Gallagher,"$628,832"
332,333,333,Victor Regalado,"$628,557"
333,334,334,Paul Gow,"$622,009"
334,335,335,Sam Snead,"$620,126"
335,336,336,T.C. Chen,"$616,303"
336,337,337,Gary Nicklaus,"$613,875"
337,338,338,Dale Douglass,"$577,950"
338,339,339,Sam Randolph,"$574,876"
339,340,340,Mark Pfeil,"$573,387"
340,341,341,Jim Dent,"$564,809"
341,342,342,Bud Allin,"$563,288"
342,343,343,John Riegger,"$558,094"
343,344,344,John Schroeder,"$546,569"
344,345,345,Tim Norris,"$545,531"
345,346,346,Mac McLendon,"$541,908"
346,347,347,Bart Bryant,"$541,752"
347,348,348,Rik Massengale,"$536,254"
348,349,349,Vance Heafner,"$535,177"
349,350,350,Bobby Cole,"$535,130"
350,351,351,Forrest Fezler,"$527,325"
351,352,352,Mike Morley,"$526,403"
352,353,353,Geoff Ogilvy,"$525,338"
353,354,354,Stan Utley,"$521,467"
354,355,355,David Morland IV,"$513,775"
355,356,356,Ken Brown,"$507,919"
356,357,357,Jim Nelford,"$485,111"
357,358,358,Steve Melnyk,"$477,784"
358,359,359,Jeff Hart,"$475,712"
359,360,360,Tom Jenkins,"$470,019"
360,361,361,Bob Lunn,"$459,182"
361,362,362,Mike Nicolette,"$448,037"
362,363,363,Craig Spence,"$443,387"
363,364,364,Bob Rosburg,"$436,446"
364,365,365,Tom Shaw,"$434,756"
365,366,366,Allen Miller,"$426,883"
366,367,367,Phillip Hancock,"$425,154"
367,368,368,Bobby Mitchell,"$421,938"
368,369,369,Brent Schwarzrock,"$416,683"
369,370,370,Michael Muehr,"$415,163"
370,371,371,Larry Hinson,"$413,284"
371,372,372,Wally Armstrong,"$406,269"
372,373,373,Fred Marti,"$404,674"
373,374,374,Terry Diehl,"$404,611"
374,375,375,Dow Finsterwald,"$402,102"
375,376,376,Orville Moody,"$389,846"
376,377,377,John Fought,"$387,036"
377,378,378,Greg Powers,"$386,086"
378,379,379,Bob Smith,"$385,283"
379,380,380,Ian Leggatt,"$382,787"
380,381,381,Jim Benepe,"$381,314"
381,382,382,Bob Shearer,"$378,336"
382,383,383,Billy Maxwell,"$375,648"
383,384,384,Johnny Pott,"$371,396"
384,385,385,Deane Beman,"$370,003"
385,386,386,George Cadle,"$362,543"
386,387,387,R.H. Sikes,"$344,387"
387,388,388,Charles Sifford,"$341,224"
388,389,389,Tony Jacklin,"$336,530"
389,390,390,Jim Wiechers,"$329,169"
390,391,391,Lyn Lott,"$325,966"
391,392,392,Jeff Mitchell,"$322,320"
392,393,393,Pat Lindsey,"$318,777"
393,394,394,Charles Courtney,"$310,699"
394,395,395,Woody Blackburn,"$310,231"
395,396,396,Jim Jamieson,"$306,618"
396,397,397,Richard Crawford,"$305,500"
397,398,398,Tripp Isenhour,"$302,056"
398,399,399,Jeff Brehaut,"$301,399"
399,400,400,Bob Dickson,"$296,640"
400,401,401,Labron Harris,"$295,917"
401,402,402,Kent Jones,"$290,280"
402,403,403,Mike Souchak,"$287,463"
403,404,404,Howie Johnson,"$280,816"
404,405,405,DeWitt Weaver,"$273,435"
405,406,406,Ken Venturi,"$268,263"
406,407,407,Ernie Gonzalez,"$265,032"
407,408,408,Bert Greene,"$264,230"
408,409,409,Bob Wynn,"$261,565"
409,410,410,Terry Dill,"$255,050"
410,411,411,Richie Coughlan,"$254,257"
411,412,412,Danny Ellis,"$242,487"
412,413,413,Tommy Jacobs,"$232,720"
413,414,414,Ron Cerrudo,"$228,199"
414,415,415,Cliff Kresge,"$225,525"
415,416,416,Fred Wadsworth,"$218,595"
416,417,417,Chris Tidland,"$216,480"
417,418,418,Pete Brown,"$214,884"
418,419,419,Don Massengale,"$207,688"
419,420,420,Kevin Johnson,"$205,242"
420,421,421,Fred Hawkins,"$205,228"
421,422,422,Babe Hiskey,"$202,754"
422,423,423,Dwight Nevil,"$199,935"
423,424,424,Don Iverson,"$198,477"
424,425,425,Jack Newton,"$191,898"
425,426,426,Ben Ferguson,"$187,970"
426,427,427,Steve Allan,"$183,029"
427,428,428,Cesar Sanudo,"$175,897"
428,429,429,Dave Ragan,"$172,256"
429,430,430,Brian Wilson,"$169,440"
430,431,431,Al Balding,"$168,446"
431,432,432,Fred Haas,"$165,873"
432,433,433,Roy Pace,"$165,699"
433,434,434,Bob Menne,"$164,263"
434,435,435,Marty Fleckman,"$162,141"
435,436,436,Bob Byman,"$161,884"
436,437,437,Bert Weaver,"$161,210"
437,438,438,Craig Kanada,"$159,508"
438,439,439,Mark Hensby,"$159,427"
439,440,440,Pat Fitzsimons,"$153,542"
440,441,441,Bunky Henry,"$153,499"
441,442,442,Gary Groh,"$148,753"
442,443,443,Mike Holland,"$146,470"
443,444,444,Rocky Thompson,"$146,391"
444,445,445,Steve Spray,"$142,045"
445,446,446,Andrew McLardy,"$139,207"
446,447,447,Emanuele Canonica,"$132,869"
447,448,448,Jack Fleck,"$129,737"
448,449,449,Randy Glover,"$123,531"
449,450,450,Al Besselink,"$119,183"
450,451,451,Hunter Haas,"$115,795"
451,452,452,Steve Reid,"$110,441"
452,453,453,Bill Garrett,"$107,610"
453,454,454,Jim Ferree,"$106,895"
454,455,455,Bob Toski,"$105,484"
455,456,456,Rocky Walcher,"$102,697"
456,457,457,Bob McCallister,"$101,079"
457,458,458,Jeremy Anderson,"$99,464"
458,459,459,Tom Nieporte,"$94,555"
459,460,460,Sam Adams,"$82,787"
460,461,461,Ernie Vossler,"$74,229"
461,462,462,Richie Karl,"$61,566"
462,463,463,Kelly Grunewald,"$59,244"
463,464,464,Jeff Julian,"$55,132"
464,465,465,Mike Fetchick,"$52,044"
465,466,466,Bill Johnston,"$50,707"
466,467,467,John Restino,"$48,050"
467,468,468,Bob Mann,"$45,113"
468,469,469,Dick Hart,"$34,739"
469,470,470,Laurie Hammer,"$25,992"
470,471,471,Al Johnston,"$24,099"
471,472,472,Joe Kirkwood,"$23,173"
472,473,473,Tim Clark,"$21,750"
473,474,474,Brett Wetterich,"$7,174"
