,Money_per_Event_Leaders_RANK THIS WEEK,Money_per_Event_Leaders_RANK LAST WEEK,Money_per_Event_Leaders_PLAYER NAME,Money_per_Event_Leaders_EVENTS,Money_per_Event_Leaders_MONEY PER EVENT,Money_per_Event_Leaders_TOTAL MONEY
129,130,130,Grant Waite,28,"$19,258","$539,227"
130,131,131,Jerry Smith,31,"$19,097","$592,029"
131,132,132,Esteban Toledo,36,"$18,993","$683,751"
132,133,133,David Frost,27,"$18,680","$504,376"
133,134,134,Edward Fryatt,31,"$18,478","$572,820"
134,135,135,Larry Mize,24,"$18,340","$440,178"
135,136,136,Neal Lancaster,36,"$18,266","$657,579"
136,137,137,Dan Forsman,25,"$18,247","$456,194"
137,138,138,Richard Johnson,1,"$18,028","$18,028"
138,139,139,Carlos Franco,27,"$18,024","$486,665"
139,140,140,Craig Barlow,23,"$18,006","$414,138"
140,141,141,Thomas Bjørn,7,"$17,968","$125,779"
141,142,142,Kaname Yokoo,27,"$17,703","$477,989"
142,143,143,Per-Ulrik Johansson,29,"$17,603","$510,487"
143,144,144,Nick Faldo,13,"$16,612","$215,960"
144,145,145,Frank Nobilo,28,"$16,523","$462,649"
145,146,146,J.L. Lewis,31,"$16,407","$508,618"
146,147,147,Carl Paulson,31,"$16,393","$508,207"
147,148,148,Brian Claar,8,"$16,189","$129,519"
148,149,149,Brent Schwarzrock,20,"$16,116","$322,336"
149,150,150,Ronnie Black,17,"$15,981","$271,685"
150,151,151,Joe Ozaki,17,"$15,953","$271,202"
151,152,152,Duffy Waldorf,27,"$15,831","$427,461"
152,153,153,Omar Uresti,3,"$15,816","$47,450"
153,154,154,Adam Scott,6,"$15,504","$93,025"
154,155,155,Greg Kraft,33,"$15,260","$503,604"
155,156,156,Craig Perks,30,"$15,237","$457,127"
156,157,157,Franklin Langham,22,"$15,115","$332,538"
157,158,158,Russ Cochran,24,"$15,106","$362,556"
158,T159,T159,Scott Dunlap,28,"$15,027","$420,777"
159,T159,T159,Dean Wilson,2,"$15,027","$30,055"
160,161,161,Kazuhiko Hosokawa,2,"$14,972","$29,944"
161,162,162,Rich Beem,31,"$14,856","$460,564"
162,163,163,Andrew Coltart,3,"$14,772","$44,317"
163,164,164,Colin Montgomerie,7,"$14,680","$102,762"
164,165,165,Jean Van de Velde,17,"$14,530","$247,013"
165,166,166,Tom Byrum,27,"$14,515","$391,924"
166,167,167,Katsumune Imai,1,"$14,318","$14,318"
167,168,168,Paul McGinley,4,"$14,269","$57,078"
168,169,169,Rick Schuller,1,"$14,250","$14,250"
169,170,170,Brad Fabel,10,"$14,094","$140,940"
170,171,171,Jay Don Blake,31,"$14,083","$436,576"
171,172,172,Glen Hnatiuk,31,"$14,016","$434,523"
172,T173,T173,Mark Johnson,1,"$13,600","$13,600"
173,T173,T173,Jay Williamson,35,"$13,600","$476,030"
174,175,175,Brandt Jobe,30,"$13,568","$407,065"
175,176,176,Curtis Strange,11,"$13,512","$148,632"
176,177,177,Hale Irwin,1,"$13,164","$13,164"
177,178,178,Peter Lonard,7,"$13,024","$91,172"
178,179,179,Spike McRoy,31,"$12,956","$401,653"
179,180,180,Paul Goydos,29,"$12,950","$375,557"
180,181,181,Jim McGovern,21,"$12,928","$271,494"
181,182,182,Mark Wiebe,24,"$12,866","$308,791"
182,183,183,Lee Westwood,6,"$12,803","$76,821"
183,184,184,Paul Curry,1,"$12,792","$12,792"
184,185,185,Michael Muehr,32,"$12,789","$409,249"
185,186,186,Ian Leggatt,29,"$12,719","$368,861"
186,187,187,John Riegger,27,"$12,674","$342,221"
187,188,188,Jim Carter,28,"$12,354","$345,926"
188,189,189,Bradley Hughes,33,"$12,310","$406,258"
189,190,190,Willie Wood,16,"$12,257","$196,113"
190,191,191,Bob Burns,29,"$12,173","$353,045"
191,192,192,Gordon Brand Jr.,1,"$12,016","$12,016"
192,193,193,Woody Austin,34,"$11,951","$406,352"
193,194,194,Neil Cheetham,1,"$11,873","$11,873"
194,195,195,Phil Tataurangi,12,"$11,798","$141,581"
195,T196,T196,Alexandre Balicki,1,"$11,765","$11,765"
196,T196,T196,Thomas Levet,1,"$11,765","$11,765"
197,198,198,Scott Henderson,1,"$11,551","$11,551"
198,199,199,Lee Porter,30,"$11,548","$346,461"
199,200,200,Luke Donald,7,"$11,535","$80,747"
200,201,201,Fulton Allem,21,"$11,508","$241,680"
201,202,202,Tim Petrovic,1,"$11,442","$11,442"
202,203,203,Brad Elder,35,"$11,341","$396,967"
203,204,204,Stephen Gangluff,2,"$11,237","$22,475"
204,205,205,Ben Bates,18,"$10,955","$197,190"
205,206,206,Richard Zokol,3,"$10,934","$32,802"
206,207,207,Donnie Hammond,14,"$10,906","$152,697"
207,208,208,Jeffrey Lankford,2,"$10,887","$21,775"
208,209,209,Pete Jordan,36,"$10,724","$386,087"
209,210,210,Steve Jones,25,"$10,578","$264,455"
210,211,211,Shaun Micheel,34,"$10,326","$351,094"
211,212,212,Craig Stadler,19,"$10,319","$196,072"
212,213,213,Perry Arthur,1,"$10,317","$10,317"
213,214,214,Joe Ogilvie,34,"$10,093","$343,189"
214,215,215,Blaine McCallister,28,"$10,021","$280,588"
215,216,216,D.A. Weibring,10,"$9,984","$99,843"
216,217,217,Gabriel Hjertstedt,30,"$9,875","$296,273"
217,218,218,Tommy Tolles,31,"$9,827","$304,644"
218,219,219,Gene Fieger,2,"$9,786","$19,573"
219,220,220,Tripp Isenhour,31,"$9,659","$299,452"
220,221,221,David Morland IV,29,"$9,650","$279,876"
221,222,222,Ted Tryba,33,"$9,334","$308,048"
222,223,223,Marco Dawson,19,"$9,091","$172,738"
223,224,224,Steve Pate,30,"$9,065","$271,966"
224,225,225,Eduardo Romero,6,"$9,062","$54,373"
225,226,226,Danny Ellis,27,"$8,980","$242,486"
226,T227,T227,Thongchai Jaidee,1,"$8,862","$8,862"
227,T227,T227,Anthony Kang,1,"$8,862","$8,862"
228,229,229,Robert Gamez,22,"$8,796","$193,525"
229,230,230,Mathew Goggin,33,"$8,580","$283,164"
230,231,231,Steven Alker,1,"$8,550","$8,550"
231,232,232,Jonathan Byrd,1,"$8,400","$8,400"
232,233,233,Notah Begay III,12,"$8,378","$100,537"
233,234,234,Mark Carnevale,3,"$8,338","$25,016"
234,235,235,Mike Springer,10,"$8,114","$81,141"
235,236,236,Michael Clark II,30,"$7,899","$236,990"
236,237,237,Jeff Hart,28,"$7,835","$219,385"
237,238,238,Todd Barranger,1,"$7,700","$7,700"
238,239,239,Dicky Pride,27,"$7,630","$206,021"
239,240,240,Michael Christensen,1,"$7,616","$7,616"
240,241,241,Tom Scherrer,28,"$7,574","$212,090"
241,242,242,Bobby Cochran,1,"$7,455","$7,455"
242,243,243,Tommy Armour III,32,"$7,440","$238,091"
243,244,244,Tim Thelen,7,"$7,397","$51,780"
244,245,245,Bart Bryant,10,"$7,388","$73,884"
245,246,246,Robin Freeman,34,"$7,310","$248,543"
246,247,247,Derek Gillespie,1,"$7,296","$7,296"
247,248,248,Kevin Blanton,1,"$7,264","$7,264"
248,249,249,Tim Clark,3,"$7,250","$21,750"
249,250,250,Michael Combs,1,"$7,208","$7,208"
250,251,251,Andy Oldcorn,2,"$7,125","$14,250"
251,252,252,Cliff Kresge,31,"$7,117","$220,649"
252,253,253,Rob Bradley,1,"$7,000","$7,000"
253,254,254,Emanuele Canonica,19,"$6,993","$132,869"
254,255,255,Bill Glasson,26,"$6,940","$180,441"
255,256,256,Phillip Price,6,"$6,900","$41,405"
256,257,257,Mark Wilson,2,"$6,863","$13,727"
257,258,258,Barry Cheesman,16,"$6,852","$109,634"
258,259,259,Jeff Brehaut,26,"$6,732","$175,045"
259,260,260,Chris Tidland,29,"$6,611","$191,737"
260,261,261,Jimmy Green,33,"$6,483","$213,941"
261,262,262,Kevin Johnson,32,"$6,413","$205,241"
262,263,263,Brad Bryant,2,"$6,380","$12,760"
263,264,264,Mike Heinen,8,"$6,354","$50,837"
264,265,265,Ben Ferguson,30,"$6,265","$187,970"
265,266,266,Gary Nicklaus,34,"$6,173","$209,892"
266,267,267,Ben Curtis,1,"$6,020","$6,020"
267,268,268,Jason Gore,30,"$6,015","$180,451"
268,269,269,Michael Bradley,8,"$5,985","$47,885"
269,270,270,David Stephens,1,"$5,950","$5,950"
270,271,271,Heath Slocum,8,"$5,708","$45,669"
271,272,272,Andrew Magee,31,"$5,648","$175,108"
272,273,273,Brian Henninger,29,"$5,545","$160,814"
273,274,274,Yoshinori Mizumaki,1,"$5,520","$5,520"
274,275,275,Brian Wilson,31,"$5,465","$169,439"
275,276,276,Joey Gullion,3,"$5,400","$16,200"
276,277,277,Mark Hensby,29,"$5,366","$155,628"
277,278,278,Scott Gump,6,"$5,317","$31,902"
278,279,279,Steve Allan,31,"$5,054","$156,686"
279,280,280,Guy Boros,3,"$5,029","$15,088"
280,281,281,Andrew McLardy,26,"$5,006","$130,159"
281,282,282,Bobby Wadkins,1,"$4,886","$4,886"
282,283,283,Craig Kanada,28,"$4,720","$132,163"
283,284,284,Bruce Lietzke,2,"$4,420","$8,840"
284,285,285,Jimmy Walker,3,"$4,388","$13,164"
285,286,286,Bob Lohr,1,"$4,300","$4,300"
286,287,287,"Dave Stockton, Jr.",21,"$4,292","$90,132"
287,288,288,Gene Sauers,2,"$4,200","$8,400"
288,289,289,Morris Hatalsky,1,"$4,000","$4,000"
289,290,290,David Smail,3,"$3,886","$11,658"
290,291,291,John Morse,1,"$3,880","$3,880"
291,292,292,David Sutherland,2,"$3,876","$7,752"
292,293,293,Peter Jacobsen,17,"$3,782","$64,297"
293,294,294,Mark Wurtz,2,"$3,693","$7,387"
294,295,295,Tim Conley,1,"$3,680","$3,680"
295,296,296,Mike Reid,13,"$3,662","$47,607"
296,297,297,Hunter Haas,30,"$3,637","$109,110"
297,298,298,Todd Fanning,2,"$3,604","$7,208"
298,299,299,Jeremy Anderson,28,"$3,552","$99,464"
299,300,300,Greg Twiggs,1,"$3,540","$3,540"
300,301,301,Robert Thompson,2,"$3,468","$6,936"
301,302,302,Ernie Gonzalez,1,"$3,440","$3,440"
302,303,303,Gary Koch,2,"$3,412","$6,825"
303,304,304,Dick Mast,3,"$3,390","$10,171"
304,305,305,Ryan Dillon,2,"$3,267","$6,534"
305,306,306,Paul Lawrie,6,"$3,218","$19,311"
306,307,307,Nolan Henke,8,"$3,177","$25,420"
307,308,308,"Jim Gallagher, Jr.",15,"$3,161","$47,424"
308,309,309,Kent Jones,28,"$3,118","$87,308"
309,310,310,Doug Barron,25,"$3,113","$77,836"
310,311,311,Lucas Glover,2,"$3,090","$6,180"
311,312,312,Richie Coughlan,26,"$3,085","$80,222"
312,313,313,David Ogrin,2,"$3,015","$6,030"
313,T314,T314,Jeff Gallagher,7,"$2,997","$20,983"
314,T314,T314,Sam Randolph,5,"$2,997","$14,988"
315,316,316,Keith Clearwater,23,"$2,877","$66,178"
316,317,317,Paul Casey,3,"$2,860","$8,580"
317,318,318,Chris Zambri,2,"$2,800","$5,600"
318,319,319,Pierre Fulke,8,"$2,703","$21,630"
319,320,320,Fuzzy Zoeller,15,"$2,568","$38,530"
320,321,321,Jeff Julian,22,"$2,506","$55,132"
321,322,322,Tom Watson,4,"$2,487","$9,950"
322,323,323,Doug Dunakey,32,"$2,431","$77,793"
323,324,324,Sandy Lyle,5,"$2,310","$11,551"
324,T325,T325,Mathias Grönberg,4,"$2,215","$8,862"
325,T325,T325,Gary Orr,4,"$2,215","$8,862"
326,T327,T327,Kelly Grunewald,27,"$2,194","$59,244"
327,T327,T327,Hidemichi Tanaka,7,"$2,194","$15,363"
328,329,329,Aaron Baddeley,9,"$2,159","$19,434"
329,330,330,Ed Fiori,6,"$2,126","$12,760"
330,331,331,Wayne Levi,2,"$1,940","$3,880"
331,332,332,Sean Murphy,27,"$1,916","$51,744"
332,333,333,James Driscoll,4,"$1,802","$7,208"
333,334,334,Gary Hallberg,9,"$1,699","$15,296"
334,335,335,Craig Spence,19,"$1,660","$31,547"
335,336,336,Jeff Quinney,7,"$1,628","$11,400"
336,337,337,Andy Bean,8,"$1,561","$12,490"
337,338,338,Craig Bowden,4,"$1,526","$6,107"
338,339,339,Kevin Wentworth,14,"$1,487","$20,820"
339,340,340,Mike Hulbert,19,"$1,473","$27,999"
340,341,341,Tom Purtzer,16,"$1,369","$21,904"
341,342,342,Larry Rinker,7,"$1,324","$9,270"
342,343,343,Rocky Walcher,26,"$1,267","$32,942"
343,344,344,John Restino,11,"$1,255","$13,808"
344,345,345,Stan Utley,3,"$1,180","$3,540"
345,346,346,Jay Delsing,5,$977,"$4,886"
346,347,347,Mike Standly,6,$961,"$5,766"
347,348,348,Dave Barr,4,$940,"$3,760"
348,349,349,Ben Crenshaw,11,$706,"$7,770"
349,350,350,Mark McCumber,11,$661,"$7,276"
350,351,351,Rick Fehr,9,$600,"$5,400"
