,Victory_Leaders_RANK THIS WEEK,Victory_Leaders_RANK LAST WEEK,Victory_Leaders_PLAYER NAME,Victory_Leaders_EVENTS,Victory_Leaders_VICTORIES
0,1,1,Tiger Woods,19,5.0
1,2,2,David Toms,28,3.0
2,T3,T3,Robert Allenby,29,2.0
3,T3,T3,José Coceres,19,2.0
4,T3,T3,Joe Durant,25,2.0
5,T3,T3,Bob Estes,26,2.0
6,T3,T3,Sergio Garcia,18,2.0
7,T3,T3,Scott Hoch,24,2.0
8,T3,T3,Phil Mickelson,23,2.0
9,T10,T10,Cameron Beckman,29,1.0
10,T10,T10,Mark Calcavecchia,23,1.0
11,T10,T10,John Cook,25,1.0
12,T10,T10,Robert Damron,27,1.0
13,T10,T10,Chris DiMarco,29,1.0
14,T10,T10,David Duval,20,1.0
15,T10,T10,Joel Edwards,30,1.0
16,T10,T10,Brad Faxon,26,1.0
17,T10,T10,Jim Furyk,24,1.0
18,T10,T10,Retief Goosen,10,1.0
19,T10,T10,David Gossett,15,1.0
20,T10,T10,Justin Leonard,30,1.0
21,T10,T10,Frank Lickliter II,29,1.0
22,T10,T10,Davis Love III,20,1.0
23,T10,T10,Shigeki Maruyama,27,1.0
24,T10,T10,Scott McCarron,25,1.0
25,T10,T10,Jesper Parnevik,25,1.0
26,T10,T10,Tom Pernice Jr.,33,1.0
27,T10,T10,Kenny Perry,26,1.0
28,T10,T10,Jeff Sluman,30,1.0
29,T10,T10,Steve Stricker,20,1.0
30,T10,T10,Hal Sutton,26,1.0
31,T10,T10,Scott Verplank,26,1.0
32,T10,T10,Mike Weir,23,1.0
33,T10,T10,Garrett Willis,33,1.0
34,T35,T35,Tommy Aaron,1,
35,T35,T35,Matt Abbott,1,
36,T35,T35,John Aber,2,
37,T35,T35,Brad Adamonis,0,
38,T35,T35,Steven Alker,1,
39,T35,T35,Steve Allan,31,
40,T35,T35,Fulton Allem,21,
41,T35,T35,Michael Allen,1,
42,T35,T35,Colin Amaral,1,
43,T35,T35,Stephen Ames,26,
44,T35,T35,Chris Anderson,1,
45,T35,T35,Jeremy Anderson,28,
46,T35,T35,Billy Andrade,27,
47,T35,T35,Stuart Appleby,29,
48,T35,T35,Tommy Armour III,32,
49,T35,T35,Perry Arthur,1,
50,T35,T35,Emlyn Aubrey,1,
51,T35,T35,Woody Austin,34,
52,T35,T35,Paul Azinger,20,
53,T35,T35,Ted Bach,1,
54,T35,T35,Aaron Baddeley,9,
55,T35,T35,Cliff Bailey,1,
56,T35,T35,Todd Bailey,0,
57,T35,T35,Briny Baird,31,
58,T35,T35,Ian Baker-Finch,1,
59,T35,T35,Alexandre Balicki,1,
60,T35,T35,Seve Ballesteros,2,
61,T35,T35,Aaron Barber,2,
62,T35,T35,Rich Barcelo,1,
63,T35,T35,Jeff Barlow,1,
64,T35,T35,Craig Barlow,23,
65,T35,T35,Dave Barr,4,
66,T35,T35,Todd Barranger,1,
67,T35,T35,Doug Barron,25,
68,T35,T35,Brian Bateman,0,
69,T35,T35,Ben Bates,18,
70,T35,T35,Andy Bean,8,
71,T35,T35,Chip Beck,4,
72,T35,T35,Rich Beem,31,
73,T35,T35,Notah Begay III,12,
74,T35,T35,Don Bell,1,
75,T35,T35,Jorge Benedetti,1,
76,T35,T35,Jim Benepe,1,
77,T35,T35,Aaron Bengoechea,1,
78,T35,T35,Brad Benkey,1,
79,T35,T35,"David Berganio, Jr.",25,
80,T35,T35,John Bermel,1,
81,T35,T35,Don Berry,1,
82,T35,T35,John Bickerton,1,
83,T35,T35,Rich Bin,1,
84,T35,T35,"Gary Birch, Jr.",2,
85,T35,T35,Thomas Bjørn,7,
86,T35,T35,Henrik Bjornstad,0,
87,T35,T35,Ronnie Black,17,
88,T35,T35,Phil Blackmar,2,
89,T35,T35,Kyle Blackman,1,
90,T35,T35,James Blair,1,
91,T35,T35,Jay Don Blake,31,
92,T35,T35,Kevin Blanton,1,
93,T35,T35,Chris Blum,1,
94,T35,T35,Douglas Bohn,1,
95,T35,T35,Charles Bolling,1,
96,T35,T35,Brett Boner,1,
97,T35,T35,Ray Boone,1,
98,T35,T35,Guy Boros,3,
99,T35,T35,Craig Bowden,4,
100,T35,T35,Steve Bowman,1,
101,T35,T35,Bob Boyd,1,
102,T35,T35,Michael Bradley,8,
103,T35,T35,Rob Bradley,1,
104,T35,T35,Steve Brady,1,
105,T35,T35,Gordon Brand Jr.,1,
106,T35,T35,Tony Branham,1,
107,T35,T35,Leigh Brannan,1,
108,T35,T35,David Branshaw,0,
109,T35,T35,Jeff Brehaut,26,
110,T35,T35,Gay Brewer,1,
111,T35,T35,Markus Brier,1,
112,T35,T35,Danny Briggs,1,
113,T35,T35,Jaxon Brigman,1,
114,T35,T35,D.J. Brigman,0,
115,T35,T35,Mike Brisky,0,
116,T35,T35,CJ Brock,1,
117,T35,T35,Tam Bronkey,1,
118,T35,T35,Mark Brooks,27,
119,T35,T35,Billy Ray Brown,9,
120,T35,T35,Mark Brown,1,
121,T35,T35,Olin Browne,30,
122,T35,T35,Bart Bryant,10,
123,T35,T35,Brad Bryant,2,
124,T35,T35,Jace Bugg,2,
125,T35,T35,Jason Buha,0,
126,T35,T35,Patrick Burke,0,
127,T35,T35,Bob Burns,29,
128,T35,T35,Jeff Burns,1,
129,T35,T35,Steve Burns,0,
130,T35,T35,Jerry Burton,1,
131,T35,T35,Rodney Butcher,1,
132,T35,T35,Jonathan Byrd,1,
133,T35,T35,Curt Byrum,1,
134,T35,T35,Tom Byrum,27,
135,T35,T35,Ángel Cabrera,8,
136,T35,T35,Brian Cairns,1,
137,T35,T35,Stuart Callan,1,
138,T35,T35,Chad Campbell,3,
139,T35,T35,Michael Campbell,10,
140,T35,T35,Matt Cannon,1,
141,T35,T35,Emanuele Canonica,19,
142,T35,T35,Juan Carlos,1,
143,T35,T35,Magnus Carlsson,1,
144,T35,T35,Brett Carmen,1,
145,T35,T35,Mark Carnevale,3,
146,T35,T35,Tony Carolan,1,
147,T35,T35,Jason Caron,0,
148,T35,T35,Jim Carter,28,
149,T35,T35,Tom Carter,0,
150,T35,T35,Paul Casey,3,
151,T35,T35,Billy Casper,1,
152,T35,T35,Nick Cassini,1,
153,T35,T35,Alex Cejka,1,
154,T35,T35,Greg Chalmers,27,
155,T35,T35,Brandel Chamblee,23,
156,T35,T35,Dinesh Chand,1,
157,T35,T35,Roger Chapman,1,
158,T35,T35,Bob Charles,1,
159,T35,T35,Barry Cheesman,16,
160,T35,T35,Neil Cheetham,1,
161,T35,T35,Danny Chia,0,
162,T35,T35,K.J. Choi,29,
163,T35,T35,Daniel Chopra,0,
164,T35,T35,Dave Christensen,1,
165,T35,T35,Michael Christensen,1,
166,T35,T35,Stewart Cink,29,
167,T35,T35,Brian Claar,8,
168,T35,T35,Michael Clark II,30,
169,T35,T35,Tim Clark,3,
170,T35,T35,Darren Clarke,7,
171,T35,T35,Paul Claxton,0,
172,T35,T35,Keith Clearwater,23,
173,T35,T35,Russ Cochran,24,
174,T35,T35,Bobby Cochran,1,
175,T35,T35,Bobby Cole,1,
176,T35,T35,Robert Coles,1,
177,T35,T35,Dennis Colligan,1,
178,T35,T35,Andrew Coltart,3,
179,T35,T35,Michael Combs,1,
180,T35,T35,Erik Compton,1,
181,T35,T35,Tim Conley,1,
182,T35,T35,Michael Connell,1,
183,T35,T35,Brian Conser,1,
184,T35,T35,Charles Coody,1,
185,T35,T35,Graham Cooke,1,
186,T35,T35,Matthew Cort,1,
187,T35,T35,Keoke Cotner,0,
188,T35,T35,Chris Couch,0,
189,T35,T35,Richie Coughlan,26,
190,T35,T35,Fred Couples,19,
191,T35,T35,Kris Cox,1,
192,T35,T35,Chip Craig,1,
193,T35,T35,Ben Crane,0,
194,T35,T35,Jeffrey Cranford,3,
195,T35,T35,Ben Crenshaw,11,
196,T35,T35,Rodrigo Cuello,0,
197,T35,T35,Rod Curl,1,
198,T35,T35,Paul Curry,1,
199,T35,T35,Lee Curry,1,
200,T35,T35,Ben Curtis,1,
201,T35,T35,Jess Daley,2,
202,T35,T35,John Daly,25,
203,T35,T35,Marco Dawson,19,
204,T35,T35,Glen Day,28,
205,T35,T35,Wayne DeFrancesco,2,
206,T35,T35,Jay Delsing,5,
207,T35,T35,Clark Dennis,1,
208,T35,T35,Robert-Jan Derksen,0,
209,T35,T35,Paul Devenport,2,
210,T35,T35,Paul Dickinson,1,
211,T35,T35,Chris Dickson,1,
212,T35,T35,Andy Dillard,0,
213,T35,T35,Kevin Dillen,0,
214,T35,T35,Ryan Dillon,2,
215,T35,T35,David Dixon,1,
216,T35,T35,Trevor Dodds,2,
217,T35,T35,Mike Donald,3,
218,T35,T35,Luke Donald,7,
219,T35,T35,John Douma,1,
220,T35,T35,Billy Downes,1,
221,T35,T35,John Drewery,1,
222,T35,T35,James Driscoll,4,
223,T35,T35,Jason Dufner,1,
224,T35,T35,Doug Dunakey,32,
225,T35,T35,Scott Dunlap,28,
226,T35,T35,Tim Dunlavey,2,
227,T35,T35,Kevin Durkin,0,
228,T35,T35,David Dyer,0,
229,T35,T35,Simon Dyson,1,
230,T35,T35,Paul Earnest,1,
231,T35,T35,David Edwards,1,
232,T35,T35,Eric Egloff,1,
233,T35,T35,Brad Elder,35,
234,T35,T35,Steve Elkington,20,
235,T35,T35,Danny Ellis,27,
236,T35,T35,Ernie Els,19,
237,T35,T35,Larry Emery,1,
238,T35,T35,Chris Endres,1,
239,T35,T35,"John Engler, Jr.",1,
240,T35,T35,Brad Fabel,10,
241,T35,T35,Nick Faldo,13,
242,T35,T35,Todd Fanning,2,
243,T35,T35,Niclas Fasth,3,
244,T35,T35,Rick Fehr,9,
245,T35,T35,Michael Fergin,1,
246,T35,T35,Keith Fergus,3,
247,T35,T35,Ben Ferguson,30,
248,T35,T35,Gene Fieger,2,
249,T35,T35,Ed Fiori,6,
250,T35,T35,Todd Fischer,1,
251,T35,T35,Tim Fleming,1,
252,T35,T35,Steve Flesch,32,
253,T35,T35,Raymond Floyd,2,
254,T35,T35,Michael Flynn,0,
255,T35,T35,Doug Ford,1,
256,T35,T35,Robert Ford,1,
257,T35,T35,Dan Forsman,25,
258,T35,T35,George Frake II,1,
259,T35,T35,Angel Franco,0,
260,T35,T35,Carlos Franco,27,
261,T35,T35,Will Frantz,2,
262,T35,T35,Harrison Frazar,25,
263,T35,T35,Robin Freeman,34,
264,T35,T35,Jeff Freeman,1,
265,T35,T35,Raul Fretes,0,
266,T35,T35,Bob Friend,0,
267,T35,T35,Brad Fritsch,1,
268,T35,T35,David Frost,27,
269,T35,T35,Edward Fryatt,31,
270,T35,T35,Keiichiro Fukabori,1,
271,T35,T35,Pierre Fulke,8,
272,T35,T35,Fred Funk,33,
273,T35,T35,Bobby Gage,0,
274,T35,T35,"Jim Gallagher, Jr.",15,
275,T35,T35,Jeff Gallagher,7,
276,T35,T35,Robert Gamez,22,
277,T35,T35,Stephen Gangluff,2,
278,T35,T35,Robert Garrigus,0,
279,T35,T35,Doug Garwood,0,
280,T35,T35,Brian Gay,32,
281,T35,T35,Brent Geiberger,25,
282,T35,T35,Kevin Giancola,1,
283,T35,T35,Kelly Gibson,3,
284,T35,T35,Derek Gillespie,1,
285,T35,T35,Nick Gilliam,1,
286,T35,T35,Bill Glasson,26,
287,T35,T35,Lucas Glover,2,
288,T35,T35,Jeff Gniewek,1,
289,T35,T35,Matt Gogel,26,
290,T35,T35,Mathew Goggin,33,
291,T35,T35,Ernie Gonzalez,1,
292,T35,T35,Octavio Gonzalez,0,
293,T35,T35,Chris Gonzales,2,
294,T35,T35,Jason Gore,30,
295,T35,T35,Marco Gortana,1,
296,T35,T35,Jeff Gove,1,
297,T35,T35,Paul Gow,27,
298,T35,T35,Paul Goydos,29,
299,T35,T35,"Daniel Grannan, Jr.",1,
300,T35,T35,Ken Green,5,
301,T35,T35,Jimmy Green,33,
302,T35,T35,Richard Green,1,
303,T35,T35,Nathan Green,1,
304,T35,T35,Chris Greenwood,1,
305,T35,T35,Greg Gregory,1,
306,T35,T35,Matthew Griffiths,1,
307,T35,T35,Mathias Grönberg,4,
308,T35,T35,Kelly Grunewald,27,
309,T35,T35,Joey Gullion,3,
310,T35,T35,Scott Gump,6,
311,T35,T35,Periasamy Gunasagaran,0,
312,T35,T35,Jay Haas,21,
313,T35,T35,Hunter Haas,30,
314,T35,T35,Shaun Haberstroh,0,
315,T35,T35,Don Hachey,1,
316,T35,T35,Matthew Hall,1,
317,T35,T35,Gary Hallberg,9,
318,T35,T35,Dan Halldorson,2,
319,T35,T35,Donnie Hammond,14,
320,T35,T35,Christopher Hanell,0,
321,T35,T35,Soren Hansen,1,
322,T35,T35,Mike Harrigan,1,
323,T35,T35,Padraig Harrington,9,
324,T35,T35,John Harris,1,
325,T35,T35,Jeff Hart,28,
326,T35,T35,Dudley Hart,25,
327,T35,T35,Rick Hartmann,1,
328,T35,T35,Steve Haskins,0,
329,T35,T35,Morris Hatalsky,1,
330,T35,T35,Terry Hatch,1,
331,T35,T35,Per Haugsrud,0,
332,T35,T35,J.P. Hayes,23,
333,T35,T35,Wes Heffernan,1,
334,T35,T35,Mike Heinen,8,
335,T35,T35,Bob Heintz,0,
336,T35,T35,Scott Henderson,1,
337,T35,T35,Nolan Henke,8,
338,T35,T35,Brian Henninger,29,
339,T35,T35,J.J. Henry,28,
340,T35,T35,Mark Hensby,29,
341,T35,T35,Eduardo Herrera,0,
342,T35,T35,Tim Herron,29,
343,T35,T35,Justin Hicks,1,
344,T35,T35,Lon Hinkle,1,
345,T35,T35,Gabriel Hjertstedt,30,
346,T35,T35,Glen Hnatiuk,31,
347,T35,T35,Tim Hobby,1,
348,T35,T35,Michael Hoey,1,
349,T35,T35,Charley Hoffman,2,
350,T35,T35,Steve Holmes,0,
351,T35,T35,Paul Holtby,1,
352,T35,T35,Kazuhiko Hosokawa,2,
353,T35,T35,David Howell,1,
354,T35,T35,Charles Howell III,24,
355,T35,T35,Bradley Hughes,33,
356,T35,T35,Jean Hugo,1,
357,T35,T35,Mike Hulbert,19,
358,T35,T35,Brian Hull,1,
359,T35,T35,John Huston,20,
360,T35,T35,Mikko Ilonen,4,
361,T35,T35,Ryuji Imada,1,
362,T35,T35,Katsumune Imai,1,
363,T35,T35,Trevor Immelman,1,
364,T35,T35,Hale Irwin,1,
365,T35,T35,Tripp Isenhour,31,
366,T35,T35,David Ishii,1,
367,T35,T35,Toshi Izawa,5,
368,T35,T35,Tony Jacklin,1,
369,T35,T35,David Jackson,1,
370,T35,T35,Peter Jacobsen,17,
371,T35,T35,Freddie Jacobson,1,
372,T35,T35,Raphael Jacquelin,1,
373,T35,T35,Barry Jaeckel,1,
374,T35,T35,Thongchai Jaidee,1,
375,T35,T35,Lee Janzen,29,
376,T35,T35,Miguel Angel Jiménez,15,
377,T35,T35,Brandt Jobe,30,
378,T35,T35,Per-Ulrik Johansson,29,
379,T35,T35,Kevin Johnson,32,
380,T35,T35,Eric Johnson,0,
381,T35,T35,Mark Johnson,1,
382,T35,T35,Scott Johnson,1,
383,T35,T35,Richard Johnson,1,
384,T35,T35,Jim Johnson,1,
385,T35,T35,Zach Johnson,1,
386,T35,T35,Tony Johnstone,0,
387,T35,T35,Steve Jones,25,
388,T35,T35,Kent Jones,28,
389,T35,T35,Pete Jordan,36,
390,T35,T35,Jeff Julian,22,
391,T35,T35,Steve Jurgensen,1,
392,T35,T35,Grover Justice,0,
393,T35,T35,Bobby Kalinowski,2,
394,T35,T35,Craig Kanada,28,
395,T35,T35,Anthony Kang,1,
396,T35,T35,Richie Karl,1,
