,Putting_from_-_20-25_RANK THIS WEEK,Putting_from_-_20-25_RANK LAST WEEK,Putting_from_-_20-25_PLAYER NAME,Putting_from_-_20-25_ROUNDS,Putting_from_-_20-25_% MADE,Putting_from_-_20-25_ATTEMPTS,Putting_from_-_20-25_PUTTS MADE
72,73,73,Robert Garrigus,85,13.76,109,15
73,74,74,Patrick Sheehan,104,13.71,124,17
74,75,75,Jimmy Walker,60,13.64,66,9
75,76,76,Kenny Perry,73,13.59,103,14
76,77,77,K.J. Choi,93,13.56,118,16
77,78,78,J.L. Lewis,57,13.51,74,10
78,79,79,Steve Flesch,119,13.29,158,21
79,80,80,Fred Funk,106,13.25,151,20
80,81,81,Brian Davis,92,13.22,121,16
81,T82,T82,Retief Goosen,68,13.16,76,10
82,T82,T82,Bernhard Langer,77,13.16,76,10
83,T82,T82,Billy Mayfair,94,13.16,114,15
84,85,85,Hunter Mahan,98,13.13,160,21
85,86,86,Robert Gamez,94,13.08,130,17
86,T87,T87,Corey Pavin,74,13.04,92,12
87,T87,T87,Carl Pettersson,95,13.04,92,12
88,T89,T89,Freddie Jacobson,56,12.99,77,10
89,T89,T89,Mike Weir,88,12.99,77,10
90,91,91,Olin Browne,108,12.93,116,15
91,92,92,Tim Clark,80,12.9,93,12
92,93,93,Roger Tambellini,64,12.86,70,9
93,94,94,Brian Bateman,69,12.64,87,11
94,T95,T95,Stephen Leaney,84,12.28,114,14
95,T95,T95,David Toms,76,12.28,114,14
96,97,97,Brandt Jobe,91,12.24,98,12
97,98,98,Bob Tway,81,12.09,91,11
98,99,99,Ernie Els,69,12.07,58,7
99,100,100,Carlos Franco,86,12.03,133,16
100,T101,T101,Jim Furyk,89,12.0,125,15
101,T101,T101,Kent Jones,103,12.0,125,15
102,T101,T101,Frank Lickliter II,99,12.0,125,15
103,T101,T101,Duffy Waldorf,96,12.0,125,15
104,105,105,Paul Azinger,87,11.9,126,15
105,106,106,Sean O'Hair,100,11.86,118,14
106,107,107,Arjun Atwal,97,11.82,110,13
107,T108,T108,Tommy Armour III,65,11.76,85,10
108,T108,T108,Briny Baird,81,11.76,102,12
109,T108,T108,Chris DiMarco,83,11.76,102,12
110,T108,T108,Steve Lowery,99,11.76,119,14
111,T108,T108,Mike Sposa,68,11.76,102,12
112,113,113,Jesper Parnevik,84,11.71,111,13
113,114,114,Luke Donald,66,11.67,60,7
114,115,115,Mathew Goggin,72,11.58,95,11
115,116,116,Ryuji Imada,105,11.43,140,16
116,117,117,Shane Bertsch,104,11.38,123,14
117,118,118,Danny Ellis,68,11.34,97,11
118,119,119,Bob Estes,85,11.21,116,13
119,120,120,Charley Hoffman,100,11.19,134,15
120,121,121,Rich Beem,85,11.11,99,11
121,T122,T122,Jeff Overton,95,11.02,118,13
122,T122,T122,Tag Ridings,103,11.02,127,14
123,T122,T122,Justin Rose,98,11.02,118,13
124,125,125,Michael Allen,84,10.91,110,12
125,126,126,Greg Chalmers,71,10.84,83,9
126,T127,T127,Todd Fischer,101,10.71,140,15
127,T127,T127,Ian Leggatt,80,10.71,112,12
128,129,129,Tim Herron,82,10.64,94,10
129,130,130,Brett Wetterich,82,10.62,113,12
130,131,131,Greg Kraft,79,10.58,104,11
131,132,132,Henrik Bjornstad,97,10.56,142,15
132,133,133,Bob May,65,10.47,86,9
133,134,134,Doug Barron,74,10.42,96,10
134,135,135,Camilo Villegas,95,10.4,125,13
135,T136,T136,John Huston,74,10.34,87,9
136,T136,T136,Kevin Sutherland,100,10.34,116,12
137,138,138,Alex Aragon,63,10.26,78,8
138,139,139,Billy Andrade,78,10.23,88,9
139,140,140,Tjaart van der Walt,60,10.13,79,8
140,T141,T141,James Driscoll,80,10.0,100,10
141,T141,T141,Jeff Maggert,81,10.0,100,10
142,T141,T141,Pat Perez,50,10.0,60,6
143,T141,T141,Jason Schultz,77,10.0,90,9
144,T141,T141,Vijay Singh,103,10.0,110,11
145,T141,T141,Kirk Triplett,58,10.0,60,6
146,147,147,Lee Janzen,79,9.89,91,9
147,148,148,Mark Brooks,90,9.76,123,12
148,149,149,Mark Calcavecchia,94,9.73,113,11
149,150,150,David Branshaw,98,9.7,134,13
150,151,151,Paul Goydos,72,9.62,104,10
151,152,152,Daniel Chopra,110,9.6,125,12
152,T153,T153,Bill Haas,99,9.45,127,12
153,T153,T153,Jerry Kelly,100,9.45,127,12
154,155,155,Bubba Dickerson,98,9.42,138,13
155,156,156,Phil Mickelson,74,9.41,85,8
156,157,157,Eric Axley,91,9.35,107,10
157,T158,T158,John Rollins,93,9.09,121,11
158,T158,T158,Bubba Watson,83,9.09,110,10
159,T160,T160,Peter Lonard,77,8.89,90,8
160,T160,T160,Omar Uresti,61,8.89,90,8
161,162,162,Lucas Glover,105,8.87,124,11
162,163,163,Scott Verplank,88,8.82,102,9
163,164,164,Ron Whittaker,81,8.74,103,9
164,165,165,Jason Gore,86,8.7,115,10
165,166,166,Zach Johnson,98,8.49,106,9
166,T167,T167,Charles Howell III,96,8.4,119,10
167,T167,T167,Nicholas Thompson,96,8.4,119,10
168,169,169,Jerry Smith,94,8.27,133,11
169,170,170,Joe Ogilvie,95,8.26,109,9
170,171,171,Jonathan Kaye,95,8.2,122,10
171,172,172,Alex Cejka,93,8.03,137,11
172,173,173,Jason Bohn,104,7.96,113,9
173,174,174,Shaun Micheel,96,7.94,126,10
174,175,175,Greg Owen,79,7.87,89,7
175,176,176,Craig Barlow,77,7.84,102,8
176,177,177,Will MacKenzie,91,7.77,103,8
177,178,178,Joey Sindelar,90,7.76,116,9
178,179,179,Ryan Hietala,61,7.69,65,5
179,T180,T180,Padraig Harrington,54,7.55,53,4
180,T180,T180,Justin Leonard,83,7.55,106,8
181,182,182,Jeff Gove,91,7.24,152,11
182,183,183,Bart Bryant,87,7.08,113,8
183,184,184,Chris Couch,75,6.98,86,6
184,185,185,Scott Gutschewski,53,6.78,59,4
185,186,186,"John Engler, Jr.",69,6.67,90,6
186,187,187,John Senden,96,6.61,121,8
187,188,188,Bo Van Pelt,102,6.43,140,9
188,189,189,Joe Durant,101,6.33,158,10
189,190,190,Charles Warren,93,6.25,128,8
190,191,191,Dudley Hart,83,6.03,116,7
191,192,192,Chad Campbell,91,5.61,107,6
192,193,193,Skip Kendall,72,5.56,90,5
193,194,194,Robert Damron,91,5.45,110,6
194,T195,T195,Sergio Garcia,59,5.26,57,3
195,T195,T195,Matt Hansen,68,5.26,76,4
