,One-Putt_Percentage_-_Round_3_RANK THIS WEEK,One-Putt_Percentage_-_Round_3_RANK LAST WEEK,One-Putt_Percentage_-_Round_3_PLAYER NAME,One-Putt_Percentage_-_Round_3_%,One-Putt_Percentage_-_Round_3_# OF 1 PUTTS,One-Putt_Percentage_-_Round_3_# OF HOLES
45,T46,T46,Bill Haas,41.23,141,342
46,T46,T46,Jerry Kelly,41.23,141,342
47,T46,T46,Mike Weir,41.23,141,342
48,49,49,Kirk Triplett,41.2,89,216
49,50,50,Mark Wilson,41.11,111,270
50,51,51,Nathan Green,41.06,170,414
51,52,52,Vijay Singh,40.97,177,432
52,53,53,Patrick Sheehan,40.85,125,306
53,T54,T54,Henrik Bjornstad,40.74,132,324
54,T54,T54,Robert Damron,40.74,110,270
55,56,56,Rod Pampling,40.56,146,360
56,57,57,Harrison Frazar,40.43,131,324
57,T58,T58,Craig Barlow,40.37,109,270
58,T58,T58,D.J. Trahan,40.37,109,270
59,60,60,Carl Pettersson,40.35,138,342
60,T61,T61,Michael Connell,40.28,29,72
61,T61,T61,Mark O'Meara,40.28,58,144
62,T61,T61,Hidemichi Tanaka,40.28,58,144
63,64,64,Daniel Chopra,40.21,152,378
64,T65,T65,Eric Axley,40.2,123,306
65,T65,T65,Jonathan Kaye,40.2,123,306
66,67,67,Troy Matteson,40.12,130,324
67,68,68,Nick Watney,40.06,137,342
68,69,69,Mark Brooks,40.0,72,180
69,70,70,Nicholas Thompson,39.93,115,288
70,T71,T71,John Cook,39.9,79,198
71,T71,T71,James Driscoll,39.9,79,198
72,T73,T73,Bob Estes,39.87,122,306
73,T73,T73,Peter Lonard,39.87,122,306
74,75,75,Ian Poulter,39.81,86,216
75,76,76,Camilo Villegas,39.77,136,342
76,77,77,Carlos Franco,39.68,100,252
77,78,78,Brian Gay,39.65,157,396
78,T79,T79,Steve Stricker,39.63,107,270
79,T79,T79,David Toms,39.63,107,270
80,81,81,Heath Slocum,39.54,121,306
81,T82,T82,Robert Allenby,39.51,128,324
82,T82,T82,Rory Sabbatini,39.51,128,324
83,84,84,Charles Warren,39.47,135,342
84,T85,T85,Ryan Palmer,39.44,142,360
85,T85,T85,Mike Sposa,39.44,71,180
86,87,87,Jason Bohn,39.37,163,414
87,88,88,Brad Faxon,39.32,92,234
88,89,89,Jonathan Byrd,39.29,99,252
89,90,90,Ben Crane,39.22,120,306
90,91,91,Tag Ridings,39.2,127,324
91,92,92,Hunter Mahan,39.15,148,378
92,T93,T93,Paul Azinger,38.89,112,288
93,T93,T93,Chad Campbell,38.89,133,342
94,T93,T93,Luke Donald,38.89,105,270
95,T93,T93,Retief Goosen,38.89,98,252
96,T93,T93,Frank Lickliter II,38.89,147,378
97,T93,T93,Jeff Overton,38.89,140,360
98,T93,T93,Jason Schultz,38.89,77,198
99,T93,T93,Bubba Watson,38.89,105,270
100,101,101,Bo Van Pelt,38.65,160,414
101,102,102,Charley Hoffman,38.62,146,378
102,103,103,Steve Lowery,38.61,139,360
103,104,104,Chris DiMarco,38.52,104,270
104,105,105,Kris Cox,38.49,97,252
105,106,106,Brett Quigley,38.36,145,378
106,T107,T107,Michael Allen,38.24,117,306
107,T107,T107,Alex Cejka,38.24,117,306
108,T107,T107,Tim Petrovic,38.24,117,306
109,T110,T110,Arjun Atwal,38.19,110,288
110,T110,T110,Scott Gutschewski,38.19,55,144
111,T112,T112,Jason Gore,38.15,103,270
112,T112,T112,Dudley Hart,38.15,103,270
113,114,114,Jeff Maggert,38.1,96,252
114,115,115,Ted Purdy,38.01,130,342
115,T116,T116,Ryan Moore,37.96,82,216
116,T116,T116,Jerry Smith,37.96,123,324
117,T116,T116,Tiger Woods,37.96,82,216
118,119,119,Olin Browne,37.92,157,414
119,T120,T120,Geoff Ogilvy,37.85,109,288
120,T120,T120,Adam Scott,37.85,109,288
121,122,122,Steve Jones,37.78,102,270
122,123,123,Aaron Baddeley,37.7,95,252
123,T124,T124,Omar Uresti,37.65,61,162
124,T124,T124,Tjaart van der Walt,37.65,61,162
125,126,126,Jim Furyk,37.57,142,378
126,T127,T127,Stephen Ames,37.5,81,216
127,T127,T127,Jeff Brehaut,37.5,108,288
128,T127,T127,Ryan Hietala,37.5,54,144
129,T127,T127,Justin Rose,37.5,135,360
130,T127,T127,Brett Wetterich,37.5,108,288
131,132,132,Arron Oberholser,37.43,128,342
132,133,133,J.B. Holmes,37.41,101,270
133,134,134,Brian Davis,37.35,121,324
134,T135,T135,K.J. Choi,37.3,141,378
135,T135,T135,Bernhard Langer,37.3,94,252
136,T135,T135,Jon Mills,37.3,47,126
137,138,138,Ben Curtis,37.25,114,306
138,139,139,Kevin Sutherland,37.22,134,360
139,T140,T140,Ryuji Imada,37.04,140,378
140,T140,T140,Shaun Micheel,37.04,120,324
141,T140,T140,Sean O'Hair,37.04,140,378
142,143,143,Charles Howell III,36.84,126,342
143,144,144,Jeff Gove,36.81,106,288
144,145,145,Jeff Sluman,36.77,139,378
145,146,146,Billy Mayfair,36.73,119,324
146,T147,T147,Fred Couples,36.67,66,180
147,T147,T147,Robert Garrigus,36.67,99,270
148,149,149,Davis Love III,36.6,112,306
149,150,150,Duffy Waldorf,36.55,125,342
150,151,151,Billy Andrade,36.51,92,252
151,T152,T152,Brian Bateman,36.42,59,162
152,T152,T152,John Rollins,36.42,118,324
153,T152,T152,Jimmy Walker,36.42,59,162
154,155,155,David Branshaw,36.39,131,360
155,156,156,José María Olazábal,36.32,85,234
156,157,157,Stephen Leaney,36.3,98,270
157,T158,T158,Mathias Grönberg,36.11,104,288
158,T158,T158,Matt Hansen,36.11,65,180
159,160,160,Paul Stankowski,35.9,84,234
160,161,161,Brent Geiberger,35.83,129,360
161,162,162,Greg Owen,35.76,103,288
162,163,163,Bubba Dickerson,35.49,115,324
163,T164,T164,David Duval,35.35,70,198
164,T164,T164,Danny Ellis,35.35,70,198
165,T166,T166,Briny Baird,35.19,95,270
166,T166,T166,Steve Elkington,35.19,57,162
167,T166,T166,Thomas Levet,35.19,57,162
168,169,169,Zach Johnson,35.09,120,342
169,170,170,J.J. Henry,35.0,126,360
170,T171,T171,Tim Herron,34.92,88,252
171,T171,T171,Ron Whittaker,34.92,88,252
172,173,173,Bob Tway,34.81,94,270
173,T174,T174,Paul Goydos,34.72,75,216
174,T174,T174,John Huston,34.72,75,216
175,T174,T174,Kent Jones,34.72,125,360
176,177,177,Chris Smith,34.62,81,234
177,T178,T178,Brandt Jobe,34.57,112,324
178,T178,T178,Larry Mize,34.57,56,162
179,180,180,John Senden,34.5,118,342
180,181,181,Fred Funk,34.44,155,450
181,182,182,Padraig Harrington,34.34,68,198
182,183,183,D.A. Points,34.19,80,234
183,184,184,Mathew Goggin,33.84,67,198
184,185,185,Joey Sindelar,33.68,97,288
185,T186,T186,Joe Durant,33.33,132,396
186,T186,T186,Sergio Garcia,33.33,72,216
187,T186,T186,Lucas Glover,33.33,126,378
188,T186,T186,Bob May,33.33,66,198
189,T186,T186,Kenny Perry,33.33,90,270
190,T186,T186,Roger Tambellini,33.33,48,144
191,192,192,David Howell,32.83,65,198
192,193,193,Will MacKenzie,31.94,92,288
193,194,194,Skip Kendall,31.85,86,270
194,195,195,Bart Bryant,31.48,102,324
195,196,196,Tom Lehman,31.02,67,216
