,One-Putt_Percentage_-_Round_3_RANK THIS WEEK,One-Putt_Percentage_-_Round_3_RANK LAST WEEK,One-Putt_Percentage_-_Round_3_PLAYER NAME,One-Putt_Percentage_-_Round_3_%,One-Putt_Percentage_-_Round_3_# OF 1 PUTTS,One-Putt_Percentage_-_Round_3_# OF HOLES
0,1,1,Doug Barron,46.11,83,180
1,2,2,Corey Pavin,45.73,107,234
2,3,3,J.P. Hayes,45.68,74,162
3,T4,T4,Greg Chalmers,45.24,57,126
4,T4,T4,John Daly,45.24,57,126
5,6,6,Steve Flesch,44.89,202,450
6,7,7,Joe Ogilvie,44.44,136,306
7,8,8,Trevor Immelman,43.86,150,342
8,9,9,Phil Mickelson,43.14,132,306
9,T10,T10,J.L. Lewis,43.06,93,216
10,T10,T10,Tom Pernice Jr.,43.06,155,360
11,12,12,Tommy Armour III,42.93,85,198
12,13,13,Richard Johnson,42.9,139,324
13,14,14,Ian Leggatt,42.78,77,180
14,15,15,Greg Kraft,42.74,100,234
15,T16,T16,Stuart Appleby,42.59,138,324
16,T16,T16,Alex Aragon,42.59,46,108
17,T16,T16,Rich Beem,42.59,115,270
18,T16,T16,Pat Perez,42.59,69,162
19,20,20,Stewart Cink,42.5,153,360
20,21,21,Todd Fischer,42.48,130,306
21,22,22,Woody Austin,42.42,168,396
22,T23,T23,"John Engler, Jr.",42.36,61,144
23,T23,T23,Chris Riley,42.36,122,288
24,25,25,David McKenzie,42.31,99,234
25,26,26,Vance Veazey,42.22,76,180
26,27,27,Robert Gamez,42.16,129,306
27,28,28,Lee Janzen,42.13,91,216
28,29,29,Shane Bertsch,42.11,144,342
29,30,30,Tim Clark,41.98,136,324
30,T31,T31,Justin Leonard,41.85,113,270
31,T31,T31,"Wes Short, Jr.",41.85,113,270
32,33,33,Scott Verplank,41.81,143,342
33,T34,T34,Ernie Els,41.67,120,288
34,T34,T34,Freddie Jacobson,41.67,75,180
35,T34,T34,Len Mattiace,41.67,60,144
36,37,37,Mark Calcavecchia,41.53,157,378
37,38,38,Marco Dawson,41.5,127,306
38,T39,T39,Chris Couch,41.41,82,198
39,T39,T39,Dean Wilson,41.41,164,396
40,T41,T41,Todd Hamilton,41.36,67,162
41,T41,T41,Shigeki Maruyama,41.36,134,324
42,T41,T41,Jesper Parnevik,41.36,134,324
43,T41,T41,Vaughn Taylor,41.36,134,324
44,45,45,Daisuke Maruyama,41.32,119,288
