,One-Putt_Percentage_-_Round_5_RANK THIS WEEK,One-Putt_Percentage_-_Round_5_RANK LAST WEEK,One-Putt_Percentage_-_Round_5_PLAYER NAME,One-Putt_Percentage_-_Round_5_%,One-Putt_Percentage_-_Round_5_# OF 1 PUTTS,One-Putt_Percentage_-_Round_5_# OF HOLES
0,T1,T1,Billy Andrade,66.67,12,18
1,T1,T1,Jesper Parnevik,66.67,12,18
2,T3,T3,John Huston,61.11,11,18
3,T3,T3,Tom Pernice Jr.,61.11,11,18
4,T5,T5,Olin Browne,55.56,10,18
5,T5,T5,Tim Clark,55.56,10,18
6,T5,T5,David Duval,55.56,10,18
7,T5,T5,Joe Ogilvie,55.56,10,18
8,T5,T5,D.A. Points,55.56,10,18
9,T5,T5,Tag Ridings,55.56,10,18
10,T11,T11,Michael Allen,50.0,9,18
11,T11,T11,Stephen Ames,50.0,9,18
12,T11,T11,Chad Campbell,50.0,9,18
13,T11,T11,Paul Goydos,50.0,9,18
14,T11,T11,Ryuji Imada,50.0,9,18
15,T11,T11,Justin Leonard,50.0,9,18
16,T11,T11,Troy Matteson,50.0,9,18
17,T11,T11,Carl Pettersson,50.0,9,18
18,T11,T11,Rory Sabbatini,50.0,9,18
19,T11,T11,Mike Weir,50.0,9,18
20,T21,T21,Shane Bertsch,44.44,8,18
21,T21,T21,Joe Durant,44.44,8,18
22,T21,T21,Steve Elkington,44.44,8,18
23,T21,T21,Todd Fischer,44.44,8,18
24,T21,T21,Robert Garrigus,44.44,8,18
25,T21,T21,Brandt Jobe,44.44,8,18
26,T21,T21,Shaun Micheel,44.44,8,18
27,T21,T21,Ryan Palmer,44.44,8,18
28,T21,T21,John Rollins,44.44,8,18
29,T21,T21,Patrick Sheehan,44.44,8,18
30,T21,T21,Nick Watney,44.44,8,18
31,T32,T32,Arjun Atwal,38.89,7,18
32,T32,T32,Doug Barron,38.89,7,18
33,T32,T32,David Branshaw,38.89,7,18
34,T32,T32,John Cook,38.89,7,18
35,T32,T32,Bob Estes,38.89,7,18
36,T32,T32,Steve Flesch,38.89,7,18
37,T32,T32,Fred Funk,38.89,7,18
38,T32,T32,Robert Gamez,38.89,7,18
39,T32,T32,Tim Herron,38.89,7,18
40,T32,T32,Richard Johnson,38.89,7,18
41,T32,T32,Billy Mayfair,38.89,7,18
42,T32,T32,Jeff Sluman,38.89,7,18
43,T32,T32,Scott Verplank,38.89,7,18
44,T45,T45,Rich Beem,33.33,6,18
45,T45,T45,Mark Calcavecchia,33.33,6,18
46,T45,T45,Alex Cejka,33.33,6,18
47,T45,T45,Fred Couples,33.33,6,18
48,T45,T45,Ben Crane,33.33,6,18
49,T45,T45,Lucas Glover,33.33,6,18
50,T45,T45,J.L. Lewis,33.33,6,18
51,T45,T45,David McKenzie,33.33,6,18
52,T45,T45,Greg Owen,33.33,6,18
53,T45,T45,Heath Slocum,33.33,6,18
54,T55,T55,Craig Barlow,27.78,5,18
55,T55,T55,Brian Davis,27.78,5,18
56,T55,T55,Bill Haas,27.78,5,18
57,T55,T55,Jeff Maggert,27.78,5,18
58,T55,T55,Phil Mickelson,27.78,5,18
59,T55,T55,Justin Rose,27.78,5,18
60,T55,T55,John Senden,27.78,5,18
61,T55,T55,Dean Wilson,27.78,5,18
62,T63,T63,Woody Austin,22.22,4,18
63,T63,T63,Paul Azinger,22.22,4,18
64,T63,T63,Daniel Chopra,22.22,4,18
65,T63,T63,Ben Curtis,22.22,4,18
66,T63,T63,Dudley Hart,22.22,4,18
67,T63,T63,Steve Jones,22.22,4,18
68,T63,T63,Bernhard Langer,22.22,4,18
69,T63,T63,Corey Pavin,22.22,4,18
70,T71,T71,Jeff Brehaut,16.67,3,18
71,T71,T71,Brian Gay,16.67,3,18
72,T71,T71,Jerry Kelly,16.67,3,18
73,T71,T71,Mark O'Meara,16.67,3,18
74,T71,T71,Pat Perez,16.67,3,18
75,T71,T71,Kevin Sutherland,16.67,3,18
