,One-Putt_Percentage_-_Round_2_RANK THIS WEEK,One-Putt_Percentage_-_Round_2_RANK LAST WEEK,One-Putt_Percentage_-_Round_2_PLAYER NAME,One-Putt_Percentage_-_Round_2_%,One-Putt_Percentage_-_Round_2_# OF 1 PUTTS,One-Putt_Percentage_-_Round_2_# OF HOLES
0,1,1,Aaron Baddeley,46.76,202,432
1,2,2,Brian Gay,46.59,260,558
2,3,3,Daniel Chopra,44.62,257,576
3,T4,T4,Michael Allen,44.44,192,432
4,T4,T4,Luke Donald,44.44,128,288
5,T4,T4,Tom Pernice Jr.,44.44,256,576
6,7,7,Ben Crane,43.65,165,378
7,8,8,Scott Verplank,43.48,180,414
8,9,9,Tjaart van der Walt,43.33,156,360
9,10,10,Shigeki Maruyama,43.21,210,486
10,11,11,Rod Pampling,43.18,171,396
11,12,12,Tag Ridings,43.06,248,576
12,13,13,Stephen Leaney,43.0,209,486
13,14,14,Padraig Harrington,42.86,108,252
14,15,15,Nathan Green,42.72,223,522
15,16,16,José María Olazábal,42.71,123,288
16,17,17,J.P. Hayes,42.69,146,342
17,18,18,Len Mattiace,42.68,169,396
18,19,19,David Howell,42.59,92,216
19,20,20,Brett Quigley,42.53,245,576
20,21,21,Mark O'Meara,42.48,130,306
21,22,22,Joe Durant,42.46,214,504
22,23,23,Geoff Ogilvy,42.4,145,342
23,24,24,Paul Azinger,42.22,190,450
24,T25,T25,Freddie Jacobson,41.67,135,324
25,T25,T25,Steve Jones,41.67,195,468
26,27,27,Ryan Palmer,41.57,217,522
27,T28,T28,David Duval,41.55,172,414
28,T28,T28,John Huston,41.55,172,414
29,30,30,Brad Faxon,41.45,194,468
30,31,31,Stewart Cink,41.44,179,432
31,32,32,John Cook,41.16,163,396
32,33,33,Chris Riley,41.11,185,450
33,34,34,James Driscoll,41.0,214,522
34,T35,T35,Ben Curtis,40.89,184,450
35,T35,T35,Dudley Hart,40.89,184,450
36,37,37,Todd Fischer,40.86,228,558
37,38,38,Larry Mize,40.85,125,306
38,T39,T39,Tommy Armour III,40.74,154,378
39,T39,T39,Danny Ellis,40.74,154,378
40,T39,T39,Dean Wilson,40.74,242,594
41,42,42,Vance Veazey,40.64,139,342
42,43,43,Steve Stricker,40.63,117,288
43,44,44,Mike Sposa,40.58,168,414
44,45,45,Chris DiMarco,40.51,175,432
45,46,46,Robert Allenby,40.48,153,378
46,47,47,Tim Petrovic,40.42,211,522
47,48,48,Vaughn Taylor,40.38,189,468
48,49,49,Ryan Moore,40.28,145,360
49,50,50,Stephen Ames,40.2,123,306
50,51,51,Arjun Atwal,40.14,224,558
51,52,52,Harrison Frazar,40.12,195,486
52,53,53,Eric Axley,40.08,202,504
53,54,54,Bob Estes,40.0,180,450
54,55,55,Bernhard Langer,39.9,158,396
55,56,56,Rory Sabbatini,39.86,165,414
56,57,57,"Wes Short, Jr.",39.76,229,576
57,58,58,Ryan Hietala,39.65,157,396
58,59,59,Kent Jones,39.61,221,558
59,T60,T60,Trevor Immelman,39.58,171,432
60,T60,T60,Jesper Parnevik,39.58,171,432
61,62,62,Justin Rose,39.51,192,486
62,T63,T63,Olin Browne,39.46,206,522
63,T63,T63,Jeff Sluman,39.46,206,522
64,65,65,Shane Bertsch,39.43,220,558
65,T66,T66,Jim Furyk,39.37,163,414
66,T66,T66,Mark Wilson,39.37,163,414
67,68,68,Justin Leonard,39.35,170,432
68,69,69,D.A. Points,39.3,191,486
69,70,70,Joe Ogilvie,39.29,198,504
70,71,71,Corey Pavin,39.14,155,396
71,72,72,Greg Kraft,39.11,176,450
72,73,73,Tim Herron,39.1,183,468
73,T74,T74,Kris Cox,39.09,190,486
74,T74,T74,Charley Hoffman,39.09,197,504
75,T74,T74,Jason Schultz,39.09,190,486
76,T77,T77,John Daly,38.89,105,270
77,T77,T77,Ernie Els,38.89,112,288
78,T77,T77,Ryuji Imada,38.89,203,522
79,T77,T77,Brandt Jobe,38.89,182,468
80,T77,T77,Jeff Maggert,38.89,182,468
81,T77,T77,Jerry Smith,38.89,196,504
82,T77,T77,David Toms,38.89,133,342
83,84,84,Woody Austin,38.71,216,558
84,T85,T85,Kevin Sutherland,38.69,195,504
85,T85,T85,Bo Van Pelt,38.69,195,504
86,T87,T87,"John Engler, Jr.",38.68,181,468
87,T87,T87,Jason Gore,38.68,181,468
88,89,89,Mark Calcavecchia,38.66,167,432
89,90,90,J.B. Holmes,38.64,153,396
90,91,91,Sergio Garcia,38.52,104,270
91,T92,T92,Frank Lickliter II,38.49,194,504
92,T92,T92,Sean O'Hair,38.49,194,504
93,T92,T92,Tiger Woods,38.49,97,252
94,T95,T95,Greg Chalmers,38.48,187,486
95,T95,T95,Carl Pettersson,38.48,187,486
96,97,97,Rich Beem,38.46,180,468
97,98,98,Doug Barron,38.44,173,450
98,99,99,Billy Andrade,38.38,152,396
99,100,100,Tom Lehman,38.27,124,324
100,101,101,Zach Johnson,38.22,172,450
101,102,102,Henrik Bjornstad,38.15,206,540
102,103,103,Jason Bohn,38.12,199,522
103,T104,T104,Jonathan Kaye,38.1,192,504
104,T104,T104,Davis Love III,38.1,144,378
105,T104,T104,Ian Poulter,38.1,96,252
106,T104,T104,Camilo Villegas,38.1,192,504
107,108,108,Marco Dawson,38.07,185,486
108,109,109,Brian Davis,38.03,178,468
109,110,110,Jeff Brehaut,38.02,219,576
110,111,111,Richard Johnson,37.93,198,522
111,112,112,Mark Brooks,37.91,232,612
112,T113,T113,David Branshaw,37.9,191,504
113,T113,T113,Nick Watney,37.9,191,504
114,115,115,Greg Owen,37.88,150,396
115,116,116,J.L. Lewis,37.85,109,288
116,117,117,Stuart Appleby,37.83,143,378
117,118,118,Pat Perez,37.78,102,270
118,119,119,Patrick Sheehan,37.71,224,594
119,120,120,John Senden,37.65,183,486
120,121,121,Alex Aragon,37.5,162,432
121,122,122,Jon Mills,37.39,175,468
122,T123,T123,Lucas Glover,37.36,195,522
123,T123,T123,Bill Haas,37.36,195,522
124,125,125,Scott Gutschewski,37.35,121,324
125,126,126,Steve Flesch,37.33,215,576
126,T127,T127,Craig Barlow,37.3,141,378
127,T127,T127,Arron Oberholser,37.3,141,378
128,129,129,Phil Mickelson,37.25,114,306
129,T130,T130,David McKenzie,37.24,181,486
130,T130,T130,Duffy Waldorf,37.24,181,486
131,132,132,Matt Hansen,37.2,154,414
132,133,133,Jonathan Byrd,37.13,127,342
133,134,134,Paul Stankowski,37.12,147,396
