,3-Putt_Avoidance_-_Round_5_RANK THIS WEEK,3-Putt_Avoidance_-_Round_5_RANK LAST WEEK,3-Putt_Avoidance_-_Round_5_PLAYER NAME,3-Putt_Avoidance_-_Round_5_%,3-Putt_Avoidance_-_Round_5_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_5_TOTAL HOLES
0,T1,T1,Michael Allen,5.56,1,18
1,T1,T1,Stephen Ames,5.56,1,18
2,T1,T1,Arjun Atwal,5.56,1,18
3,T1,T1,Craig Barlow,5.56,1,18
4,T1,T1,Rich Beem,5.56,1,18
5,T1,T1,David Branshaw,5.56,1,18
6,T1,T1,Olin Browne,5.56,1,18
7,T1,T1,John Cook,5.56,1,18
8,T1,T1,Ben Curtis,5.56,1,18
9,T1,T1,Brian Davis,5.56,1,18
10,T1,T1,David Duval,5.56,1,18
11,T1,T1,Robert Gamez,5.56,1,18
12,T1,T1,Robert Garrigus,5.56,1,18
13,T1,T1,Bill Haas,5.56,1,18
14,T1,T1,John Huston,5.56,1,18
15,T1,T1,Brandt Jobe,5.56,1,18
16,T1,T1,Jeff Maggert,5.56,1,18
17,T1,T1,Corey Pavin,5.56,1,18
18,T1,T1,D.A. Points,5.56,1,18
19,T1,T1,Rory Sabbatini,5.56,1,18
20,T1,T1,Patrick Sheehan,5.56,1,18
21,T1,T1,Heath Slocum,5.56,1,18
22,T1,T1,Scott Verplank,5.56,1,18
23,T1,T1,Nick Watney,5.56,1,18
24,T1,T1,Mike Weir,5.56,1,18
25,T1,T1,Dean Wilson,5.56,1,18
26,T27,T27,Tim Clark,11.11,2,18
27,T27,T27,Joe Durant,11.11,2,18
28,T27,T27,Steve Elkington,11.11,2,18
29,T27,T27,Dudley Hart,11.11,2,18
30,T27,T27,Tim Herron,11.11,2,18
31,T27,T27,Bernhard Langer,11.11,2,18
32,T27,T27,Mark O'Meara,11.11,2,18
33,T27,T27,Joe Ogilvie,11.11,2,18
34,T27,T27,Greg Owen,11.11,2,18
35,T27,T27,Carl Pettersson,11.11,2,18
36,T27,T27,John Senden,11.11,2,18
37,T38,T38,Woody Austin,16.67,3,18
38,T38,T38,Fred Funk,16.67,3,18
39,T38,T38,Pat Perez,16.67,3,18
