,3-Putt_Avoidance_-_Inside_5_RANK THIS WEEK,3-Putt_Avoidance_-_Inside_5_RANK LAST WEEK,3-Putt_Avoidance_-_Inside_5_PLAYER NAME,3-Putt_Avoidance_-_Inside_5_ROUNDS,3-Putt_Avoidance_-_Inside_5_%,3-Putt_Avoidance_-_Inside_5_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Inside_5_ATTEMPTS,3-Putt_Avoidance_-_Inside_5_2 PUTT OR BETTER %
0,T1,T1,Stuart Appleby,83,0.0,,261,100.0
1,T1,T1,Alex Aragon,63,0.0,,228,100.0
2,T1,T1,Woody Austin,107,0.0,,386,100.0
3,T1,T1,Eric Axley,91,0.0,,314,100.0
4,T1,T1,Briny Baird,81,0.0,,243,100.0
5,T1,T1,Craig Barlow,77,0.0,,224,100.0
6,T1,T1,Doug Barron,74,0.0,,290,100.0
7,T1,T1,Brian Bateman,69,0.0,,227,100.0
8,T1,T1,Shane Bertsch,104,0.0,,351,100.0
9,T1,T1,Olin Browne,108,0.0,,316,100.0
10,T1,T1,Jonathan Byrd,66,0.0,,197,100.0
11,T1,T1,Chad Campbell,91,0.0,,250,100.0
12,T1,T1,Alex Cejka,93,0.0,,320,100.0
13,T1,T1,K.J. Choi,93,0.0,,289,100.0
14,T1,T1,Daniel Chopra,110,0.0,,372,100.0
15,T1,T1,Stewart Cink,93,0.0,,264,100.0
16,T1,T1,John Cook,67,0.0,,198,100.0
17,T1,T1,Fred Couples,52,0.0,,113,100.0
18,T1,T1,Kris Cox,83,0.0,,267,100.0
19,T1,T1,Ben Curtis,86,0.0,,249,100.0
20,T1,T1,Bubba Dickerson,98,0.0,,318,100.0
21,T1,T1,Luke Donald,66,0.0,,178,100.0
22,T1,T1,Joe Durant,101,0.0,,368,100.0
23,T1,T1,David Duval,71,0.0,,200,100.0
24,T1,T1,Steve Flesch,119,0.0,,413,100.0
25,T1,T1,Harrison Frazar,95,0.0,,309,100.0
26,T1,T1,Fred Funk,106,0.0,,309,100.0
27,T1,T1,Jim Furyk,89,0.0,,246,100.0
28,T1,T1,Robert Gamez,94,0.0,,303,100.0
29,T1,T1,Sergio Garcia,59,0.0,,130,100.0
30,T1,T1,Robert Garrigus,85,0.0,,279,100.0
31,T1,T1,Brian Gay,107,0.0,,403,100.0
32,T1,T1,Brent Geiberger,99,0.0,,343,100.0
33,T1,T1,Lucas Glover,105,0.0,,325,100.0
34,T1,T1,Retief Goosen,68,0.0,,182,100.0
35,T1,T1,Jason Gore,86,0.0,,251,100.0
36,T1,T1,Paul Goydos,72,0.0,,259,100.0
37,T1,T1,Nathan Green,108,0.0,,363,100.0
38,T1,T1,Mathias Grönberg,92,0.0,,308,100.0
39,T1,T1,Scott Gutschewski,53,0.0,,165,100.0
40,T1,T1,Bill Haas,99,0.0,,364,100.0
41,T1,T1,Todd Hamilton,72,0.0,,246,100.0
42,T1,T1,Matt Hansen,68,0.0,,240,100.0
43,T1,T1,Padraig Harrington,54,0.0,,157,100.0
44,T1,T1,J.P. Hayes,55,0.0,,199,100.0
45,T1,T1,J.J. Henry,96,0.0,,261,100.0
46,T1,T1,Tim Herron,82,0.0,,235,100.0
47,T1,T1,Ryan Hietala,61,0.0,,195,100.0
48,T1,T1,Charley Hoffman,100,0.0,,344,100.0
49,T1,T1,David Howell,52,0.0,,108,100.0
50,T1,T1,Charles Howell III,96,0.0,,298,100.0
51,T1,T1,John Huston,74,0.0,,252,100.0
52,T1,T1,Ryuji Imada,105,0.0,,351,100.0
53,T1,T1,Trevor Immelman,86,0.0,,288,100.0
54,T1,T1,Freddie Jacobson,56,0.0,,204,100.0
55,T1,T1,Brandt Jobe,91,0.0,,236,100.0
56,T1,T1,Zach Johnson,98,0.0,,274,100.0
57,T1,T1,Richard Johnson,94,0.0,,296,100.0
58,T1,T1,Jonathan Kaye,95,0.0,,324,100.0
59,T1,T1,Jerry Kelly,100,0.0,,312,100.0
60,T1,T1,Greg Kraft,79,0.0,,259,100.0
61,T1,T1,Bernhard Langer,77,0.0,,235,100.0
62,T1,T1,Stephen Leaney,84,0.0,,299,100.0
63,T1,T1,Ian Leggatt,80,0.0,,273,100.0
64,T1,T1,Tom Lehman,70,0.0,,150,100.0
65,T1,T1,Justin Leonard,83,0.0,,276,100.0
66,T1,T1,Thomas Levet,53,0.0,,183,100.0
67,T1,T1,J.L. Lewis,57,0.0,,198,100.0
68,T1,T1,Frank Lickliter II,99,0.0,,326,100.0
69,T1,T1,Peter Lonard,77,0.0,,264,100.0
70,T1,T1,Will MacKenzie,91,0.0,,274,100.0
71,T1,T1,Troy Matteson,101,0.0,,309,100.0
72,T1,T1,Len Mattiace,59,0.0,,207,100.0
73,T1,T1,Bob May,65,0.0,,190,100.0
74,T1,T1,Billy Mayfair,94,0.0,,286,100.0
75,T1,T1,Shaun Micheel,96,0.0,,284,100.0
76,T1,T1,Phil Mickelson,74,0.0,,198,100.0
77,T1,T1,Jon Mills,68,0.0,,215,100.0
78,T1,T1,Larry Mize,53,0.0,,154,100.0
79,T1,T1,Mark O'Meara,52,0.0,,147,100.0
80,T1,T1,Arron Oberholser,82,0.0,,224,100.0
81,T1,T1,Joe Ogilvie,95,0.0,,312,100.0
82,T1,T1,José María Olazábal,62,0.0,,140,100.0
83,T1,T1,Jesper Parnevik,84,0.0,,293,100.0
84,T1,T1,Tom Pernice Jr.,108,0.0,,357,100.0
85,T1,T1,Kenny Perry,73,0.0,,196,100.0
86,T1,T1,Carl Pettersson,95,0.0,,289,100.0
87,T1,T1,D.A. Points,82,0.0,,303,100.0
88,T1,T1,Ted Purdy,103,0.0,,267,100.0
89,T1,T1,Brett Quigley,109,0.0,,339,100.0
90,T1,T1,Chris Riley,86,0.0,,300,100.0
91,T1,T1,John Rollins,93,0.0,,275,100.0
92,T1,T1,Justin Rose,98,0.0,,331,100.0
