,Total_1_Putts_-_20-25_RANK THIS WEEK,Total_1_Putts_-_20-25_RANK LAST WEEK,Total_1_Putts_-_20-25_PLAYER NAME,Total_1_Putts_-_20-25_ROUNDS,Total_1_Putts_-_20-25_TOTAL,Total_1_Putts_-_20-25_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_20-25_PCT OF ALL 1-PUTTS
0,1,1,Tom Pernice Jr.,108,29,662,4.4
1,T2,T2,Brett Quigley,109,28,675,4.1
2,T2,T2,Dean Wilson,115,28,683,4.1
3,4,4,Brian Gay,107,25,777,3.2
4,5,5,Jeff Sluman,101,24,592,4.1
5,T6,T6,Nathan Green,108,23,714,3.2
6,T6,T6,Shigeki Maruyama,94,23,604,3.8
7,T6,T6,Troy Matteson,101,23,583,3.9
8,T9,T9,Woody Austin,107,22,688,3.2
9,T9,T9,Heath Slocum,96,22,527,4.2
10,T11,T11,Stewart Cink,93,21,541,3.9
11,T11,T11,Marco Dawson,87,21,567,3.7
12,T11,T11,Steve Flesch,119,21,737,2.8
13,T11,T11,Brent Geiberger,99,21,636,3.3
14,T11,T11,Richard Johnson,94,21,597,3.5
15,T11,T11,Tim Petrovic,95,21,589,3.6
16,T17,T17,Fred Funk,106,20,592,3.4
17,T17,T17,Hunter Mahan,98,20,600,3.3
18,T17,T17,Ryan Palmer,101,20,573,3.5
19,T17,T17,D.J. Trahan,92,20,533,3.8
20,T21,T21,Jeff Brehaut,100,19,562,3.4
21,T21,T21,Ted Purdy,103,19,531,3.6
22,T21,T21,Mark Wilson,79,19,510,3.7
23,T24,T24,Kris Cox,83,18,492,3.7
24,T24,T24,Brad Faxon,78,18,545,3.3
25,T24,T24,Daisuke Maruyama,83,18,478,3.8
26,T24,T24,"Wes Short, Jr.",96,18,586,3.1
27,T28,T28,Aaron Baddeley,78,17,533,3.2
28,T28,T28,Ben Curtis,86,17,458,3.7
29,T28,T28,Robert Gamez,94,17,568,3.0
30,T28,T28,Mathias Grönberg,92,17,534,3.2
31,T28,T28,Trevor Immelman,86,17,505,3.4
32,T28,T28,Adam Scott,70,17,348,4.9
33,T28,T28,Hidemichi Tanaka,74,17,444,3.8
34,T28,T28,Vaughn Taylor,88,17,579,2.9
35,T36,T36,Stuart Appleby,83,16,465,3.4
36,T36,T36,John Cook,67,16,394,4.1
37,T36,T36,Brian Davis,92,16,552,2.9
38,T36,T36,Carlos Franco,86,16,512,3.1
39,T36,T36,Harrison Frazar,95,16,562,2.8
40,T36,T36,Ryuji Imada,105,16,614,2.6
41,T36,T36,Steve Jones,83,16,474,3.4
42,T36,T36,D.A. Points,82,16,515,3.1
43,T36,T36,Chris Riley,86,16,527,3.0
44,T36,T36,Patrick Sheehan,104,16,602,2.7
45,T46,T46,Paul Azinger,87,15,587,2.6
46,T46,T46,Henrik Bjornstad,97,15,629,2.4
47,T46,T46,K.J. Choi,93,15,522,2.9
48,T46,T46,Ben Crane,85,15,461,3.3
49,T46,T46,Todd Fischer,101,15,657,2.3
50,T46,T46,Jim Furyk,89,15,485,3.1
51,T46,T46,Robert Garrigus,85,15,495,3.0
52,T46,T46,J.J. Henry,96,15,503,3.0
53,T46,T46,Charley Hoffman,100,15,624,2.4
54,T46,T46,Kent Jones,103,15,631,2.4
55,T46,T46,Billy Mayfair,94,15,509,2.9
56,T46,T46,Arron Oberholser,82,15,429,3.5
57,T46,T46,Duffy Waldorf,96,15,554,2.7
58,T46,T46,Nick Watney,97,15,612,2.5
59,T60,T60,Shane Bertsch,104,14,647,2.2
60,T60,T60,Olin Browne,108,14,621,2.3
61,T60,T60,Jonathan Byrd,66,14,386,3.6
62,T60,T60,J.B. Holmes,81,14,438,3.2
63,T60,T60,Stephen Leaney,84,14,554,2.5
64,T60,T60,Thomas Levet,53,14,307,4.6
65,T60,T60,Frank Lickliter II,99,14,603,2.3
66,T60,T60,Davis Love III,85,14,407,3.4
67,T60,T60,Steve Lowery,99,14,576,2.4
68,T60,T60,Len Mattiace,59,14,388,3.6
69,T60,T60,Sean O'Hair,100,14,525,2.7
70,T60,T60,Rod Pampling,89,14,510,2.7
71,T60,T60,Tag Ridings,103,14,658,2.1
72,T60,T60,Vance Veazey,59,14,375,3.7
73,T74,T74,Robert Allenby,79,13,426,3.1
74,T74,T74,Stephen Ames,63,13,318,4.1
75,T74,T74,Arjun Atwal,97,13,592,2.2
76,T74,T74,David Branshaw,98,13,573,2.3
77,T74,T74,Bubba Dickerson,98,13,569,2.3
78,T74,T74,Steve Elkington,52,13,295,4.4
79,T74,T74,Bob Estes,85,13,514,2.5
80,T74,T74,Todd Hamilton,72,13,408,3.2
