,Putting_from_5-15_RANK THIS WEEK,Putting_from_5-15_RANK LAST WEEK,Putting_from_5-15_PLAYER NAME,Putting_from_5-15_ROUNDS,Putting_from_5-15_% MADE,Putting_from_5-15_ATTEMPTS,Putting_from_5-15_PUTTS MADE
0,1,1,Rod Pampling,89,53.58,433,232
1,2,2,Mark O'Meara,52,51.59,252,130
2,3,3,Ben Crane,85,51.37,438,225
3,4,4,Jesper Parnevik,84,51.3,499,256
4,5,5,Aaron Baddeley,78,51.18,467,239
5,6,6,David Howell,52,51.14,219,112
6,7,7,Nathan Green,108,50.91,662,337
7,8,8,Luke Donald,66,50.83,301,153
8,9,9,Alex Aragon,63,50.76,396,201
9,10,10,Ryan Moore,68,50.72,418,212
10,11,11,Brian Gay,107,50.62,723,366
11,T12,T12,Greg Chalmers,71,50.48,420,212
12,T12,T12,Brett Quigley,109,50.48,630,318
13,14,14,James Driscoll,80,50.38,532,268
14,15,15,Richard Johnson,94,50.18,566,284
15,16,16,Tim Clark,80,50.12,423,212
16,17,17,Stewart Cink,93,49.81,520,259
17,18,18,Stephen Ames,63,49.69,324,161
18,19,19,Danny Ellis,68,49.65,433,215
19,20,20,Carl Pettersson,95,49.35,535,264
20,21,21,Jim Furyk,89,49.3,426,210
21,22,22,Jason Gore,86,49.23,581,286
22,23,23,Charley Hoffman,100,49.22,644,317
23,24,24,Paul Azinger,87,49.19,557,274
24,25,25,Tag Ridings,103,49.16,655,322
25,26,26,Daniel Chopra,110,49.07,642,315
26,27,27,Skip Kendall,72,49.04,418,205
27,28,28,David McKenzie,82,49.02,457,224
28,29,29,Tommy Armour III,65,48.94,376,184
29,30,30,Olin Browne,108,48.59,640,311
30,31,31,Bernhard Langer,77,48.58,424,206
31,32,32,Eric Axley,91,48.4,564,273
32,33,33,Steve Stricker,64,48.39,341,165
33,34,34,Jeff Overton,95,48.28,669,323
34,T35,T35,Kent Jones,103,48.23,649,313
35,T35,T35,Vance Veazey,59,48.23,367,177
36,37,37,Len Mattiace,59,48.18,357,172
37,38,38,Brad Faxon,78,48.17,519,250
38,39,39,Kris Cox,83,48.12,505,243
39,40,40,Arjun Atwal,97,48.06,566,272
40,41,41,John Huston,74,48.02,479,230
41,42,42,Tom Pernice Jr.,108,48.01,579,278
42,43,43,Joe Ogilvie,95,48.0,575,276
43,T44,T44,Shaun Micheel,96,47.99,546,262
44,T44,T44,Dean Wilson,115,47.99,598,287
45,46,46,Lucas Glover,105,47.83,623,298
46,47,47,Mark Wilson,79,47.8,477,228
47,48,48,Jimmy Walker,60,47.78,406,194
48,49,49,Mike Sposa,68,47.76,402,192
49,50,50,Bob Estes,85,47.67,516,246
50,51,51,Frank Lickliter II,99,47.65,596,284
51,52,52,Ian Poulter,53,47.5,320,152
52,53,53,Padraig Harrington,54,47.41,270,128
53,54,54,Pat Perez,50,47.35,302,143
54,T55,T55,Michael Allen,84,47.27,512,242
55,T55,T55,Jonathan Byrd,66,47.27,385,182
56,T55,T55,Vaughn Taylor,88,47.27,550,260
57,T58,T58,Todd Fischer,101,47.18,655,309
58,T58,T58,Shigeki Maruyama,94,47.18,602,284
59,60,60,Stuart Appleby,83,47.02,470,221
60,61,61,Hunter Mahan,98,46.96,641,301
61,62,62,Woody Austin,107,46.93,701,329
62,63,63,Greg Kraft,79,46.92,471,221
63,64,64,Chris DiMarco,83,46.89,418,196
64,65,65,Davis Love III,85,46.82,440,206
65,66,66,J.P. Hayes,55,46.8,391,183
66,67,67,Henrik Bjornstad,97,46.64,639,298
67,T68,T68,Harrison Frazar,95,46.62,562,262
68,T68,T68,Bo Van Pelt,102,46.62,637,297
69,70,70,Rory Sabbatini,84,46.61,457,213
70,71,71,Dudley Hart,83,46.6,470,219
71,72,72,K.J. Choi,93,46.59,543,253
72,73,73,Brent Geiberger,99,46.57,612,285
73,74,74,Scott Verplank,88,46.51,473,220
74,75,75,Tim Petrovic,95,46.48,596,277
75,76,76,Tjaart van der Walt,60,46.36,343,159
76,77,77,Zach Johnson,98,46.33,559,259
77,78,78,Kevin Sutherland,100,46.31,583,270
78,79,79,Troy Matteson,101,46.25,627,290
79,80,80,Steve Flesch,119,46.18,719,332
80,T81,T81,Brandt Jobe,91,46.15,520,240
81,T81,T81,Jeff Sluman,101,46.15,585,270
82,T81,T81,Nick Watney,97,46.15,598,276
83,84,84,Brian Bateman,69,46.08,408,188
84,85,85,Doug Barron,74,46.07,484,223
85,86,86,Ted Purdy,103,46.03,580,267
86,T87,T87,John Cook,67,46.02,389,179
87,T87,T87,Jerry Kelly,100,46.02,591,272
88,89,89,Trevor Immelman,86,46.01,489,225
89,90,90,Freddie Jacobson,56,45.93,381,175
90,91,91,Bart Bryant,87,45.91,514,236
91,92,92,John Rollins,93,45.9,536,246
92,93,93,"John Engler, Jr.",69,45.85,434,199
93,T94,T94,Marco Dawson,87,45.71,525,240
94,T94,T94,David Toms,76,45.71,455,208
95,T96,T96,John Senden,96,45.7,547,250
96,T96,T96,Tiger Woods,55,45.7,256,117
97,98,98,Ron Whittaker,81,45.54,505,230
98,T99,T99,Retief Goosen,68,45.45,330,150
99,T99,T99,Lee Janzen,79,45.45,473,215
100,T101,T101,Steve Jones,83,45.44,493,224
101,T101,T101,Chris Riley,86,45.44,493,224
102,T103,T103,Bubba Dickerson,98,45.4,619,281
103,T103,T103,Fred Funk,106,45.4,619,281
104,105,105,Ryuji Imada,105,45.3,607,275
105,106,106,Ryan Hietala,61,45.27,349,158
106,107,107,Jerry Smith,94,45.24,599,271
107,T108,T108,Robert Gamez,94,45.21,595,269
108,T108,T108,Jeff Maggert,81,45.21,511,231
109,T110,T110,Mathew Goggin,72,45.19,405,183
110,T110,T110,Stephen Leaney,84,45.19,540,244
111,112,112,Roger Tambellini,64,45.17,352,159
112,113,113,Chris Smith,67,45.15,392,177
113,114,114,David Duval,71,45.11,399,180
114,115,115,D.J. Trahan,92,45.1,561,253
115,116,116,J.L. Lewis,57,45.09,377,170
116,117,117,Geoff Ogilvy,76,45.08,386,174
117,118,118,Duffy Waldorf,96,45.05,535,241
118,T119,T119,Chad Campbell,91,45.04,464,209
119,T119,T119,Steve Lowery,99,45.04,575,259
120,121,121,Daisuke Maruyama,83,45.02,482,217
121,122,122,Mike Weir,88,45.0,480,216
122,123,123,Larry Mize,53,44.98,269,121
123,124,124,Ryan Palmer,101,44.94,603,271
124,125,125,Chris Couch,75,44.91,481,216
125,T126,T126,Joe Durant,101,44.9,686,308
126,T126,T126,J.B. Holmes,81,44.9,461,207
127,128,128,Kirk Triplett,58,44.84,339,152
128,129,129,Briny Baird,81,44.83,513,230
129,130,130,David Branshaw,98,44.72,615,275
130,131,131,Justin Leonard,83,44.71,425,190
131,132,132,D.A. Points,82,44.7,472,211
132,133,133,Fred Couples,52,44.68,235,105
133,134,134,Adam Scott,70,44.64,336,150
134,135,135,Steve Elkington,52,44.63,298,133
135,136,136,Rich Beem,85,44.6,491,219
